starttime,task,fbtask,firsttask,withinblocktrial,block,withintasktrial,trial,running,feedback,fbscore,difflevel,n_xes,rt,resp,cor,cresp,conf_press,cj,RTconf,reddots,stoptime,sub,age,gender,handedness,session,
1715070706,xotask,xotask,xotask,0,0,0,0,training,positivefb,98,hard,29,2.8015614999999343,['n'],1,right,['8'],4,2.4223780999998326,,,24,19,Vrouw,Rechts,1,
,xotask,xotask,xotask,1,0,1,1,training,positivefb,98,easy,7,1.6347630000000208,['n'],1,right,['8'],4,0.658874699999842,,,24,19,Vrouw,Rechts,1,
,xotask,xotask,xotask,2,0,2,2,training,positivefb,9,average,19,2.267187599999943,['c'],0,right,['3'],3,1.1982520999999906,,,24,19,Vrouw,Rechts,1,
,xotask,xotask,xotask,3,0,3,3,training,positivefb,94,average,18,2.5833375999998225,['n'],1,right,['8'],4,0.9021155000000363,,,24,19,Vrouw,Rechts,1,
,xotask,xotask,xotask,4,0,4,4,training,positivefb,78,hard,26,1.767186699999911,['n'],1,right,['9'],5,0.6841726000000108,,,24,19,Vrouw,Rechts,1,
,xotask,xotask,xotask,5,0,5,5,training,positivefb,70,easy,73,1.5654945000001135,['n'],0,left,['8'],4,0.8975530999998682,,,24,19,Vrouw,Rechts,1,
,xotask,xotask,xotask,6,0,6,6,training,positivefb,86,hard,53,1.6000063999999838,['n'],0,left,['8'],4,0.7419680000000426,,,24,19,Vrouw,Rechts,1,
,xotask,xotask,xotask,7,0,7,7,training,positivefb,94,average,60,1.8661537999998927,['c'],1,left,['8'],4,0.6858322999999018,,,24,19,Vrouw,Rechts,1,
,xotask,xotask,xotask,8,0,8,8,training,positivefb,92,average,18,2.8496217000001707,['n'],1,right,['8'],4,0.6965066000000206,,,24,19,Vrouw,Rechts,1,
,xotask,xotask,xotask,9,0,9,9,training,positivefb,84,easy,8,1.1679575000000568,['n'],1,right,['9'],5,0.6946771000000354,,,24,19,Vrouw,Rechts,1,
,xotask,xotask,xotask,10,0,10,10,training,positivefb,93,hard,26,1.950079599999981,['n'],1,right,['9'],5,0.5976607999998578,,,24,19,Vrouw,Rechts,1,
