starttime,task,fbtask,firsttask,withinblocktrial,block,withintasktrial,trial,running,feedback,fbscore,difflevel,reddots,rt,resp,cor,cresp,conf_press,cj,RTconf,n_xes,post1,post2,post3,post4,post5,stoptime,sub,age,gender,handedness,session,
1715675565,dotcolour,dotcolour,xotask,0,0,0,0,training,negativefb,67,easy,62,1.0167421999994986,['c'],1,left,['2'],5,0.7540687000000617,,,,,,,,36,19,Vrouw,Links,2,
,dotcolour,dotcolour,xotask,1,0,1,1,training,negativefb,45,average,27,0.9340870999994877,['n'],1,right,['2'],5,0.6862547000000632,,,,,,,,36,19,Vrouw,Links,2,
,dotcolour,dotcolour,xotask,2,0,2,2,training,negativefb,80,easy,64,2.9003413000000364,['c'],1,left,['1'],6,0.9355798000005962,,,,,,,,36,19,Vrouw,Links,2,
,dotcolour,dotcolour,xotask,3,0,3,3,training,negativefb,43,hard,45,1.616947400000754,['n'],0,left,['3'],4,0.6334766999998465,,,,,,,,36,19,Vrouw,Links,2,
,dotcolour,dotcolour,xotask,4,0,4,4,training,negativefb,69,average,51,1.499568399999589,['c'],1,left,['2'],5,0.4196040999995603,,,,,,,,36,19,Vrouw,Links,2,
,dotcolour,dotcolour,xotask,5,0,5,5,training,negativefb,69,easy,61,1.3329995000003692,['c'],1,left,['1'],6,0.3816113000002588,,,,,,,,36,19,Vrouw,Links,2,
,dotcolour,dotcolour,xotask,6,0,6,6,training,negativefb,49,hard,45,1.5997435999997833,['n'],0,left,['3'],4,0.5823772000003373,,,,,,,,36,19,Vrouw,Links,2,
,dotcolour,dotcolour,xotask,7,0,7,7,training,negativefb,51,easy,19,0.9169168999997055,['n'],1,right,['2'],5,0.4267950000003111,,,,,,,,36,19,Vrouw,Links,2,
,dotcolour,dotcolour,xotask,8,0,8,8,training,negativefb,41,average,53,1.0668759000000136,['c'],1,left,['2'],5,0.6395142999999734,,,,,,,,36,19,Vrouw,Links,2,
,dotcolour,dotcolour,xotask,9,0,9,9,training,negativefb,82,hard,41,2.0163243999995757,['n'],0,left,['3'],4,0.6134543999996822,,,,,,,,36,19,Vrouw,Links,2,
,dotcolour,dotcolour,xotask,10,0,10,10,training,negativefb,72,average,28,1.116770099999485,['n'],1,right,['3'],4,0.20844409999972413,,,,,,,,36,19,Vrouw,Links,2,
,dotcolour,dotcolour,xotask,11,0,11,11,training,negativefb,29,easy,19,0.6509992999999668,['n'],1,right,['2'],5,0.25528880000001664,,,,,,,,36,19,Vrouw,Links,2,
,dotcolour,dotcolour,xotask,12,0,12,12,training,negativefb,97,average,29,0.7673916000003373,['n'],1,right,['3'],4,0.9579791999994995,,,,,,,,36,19,Vrouw,Links,2,
,dotcolour,dotcolour,xotask,13,0,13,13,training,negativefb,77,average,51,1.1332004999994751,['c'],1,left,['2'],5,0.30705480000051466,,,,,,,,36,19,Vrouw,Links,2,
,dotcolour,dotcolour,xotask,14,0,14,14,training,negativefb,78,easy,63,1.6170099999999366,['c'],1,left,['1'],6,0.27799770000001445,,,,,,,,36,19,Vrouw,Links,2,
,dotcolour,dotcolour,xotask,15,0,15,15,training,negativefb,37,hard,35,1.7831089000001157,['c'],0,right,['3'],4,0.5487917999998899,,,,,,,,36,19,Vrouw,Links,2,
,dotcolour,dotcolour,xotask,16,0,16,16,training,negativefb,89,easy,15,1.1502047000003586,['n'],1,right,['1'],6,0.43209850000039296,,,,,,,,36,19,Vrouw,Links,2,
,dotcolour,dotcolour,xotask,17,0,17,17,training,negativefb,54,average,28,0.816813500000535,['n'],1,right,['1'],6,0.20614630000000034,,,,,,,,36,19,Vrouw,Links,2,
,dotcolour,dotcolour,xotask,18,0,18,18,training,negativefb,85,average,51,0.9838853999999628,['c'],1,left,['2'],5,0.6066747000004398,,,,,,,,36,19,Vrouw,Links,2,
,dotcolour,dotcolour,xotask,19,0,19,19,training,negativefb,67,easy,16,1.1014352000001963,['n'],1,right,['1'],6,0.275141000000076,,,,,,,,36,19,Vrouw,Links,2,
,dotcolour,dotcolour,xotask,20,0,20,20,training,negativefb,18,hard,37,2.1327172999999675,['c'],0,right,['3'],4,1.0747904999998354,,,,,,,,36,19,Vrouw,Links,2,
,dotcolour,dotcolour,xotask,21,0,21,21,training,negativefb,61,hard,45,1.8165319999998246,['c'],1,left,['2'],5,0.3278338000000076,,,,,,,,36,19,Vrouw,Links,2,
,dotcolour,dotcolour,xotask,22,0,22,22,training,negativefb,40,hard,38,1.084120200000143,['n'],1,right,['3'],4,0.3202748000003339,,,,,,,,36,19,Vrouw,Links,2,
,dotcolour,dotcolour,xotask,23,0,23,23,training,negativefb,60,average,26,2.1000055000004068,['n'],1,right,['8'],3,0.5110040999998091,,,,,,,,36,19,Vrouw,Links,2,
,dotcolour,dotcolour,xotask,24,0,24,24,training,negativefb,65,easy,15,1.1331697000005079,['n'],1,right,['2'],5,0.3825357999994594,,,,,,,,36,19,Vrouw,Links,2,
,dotcolour,dotcolour,xotask,25,0,25,25,training,negativefb,38,easy,65,0.9008858000006512,['c'],1,left,['1'],6,0.25018720000025496,,,,,,,,36,19,Vrouw,Links,2,
,dotcolour,dotcolour,xotask,26,0,26,26,training,negativefb,57,hard,43,3.6166423000004215,['c'],1,left,['3'],4,0.7042836999999054,,,,,,,,36,19,Vrouw,Links,2,
,dotcolour,dotcolour,xotask,27,0,27,27,training,negativefb,33,hard,42,1.2330033999996886,['n'],0,left,['3'],4,0.4431369999992967,,,,,,,,36,19,Vrouw,Links,2,
,dotcolour,dotcolour,xotask,28,0,28,28,training,negativefb,57,easy,61,0.9510390000004918,['c'],1,left,['2'],5,0.32333310000012716,,,,,,,,36,19,Vrouw,Links,2,
,dotcolour,dotcolour,xotask,29,0,29,29,training,negativefb,55,hard,39,1.16760609999983,['n'],1,right,['3'],4,0.27240880000044854,,,,,,,,36,19,Vrouw,Links,2,
,dotcolour,dotcolour,xotask,30,0,30,30,training,negativefb,68,easy,15,0.915584299999864,['n'],1,right,['1'],6,0.24086540000007517,,,,,,,,36,19,Vrouw,Links,2,
,dotcolour,dotcolour,xotask,31,0,31,31,training,negativefb,94,average,28,1.81759030000012,['n'],1,right,['3'],4,0.7743786999999429,,,,,,,,36,19,Vrouw,Links,2,
,dotcolour,dotcolour,xotask,32,0,32,32,training,negativefb,77,easy,63,1.2668230999997832,['c'],1,left,['2'],5,0.44552030000068044,,,,,,,,36,19,Vrouw,Links,2,
,dotcolour,dotcolour,xotask,33,0,33,33,training,negativefb,23,hard,37,2.3484975999999733,['c'],0,right,['3'],4,0.318333100000018,,,,,,,,36,19,Vrouw,Links,2,
,dotcolour,dotcolour,xotask,34,0,34,34,training,negativefb,53,average,54,1.098892899999555,['c'],1,left,['1'],6,0.4777750000002925,,,,,,,,36,19,Vrouw,Links,2,
,dotcolour,dotcolour,xotask,35,0,35,35,training,negativefb,69,average,53,1.0013693999999305,['c'],1,left,['1'],6,0.2588181999999506,,,,,,,,36,19,Vrouw,Links,2,
,dotcolour,dotcolour,xotask,36,0,36,36,training,negativefb,70,easy,16,1.0336598000003505,['n'],1,right,['3'],4,0.3193803999993179,,,,,,,,36,19,Vrouw,Links,2,
,dotcolour,dotcolour,xotask,37,0,37,37,training,negativefb,79,easy,64,0.6494349999993574,['c'],1,left,['2'],5,0.35269680000055814,,,,,,,,36,19,Vrouw,Links,2,
,dotcolour,dotcolour,xotask,38,0,38,38,training,negativefb,82,easy,65,0.8000436000002082,['c'],1,left,['1'],6,0.32247559999996156,,,,,,,,36,19,Vrouw,Links,2,
,dotcolour,dotcolour,xotask,39,0,39,39,training,negativefb,52,hard,38,0.9175296000003073,['n'],1,right,['3'],4,0.24926890000006097,,,,,,,,36,19,Vrouw,Links,2,
,dotcolour,dotcolour,xotask,40,0,40,40,training,negativefb,42,average,27,1.200765799999317,['n'],1,right,['2'],5,0.23990449999928387,,,,,,,,36,19,Vrouw,Links,2,
,dotcolour,dotcolour,xotask,41,0,41,41,training,negativefb,66,hard,38,2.499678300000596,['n'],1,right,['3'],4,0.2980107000003045,,,,,,,,36,19,Vrouw,Links,2,
