starttime,task,fbtask,firsttask,withinblocktrial,block,withintasktrial,trial,running,feedback,fbscore,difflevel,n_xes,rt,resp,cor,cresp,conf_press,cj,RTconf,reddots,stoptime,sub,age,gender,handedness,session,
1715076131,xotask,xotask,dotcolour,0,0,0,0,training,positivefb,91,hard,51,1.5999817000001713,['c'],1,left,['3'],4,2.8271251999995,,,33,18,Vrouw,Links,1,
,xotask,xotask,dotcolour,1,0,1,1,training,positivefb,85,hard,27,1.4840350000004037,['n'],1,right,['3'],4,1.3902684999993653,,,33,18,Vrouw,Links,1,
,xotask,xotask,dotcolour,2,0,2,2,training,positivefb,66,average,63,1.466827899999771,['c'],1,left,['2'],5,0.6990341999999146,,,33,18,Vrouw,Links,1,
,xotask,xotask,dotcolour,3,0,3,3,training,positivefb,41,hard,52,1.8004330000003392,['n'],0,left,['3'],4,0.5103238000001511,,,33,18,Vrouw,Links,1,
,xotask,xotask,dotcolour,4,0,4,4,training,positivefb,25,hard,26,1.499007200000051,['c'],0,right,['3'],4,1.0313419000003705,,,33,18,Vrouw,Links,1,
,xotask,xotask,dotcolour,5,0,5,5,training,positivefb,99,average,64,1.5659781000003932,['c'],1,left,['3'],4,1.5351369999998496,,,33,18,Vrouw,Links,1,
,xotask,xotask,dotcolour,6,0,6,6,training,positivefb,87,hard,53,1.5511390000001484,['n'],0,left,['3'],4,2.331478099999913,,,33,18,Vrouw,Links,1,
,xotask,xotask,dotcolour,7,0,7,7,training,positivefb,99,easy,72,0.6334944999998697,['c'],1,left,['3'],4,0.7156980999998268,,,33,18,Vrouw,Links,1,
,xotask,xotask,dotcolour,8,0,8,8,training,positivefb,95,hard,27,0.9829015999994226,['n'],1,right,['3'],4,1.9836687999995775,,,33,18,Vrouw,Links,1,
,xotask,xotask,dotcolour,9,0,9,9,training,positivefb,60,hard,50,0.9677911999997377,['n'],0,left,['3'],4,1.400806100000409,,,33,18,Vrouw,Links,1,
,xotask,xotask,dotcolour,10,0,10,10,training,positivefb,79,easy,5,1.1003994000002422,['c'],0,right,['2'],5,0.5565599000001384,,,33,18,Vrouw,Links,1,
,xotask,xotask,dotcolour,11,0,11,11,training,positivefb,96,easy,5,1.5838161000001492,['n'],1,right,['2'],5,0.4625634000003629,,,33,18,Vrouw,Links,1,
,xotask,xotask,dotcolour,12,0,12,12,training,positivefb,57,easy,74,1.3656332000000475,['c'],1,left,['1'],6,0.950902199999291,,,33,18,Vrouw,Links,1,
,xotask,xotask,dotcolour,13,0,13,13,training,positivefb,76,hard,29,1.4337913999997909,['c'],0,right,['2'],5,0.551456700000017,,,33,18,Vrouw,Links,1,
,xotask,xotask,dotcolour,14,0,14,14,training,positivefb,98,average,60,1.0331950999998298,['c'],1,left,['1'],6,0.77588200000082,,,33,18,Vrouw,Links,1,
,xotask,xotask,dotcolour,15,0,15,15,training,positivefb,86,average,19,0.9995603999996092,['n'],1,right,['2'],5,0.5207061000000976,,,33,18,Vrouw,Links,1,
,xotask,xotask,dotcolour,16,0,16,16,training,positivefb,82,easy,8,0.7653452999993533,['c'],0,right,['2'],5,0.42252989999997226,,,33,18,Vrouw,Links,1,
,xotask,xotask,dotcolour,17,0,17,17,training,positivefb,13,average,19,0.8167388000001665,['c'],0,right,['3'],4,1.1331601000001683,,,33,18,Vrouw,Links,1,
