starttime,task,fbtask,firsttask,withinblocktrial,block,withintasktrial,trial,running,feedback,fbscore,difflevel,reddots,rt,resp,cor,cresp,conf_press,cj,RTconf,n_xes,post1,post2,post3,post4,post5,stoptime,sub,age,gender,handedness,session,
1715335051,dotcolour,dotcolour,dotcolour,0,0,0,0,training,positivefb,34,average,51,1.5666858000000161,['c'],1,left,['2'],5,1.9008850000000166,,,,,,,,7,18,Vrouw,Links,2,
,dotcolour,dotcolour,dotcolour,1,0,1,1,training,positivefb,91,average,26,0.8170592999999826,['n'],1,right,['2'],5,0.8954299000000105,,,,,,,,7,18,Vrouw,Links,2,
,dotcolour,dotcolour,dotcolour,2,0,2,2,training,positivefb,72,hard,45,0.9171669000000406,['c'],1,left,['1'],6,0.5594303000000309,,,,,,,,7,18,Vrouw,Links,2,
,dotcolour,dotcolour,dotcolour,3,0,3,3,training,positivefb,97,average,29,0.7836947000000691,['n'],1,right,['2'],5,1.0580790999999863,,,,,,,,7,18,Vrouw,Links,2,
,dotcolour,dotcolour,dotcolour,4,0,4,4,training,positivefb,99,average,29,0.833820199999991,['n'],1,right,['3'],4,1.0869136000000026,,,,,,,,7,18,Vrouw,Links,2,
,dotcolour,dotcolour,dotcolour,5,0,5,5,training,positivefb,97,easy,17,0.8331147000000101,['n'],1,right,['1'],6,0.5458704999999782,,,,,,,,7,18,Vrouw,Links,2,
,dotcolour,dotcolour,dotcolour,6,0,6,6,training,positivefb,83,average,51,0.8169687999999269,['c'],1,left,['2'],5,0.78014840000003,,,,,,,,7,18,Vrouw,Links,2,
,dotcolour,dotcolour,dotcolour,7,0,7,7,training,positivefb,98,easy,62,0.8007048000000623,['c'],1,left,['1'],6,0.5414400999999316,,,,,,,,7,18,Vrouw,Links,2,
,dotcolour,dotcolour,dotcolour,8,0,8,8,training,positivefb,96,average,54,0.900353999999993,['c'],1,left,['1'],6,0.4840881000000081,,,,,,,,7,18,Vrouw,Links,2,
,dotcolour,dotcolour,dotcolour,9,0,9,9,training,positivefb,90,hard,36,0.7666641000000709,['n'],1,right,['1'],6,0.8341553000000204,,,,,,,,7,18,Vrouw,Links,2,
,dotcolour,dotcolour,dotcolour,10,0,10,10,training,positivefb,84,easy,15,0.5177510999999413,['n'],1,right,['1'],6,0.44398739999996906,,,,,,,,7,18,Vrouw,Links,2,
,dotcolour,dotcolour,dotcolour,11,0,11,11,training,positivefb,97,easy,62,0.650317599999994,['c'],1,left,['1'],6,0.5927861000000121,,,,,,,,7,18,Vrouw,Links,2,
,dotcolour,dotcolour,dotcolour,12,0,12,12,training,positivefb,96,average,26,0.6836005000000114,['n'],1,right,['1'],6,0.4302179000000024,,,,,,,,7,18,Vrouw,Links,2,
,dotcolour,dotcolour,dotcolour,13,0,13,13,training,positivefb,71,hard,35,1.5508697999999868,['c'],0,right,['3'],4,0.9755705000000034,,,,,,,,7,18,Vrouw,Links,2,
,dotcolour,dotcolour,dotcolour,14,0,14,14,training,positivefb,93,easy,64,0.6828890000000456,['c'],1,left,['1'],6,0.41333669999994527,,,,,,,,7,18,Vrouw,Links,2,
,dotcolour,dotcolour,dotcolour,15,0,15,15,training,positivefb,99,easy,62,0.5000191000000314,['c'],1,left,['1'],6,0.513375099999962,,,,,,,,7,18,Vrouw,Links,2,
,dotcolour,dotcolour,dotcolour,16,0,16,16,training,positivefb,99,average,55,0.5177609999999504,['c'],1,left,['1'],6,0.5687679999999773,,,,,,,,7,18,Vrouw,Links,2,
,dotcolour,dotcolour,dotcolour,17,0,17,17,training,positivefb,96,easy,63,0.616913600000089,['c'],1,left,['1'],6,0.32141089999993255,,,,,,,,7,18,Vrouw,Links,2,
,dotcolour,dotcolour,dotcolour,18,0,18,18,training,positivefb,91,easy,19,0.6509287000000086,['n'],1,right,['1'],6,0.3865500999999085,,,,,,,,7,18,Vrouw,Links,2,
,dotcolour,dotcolour,dotcolour,19,0,19,19,training,positivefb,92,hard,43,2.0837618999998995,['n'],0,left,['3'],4,0.4481203999999934,,,,,,,,7,18,Vrouw,Links,2,
,dotcolour,dotcolour,dotcolour,20,0,20,20,training,positivefb,99,easy,18,0.683487600000035,['n'],1,right,['1'],6,0.37927270000000135,,,,,,,,7,18,Vrouw,Links,2,
,dotcolour,dotcolour,dotcolour,21,0,21,21,training,positivefb,49,average,53,1.366595699999948,['c'],1,left,['2'],5,0.654043999999999,,,,,,,,7,18,Vrouw,Links,2,
,dotcolour,dotcolour,dotcolour,22,0,22,22,training,positivefb,99,average,55,0.7510055000000193,['c'],1,left,['2'],5,0.5898816000000124,,,,,,,,7,18,Vrouw,Links,2,
,dotcolour,dotcolour,dotcolour,23,0,23,23,training,positivefb,96,easy,17,0.6494238000000223,['n'],1,right,['1'],6,0.3008524999999054,,,,,,,,7,18,Vrouw,Links,2,
,dotcolour,dotcolour,dotcolour,24,0,24,24,training,positivefb,98,average,55,0.7005015000000867,['c'],1,left,['1'],6,0.42876779999994596,,,,,,,,7,18,Vrouw,Links,2,
,dotcolour,dotcolour,dotcolour,25,0,25,25,training,positivefb,91,easy,61,0.7500654000000395,['c'],1,left,['1'],6,0.42204960000003666,,,,,,,,7,18,Vrouw,Links,2,
,dotcolour,dotcolour,dotcolour,26,0,26,26,training,positivefb,97,hard,35,0.6008864000000358,['n'],1,right,['1'],6,0.3254730999999538,,,,,,,,7,18,Vrouw,Links,2,
,dotcolour,dotcolour,dotcolour,27,0,27,27,training,positivefb,81,average,25,0.6664778999999044,['n'],1,right,['1'],6,0.3500738000000183,,,,,,,,7,18,Vrouw,Links,2,
,dotcolour,dotcolour,dotcolour,28,0,28,28,training,positivefb,99,hard,44,0.6503790000000436,['c'],1,left,['2'],5,0.5260577000000239,,,,,,,,7,18,Vrouw,Links,2,
,dotcolour,dotcolour,dotcolour,29,0,29,29,training,positivefb,92,hard,43,1.1179473000000826,['c'],1,left,['2'],5,0.5641127999999753,,,,,,,,7,18,Vrouw,Links,2,
,dotcolour,dotcolour,dotcolour,30,0,30,30,training,positivefb,88,average,54,0.6338091999999733,['c'],1,left,['2'],5,0.6282820999999785,,,,,,,,7,18,Vrouw,Links,2,
,dotcolour,dotcolour,dotcolour,31,0,31,31,training,positivefb,99,average,53,0.6838725000000068,['c'],1,left,['1'],6,0.3200388999999859,,,,,,,,7,18,Vrouw,Links,2,
,dotcolour,dotcolour,dotcolour,32,0,32,32,training,positivefb,100,hard,37,0.7506078000000116,['n'],1,right,['1'],6,0.6107657999999674,,,,,,,,7,18,Vrouw,Links,2,
,dotcolour,dotcolour,dotcolour,33,0,33,33,training,positivefb,97,hard,41,1.1310961000000361,['n'],0,left,['3'],4,0.5161325000000261,,,,,,,,7,18,Vrouw,Links,2,
,dotcolour,dotcolour,dotcolour,34,0,34,34,training,positivefb,35,easy,19,0.6337492000000111,['c'],0,right,['1'],6,0.5815892000000531,,,,,,,,7,18,Vrouw,Links,2,
,dotcolour,dotcolour,dotcolour,35,0,35,35,training,positivefb,95,hard,39,1.616924299999937,['n'],1,right,['3'],4,0.6294718999999986,,,,,,,,7,18,Vrouw,Links,2,
,dotcolour,dotcolour,dotcolour,36,0,36,36,training,positivefb,71,average,28,1.0674890000000232,['n'],1,right,['2'],5,0.3942474000000402,,,,,,,,7,18,Vrouw,Links,2,
,dotcolour,dotcolour,dotcolour,37,0,37,37,training,positivefb,92,hard,36,1.06747079999991,['n'],1,right,['2'],5,0.3442156999999497,,,,,,,,7,18,Vrouw,Links,2,
,dotcolour,dotcolour,dotcolour,38,0,38,38,training,positivefb,83,hard,45,1.8343481999999085,['c'],1,left,['2'],5,0.7135842999999795,,,,,,,,7,18,Vrouw,Links,2,
,dotcolour,dotcolour,dotcolour,39,0,39,39,training,positivefb,98,average,26,0.7177083999999923,['n'],1,right,['1'],6,0.4640763000001016,,,,,,,,7,18,Vrouw,Links,2,
,dotcolour,dotcolour,dotcolour,40,0,40,40,training,positivefb,28,hard,41,1.0006993000000648,['n'],0,left,['2'],5,0.5297614999999496,,,,,,,,7,18,Vrouw,Links,2,
,dotcolour,dotcolour,dotcolour,41,0,41,41,training,positivefb,78,hard,38,1.3332396999999219,['n'],1,right,['3'],4,0.4846731999999747,,,,,,,,7,18,Vrouw,Links,2,
,dotcolour,dotcolour,dotcolour,42,0,42,42,training,positivefb,68,average,28,0.645212000000015,['n'],1,right,['2'],5,0.46140649999995276,,,,,,,,7,18,Vrouw,Links,2,
,dotcolour,dotcolour,dotcolour,43,0,43,43,training,positivefb,88,easy,61,1.0833830999999918,['c'],1,left,['1'],6,0.3915354999999181,,,,,,,,7,18,Vrouw,Links,2,
,dotcolour,dotcolour,dotcolour,44,0,44,44,training,positivefb,90,easy,15,0.6839876999999888,['n'],1,right,['1'],6,0.2768419000000222,,,,,,,,7,18,Vrouw,Links,2,
,dotcolour,dotcolour,dotcolour,45,0,45,45,training,positivefb,98,easy,19,0.5996429000000489,['n'],1,right,['1'],6,0.3140379999999823,,,,,,,,7,18,Vrouw,Links,2,
,dotcolour,dotcolour,dotcolour,46,0,46,46,training,positivefb,90,easy,65,0.7331840000000511,['c'],1,left,['1'],6,0.848953100000017,,,,,,,,7,18,Vrouw,Links,2,
,dotcolour,dotcolour,dotcolour,47,0,47,47,training,positivefb,67,hard,41,0.7835868000000801,['n'],0,left,['3'],4,0.5755584999999428,,,,,,,,7,18,Vrouw,Links,2,
,dotcolour,dotcolour,dotcolour,48,0,48,48,training,positivefb,78,hard,39,1.7826683000000685,['c'],0,right,['2'],5,0.9054393000000118,,,,,,,,7,18,Vrouw,Links,2,
,dotcolour,dotcolour,dotcolour,49,0,49,49,training,positivefb,94,easy,17,0.6842838000000029,['n'],1,right,['1'],6,0.21005899999988742,,,,,,,,7,18,Vrouw,Links,2,
,dotcolour,dotcolour,dotcolour,50,0,50,50,training,positivefb,93,hard,43,1.316928300000086,['c'],1,left,['3'],4,0.5174753999999666,,,,,,,,7,18,Vrouw,Links,2,
,dotcolour,dotcolour,dotcolour,51,0,51,51,training,positivefb,93,average,52,1.633527000000072,['c'],1,left,['2'],5,0.7675559000000476,,,,,,,,7,18,Vrouw,Links,2,
,dotcolour,dotcolour,dotcolour,52,0,52,52,training,positivefb,95,average,27,0.6002783999999792,['n'],1,right,['1'],6,0.2884189000000106,,,,,,,,7,18,Vrouw,Links,2,
,dotcolour,dotcolour,dotcolour,53,0,53,53,training,positivefb,98,easy,18,0.5324046000000635,['n'],1,right,['1'],6,0.18405719999998382,,,,,,,,7,18,Vrouw,Links,2,
,dotcolour,dotcolour,dotcolour,54,0,54,54,training,positivefb,86,hard,45,0.8168102000000772,['n'],0,left,['1'],6,1.2161551000000372,,,,,,,,7,18,Vrouw,Links,2,
,dotcolour,dotcolour,dotcolour,55,0,55,55,training,positivefb,91,hard,38,1.100691999999981,['n'],1,right,['1'],6,0.29943180000009306,,,,,,,,7,18,Vrouw,Links,2,
,dotcolour,dotcolour,dotcolour,56,0,56,56,training,positivefb,98,easy,62,1.1000362999999425,['c'],1,left,['2'],5,0.4354690000000119,,,,,,,,7,18,Vrouw,Links,2,
,dotcolour,dotcolour,dotcolour,57,0,57,57,training,positivefb,96,average,29,0.6501668000000791,['n'],1,right,['1'],6,0.24818779999998242,,,,,,,,7,18,Vrouw,Links,2,
,dotcolour,dotcolour,dotcolour,58,0,58,58,training,positivefb,95,easy,63,0.8345281999999088,['c'],1,left,['1'],6,0.3327368000000206,,,,,,,,7,18,Vrouw,Links,2,
,dotcolour,dotcolour,dotcolour,59,0,59,59,training,positivefb,88,hard,37,0.8340530000000399,['n'],1,right,['1'],6,0.43018480000000636,,,,,,,,7,18,Vrouw,Links,2,
,dotcolour,dotcolour,dotcolour,0,1,60,60,training,positivefb,98,average,53,1.1999425999999858,['c'],1,left,['3'],4,0.633829799999944,,,,,,,,7,18,Vrouw,Links,2,
,dotcolour,dotcolour,dotcolour,1,1,61,61,training,positivefb,98,average,27,0.750328300000092,['n'],1,right,['1'],6,0.3789792000000034,,,,,,,,7,18,Vrouw,Links,2,
,dotcolour,dotcolour,dotcolour,2,1,62,62,training,positivefb,94,hard,45,0.9167376999999988,['c'],1,left,['2'],5,0.5434516999999914,,,,,,,,7,18,Vrouw,Links,2,
