starttime,task,fbtask,firsttask,withinblocktrial,block,withintasktrial,trial,running,feedback,fbscore,difflevel,n_xes,rt,resp,cor,cresp,conf_press,cj,RTconf,reddots,post1,post2,post3,post4,post5,stoptime,sub,age,gender,handedness,session,
1715680724,xotask,xotask,dotcolour,0,0,0,0,training,negativefb,70,average,16,0.9008434999996098,['n'],1,right,['2'],5,0.7112096999990172,,,,,,,,33,18,Vrouw,Links,2,
,xotask,xotask,dotcolour,1,0,1,1,training,negativefb,57,average,15,0.7830738000011479,['n'],1,right,['2'],5,0.18867860000136716,,,,,,,,33,18,Vrouw,Links,2,
,xotask,xotask,dotcolour,2,0,2,2,training,negativefb,88,easy,71,0.5986838999997417,['c'],1,left,['2'],5,0.2296979000002466,,,,,,,,33,18,Vrouw,Links,2,
,xotask,xotask,dotcolour,3,0,3,3,training,negativefb,62,hard,53,0.5499170000002778,['c'],1,left,['1'],6,0.287064800000735,,,,,,,,33,18,Vrouw,Links,2,
,xotask,xotask,dotcolour,4,0,4,4,training,negativefb,39,hard,52,0.9509171999998216,['c'],1,left,['1'],6,0.17327879999902507,,,,,,,,33,18,Vrouw,Links,2,
,xotask,xotask,dotcolour,5,0,5,5,training,negativefb,62,average,62,0.7667137000007642,['c'],1,left,['1'],6,0.24038730000029318,,,,,,,,33,18,Vrouw,Links,2,
,xotask,xotask,dotcolour,6,0,6,6,training,negativefb,65,easy,8,0.7173129999991943,['n'],1,right,['2'],5,0.24199439999938477,,,,,,,,33,18,Vrouw,Links,2,
,xotask,xotask,dotcolour,7,0,7,7,training,negativefb,86,average,60,0.6835000999999465,['c'],1,left,['2'],5,0.14965630000006058,,,,,,,,33,18,Vrouw,Links,2,
,xotask,xotask,dotcolour,8,0,8,8,training,negativefb,84,hard,52,0.5504521999991994,['c'],1,left,['2'],5,0.08179290000043693,,,,,,,,33,18,Vrouw,Links,2,
,xotask,xotask,dotcolour,9,0,9,9,training,negativefb,52,hard,54,0.5172507999996014,['c'],1,left,['2'],5,0.04153990000122576,,,,,,,,33,18,Vrouw,Links,2,
,xotask,xotask,dotcolour,10,0,10,10,training,negativefb,84,easy,7,0.599475099999836,['n'],1,right,['2'],5,0.16835229999924195,,,,,,,,33,18,Vrouw,Links,2,
,xotask,xotask,dotcolour,11,0,11,11,training,negativefb,92,hard,29,0.7837834000001749,['n'],1,right,['3'],4,0.6417008999997051,,,,,,,,33,18,Vrouw,Links,2,
,xotask,xotask,dotcolour,12,0,12,12,training,negativefb,92,easy,74,0.5514254999998229,['c'],1,left,['2'],5,0.2824663999999757,,,,,,,,33,18,Vrouw,Links,2,
,xotask,xotask,dotcolour,13,0,13,13,training,negativefb,56,hard,28,0.4998156999990897,['c'],0,right,['2'],5,0.1476189000004524,,,,,,,,33,18,Vrouw,Links,2,
,xotask,xotask,dotcolour,14,0,14,14,training,negativefb,37,average,60,0.7171250999999756,['c'],1,left,['1'],6,0.201239700001679,,,,,,,,33,18,Vrouw,Links,2,
