starttime,task,fbtask,firsttask,withinblocktrial,block,withintasktrial,trial,running,feedback,fbscore,difflevel,n_xes,rt,resp,cor,cresp,conf_press,cj,RTconf,reddots,stoptime,sub,age,gender,handedness,session,
1715070677,xotask,xotask,dotcolour,0,0,0,0,training,positivefb,99,easy,73,1.2341332000000875,['c'],1,left,['8'],4,2.7186779000001025,,,25,18,Man,Rechts,1,
,xotask,xotask,dotcolour,1,0,1,1,training,positivefb,77,hard,53,1.8516272000001663,['n'],0,left,['3'],3,1.2783503000000564,,,25,18,Man,Rechts,1,
,xotask,xotask,dotcolour,2,0,2,2,training,positivefb,11,hard,51,0.4000043999999434,['n'],0,left,['0'],6,2.572104599999875,,,25,18,Man,Rechts,1,
,xotask,xotask,dotcolour,3,0,3,3,training,positivefb,98,easy,6,1.3990060999999514,['n'],1,right,['9'],5,0.7967252999999346,,,25,18,Man,Rechts,1,
,xotask,xotask,dotcolour,4,0,4,4,training,positivefb,97,easy,9,0.9672241000000668,['n'],1,right,['9'],5,1.1582978999999796,,,25,18,Man,Rechts,1,
,xotask,xotask,dotcolour,5,0,5,5,training,positivefb,100,easy,71,0.9672986999999011,['c'],1,left,['8'],4,3.7537852000000385,,,25,18,Man,Rechts,1,
,xotask,xotask,dotcolour,6,0,6,6,training,positivefb,100,easy,71,1.049580800000058,['c'],1,left,['8'],4,1.0084976000000552,,,25,18,Man,Rechts,1,
,xotask,xotask,dotcolour,7,0,7,7,training,positivefb,97,easy,7,0.8170388000000912,['n'],1,right,['0'],6,0.41548089999992044,,,25,18,Man,Rechts,1,
,xotask,xotask,dotcolour,8,0,8,8,training,positivefb,98,average,62,0.7329565999998522,['c'],1,left,['9'],5,0.6009297999999035,,,25,18,Man,Rechts,1,
,xotask,xotask,dotcolour,9,0,9,9,training,positivefb,95,average,18,0.7665770999999495,['n'],1,right,['0'],6,0.434259000000111,,,25,18,Man,Rechts,1,
,xotask,xotask,dotcolour,10,0,10,10,training,positivefb,96,average,17,1.0170783999999458,['n'],1,right,['0'],6,0.5121226000001116,,,25,18,Man,Rechts,1,
,xotask,xotask,dotcolour,11,0,11,11,training,positivefb,97,average,18,0.7161944000001768,['n'],1,right,['9'],5,0.8403593999998975,,,25,18,Man,Rechts,1,
,xotask,xotask,dotcolour,12,0,12,12,training,positivefb,99,easy,9,0.7670329000000038,['n'],1,right,['9'],5,0.5925287000000026,,,25,18,Man,Rechts,1,
,xotask,xotask,dotcolour,13,0,13,13,training,positivefb,91,hard,29,0.8002041999998255,['n'],1,right,['9'],5,0.4245379999999841,,,25,18,Man,Rechts,1,
,xotask,xotask,dotcolour,14,0,14,14,training,positivefb,68,hard,27,0.7664841999999226,['n'],1,right,['8'],4,0.8812892999999349,,,25,18,Man,Rechts,1,
,xotask,xotask,dotcolour,15,0,15,15,training,positivefb,98,average,60,0.8497252000001936,['c'],1,left,['9'],5,1.043547100000069,,,25,18,Man,Rechts,1,
,xotask,xotask,dotcolour,16,0,16,16,training,positivefb,91,average,61,0.7671485999999277,['c'],1,left,['9'],5,0.3636882999999216,,,25,18,Man,Rechts,1,
,xotask,xotask,dotcolour,17,0,17,17,training,positivefb,84,hard,50,0.9988369000000148,['n'],0,left,['3'],3,0.8301390999999967,,,25,18,Man,Rechts,1,
,xotask,xotask,dotcolour,18,0,18,18,training,positivefb,100,easy,9,0.7510459999998602,['n'],1,right,['9'],5,1.215323699999999,,,25,18,Man,Rechts,1,
,xotask,xotask,dotcolour,19,0,19,19,training,positivefb,83,hard,28,0.7008527000000413,['n'],1,right,['9'],5,0.5873032999998031,,,25,18,Man,Rechts,1,
,xotask,xotask,dotcolour,20,0,20,20,training,positivefb,99,average,60,0.7841263000000254,['c'],1,left,['0'],6,0.5644729999999072,,,25,18,Man,Rechts,1,
,xotask,xotask,dotcolour,21,0,21,21,training,positivefb,91,hard,26,1.2331470999999965,['c'],0,right,['8'],4,0.9802267000000029,,,25,18,Man,Rechts,1,
,xotask,xotask,dotcolour,22,0,22,22,training,positivefb,99,easy,71,0.8162604000001465,['c'],1,left,['9'],5,0.7096868000000995,,,25,18,Man,Rechts,1,
,xotask,xotask,dotcolour,23,0,23,23,training,positivefb,98,easy,72,1.2339856000000964,['c'],1,left,['9'],5,0.5116263999998409,,,25,18,Man,Rechts,1,
,xotask,xotask,dotcolour,24,0,24,24,training,positivefb,95,hard,29,1.1329662000000553,['n'],1,right,['8'],4,0.6306770999999571,,,25,18,Man,Rechts,1,
