starttime,task,fbtask,firsttask,withinblocktrial,block,withintasktrial,trial,running,feedback,fbscore,difflevel,reddots,rt,resp,cor,cresp,conf_press,cj,RTconf,n_xes,stoptime,sub,age,gender,handedness,session,
1714984306,dotcolour,dotcolour,xotask,0,0,0,0,training,positivefb,6,average,26,3.1183075999997527,['c'],0,right,['2'],5,3.9749180999997407,,,20,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,xotask,1,0,1,1,training,positivefb,0,average,54,3.716524799999206,['n'],0,left,['8'],3,10.426345999999285,,,20,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,xotask,2,0,2,2,training,positivefb,100,easy,63,4.017655500000728,['c'],1,left,['3'],4,5.814851699999963,,,20,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,xotask,3,0,3,3,training,positivefb,100,easy,16,3.9341280999997252,['n'],1,right,['3'],4,5.862491699999737,,,20,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,xotask,4,0,4,4,training,positivefb,99,average,28,3.366116499999407,['n'],1,right,['8'],3,4.276655800000299,,,20,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,xotask,5,0,5,5,training,positivefb,31,hard,36,3.5340185000004567,['c'],0,right,['2'],5,7.035203200000069,,,20,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,xotask,6,0,6,6,training,positivefb,9,easy,62,3.0672099000003072,['n'],0,left,['9'],2,3.621245500000441,,,20,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,xotask,7,0,7,7,training,positivefb,4,easy,65,6.08432300000004,['n'],0,left,['8'],3,5.18555060000017,,,20,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,xotask,8,0,8,8,training,positivefb,10,average,29,4.966931300000397,['c'],0,right,['3'],4,4.698146699999597,,,20,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,xotask,9,0,9,9,training,positivefb,33,hard,37,2.433055499999682,['c'],0,right,['2'],5,2.443369999999959,,,20,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,xotask,10,0,10,10,training,positivefb,92,hard,37,3.2503344999995534,['n'],1,right,['3'],4,3.3916237000003093,,,20,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,xotask,11,0,11,11,training,positivefb,97,average,25,2.6843876000002638,['n'],1,right,['3'],4,4.73191499999939,,,20,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,xotask,12,0,12,12,training,positivefb,94,easy,65,2.567067899999529,['c'],1,left,['1'],6,0.9591101999994862,,,20,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,xotask,13,0,13,13,training,positivefb,77,hard,42,2.167192800000521,['c'],1,left,['1'],6,0.46618779999971593,,,20,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,xotask,14,0,14,14,training,positivefb,97,easy,63,1.2501701000001049,['c'],1,left,['1'],6,0.2611779999997452,,,20,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,xotask,15,0,15,15,training,positivefb,91,hard,42,3.866959900000438,['n'],0,left,['8'],3,2.977178400000412,,,20,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,xotask,16,0,16,16,training,positivefb,74,hard,43,2.3669040000004316,['c'],1,left,['1'],6,0.4986916999996538,,,20,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,xotask,17,0,17,17,training,positivefb,85,hard,41,2.234286500000053,['c'],1,left,['1'],6,0.1818039999998291,,,20,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,xotask,18,0,18,18,training,positivefb,91,average,53,1.1331373000002714,['c'],1,left,['1'],6,0.16919719999987137,,,20,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,xotask,19,0,19,19,training,positivefb,95,easy,17,1.6169042999999874,['n'],1,right,['1'],6,0.21718800000053307,,,20,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,xotask,20,0,20,20,training,positivefb,97,average,53,1.3664748000001055,['c'],1,left,['1'],6,0.21056820000012522,,,20,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,xotask,21,0,21,21,training,positivefb,97,easy,17,1.016794000000118,['n'],1,right,['1'],6,0.2100665999996636,,,20,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,xotask,22,0,22,22,training,positivefb,88,average,25,0.9165469999998095,['n'],1,right,['1'],6,0.26929829999971844,,,20,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,xotask,23,0,23,23,training,positivefb,79,hard,44,1.3669543000005433,['n'],0,left,['1'],6,0.2513883000001442,,,20,19,Vrouw,Rechts,1,
