starttime,task,fbtask,firsttask,withinblocktrial,block,withintasktrial,trial,running,feedback,fbscore,difflevel,n_xes,rt,resp,cor,cresp,conf_press,cj,RTconf,reddots,stoptime,sub,age,gender,handedness,session,
1715076421,xotask,xotask,xotask,0,0,0,0,training,negativefb,7,average,16,6.417305800000577,['c'],0,right,['8'],3,4.231045100000301,,,34,18,Man,Rechts,1,
,xotask,xotask,xotask,1,0,1,1,training,negativefb,100,easy,74,1.717393599999923,['c'],1,left,['2'],5,3.44756789999974,,,34,18,Man,Rechts,1,
,xotask,xotask,xotask,2,0,2,2,training,negativefb,99,average,19,1.5506626999995206,['n'],1,right,['3'],4,2.399447099999634,,,34,18,Man,Rechts,1,
,xotask,xotask,xotask,3,0,3,3,training,negativefb,97,average,18,1.3833338000004005,['n'],1,right,['3'],4,4.31961020000017,,,34,18,Man,Rechts,1,
,xotask,xotask,xotask,4,0,4,4,training,negativefb,17,hard,26,1.6154712999996264,['c'],0,right,['3'],4,8.865312500000073,,,34,18,Man,Rechts,1,
,xotask,xotask,xotask,5,0,5,5,training,negativefb,75,average,16,3.766551300000174,['n'],1,right,['8'],3,1.0928924999998344,,,34,18,Man,Rechts,1,
,xotask,xotask,xotask,6,0,6,6,training,negativefb,63,average,15,3.7509823999998844,['n'],1,right,['2'],5,1.7229090000000724,,,34,18,Man,Rechts,1,
,xotask,xotask,xotask,7,0,7,7,training,negativefb,99,easy,72,1.367333499999404,['c'],1,left,['2'],5,0.7508428999999524,,,34,18,Man,Rechts,1,
,xotask,xotask,xotask,8,0,8,8,training,negativefb,21,hard,28,3.8840210999997,['c'],0,right,['3'],4,0.7173636999996233,,,34,18,Man,Rechts,1,
,xotask,xotask,xotask,9,0,9,9,training,negativefb,75,easy,8,1.2343200999994224,['n'],1,right,['3'],4,0.6072342999996181,,,34,18,Man,Rechts,1,
,xotask,xotask,xotask,10,0,10,10,training,negativefb,82,easy,7,3.7822856000002503,['n'],1,right,['3'],4,1.0646285000002536,,,34,18,Man,Rechts,1,
,xotask,xotask,xotask,11,0,11,11,training,negativefb,39,average,19,2.867182999999386,['c'],0,right,['2'],5,1.6672865000000456,,,34,18,Man,Rechts,1,
,xotask,xotask,xotask,12,0,12,12,training,negativefb,67,average,61,2.917476699999497,['c'],1,left,['2'],5,0.4512227000004714,,,34,18,Man,Rechts,1,
,xotask,xotask,xotask,13,0,13,13,training,negativefb,50,average,19,5.450069299999996,['n'],1,right,['8'],3,1.2238750000005894,,,34,18,Man,Rechts,1,
,xotask,xotask,xotask,14,0,14,14,training,negativefb,83,easy,6,1.8495616000000155,['n'],1,right,['1'],6,1.1966279999996914,,,34,18,Man,Rechts,1,
,xotask,xotask,xotask,15,0,15,15,training,negativefb,50,hard,25,3.9327032000001054,['c'],0,right,['3'],4,0.3920992000003025,,,34,18,Man,Rechts,1,
,xotask,xotask,xotask,16,0,16,16,training,negativefb,88,average,17,1.1836897000002864,['n'],1,right,['2'],5,0.6733484999995198,,,34,18,Man,Rechts,1,
,xotask,xotask,xotask,17,0,17,17,training,negativefb,61,hard,52,4.334933799999817,['c'],1,left,['3'],4,1.0494142999996257,,,34,18,Man,Rechts,1,
,xotask,xotask,xotask,18,0,18,18,training,negativefb,83,average,15,1.7001833000003899,['n'],1,right,['2'],5,0.6910678000003827,,,34,18,Man,Rechts,1,
,xotask,xotask,xotask,19,0,19,19,training,negativefb,58,easy,72,1.9995137000005343,['c'],1,left,['1'],6,0.2472522999996727,,,34,18,Man,Rechts,1,
,xotask,xotask,xotask,20,0,20,20,training,negativefb,67,easy,9,1.6333654000000024,['n'],1,right,['2'],5,0.22784970000066096,,,34,18,Man,Rechts,1,
,xotask,xotask,xotask,21,0,21,21,training,negativefb,90,hard,51,1.18460259999938,['c'],1,left,['1'],6,0.2763772999996945,,,34,18,Man,Rechts,1,
,xotask,xotask,xotask,22,0,22,22,training,negativefb,83,easy,5,1.2508345999995072,['n'],1,right,['1'],6,0.20800320000034844,,,34,18,Man,Rechts,1,
,xotask,xotask,xotask,23,0,23,23,training,negativefb,58,hard,50,1.8663793999994596,['c'],1,left,['2'],5,0.3005003999996916,,,34,18,Man,Rechts,1,
,xotask,xotask,xotask,24,0,24,24,training,negativefb,81,hard,52,1.3998839999994743,['c'],1,left,['2'],5,0.42455659999995987,,,34,18,Man,Rechts,1,
,xotask,xotask,xotask,25,0,25,25,training,negativefb,51,hard,54,1.7516476000000694,['c'],1,left,['1'],6,0.4264731000002939,,,34,18,Man,Rechts,1,
