starttime,task,fbtask,firsttask,withinblocktrial,block,withintasktrial,trial,running,feedback,fbscore,difflevel,reddots,rt,resp,cor,cresp,conf_press,cj,RTconf,n_xes,stoptime,sub,age,gender,handedness,session,
1715070683,dotcolour,dotcolour,dotcolour,0,0,0,0,training,negativefb,3,average,26,2.5496725999998944,['c'],0,right,['8'],4,3.173853599999802,,,31,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,1,0,1,1,training,negativefb,16,average,53,1.4498571999999967,['n'],0,left,['9'],5,2.3319764000000305,,,31,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,2,0,2,2,training,negativefb,20,average,53,1.6503061000000798,['n'],0,left,['3'],3,5.06031269999994,,,31,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,3,0,3,3,training,negativefb,94,easy,65,0.9671415000000252,['c'],1,left,['8'],4,3.729430900000125,,,31,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,4,0,4,4,training,negativefb,65,hard,36,2.050445800000034,['c'],0,right,['3'],3,1.7533523999998124,,,31,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,5,0,5,5,training,negativefb,51,hard,39,0.9007814000001417,['n'],1,right,['8'],4,1.0705341000000317,,,31,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,6,0,6,6,training,negativefb,97,easy,62,0.7993357999998807,['c'],1,left,['0'],6,2.084172800000033,,,31,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,7,0,7,7,training,negativefb,60,hard,35,0.7494671000001745,['n'],1,right,['0'],6,1.10614610000016,,,31,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,8,0,8,8,training,negativefb,44,hard,43,0.8828696999999011,['n'],0,left,['8'],4,0.8988889999998264,,,31,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,9,0,9,9,training,negativefb,99,easy,19,0.5998933999999281,['n'],1,right,['0'],6,0.9348929999998745,,,31,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,10,0,10,10,training,negativefb,28,average,53,1.0346133000000464,['n'],0,left,['8'],4,0.9524447000001146,,,31,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,11,0,11,11,training,negativefb,67,easy,15,0.6506407999997919,['n'],1,right,['0'],6,0.680227000000059,,,31,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,12,0,12,12,training,negativefb,28,average,26,0.6826281000001018,['n'],1,right,['0'],6,1.418243000000075,,,31,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,13,0,13,13,training,negativefb,96,average,25,0.5171641000001728,['n'],1,right,['0'],6,0.900947300000098,,,31,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,14,0,14,14,training,negativefb,75,hard,38,0.6666973999999755,['n'],1,right,['8'],4,0.9662323999998534,,,31,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,15,0,15,15,training,negativefb,6,hard,42,0.5666186999999354,['n'],0,left,['8'],4,1.0170455999998467,,,31,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,16,0,16,16,training,negativefb,99,easy,61,0.6326495999999224,['c'],1,left,['8'],4,4.471182799999951,,,31,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,17,0,17,17,training,negativefb,90,easy,16,0.7167500000000473,['n'],1,right,['0'],6,0.7824388999999883,,,31,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,18,0,18,18,training,negativefb,97,easy,64,0.6009701000000405,['c'],1,left,['3'],3,1.0390562000000045,,,31,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,19,0,19,19,training,negativefb,77,hard,35,0.5673080999999911,['n'],1,right,['9'],5,0.9669274999998834,,,31,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,20,0,20,20,training,negativefb,68,hard,36,0.80057510000006,['n'],1,right,['8'],4,1.008709600000202,,,31,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,21,0,21,21,training,negativefb,99,easy,61,0.5172368999999435,['c'],1,left,['0'],6,2.355836599999975,,,31,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,22,0,22,22,training,negativefb,72,hard,44,1.083577200000036,['n'],0,left,['8'],4,0.7378724999998667,,,31,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,23,0,23,23,training,negativefb,4,hard,42,0.6500964000001659,['n'],0,left,['8'],4,0.738653099999965,,,31,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,24,0,24,24,training,negativefb,81,average,55,0.5324017999998887,['c'],1,left,['0'],6,0.9920035000000098,,,31,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,25,0,25,25,training,negativefb,9,hard,44,0.8170149000000038,['n'],0,left,['3'],3,1.7280362999999852,,,31,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,26,0,26,26,training,negativefb,98,easy,61,0.8330412000000251,['c'],1,left,['0'],6,1.0254143000001932,,,31,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,27,0,27,27,training,negativefb,7,hard,43,0.6841125999999349,['n'],0,left,['8'],4,0.7893444000001182,,,31,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,28,0,28,28,training,negativefb,93,average,26,0.6161592999999357,['n'],1,right,['9'],5,0.7735023000000183,,,31,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,29,0,29,29,training,negativefb,47,average,25,0.5670713999998043,['n'],1,right,['0'],6,0.6079343999999764,,,31,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,30,0,30,30,training,negativefb,80,hard,38,0.7167998000002171,['n'],1,right,['8'],4,1.5874928999999156,,,31,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,31,0,31,31,training,negativefb,75,average,55,1.234260200000108,['c'],1,left,['8'],4,1.9381624999998621,,,31,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,32,0,32,32,training,negativefb,44,hard,44,0.9008814999999686,['n'],0,left,['3'],3,1.2882148999999572,,,31,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,33,0,33,33,training,negativefb,98,hard,39,0.8342871000002106,['c'],0,right,['1'],1,1.9715738999998393,,,31,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,34,0,34,34,training,negativefb,74,easy,15,0.5488190000000941,['n'],1,right,['0'],6,1.2542834999999286,,,31,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,35,0,35,35,training,negativefb,95,easy,65,0.6337411999998039,['c'],1,left,['0'],6,1.0268109000001004,,,31,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,36,0,36,36,training,negativefb,97,easy,19,1.1658176999999341,['n'],1,right,['0'],6,1.3076532999998562,,,31,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,37,0,37,37,training,negativefb,81,easy,19,0.5176997999999458,['n'],1,right,['0'],6,0.7709945000001426,,,31,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,38,0,38,38,training,negativefb,72,easy,19,0.5004549999998744,['n'],1,right,['0'],6,0.8482739999999467,,,31,19,Vrouw,Rechts,1,
