starttime,task,fbtask,firsttask,withinblocktrial,block,withintasktrial,trial,running,feedback,fbscore,difflevel,reddots,rt,resp,cor,cresp,conf_press,cj,RTconf,n_xes,stoptime,sub,age,gender,handedness,session,
1714638862,dotcolour,dotcolour,dotcolour,0,0,0,0,training,positivefb,1,easy,65,2.951836700000058,['n'],0,left,['2'],5,4.013625300000058,,,5,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,1,0,1,1,training,positivefb,50,average,51,3.61756830000013,['c'],1,left,['2'],5,1.7232622999999876,,,5,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,2,0,2,2,training,positivefb,100,easy,17,1.1667618999999831,['n'],1,right,['1'],6,4.968660499999714,,,5,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,3,0,3,3,training,positivefb,83,easy,63,2.8668203999995967,['c'],1,left,['1'],6,1.069415900000422,,,5,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,4,0,4,4,training,positivefb,97,easy,64,1.1826676999999108,['c'],1,left,['1'],6,1.538846000000376,,,5,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,5,0,5,5,training,positivefb,96,hard,45,2.132545499999651,['c'],1,left,['3'],4,2.5524905000002036,,,5,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,6,0,6,6,training,positivefb,87,average,51,1.6331508999992366,['c'],1,left,['3'],4,1.2155059000006077,,,5,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,7,0,7,7,training,positivefb,48,hard,39,2.082968699999583,['c'],0,right,['3'],4,1.0600125000000844,,,5,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,8,0,8,8,training,positivefb,82,hard,44,2.7840756999994483,['c'],1,left,['3'],4,1.8664049999997587,,,5,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,9,0,9,9,training,positivefb,97,hard,36,1.4003176999995048,['n'],1,right,['3'],4,1.8152509999999893,,,5,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,10,0,10,10,training,positivefb,97,average,52,1.016924900000049,['c'],1,left,['2'],5,0.59800819999964,,,5,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,11,0,11,11,training,positivefb,99,easy,18,1.08345829999962,['n'],1,right,['2'],5,1.4107562999997754,,,5,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,12,0,12,12,training,positivefb,99,average,54,1.1334256000000096,['c'],1,left,['2'],5,0.5740670999994109,,,5,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,13,0,13,13,training,positivefb,94,easy,18,0.8341311999993195,['n'],1,right,['1'],6,0.5340248000002248,,,5,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,14,0,14,14,training,positivefb,75,easy,61,2.1326497000000018,['c'],1,left,['1'],6,0.9945065000001705,,,5,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,15,0,15,15,training,positivefb,97,easy,64,1.1832228000002942,['c'],1,left,['1'],6,1.9805959000004805,,,5,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,16,0,16,16,training,positivefb,97,easy,62,1.0005745000007664,['c'],1,left,['1'],6,0.8367576999999073,,,5,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,17,0,17,17,training,positivefb,34,hard,38,2.06733019999956,['c'],0,right,['2'],5,1.2731751000001168,,,5,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,18,0,18,18,training,positivefb,99,average,25,0.8508781999998973,['n'],1,right,['1'],6,1.5161557000001267,,,5,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,19,0,19,19,training,positivefb,84,hard,39,1.26673799999935,['n'],1,right,['2'],5,0.6207243999997445,,,5,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,20,0,20,20,training,positivefb,92,easy,16,1.2671652999997605,['n'],1,right,['2'],5,0.632886000000326,,,5,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,21,0,21,21,training,positivefb,66,easy,19,1.0670474000007744,['n'],1,right,['1'],6,1.2050423999999111,,,5,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,22,0,22,22,training,positivefb,88,hard,35,1.2663582999994105,['n'],1,right,['2'],5,0.9146399000001111,,,5,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,23,0,23,23,training,positivefb,84,average,29,1.2834968000006484,['n'],1,right,['2'],5,0.8183803000001717,,,5,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,24,0,24,24,training,positivefb,89,average,25,1.4828137999993487,['n'],1,right,['2'],5,0.8067786000001433,,,5,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,25,0,25,25,training,positivefb,99,average,52,1.850229099999524,['c'],1,left,['3'],4,1.204262000000199,,,5,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,26,0,26,26,training,positivefb,99,easy,16,0.8005118000000948,['n'],1,right,['1'],6,0.5888628000002427,,,5,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,27,0,27,27,training,positivefb,76,hard,44,2.6674340999998094,['c'],1,left,['2'],5,0.9062343000005058,,,5,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,28,0,28,28,training,positivefb,65,hard,41,1.300002900000436,['n'],0,left,['2'],5,0.6105093000005581,,,5,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,29,0,29,29,training,positivefb,93,average,29,0.7493547000003673,['n'],1,right,['2'],5,0.8611562000005506,,,5,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,30,0,30,30,training,positivefb,98,average,29,0.9174537999997483,['n'],1,right,['1'],6,0.43786330000057205,,,5,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,31,0,31,31,training,positivefb,96,easy,64,1.283016299999872,['c'],1,left,['1'],6,0.5053030000008221,,,5,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,32,0,32,32,training,positivefb,98,easy,19,0.9174278000000413,['n'],1,right,['1'],6,0.79270649999944,,,5,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,33,0,33,33,training,positivefb,94,hard,36,1.1998373000005813,['n'],1,right,['2'],5,0.6735690999994404,,,5,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,34,0,34,34,training,positivefb,82,hard,39,1.4830919999994876,['n'],1,right,['2'],5,2.80290690000038,,,5,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,35,0,35,35,training,positivefb,97,average,25,0.751054500000464,['n'],1,right,['1'],6,0.32474139999976614,,,5,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,36,0,36,36,training,positivefb,85,average,54,1.7832530000005136,['c'],1,left,['2'],5,1.665077999999994,,,5,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,37,0,37,37,training,positivefb,96,average,52,1.6666955999999118,['c'],1,left,['3'],4,0.9625891999994565,,,5,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,38,0,38,38,training,positivefb,52,hard,45,2.4168085999999676,['n'],0,left,['2'],5,0.7719651000006706,,,5,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,39,0,39,39,training,positivefb,57,hard,44,1.7169141000003947,['c'],1,left,['3'],4,0.9214690999997401,,,5,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,40,0,40,40,training,positivefb,32,hard,37,1.6989535000002434,['n'],1,right,['2'],5,1.1278848000001744,,,5,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,41,0,41,41,training,positivefb,91,average,25,1.7328170000000682,['n'],1,right,['2'],5,1.5020463999999265,,,5,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,42,0,42,42,training,positivefb,81,hard,45,2.683405699999639,['c'],1,left,['3'],4,0.9745935999999347,,,5,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,43,0,43,43,training,positivefb,92,easy,19,0.8167544999996608,['n'],1,right,['1'],6,0.44722970000020723,,,5,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,44,0,44,44,training,positivefb,75,average,52,0.933840799999416,['c'],1,left,['1'],6,1.3045557999994344,,,5,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,45,0,45,45,training,positivefb,70,hard,42,3.7502973000000566,['c'],1,left,['3'],4,0.957848500000182,,,5,19,Vrouw,Rechts,1,
