starttime,task,fbtask,firsttask,withinblocktrial,block,withintasktrial,trial,running,feedback,fbscore,difflevel,reddots,rt,resp,cor,cresp,conf_press,cj,RTconf,n_xes,post1,post2,post3,post4,post5,stoptime,sub,age,gender,handedness,session,
1715588948,dotcolour,dotcolour,xotask,0,0,0,0,training,negativefb,71,easy,15,1.2515753999996377,['n'],1,right,['1'],6,1.2826600000007602,,,,,,,,20,19,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,1,0,1,1,training,negativefb,72,easy,16,1.1175234000002092,['n'],1,right,['1'],6,0.25125219999972614,,,,,,,,20,19,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,2,0,2,2,training,negativefb,41,average,54,0.7997774000004938,['c'],1,left,['1'],6,0.2812826999997924,,,,,,,,20,19,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,3,0,3,3,training,negativefb,64,easy,15,0.6997458999994706,['n'],1,right,['1'],6,0.19482419999985723,,,,,,,,20,19,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,4,0,4,4,training,negativefb,66,easy,17,1.1006004999999277,['n'],1,right,['1'],6,0.13517830000000686,,,,,,,,20,19,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,5,0,5,5,training,negativefb,57,average,51,0.7504918999993606,['c'],1,left,['1'],6,0.3401641999998901,,,,,,,,20,19,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,6,0,6,6,training,negativefb,87,average,51,1.0341715000004115,['c'],1,left,['1'],6,0.2375331000002916,,,,,,,,20,19,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,7,0,7,7,training,negativefb,76,easy,65,0.7167012999998406,['c'],1,left,['1'],6,0.20705540000017209,,,,,,,,20,19,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,8,0,8,8,training,negativefb,82,hard,38,1.0824066000004677,['n'],1,right,['1'],6,0.1559944999999061,,,,,,,,20,19,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,9,0,9,9,training,negativefb,48,easy,64,0.6497263999999632,['c'],1,left,['1'],6,0.2915466999993441,,,,,,,,20,19,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,10,0,10,10,training,negativefb,62,hard,35,0.7831589000006716,['n'],1,right,['1'],6,0.15306089999921824,,,,,,,,20,19,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,11,0,11,11,training,negativefb,60,hard,44,1.2001807999995435,['c'],1,left,['1'],6,0.3307525000000169,,,,,,,,20,19,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,12,0,12,12,training,negativefb,55,average,52,0.9671944000001531,['c'],1,left,['1'],6,0.2561114999998608,,,,,,,,20,19,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,13,0,13,13,training,negativefb,50,hard,44,0.7667665999997553,['c'],1,left,['1'],6,0.31908520000069984,,,,,,,,20,19,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,14,0,14,14,training,negativefb,60,easy,62,0.6332070999997086,['c'],1,left,['1'],6,0.4651877999995122,,,,,,,,20,19,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,15,0,15,15,training,negativefb,51,easy,64,0.6326220000000831,['c'],1,left,['1'],6,0.2614378999996916,,,,,,,,20,19,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,16,0,16,16,training,negativefb,64,average,26,0.7842501000004631,['n'],1,right,['1'],6,0.2681751999998596,,,,,,,,20,19,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,17,0,17,17,training,negativefb,84,easy,61,1.083394400000543,['c'],1,left,['1'],6,0.606891700000233,,,,,,,,20,19,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,18,0,18,18,training,negativefb,72,easy,15,0.9001318000000538,['n'],1,right,['1'],6,0.13076970000020083,,,,,,,,20,19,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,19,0,19,19,training,negativefb,69,average,27,1.5505127000005814,['n'],1,right,['1'],6,0.17532519999986107,,,,,,,,20,19,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,20,0,20,20,training,negativefb,88,average,52,0.6332488999996713,['c'],1,left,['1'],6,0.2639079999999012,,,,,,,,20,19,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,21,0,21,21,training,negativefb,33,hard,45,1.4152533999995285,['c'],1,left,['2'],5,0.5092832999998791,,,,,,,,20,19,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,22,0,22,22,training,negativefb,80,average,29,0.700658900000235,['n'],1,right,['1'],6,0.33303069999965373,,,,,,,,20,19,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,23,0,23,23,training,negativefb,84,hard,45,0.7652662000000419,['c'],1,left,['1'],6,0.30524100000002363,,,,,,,,20,19,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,24,0,24,24,training,negativefb,38,easy,62,0.700351800000135,['c'],1,left,['1'],6,0.2572197999998025,,,,,,,,20,19,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,25,0,25,25,training,negativefb,82,hard,44,0.6832701000002999,['c'],1,left,['1'],6,0.21989409999969212,,,,,,,,20,19,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,26,0,26,26,training,negativefb,61,average,51,0.5169192000003022,['c'],1,left,['1'],6,0.22280080000018643,,,,,,,,20,19,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,27,0,27,27,training,negativefb,69,average,27,0.7165592000001197,['n'],1,right,['1'],6,0.1859028999997463,,,,,,,,20,19,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,28,0,28,28,training,negativefb,66,hard,44,0.8671562999998059,['c'],1,left,['3'],4,0.3599659999999858,,,,,,,,20,19,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,29,0,29,29,training,negativefb,64,hard,39,1.4843192999996973,['c'],0,right,['3'],4,0.7748787999998967,,,,,,,,20,19,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,30,0,30,30,training,negativefb,58,average,53,2.3988257999999405,['n'],0,left,['8'],3,0.7122388999996474,,,,,,,,20,19,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,31,0,31,31,training,negativefb,31,hard,41,0.8499192999997831,['c'],1,left,['1'],6,0.2983418999992864,,,,,,,,20,19,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,32,0,32,32,training,negativefb,52,hard,38,0.8986078999996607,['n'],1,right,['1'],6,0.24294539999937115,,,,,,,,20,19,Vrouw,Rechts,2,
