starttime,task,fbtask,firsttask,withinblocktrial,block,withintasktrial,trial,running,feedback,fbscore,difflevel,reddots,rt,resp,cor,cresp,conf_press,cj,RTconf,n_xes,post1,post2,post3,post4,post5,stoptime,sub,age,gender,handedness,session,
1715335038,dotcolour,dotcolour,xotask,0,0,0,0,training,positivefb,82,hard,43,2.617542699999831,['n'],0,left,['3'],4,0.15752380000049016,,,,,,,,6,18,Man,Links,2,
,dotcolour,dotcolour,xotask,1,0,1,1,training,positivefb,89,hard,43,1.3177396999999473,['n'],0,left,['3'],4,0.13949109999884968,,,,,,,,6,18,Man,Links,2,
,dotcolour,dotcolour,xotask,2,0,2,2,training,positivefb,91,hard,36,1.0161109000000579,['c'],0,right,['3'],4,0.09296360000007553,,,,,,,,6,18,Man,Links,2,
,dotcolour,dotcolour,xotask,3,0,3,3,training,positivefb,96,average,29,1.0176699000003282,['n'],1,right,['2'],5,0.137024300000121,,,,,,,,6,18,Man,Links,2,
,dotcolour,dotcolour,xotask,4,0,4,4,training,positivefb,92,average,54,0.8173870999999053,['c'],1,left,['2'],5,0.17973200000051293,,,,,,,,6,18,Man,Links,2,
,dotcolour,dotcolour,xotask,5,0,5,5,training,positivefb,93,average,55,0.6999820000000909,['c'],1,left,['3'],4,0.12093169999934616,,,,,,,,6,18,Man,Links,2,
,dotcolour,dotcolour,xotask,6,0,6,6,training,positivefb,93,average,54,0.7836857000002055,['c'],1,left,['2'],5,0.17282739999973273,,,,,,,,6,18,Man,Links,2,
,dotcolour,dotcolour,xotask,7,0,7,7,training,positivefb,92,average,55,0.7827425000014046,['c'],1,left,['1'],6,0.18273989999943296,,,,,,,,6,18,Man,Links,2,
,dotcolour,dotcolour,xotask,8,0,8,8,training,positivefb,95,average,28,0.6170531000007031,['n'],1,right,['1'],6,0.15091629999915313,,,,,,,,6,18,Man,Links,2,
,dotcolour,dotcolour,xotask,9,0,9,9,training,positivefb,98,easy,19,0.566456599999583,['n'],1,right,"['1', '2']",6,0.2020223999988957,,,,,,,,6,18,Man,Links,2,
,dotcolour,dotcolour,xotask,10,0,10,10,training,positivefb,91,average,26,0.6171283999992738,['n'],1,right,['1'],6,0.1295709000005445,,,,,,,,6,18,Man,Links,2,
,dotcolour,dotcolour,xotask,11,0,11,11,training,positivefb,86,hard,43,1.2663514000014402,['c'],1,left,['3'],4,0.1136157999990246,,,,,,,,6,18,Man,Links,2,
,dotcolour,dotcolour,xotask,12,0,12,12,training,positivefb,94,hard,39,0.8346693999992567,['c'],0,right,['3'],4,0.14087130000007164,,,,,,,,6,18,Man,Links,2,
,dotcolour,dotcolour,xotask,13,0,13,13,training,positivefb,94,hard,38,1.1334613999988505,['c'],0,right,['2'],5,0.17833489999975427,,,,,,,,6,18,Man,Links,2,
,dotcolour,dotcolour,xotask,14,0,14,14,training,positivefb,100,easy,19,0.48340099999950326,['n'],1,right,['1'],6,0.6242629999997007,,,,,,,,6,18,Man,Links,2,
,dotcolour,dotcolour,xotask,15,0,15,15,training,positivefb,87,hard,45,0.716573800000333,['c'],1,left,['1'],6,0.12276380000002973,,,,,,,,6,18,Man,Links,2,
,dotcolour,dotcolour,xotask,16,0,16,16,training,positivefb,90,average,53,0.8005056000001787,['c'],1,left,['1'],6,0.16648309999982303,,,,,,,,6,18,Man,Links,2,
,dotcolour,dotcolour,xotask,17,0,17,17,training,positivefb,98,easy,17,0.8179144000005181,['n'],1,right,['1'],6,0.24692849999883038,,,,,,,,6,18,Man,Links,2,
,dotcolour,dotcolour,xotask,18,0,18,18,training,positivefb,88,hard,41,0.7669915999995283,['c'],1,left,['1'],6,0.21491429999878164,,,,,,,,6,18,Man,Links,2,
,dotcolour,dotcolour,xotask,19,0,19,19,training,positivefb,68,hard,38,0.8835540000000037,['c'],0,right,['2'],5,0.18698030000086874,,,,,,,,6,18,Man,Links,2,
,dotcolour,dotcolour,xotask,20,0,20,20,training,positivefb,88,hard,45,0.8339083999999275,['c'],1,left,['2'],5,0.19365209999887156,,,,,,,,6,18,Man,Links,2,
,dotcolour,dotcolour,xotask,21,0,21,21,training,positivefb,99,average,27,0.5669957000009163,['n'],1,right,['1'],6,0.13243109999893932,,,,,,,,6,18,Man,Links,2,
,dotcolour,dotcolour,xotask,22,0,22,22,training,positivefb,95,average,53,0.6001603999993677,['c'],1,left,['1'],6,0.1667605000002368,,,,,,,,6,18,Man,Links,2,
,dotcolour,dotcolour,xotask,23,0,23,23,training,positivefb,96,easy,15,0.5836983999997756,['n'],1,right,['1'],6,0.12864559999979974,,,,,,,,6,18,Man,Links,2,
,dotcolour,dotcolour,xotask,24,0,24,24,training,positivefb,96,average,26,0.6667839999990974,['n'],1,right,['1'],6,0.16902400000071793,,,,,,,,6,18,Man,Links,2,
