starttime,task,fbtask,firsttask,withinblocktrial,block,withintasktrial,trial,running,feedback,fbscore,difflevel,reddots,rt,resp,cor,cresp,conf_press,cj,RTconf,n_xes,stoptime,sub,age,gender,handedness,session,
1715070816,dotcolour,dotcolour,dotcolour,0,0,0,0,training,negativefb,100,easy,64,6.08442940000009,['c'],1,left,['3'],4,18.277156200000036,,,23,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,1,0,1,1,training,negativefb,83,hard,39,3.684440999999879,['n'],1,right,['3'],4,1.793869500000028,,,23,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,2,0,2,2,training,negativefb,95,easy,16,1.599054100000103,['n'],1,right,['1'],6,2.9936724000001504,,,23,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,3,0,3,3,training,negativefb,75,easy,65,2.0173227000000225,['c'],1,left,['1'],6,0.6890340999998443,,,23,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,4,0,4,4,training,negativefb,88,hard,43,4.901203800000076,['c'],1,left,['3'],4,1.7462961000001087,,,23,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,5,0,5,5,training,negativefb,98,easy,17,0.8331057000000328,['n'],1,right,['1'],6,2.409874299999956,,,23,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,6,0,6,6,training,negativefb,82,easy,64,0.8171267000000171,['c'],1,left,['1'],6,0.6010592000000088,,,23,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,7,0,7,7,training,negativefb,61,average,51,2.6514629000000696,['c'],1,left,['2'],5,0.7431848999999602,,,23,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,8,0,8,8,training,negativefb,74,average,51,2.0836240000001,['c'],1,left,['2'],5,1.1665975999999318,,,23,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,9,0,9,9,training,negativefb,90,average,55,1.0662202999999408,['c'],1,left,['1'],6,0.3409990000000107,,,23,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,10,0,10,10,training,negativefb,85,easy,61,0.832465799999909,['c'],1,left,['1'],6,0.3182595999999194,,,23,18,Man,Rechts,1,
