starttime,task,fbtask,firsttask,withinblocktrial,block,withintasktrial,trial,running,feedback,fbscore,difflevel,n_xes,rt,resp,cor,cresp,conf_press,cj,RTconf,reddots,post1,post2,post3,post4,post5,stoptime,sub,age,gender,handedness,session,
1715669956,xotask,xotask,xotask,0,0,0,0,training,positivefb,90,hard,51,6.63503639999999,['c'],1,left,['2'],2,3.6770971999999347,,,,,,,,26,19,Vrouw,Rechts,2,
,xotask,xotask,xotask,1,0,1,1,training,positivefb,99,easy,71,0.7843673999998373,['c'],1,left,['2'],2,0.5538817999999992,,,,,,,,26,19,Vrouw,Rechts,2,
,xotask,xotask,xotask,2,0,2,2,training,positivefb,94,hard,29,1.0674593000001096,['n'],1,right,['0'],6,0.24101799999994,,,,,,,,26,19,Vrouw,Rechts,2,
,xotask,xotask,xotask,3,0,3,3,training,positivefb,95,average,62,0.5338652999998885,['c'],1,left,['0'],6,0.09848109999984445,,,,,,,,26,19,Vrouw,Rechts,2,
,xotask,xotask,xotask,4,0,4,4,training,positivefb,80,average,61,0.8329210000001694,['c'],1,left,['0'],6,0.07706149999989975,,,,,,,,26,19,Vrouw,Rechts,2,
,xotask,xotask,xotask,5,0,5,5,training,positivefb,89,hard,52,2.116094799999928,['n'],0,left,['0'],6,0.08551020000004428,,,,,,,,26,19,Vrouw,Rechts,2,
,xotask,xotask,xotask,6,0,6,6,training,positivefb,89,average,16,0.616815600000109,['n'],1,right,['0'],6,0.11369469999999637,,,,,,,,26,19,Vrouw,Rechts,2,
,xotask,xotask,xotask,7,0,7,7,training,positivefb,91,hard,52,0.7341842999999244,['c'],1,left,['0'],6,0.10470759999998336,,,,,,,,26,19,Vrouw,Rechts,2,
,xotask,xotask,xotask,8,0,8,8,training,positivefb,98,easy,7,0.4675138000000061,['n'],1,right,['0'],6,0.08999679999988075,,,,,,,,26,19,Vrouw,Rechts,2,
,xotask,xotask,xotask,9,0,9,9,training,positivefb,99,hard,51,0.5012836000000789,['c'],1,left,['0'],6,0.09041479999996227,,,,,,,,26,19,Vrouw,Rechts,2,
