starttime,task,fbtask,firsttask,withinblocktrial,block,withintasktrial,trial,running,feedback,fbscore,difflevel,reddots,rt,resp,cor,cresp,conf_press,cj,RTconf,n_xes,stoptime,sub,age,gender,handedness,session,
1715071082,dotcolour,dotcolour,dotcolour,0,0,0,0,training,positivefb,20,easy,18,1.8512076000001798,['c'],0,right,['0'],6,1.9810413000000153,,,29,18,Man,Links,1,
,dotcolour,dotcolour,dotcolour,1,0,1,1,training,positivefb,67,hard,43,3.5661071999998057,['n'],0,left,['9'],5,1.3423769000000902,,,29,18,Man,Links,1,
,dotcolour,dotcolour,dotcolour,2,0,2,2,training,positivefb,99,hard,35,1.6337730000000192,['n'],1,right,['9'],5,0.8229741000000104,,,29,18,Man,Links,1,
,dotcolour,dotcolour,dotcolour,3,0,3,3,training,positivefb,93,hard,39,1.4998113999999987,['n'],1,right,['0'],6,0.5783757999997761,,,29,18,Man,Links,1,
,dotcolour,dotcolour,dotcolour,4,0,4,4,training,positivefb,99,easy,65,3.1999081999997543,['c'],1,left,['8'],4,1.611644200000228,,,29,18,Man,Links,1,
,dotcolour,dotcolour,dotcolour,5,0,5,5,training,positivefb,41,hard,45,1.6169190000000526,['n'],0,left,['9'],5,0.6184226999998828,,,29,18,Man,Links,1,
,dotcolour,dotcolour,dotcolour,6,0,6,6,training,positivefb,97,average,29,0.8515560999999252,['n'],1,right,['0'],6,0.799380999999812,,,29,18,Man,Links,1,
,dotcolour,dotcolour,dotcolour,7,0,7,7,training,positivefb,85,average,27,2.0340377999996235,['n'],1,right,['8'],4,1.4226072999999815,,,29,18,Man,Links,1,
,dotcolour,dotcolour,dotcolour,8,0,8,8,training,positivefb,7,easy,16,3.783798299999944,['c'],0,right,['3'],3,0.9498297000000093,,,29,18,Man,Links,1,
,dotcolour,dotcolour,dotcolour,9,0,9,9,training,positivefb,88,easy,64,1.2836036000003332,['c'],1,left,['0'],6,0.49241769999980534,,,29,18,Man,Links,1,
,dotcolour,dotcolour,dotcolour,10,0,10,10,training,positivefb,96,average,55,2.2179472999996506,['c'],1,left,['9'],5,0.9447720000002846,,,29,18,Man,Links,1,
,dotcolour,dotcolour,dotcolour,11,0,11,11,training,positivefb,93,average,52,1.4687520000002223,['c'],1,left,['0'],6,0.281021199999941,,,29,18,Man,Links,1,
,dotcolour,dotcolour,dotcolour,12,0,12,12,training,positivefb,77,average,25,0.7169549000000188,['n'],1,right,['0'],6,0.3121125000002394,,,29,18,Man,Links,1,
,dotcolour,dotcolour,dotcolour,13,0,13,13,training,positivefb,28,hard,44,1.3998175000001538,['n'],0,left,['9'],5,0.9251567999999679,,,29,18,Man,Links,1,
,dotcolour,dotcolour,dotcolour,14,0,14,14,training,positivefb,94,average,27,1.8501541000000543,['n'],1,right,['9'],5,0.47008880000021236,,,29,18,Man,Links,1,
,dotcolour,dotcolour,dotcolour,15,0,15,15,training,positivefb,86,average,55,0.8651522999998633,['c'],1,left,['9'],5,0.4330419000002621,,,29,18,Man,Links,1,
,dotcolour,dotcolour,dotcolour,16,0,16,16,training,positivefb,5,easy,15,0.9835297999998147,['c'],0,right,['8'],4,1.687811899999815,,,29,18,Man,Links,1,
,dotcolour,dotcolour,dotcolour,17,0,17,17,training,positivefb,78,hard,45,2.5168644000000313,['c'],1,left,['9'],5,1.4071729999996023,,,29,18,Man,Links,1,
,dotcolour,dotcolour,dotcolour,18,0,18,18,training,positivefb,82,hard,45,1.7159435999997186,['n'],0,left,['9'],5,0.45922490000020844,,,29,18,Man,Links,1,
,dotcolour,dotcolour,dotcolour,19,0,19,19,training,positivefb,98,easy,62,0.8832098000002588,['c'],1,left,['0'],6,0.42101099999990765,,,29,18,Man,Links,1,
,dotcolour,dotcolour,dotcolour,20,0,20,20,training,positivefb,92,easy,17,0.8005564000000049,['n'],1,right,['0'],6,0.300858099999914,,,29,18,Man,Links,1,
,dotcolour,dotcolour,dotcolour,21,0,21,21,training,positivefb,94,easy,65,1.0003335000001243,['c'],1,left,['9'],5,0.6645743999997649,,,29,18,Man,Links,1,
,dotcolour,dotcolour,dotcolour,22,0,22,22,training,positivefb,94,hard,38,1.183347899999717,['n'],1,right,['9'],5,0.3903691999998955,,,29,18,Man,Links,1,
,dotcolour,dotcolour,dotcolour,23,0,23,23,training,positivefb,100,easy,19,0.7825026000000435,['n'],1,right,['0'],6,1.0799661000000924,,,29,18,Man,Links,1,
,dotcolour,dotcolour,dotcolour,24,0,24,24,training,positivefb,96,easy,64,0.6341887999997198,['c'],1,left,['0'],6,0.3084042000000409,,,29,18,Man,Links,1,
,dotcolour,dotcolour,dotcolour,25,0,25,25,training,positivefb,57,average,53,0.8499367999997958,['n'],0,left,['0'],6,0.7261974000002738,,,29,18,Man,Links,1,
