starttime,task,fbtask,firsttask,withinblocktrial,block,withintasktrial,trial,running,feedback,fbscore,difflevel,reddots,rt,resp,cor,cresp,conf_press,cj,RTconf,n_xes,stoptime,sub,age,gender,handedness,session,
1714724531,dotcolour,dotcolour,xotask,0,0,0,0,training,negativefb,36,average,52,0.9347889000000578,['n'],0,left,['9'],2,1.3647778999993534,,,6,18,Man,Rechts,1,
,dotcolour,dotcolour,xotask,1,0,1,1,training,negativefb,14,average,25,1.5162231000003885,['c'],0,right,['3'],4,0.44856309999977384,,,6,18,Man,Rechts,1,
,dotcolour,dotcolour,xotask,2,0,2,2,training,negativefb,83,easy,18,0.5831917000004978,['n'],1,right,['8'],3,0.3429604000002655,,,6,18,Man,Rechts,1,
,dotcolour,dotcolour,xotask,3,0,3,3,training,negativefb,53,hard,43,0.7495183999999426,['c'],1,left,['3'],4,0.3318460000000414,,,6,18,Man,Rechts,1,
,dotcolour,dotcolour,xotask,4,0,4,4,training,negativefb,37,hard,44,0.9335000999999465,['n'],0,left,['8'],3,0.2088725000003251,,,6,18,Man,Rechts,1,
,dotcolour,dotcolour,xotask,5,0,5,5,training,negativefb,55,average,25,0.800063699999555,['n'],1,right,['3'],4,0.352890699999989,,,6,18,Man,Rechts,1,
,dotcolour,dotcolour,xotask,6,0,6,6,training,negativefb,53,easy,63,1.6832379999996192,['c'],1,left,['3'],4,0.23977900000045338,,,6,18,Man,Rechts,1,
,dotcolour,dotcolour,xotask,7,0,7,7,training,negativefb,52,average,55,4.116907999999967,['c'],1,left,['9'],2,0.2098225999998249,,,6,18,Man,Rechts,1,
,dotcolour,dotcolour,xotask,8,0,8,8,training,negativefb,91,average,55,1.2510763999998744,['c'],1,left,['9'],2,0.504254100000253,,,6,18,Man,Rechts,1,
,dotcolour,dotcolour,xotask,9,0,9,9,training,negativefb,82,easy,16,0.866536399999859,['n'],1,right,['9'],2,0.40954539999984263,,,6,18,Man,Rechts,1,
