starttime,task,fbtask,firsttask,withinblocktrial,block,withintasktrial,trial,running,feedback,fbscore,difflevel,n_xes,rt,resp,cor,cresp,conf_press,cj,RTconf,reddots,post1,post2,post3,post4,post5,stoptime,sub,age,gender,handedness,session,
1715680878,xotask,xotask,xotask,0,0,0,0,training,negativefb,59,hard,53,2.018600499999593,['n'],0,left,['3'],4,0.3159288999995624,,,,,,,,32,18,Man,Rechts,2,
,xotask,xotask,xotask,1,0,1,1,training,negativefb,67,average,19,0.8843471000000136,['n'],1,right,['1'],6,0.23561479999989388,,,,,,,,32,18,Man,Rechts,2,
,xotask,xotask,xotask,2,0,2,2,training,negativefb,88,easy,71,0.6843155000005936,['c'],1,left,['1'],6,0.34254580000015267,,,,,,,,32,18,Man,Rechts,2,
,xotask,xotask,xotask,3,0,3,3,training,negativefb,85,average,19,0.4825890000010986,['n'],1,right,['1'],6,0.27914409999903,,,,,,,,32,18,Man,Rechts,2,
,xotask,xotask,xotask,4,0,4,4,training,negativefb,38,average,15,0.6161078999994061,['n'],1,right,['1'],6,0.2589441000000079,,,,,,,,32,18,Man,Rechts,2,
,xotask,xotask,xotask,5,0,5,5,training,negativefb,68,average,17,0.5163198999998713,['n'],1,right,['1'],6,0.1409122999993997,,,,,,,,32,18,Man,Rechts,2,
,xotask,xotask,xotask,6,0,6,6,training,negativefb,84,hard,26,0.9333798999996361,['n'],1,right,['2'],5,0.19414590000087628,,,,,,,,32,18,Man,Rechts,2,
,xotask,xotask,xotask,7,0,7,7,training,negativefb,72,average,64,1.5845161999986885,['c'],1,left,['3'],4,0.34738499999912165,,,,,,,,32,18,Man,Rechts,2,
,xotask,xotask,xotask,8,0,8,8,training,negativefb,77,easy,74,0.8337470000005851,['c'],1,left,['2'],5,0.21248489999925368,,,,,,,,32,18,Man,Rechts,2,
,xotask,xotask,xotask,9,0,9,9,training,negativefb,35,hard,50,1.0485664999996516,['c'],1,left,['3'],4,0.48268499999903725,,,,,,,,32,18,Man,Rechts,2,
,xotask,xotask,xotask,10,0,10,10,training,negativefb,75,easy,7,0.549582300000111,['n'],1,right,['1'],6,0.19381690000045637,,,,,,,,32,18,Man,Rechts,2,
,xotask,xotask,xotask,11,0,11,11,training,negativefb,58,average,64,0.6666397999997571,['c'],1,left,['1'],6,0.20742579999932786,,,,,,,,32,18,Man,Rechts,2,
,xotask,xotask,xotask,12,0,12,12,training,negativefb,77,hard,50,1.033192800001416,['n'],0,left,['3'],4,0.5253794000000198,,,,,,,,32,18,Man,Rechts,2,
,xotask,xotask,xotask,13,0,13,13,training,negativefb,49,hard,25,0.6174488999986352,['n'],1,right,['2'],5,0.16884780000145838,,,,,,,,32,18,Man,Rechts,2,
,xotask,xotask,xotask,14,0,14,14,training,negativefb,84,average,62,0.7501565999991726,['c'],1,left,['2'],5,0.21248170000035316,,,,,,,,32,18,Man,Rechts,2,
,xotask,xotask,xotask,15,0,15,15,training,negativefb,62,easy,73,0.8660538000003726,['c'],1,left,['2'],5,0.14551209999990533,,,,,,,,32,18,Man,Rechts,2,
,xotask,xotask,xotask,16,0,16,16,training,negativefb,65,easy,74,0.8001017999995383,['c'],1,left,['2'],5,0.3476547999998729,,,,,,,,32,18,Man,Rechts,2,
,xotask,xotask,xotask,17,0,17,17,training,negativefb,11,easy,9,0.5508791000011115,['n'],1,right,['1'],6,0.16830579999987094,,,,,,,,32,18,Man,Rechts,2,
,xotask,xotask,xotask,18,0,18,18,training,negativefb,54,hard,25,0.9005224000011367,['n'],1,right,['1'],6,0.22955090000141354,,,,,,,,32,18,Man,Rechts,2,
,xotask,xotask,xotask,19,0,19,19,training,negativefb,38,hard,50,0.7178882999996858,['c'],1,left,['2'],5,0.711305299999367,,,,,,,,32,18,Man,Rechts,2,
,xotask,xotask,xotask,20,0,20,20,training,negativefb,85,average,64,0.7164389999998093,['c'],1,left,['1'],6,0.3196117999996204,,,,,,,,32,18,Man,Rechts,2,
,xotask,xotask,xotask,21,0,21,21,training,negativefb,62,hard,51,0.9513137999983883,['c'],1,left,['2'],5,0.5487384999996721,,,,,,,,32,18,Man,Rechts,2,
,xotask,xotask,xotask,22,0,22,22,training,negativefb,92,average,64,1.416837000000669,['c'],1,left,['2'],5,0.9651771000008011,,,,,,,,32,18,Man,Rechts,2,
,xotask,xotask,xotask,23,0,23,23,training,negativefb,67,easy,7,0.9167064000012033,['n'],1,right,['1'],6,0.6824472999996942,,,,,,,,32,18,Man,Rechts,2,
,xotask,xotask,xotask,24,0,24,24,training,negativefb,59,easy,70,0.6681586999984575,['c'],1,left,['1'],6,0.22803950000161421,,,,,,,,32,18,Man,Rechts,2,
,xotask,xotask,xotask,25,0,25,25,training,negativefb,37,average,61,0.967894499999602,['n'],0,left,['3'],4,0.7644932999992307,,,,,,,,32,18,Man,Rechts,2,
,xotask,xotask,xotask,26,0,26,26,training,negativefb,77,easy,74,0.6163887999991857,['c'],1,left,['2'],5,0.22164739999971061,,,,,,,,32,18,Man,Rechts,2,
,xotask,xotask,xotask,27,0,27,27,training,negativefb,66,hard,51,1.3172734999989189,['c'],1,left,['3'],4,0.45688850000078673,,,,,,,,32,18,Man,Rechts,2,
