starttime,task,fbtask,firsttask,withinblocktrial,block,withintasktrial,trial,running,feedback,fbscore,difflevel,reddots,rt,resp,cor,cresp,conf_press,cj,RTconf,n_xes,stoptime,sub,age,gender,handedness,session,
1714984294,dotcolour,dotcolour,dotcolour,0,0,0,0,training,positivefb,3,easy,16,3.934080400000312,['c'],0,right,['8'],3,2.920229399999698,,,21,21,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,1,0,1,1,training,positivefb,90,hard,36,2.749888800000008,['n'],1,right,['3'],4,1.5479345000003377,,,21,21,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,2,0,2,2,training,positivefb,98,easy,19,1.3821997000004558,['n'],1,right,['2'],5,2.014040200000636,,,21,21,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,3,0,3,3,training,positivefb,80,easy,64,1.7500835999999254,['c'],1,left,['2'],5,0.8797159999994619,,,21,21,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,4,0,4,4,training,positivefb,92,hard,42,2.665762900000118,['n'],0,left,['3'],4,1.042279199999939,,,21,21,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,5,0,5,5,training,positivefb,33,average,52,2.6679283000003124,['n'],0,left,['3'],4,1.277746499999921,,,21,21,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,6,0,6,6,training,positivefb,85,easy,15,1.2005825000005643,['n'],1,right,['2'],5,1.139865600000121,,,21,21,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,7,0,7,7,training,positivefb,75,hard,36,1.1166644999993878,['n'],1,right,['2'],5,0.5054570000002059,,,21,21,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,8,0,8,8,training,positivefb,36,hard,37,3.0162866999999096,['c'],0,right,['3'],4,1.0686441999996532,,,21,21,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,9,0,9,9,training,positivefb,99,average,26,1.1012698999993518,['n'],1,right,['2'],5,0.8546206000000893,,,21,21,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,10,0,10,10,training,positivefb,95,hard,39,1.6670366999996986,['n'],1,right,['2'],5,0.5457925999999134,,,21,21,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,11,0,11,11,training,positivefb,92,easy,64,1.1493512000006376,['c'],1,left,['2'],5,0.9259152000004178,,,21,21,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,12,0,12,12,training,positivefb,98,easy,62,1.266790800000308,['c'],1,left,['1'],6,1.2306078999999954,,,21,21,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,13,0,13,13,training,positivefb,87,hard,39,1.6332345000000714,['c'],0,right,['2'],5,0.4923085999998875,,,21,21,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,14,0,14,14,training,positivefb,95,easy,18,0.8827948999996806,['n'],1,right,['2'],5,0.4699325999999928,,,21,21,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,15,0,15,15,training,positivefb,91,hard,39,1.3832634000000326,['n'],1,right,['2'],5,0.5236350000004677,,,21,21,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,16,0,16,16,training,positivefb,74,average,51,1.3998928000000888,['c'],1,left,['2'],5,0.4389688000001115,,,21,21,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,17,0,17,17,training,positivefb,84,hard,43,2.284233999999742,['c'],1,left,['2'],5,0.265935399999762,,,21,21,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,18,0,18,18,training,positivefb,99,easy,18,0.8000217000007979,['n'],1,right,['2'],5,0.3521261999994749,,,21,21,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,19,0,19,19,training,positivefb,95,easy,63,1.0835368999996717,['c'],1,left,['1'],6,0.5666165000002366,,,21,21,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,20,0,20,20,training,positivefb,99,easy,62,1.1007417999999234,['c'],1,left,['2'],5,0.6917121000005864,,,21,21,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,21,0,21,21,training,positivefb,74,easy,16,0.7337393999996493,['n'],1,right,['2'],5,0.7472755999997389,,,21,21,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,22,0,22,22,training,positivefb,74,hard,44,2.250017200000002,['n'],0,left,['2'],5,0.9719404999996186,,,21,21,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,23,0,23,23,training,positivefb,99,average,26,0.9343648000003668,['n'],1,right,['2'],5,0.5118993999994927,,,21,21,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,24,0,24,24,training,positivefb,94,average,55,0.900390900000275,['c'],1,left,['2'],5,0.31197080000038113,,,21,21,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,25,0,25,25,training,positivefb,39,hard,45,1.266874299999472,['n'],0,left,['2'],5,0.5690377000000808,,,21,21,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,26,0,26,26,training,positivefb,92,average,51,1.4674838999999338,['c'],1,left,['2'],5,0.3919284000003245,,,21,21,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,27,0,27,27,training,positivefb,97,average,28,0.7989362999996956,['n'],1,right,['2'],5,0.329125500000373,,,21,21,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,28,0,28,28,training,positivefb,86,easy,18,1.2840021000001798,['n'],1,right,['2'],5,0.2804588999997577,,,21,21,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,29,0,29,29,training,positivefb,68,average,51,3.900647200000094,['c'],1,left,['3'],4,0.6421153000001141,,,21,21,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,30,0,30,30,training,positivefb,91,average,52,1.6174271999998382,['c'],1,left,['3'],4,0.4158853999997518,,,21,21,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,31,0,31,31,training,positivefb,87,easy,16,0.7497852999995303,['n'],1,right,['2'],5,0.41763890000038373,,,21,21,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,32,0,32,32,training,positivefb,80,average,25,1.2000075000005381,['n'],1,right,['3'],4,0.5122535000000425,,,21,21,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,33,0,33,33,training,positivefb,97,easy,17,6.58371999999963,['n'],1,right,['8'],3,0.9732643000006647,,,21,21,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,34,0,34,34,training,positivefb,98,average,28,2.5499549000005572,['n'],1,right,['3'],4,0.8082630999997491,,,21,21,Man,Rechts,1,
