starttime,task,fbtask,firsttask,withinblocktrial,block,withintasktrial,trial,running,feedback,fbscore,difflevel,n_xes,rt,resp,cor,cresp,conf_press,cj,RTconf,reddots,post1,post2,post3,post4,post5,stoptime,sub,age,gender,handedness,session,
1715675533,xotask,xotask,dotcolour,0,0,0,0,training,positivefb,94,hard,27,1.8347420999998576,['n'],1,right,['2'],5,0.6654078000001391,,,,,,,,35,18,Man,Rechts,2,
,xotask,xotask,dotcolour,1,0,1,1,training,positivefb,90,average,60,0.8498485000000073,['c'],1,left,['2'],5,0.13218140000026324,,,,,,,,35,18,Man,Rechts,2,
,xotask,xotask,dotcolour,2,0,2,2,training,positivefb,99,average,17,0.4998136999993221,['n'],1,right,['2'],5,0.10726989999966463,,,,,,,,35,18,Man,Rechts,2,
,xotask,xotask,dotcolour,3,0,3,3,training,positivefb,94,easy,73,0.5168321999999534,['c'],1,left,['2'],5,0.1549912000000404,,,,,,,,35,18,Man,Rechts,2,
,xotask,xotask,dotcolour,4,0,4,4,training,positivefb,99,easy,8,0.566151600000012,['n'],1,right,['2'],5,0.2138691000000108,,,,,,,,35,18,Man,Rechts,2,
,xotask,xotask,dotcolour,5,0,5,5,training,positivefb,98,average,15,0.46663559999979043,['n'],1,right,['2'],5,0.18765699999948993,,,,,,,,35,18,Man,Rechts,2,
,xotask,xotask,dotcolour,6,0,6,6,training,positivefb,86,average,64,0.5819026999997732,['c'],1,left,['2'],5,0.17239559999961784,,,,,,,,35,18,Man,Rechts,2,
,xotask,xotask,dotcolour,7,0,7,7,training,positivefb,93,easy,74,0.4649273999993966,['n'],0,left,['2'],5,0.18802279999999882,,,,,,,,35,18,Man,Rechts,2,
,xotask,xotask,dotcolour,8,0,8,8,training,positivefb,100,easy,73,0.36597319999964384,['c'],1,left,['2'],5,0.18137579999984155,,,,,,,,35,18,Man,Rechts,2,
,xotask,xotask,dotcolour,9,0,9,9,training,positivefb,91,hard,52,0.633571700000175,['c'],1,left,['2'],5,0.18092850000084582,,,,,,,,35,18,Man,Rechts,2,
,xotask,xotask,dotcolour,10,0,10,10,training,positivefb,95,easy,71,0.5495732999997927,['c'],1,left,['2'],5,0.19268490000013117,,,,,,,,35,18,Man,Rechts,2,
,xotask,xotask,dotcolour,11,0,11,11,training,positivefb,87,easy,72,0.5503548000006049,['c'],1,left,['2'],5,0.19544550000046002,,,,,,,,35,18,Man,Rechts,2,
,xotask,xotask,dotcolour,12,0,12,12,training,positivefb,91,average,16,0.7324158999999781,['n'],1,right,['2'],5,0.15807850000055623,,,,,,,,35,18,Man,Rechts,2,
,xotask,xotask,dotcolour,13,0,13,13,training,positivefb,96,easy,9,0.5835970999996789,['n'],1,right,['2'],5,0.10542490000079852,,,,,,,,35,18,Man,Rechts,2,
,xotask,xotask,dotcolour,14,0,14,14,training,positivefb,99,average,19,0.3836941999998089,['n'],1,right,['2'],5,0.11815830000068672,,,,,,,,35,18,Man,Rechts,2,
,xotask,xotask,dotcolour,15,0,15,15,training,positivefb,64,hard,54,0.41690250000010565,['n'],0,left,['2'],5,0.16066870000031486,,,,,,,,35,18,Man,Rechts,2,
,xotask,xotask,dotcolour,16,0,16,16,training,positivefb,19,easy,7,0.39976130000013654,['c'],0,right,['0'],1,0.8588236000005054,,,,,,,,35,18,Man,Rechts,2,
,xotask,xotask,dotcolour,17,0,17,17,training,positivefb,99,easy,9,0.6499450999999681,['n'],1,right,['2'],5,0.19831299999987095,,,,,,,,35,18,Man,Rechts,2,
,xotask,xotask,dotcolour,18,0,18,18,training,positivefb,82,hard,53,0.5506630999998379,['n'],0,left,['2'],5,0.15272749999985535,,,,,,,,35,18,Man,Rechts,2,
,xotask,xotask,dotcolour,19,0,19,19,training,positivefb,90,hard,52,0.5821301000005406,['n'],0,left,['2'],5,0.21935239999947953,,,,,,,,35,18,Man,Rechts,2,
,xotask,xotask,dotcolour,20,0,20,20,training,positivefb,95,easy,73,0.5663898000002519,['c'],1,left,['2'],5,0.19519949999994424,,,,,,,,35,18,Man,Rechts,2,
,xotask,xotask,dotcolour,21,0,21,21,training,positivefb,90,average,15,0.46723090000068623,['n'],1,right,['2'],5,0.18579659999977594,,,,,,,,35,18,Man,Rechts,2,
,xotask,xotask,dotcolour,22,0,22,22,training,positivefb,83,average,15,0.5831203999996433,['n'],1,right,['2'],5,0.2031277999994927,,,,,,,,35,18,Man,Rechts,2,
,xotask,xotask,dotcolour,23,0,23,23,training,positivefb,97,average,61,0.4841605999999956,['n'],0,left,['2'],5,0.24013620000005176,,,,,,,,35,18,Man,Rechts,2,
,xotask,xotask,dotcolour,24,0,24,24,training,positivefb,95,average,16,0.4833832000003895,['n'],1,right,['2'],5,0.2829215000001568,,,,,,,,35,18,Man,Rechts,2,
,xotask,xotask,dotcolour,25,0,25,25,training,positivefb,94,hard,53,0.7506937000007383,['c'],1,left,['2'],5,0.1456702999994377,,,,,,,,35,18,Man,Rechts,2,
,xotask,xotask,dotcolour,26,0,26,26,training,positivefb,72,average,62,0.6174388999997973,['n'],0,left,['2'],5,0.2117603999995481,,,,,,,,35,18,Man,Rechts,2,
,xotask,xotask,dotcolour,27,0,27,27,training,positivefb,91,easy,9,0.7347004000002926,['n'],1,right,['1'],6,0.19053600000006554,,,,,,,,35,18,Man,Rechts,2,
,xotask,xotask,dotcolour,28,0,28,28,training,positivefb,98,hard,51,1.0330175999997664,['c'],1,left,['3'],4,0.3019314999992275,,,,,,,,35,18,Man,Rechts,2,
,xotask,xotask,dotcolour,29,0,29,29,training,positivefb,91,easy,73,0.7002300000003743,['c'],1,left,['2'],5,0.1893383000005997,,,,,,,,35,18,Man,Rechts,2,
,xotask,xotask,dotcolour,30,0,30,30,training,positivefb,99,hard,28,0.5005105999998705,['n'],1,right,['2'],5,0.14595420000023296,,,,,,,,35,18,Man,Rechts,2,
,xotask,xotask,dotcolour,31,0,31,31,training,positivefb,89,hard,28,0.649672599999576,['n'],1,right,['2'],5,0.14700580000044283,,,,,,,,35,18,Man,Rechts,2,
,xotask,xotask,dotcolour,32,0,32,32,training,positivefb,95,easy,5,0.5832685000004858,['n'],1,right,['2'],5,0.07750369999939721,,,,,,,,35,18,Man,Rechts,2,
,xotask,xotask,dotcolour,33,0,33,33,training,positivefb,75,easy,71,0.7837315000006129,['c'],1,left,['1'],6,0.15616679999948246,,,,,,,,35,18,Man,Rechts,2,
,xotask,xotask,dotcolour,34,0,34,34,training,positivefb,77,easy,9,0.7338627999997698,['n'],1,right,['2'],5,0.13682080000035057,,,,,,,,35,18,Man,Rechts,2,
,xotask,xotask,dotcolour,35,0,35,35,training,positivefb,95,hard,29,0.5343120999996245,['n'],1,right,['2'],5,0.09380289999990055,,,,,,,,35,18,Man,Rechts,2,
,xotask,xotask,dotcolour,36,0,36,36,training,positivefb,95,hard,28,0.3499781000000439,['n'],1,right,['2'],5,0.020963299999493756,,,,,,,,35,18,Man,Rechts,2,
,xotask,xotask,dotcolour,37,0,37,37,training,positivefb,33,hard,53,0.33359029999974155,['c'],1,left,['2'],5,1.1507707999999184,,,,,,,,35,18,Man,Rechts,2,
,xotask,xotask,dotcolour,38,0,38,38,training,positivefb,98,average,61,0.4493302999999287,['n'],0,left,['2'],5,0.03144400000019232,,,,,,,,35,18,Man,Rechts,2,
,xotask,xotask,dotcolour,39,0,39,39,training,positivefb,97,average,62,0.3339914999996836,['c'],1,left,['2'],5,0.03975880000052712,,,,,,,,35,18,Man,Rechts,2,
,xotask,xotask,dotcolour,40,0,40,40,training,positivefb,95,hard,29,0.5166586000004827,['n'],1,right,['2'],5,0.8019139999996696,,,,,,,,35,18,Man,Rechts,2,
,xotask,xotask,dotcolour,41,0,41,41,training,positivefb,95,average,60,0.6845727999998417,['c'],1,left,['2'],5,0.08663720000004105,,,,,,,,35,18,Man,Rechts,2,
,xotask,xotask,dotcolour,42,0,42,42,training,positivefb,96,average,60,0.6503592999997636,['c'],1,left,['2'],5,0.09709949999978562,,,,,,,,35,18,Man,Rechts,2,
,xotask,xotask,dotcolour,43,0,43,43,training,positivefb,96,easy,71,0.7664682000004177,['c'],1,left,['2'],5,0.14358489999995072,,,,,,,,35,18,Man,Rechts,2,
,xotask,xotask,dotcolour,44,0,44,44,training,positivefb,99,easy,5,0.3176601000004666,['c'],0,right,['2'],5,0.07756410000001779,,,,,,,,35,18,Man,Rechts,2,
,xotask,xotask,dotcolour,45,0,45,45,training,positivefb,93,hard,26,0.6826750000000175,['n'],1,right,['2'],5,0.07928429999992659,,,,,,,,35,18,Man,Rechts,2,
,xotask,xotask,dotcolour,46,0,46,46,training,positivefb,99,average,61,0.8171635999997306,['c'],1,left,['2'],5,0.09999729999981355,,,,,,,,35,18,Man,Rechts,2,
,xotask,xotask,dotcolour,47,0,47,47,training,positivefb,96,hard,53,0.617601700000705,['c'],1,left,['2'],5,0.14397009999993315,,,,,,,,35,18,Man,Rechts,2,
,xotask,xotask,dotcolour,48,0,48,48,training,positivefb,92,easy,71,0.48429550000037125,['c'],1,left,['2'],5,0.09513390000029176,,,,,,,,35,18,Man,Rechts,2,
,xotask,xotask,dotcolour,49,0,49,49,training,positivefb,98,hard,29,0.23282019999987824,['c'],0,right,['2'],5,0.03440430000046035,,,,,,,,35,18,Man,Rechts,2,
,xotask,xotask,dotcolour,50,0,50,50,training,positivefb,96,average,62,0.6502332000000024,['c'],1,left,['2'],5,0.15115779999996448,,,,,,,,35,18,Man,Rechts,2,
,xotask,xotask,dotcolour,51,0,51,51,training,positivefb,94,hard,26,0.41672399999970366,['c'],0,right,['2'],5,0.1207551000006788,,,,,,,,35,18,Man,Rechts,2,
,xotask,xotask,dotcolour,52,0,52,52,training,positivefb,99,hard,53,0.3672854999995252,['c'],1,left,['2'],5,0.0931761000001643,,,,,,,,35,18,Man,Rechts,2,
,xotask,xotask,dotcolour,53,0,53,53,training,positivefb,43,average,16,0.3843241000004127,['c'],0,right,['8'],3,1.3617989000003945,,,,,,,,35,18,Man,Rechts,2,
,xotask,xotask,dotcolour,54,0,54,54,training,positivefb,90,easy,5,0.6332673000006253,['n'],1,right,['2'],5,0.11485420000008162,,,,,,,,35,18,Man,Rechts,2,
,xotask,xotask,dotcolour,55,0,55,55,training,positivefb,90,average,16,0.7673960000001898,['n'],1,right,['2'],5,0.1520210999997289,,,,,,,,35,18,Man,Rechts,2,
,xotask,xotask,dotcolour,56,0,56,56,training,positivefb,94,easy,6,0.5666688999999678,['n'],1,right,['2'],5,0.06706240000039543,,,,,,,,35,18,Man,Rechts,2,
,xotask,xotask,dotcolour,57,0,57,57,training,positivefb,99,average,17,0.4667538000003333,['n'],1,right,['2'],5,0.07805379999990691,,,,,,,,35,18,Man,Rechts,2,
,xotask,xotask,dotcolour,58,0,58,58,training,positivefb,92,hard,53,0.9005213999998887,['n'],0,left,['2'],5,0.05536709999978484,,,,,,,,35,18,Man,Rechts,2,
,xotask,xotask,dotcolour,59,0,59,59,training,positivefb,94,hard,25,0.6844559999999547,['c'],0,right,['2'],5,0.07373790000019653,,,,,,,,35,18,Man,Rechts,2,
,xotask,xotask,dotcolour,0,1,60,60,training,positivefb,95,hard,27,0.8503761000001759,['n'],1,right,['2'],5,0.10542070000064996,,,,,,,,35,18,Man,Rechts,2,
,xotask,xotask,dotcolour,1,1,61,61,training,positivefb,97,easy,73,0.6504993000007744,['c'],1,left,['2'],5,0.09913079999932961,,,,,,,,35,18,Man,Rechts,2,
,xotask,xotask,dotcolour,2,1,62,62,training,positivefb,98,easy,6,0.5003886999993483,['n'],1,right,['2'],5,0.07588209999994433,,,,,,,,35,18,Man,Rechts,2,
