starttime,task,fbtask,firsttask,withinblocktrial,block,withintasktrial,trial,running,feedback,fbscore,difflevel,n_xes,rt,resp,cor,cresp,conf_press,cj,RTconf,reddots,stoptime,sub,age,gender,handedness,session,
1715076106,xotask,xotask,xotask,0,0,0,0,training,positivefb,91,hard,54,2.834585900000093,['c'],1,left,['2'],2,2.2992998999998235,,,57784,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,1,0,1,1,training,positivefb,72,hard,53,2.434126600000127,['n'],0,left,['2'],2,1.34906299999966,,,57784,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,2,0,2,2,training,positivefb,92,easy,5,3.4334514000001946,['n'],1,right,['0'],6,0.4212231999999858,,,57784,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,3,0,3,3,training,positivefb,96,easy,5,1.6336842999999135,['n'],1,right,['0'],6,0.3151849999994738,,,57784,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,4,0,4,4,training,positivefb,93,hard,52,1.3325558000005913,['c'],1,left,['0'],6,0.337234399999943,,,57784,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,5,0,5,5,training,positivefb,99,easy,74,0.9842515999998795,['c'],1,left,['0'],6,0.564195999999356,,,57784,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,6,0,6,6,training,positivefb,78,easy,9,0.9508984000003693,['n'],1,right,['0'],6,0.27933000000030006,,,57784,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,7,0,7,7,training,positivefb,97,hard,51,1.5997975999998744,['c'],1,left,['8'],4,0.5011938000006921,,,57784,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,8,0,8,8,training,positivefb,89,hard,51,1.4333529000005,['c'],1,left,['0'],6,0.35951920000024984,,,57784,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,9,0,9,9,training,positivefb,86,hard,29,2.1338232999996762,['n'],1,right,['9'],5,0.7167975000002116,,,57784,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,10,0,10,10,training,positivefb,85,easy,73,1.0836882000003243,['c'],1,left,['0'],6,0.22034130000065488,,,57784,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,11,0,11,11,training,positivefb,88,average,63,1.2668813000000227,['c'],1,left,['0'],6,0.16977680000036344,,,57784,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,12,0,12,12,training,positivefb,88,hard,53,0.8170972999996593,['c'],1,left,['0'],6,0.18605680000018765,,,57784,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,13,0,13,13,training,positivefb,86,average,62,1.432958499999586,['c'],1,left,['9'],5,0.17751310000039666,,,57784,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,14,0,14,14,training,positivefb,98,easy,74,0.5993503999998211,['c'],1,left,['9'],5,0.482655299999351,,,57784,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,15,0,15,15,training,positivefb,97,average,63,1.1168351000005714,['c'],1,left,['9'],5,0.29120200000033947,,,57784,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,16,0,16,16,training,positivefb,96,easy,6,1.5499816999999894,['n'],1,right,['9'],5,0.4092178999999305,,,57784,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,17,0,17,17,training,positivefb,91,average,60,0.8324874999998428,['c'],1,left,['8'],4,0.32018950000019686,,,57784,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,18,0,18,18,training,positivefb,91,easy,7,1.317516300000534,['n'],1,right,['0'],6,0.2543422000007922,,,57784,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,19,0,19,19,training,positivefb,78,average,60,1.1332663999992292,['c'],1,left,['8'],4,0.33529249999992317,,,57784,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,20,0,20,20,training,positivefb,98,easy,6,1.0332649000001766,['n'],1,right,['8'],4,0.4973366000003807,,,57784,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,21,0,21,21,training,positivefb,96,easy,72,0.8003704999991896,['c'],1,left,['8'],4,0.22099280000020372,,,57784,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,22,0,22,22,training,positivefb,93,average,18,1.765723199999229,['n'],1,right,['9'],5,0.32623189999958413,,,57784,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,23,0,23,23,training,positivefb,96,average,64,0.9162365000001955,['c'],1,left,['9'],5,0.25247829999989335,,,57784,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,24,0,24,24,training,positivefb,39,hard,25,1.4999072000000524,['c'],0,right,['3'],3,1.454888899999787,,,57784,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,25,0,25,25,training,positivefb,85,hard,27,1.0332766999999876,['c'],0,right,['8'],4,0.4589028000000326,,,57784,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,26,0,26,26,training,positivefb,68,average,19,1.2842098999999507,['n'],1,right,['9'],5,0.36605409999992844,,,57784,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,27,0,27,27,training,positivefb,97,average,16,1.5345702999993591,['n'],1,right,['8'],4,0.3611602999999377,,,57784,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,28,0,28,28,training,positivefb,81,average,62,1.5002306999995199,['c'],1,left,['9'],5,0.42390179999983957,,,57784,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,29,0,29,29,training,positivefb,88,easy,72,1.0171449999998003,['c'],1,left,['9'],5,0.19807480000054056,,,57784,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,30,0,30,30,training,positivefb,95,easy,74,0.7658160000000862,['c'],1,left,['9'],5,0.2317749999992884,,,57784,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,31,0,31,31,training,positivefb,94,hard,53,1.318065800000113,['c'],1,left,['8'],4,0.32976200000030076,,,57784,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,32,0,32,32,training,positivefb,76,hard,27,1.8330825000002733,['n'],1,right,['8'],4,0.37996559999919555,,,57784,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,33,0,33,33,training,positivefb,92,easy,8,1.0333017000002656,['n'],1,right,['0'],6,0.22040469999956258,,,57784,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,34,0,34,34,training,positivefb,89,easy,8,1.5846336000004158,['n'],1,right,['0'],6,0.31651160000001255,,,57784,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,35,0,35,35,training,positivefb,74,hard,26,1.3173515999997107,['c'],0,right,['8'],4,0.40290359999926295,,,57784,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,36,0,36,36,training,positivefb,93,hard,29,1.3663979000002655,['n'],1,right,['8'],4,0.33984549999968294,,,57784,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,37,0,37,37,training,positivefb,98,easy,74,1.083380500000203,['c'],1,left,['8'],4,0.32340150000072754,,,57784,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,38,0,38,38,training,positivefb,86,average,18,1.6163076000002548,['n'],1,right,['0'],6,0.3186505000003308,,,57784,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,39,0,39,39,training,positivefb,87,easy,71,0.8828763000001345,['c'],1,left,['8'],4,0.33441229999971256,,,57784,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,40,0,40,40,training,positivefb,92,easy,9,2.0003758000002563,['n'],1,right,['9'],5,0.35296740000012505,,,57784,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,41,0,41,41,training,positivefb,80,hard,26,0.5836934000008114,['n'],1,right,['9'],5,0.36366280000038387,,,57784,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,42,0,42,42,training,positivefb,87,average,16,0.9827858999997261,['n'],1,right,['9'],5,0.31809979999979987,,,57784,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,43,0,43,43,training,positivefb,83,average,61,1.2001662000002398,['c'],1,left,['8'],4,0.3534251999999469,,,57784,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,44,0,44,44,training,positivefb,75,hard,27,2.799414600000091,['n'],1,right,['8'],4,0.3396482999996806,,,57784,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,45,0,45,45,training,positivefb,99,average,15,1.0835242000002836,['n'],1,right,['9'],5,0.40285120000044117,,,57784,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,46,0,46,46,training,positivefb,98,average,19,0.6171726999991733,['n'],1,right,['9'],5,0.3463566999998875,,,57784,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,47,0,47,47,training,positivefb,96,average,15,0.7165832000000592,['n'],1,right,['0'],6,0.30434889999924053,,,57784,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,48,0,48,48,training,positivefb,72,average,64,1.1174075999997513,['n'],0,left,['8'],4,0.5998584999997547,,,57784,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,49,0,49,49,training,positivefb,87,average,63,0.9337409999998272,['c'],1,left,['9'],5,0.3699897999995301,,,57784,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,50,0,50,50,training,positivefb,94,hard,25,0.9844104000003426,['n'],1,right,['9'],5,0.29239940000024944,,,57784,18,Vrouw,Rechts,1,
