starttime,task,fbtask,firsttask,withinblocktrial,block,withintasktrial,trial,running,feedback,fbscore,difflevel,reddots,rt,resp,cor,cresp,conf_press,cj,RTconf,n_xes,post1,post2,post3,post4,post5,stoptime,sub,age,gender,handedness,session,
1716966080,dotcolour,dotcolour,dotcolour,0,0,0,0,training,negativefb,17,hard,35,1.0830008999998881,['c'],0,right,['9'],2,1.862741700000015,,,,,,,,37,0,Vrouw,Rechts,2,
,dotcolour,dotcolour,dotcolour,1,0,1,1,training,negativefb,97,easy,18,1.33338260000005,['n'],1,right,['2'],5,1.4707361000000674,,,,,,,,37,0,Vrouw,Rechts,2,
,dotcolour,dotcolour,dotcolour,2,0,2,2,training,negativefb,90,hard,41,1.1674717000000783,['c'],1,left,['3'],4,0.7651949999999488,,,,,,,,37,0,Vrouw,Rechts,2,
,dotcolour,dotcolour,dotcolour,3,0,3,3,training,negativefb,89,easy,17,1.7501305000000684,['n'],1,right,['2'],5,1.0001667999999881,,,,,,,,37,0,Vrouw,Rechts,2,
,dotcolour,dotcolour,dotcolour,4,0,4,4,training,negativefb,15,hard,42,0.7005163999999695,['n'],0,left,['2'],5,0.19615999999996347,,,,,,,,37,0,Vrouw,Rechts,2,
,dotcolour,dotcolour,dotcolour,5,0,5,5,training,negativefb,41,easy,63,1.2675067000000126,['c'],1,left,['2'],5,0.7221999999999298,,,,,,,,37,0,Vrouw,Rechts,2,
,dotcolour,dotcolour,dotcolour,6,0,6,6,training,negativefb,55,average,53,0.8003387999999632,['c'],1,left,['2'],5,0.2694731999999931,,,,,,,,37,0,Vrouw,Rechts,2,
,dotcolour,dotcolour,dotcolour,7,0,7,7,training,negativefb,77,average,27,0.43356409999978496,['c'],0,right,['2'],5,0.23352300000010473,,,,,,,,37,0,Vrouw,Rechts,2,
,dotcolour,dotcolour,dotcolour,8,0,8,8,training,negativefb,79,average,55,0.5008070999999745,['c'],1,left,['2'],5,0.13208229999986543,,,,,,,,37,0,Vrouw,Rechts,2,
,dotcolour,dotcolour,dotcolour,9,0,9,9,training,negativefb,72,hard,41,0.6168548999999075,['n'],0,left,['2'],5,0.11796589999994467,,,,,,,,37,0,Vrouw,Rechts,2,
,dotcolour,dotcolour,dotcolour,10,0,10,10,training,negativefb,49,easy,65,0.5508112999998502,['c'],1,left,['1'],6,0.32338389999995343,,,,,,,,37,0,Vrouw,Rechts,2,
,dotcolour,dotcolour,dotcolour,11,0,11,11,training,negativefb,92,average,26,0.6837141000000884,['n'],1,right,['2'],5,0.2199470000000474,,,,,,,,37,0,Vrouw,Rechts,2,
,dotcolour,dotcolour,dotcolour,12,0,12,12,training,negativefb,55,average,55,0.6505575999999564,['c'],1,left,['2'],5,0.16895740000018122,,,,,,,,37,0,Vrouw,Rechts,2,
,dotcolour,dotcolour,dotcolour,13,0,13,13,training,negativefb,38,hard,37,0.7507509999998092,['n'],1,right,['2'],5,0.13220000000001164,,,,,,,,37,0,Vrouw,Rechts,2,
,dotcolour,dotcolour,dotcolour,14,0,14,14,training,negativefb,72,average,26,0.583658000000014,['n'],1,right,['2'],5,0.1035001000000193,,,,,,,,37,0,Vrouw,Rechts,2,
,dotcolour,dotcolour,dotcolour,15,0,15,15,training,negativefb,47,easy,18,0.7663936999999805,['n'],1,right,['1'],6,0.26093340000011267,,,,,,,,37,0,Vrouw,Rechts,2,
,dotcolour,dotcolour,dotcolour,16,0,16,16,training,negativefb,70,easy,64,0.7507511000001159,['c'],1,left,['1'],6,0.2608713000001899,,,,,,,,37,0,Vrouw,Rechts,2,
,dotcolour,dotcolour,dotcolour,17,0,17,17,training,negativefb,55,average,28,0.6163884000000053,['n'],1,right,['1'],6,0.0502544000000853,,,,,,,,37,0,Vrouw,Rechts,2,
,dotcolour,dotcolour,dotcolour,18,0,18,18,training,negativefb,63,easy,15,0.44973449999997683,['n'],1,right,['1'],6,0.09436299999993025,,,,,,,,37,0,Vrouw,Rechts,2,
,dotcolour,dotcolour,dotcolour,19,0,19,19,training,negativefb,57,average,52,0.7666933999998946,['c'],1,left,['1'],6,0.16423999999983607,,,,,,,,37,0,Vrouw,Rechts,2,
,dotcolour,dotcolour,dotcolour,20,0,20,20,training,negativefb,89,easy,18,0.5008359000000837,['n'],1,right,['1'],6,0.08224459999996725,,,,,,,,37,0,Vrouw,Rechts,2,
,dotcolour,dotcolour,dotcolour,21,0,21,21,training,negativefb,33,hard,35,0.5166265999998814,['n'],1,right,['1'],6,0.1388400000000729,,,,,,,,37,0,Vrouw,Rechts,2,
,dotcolour,dotcolour,dotcolour,22,0,22,22,training,negativefb,75,average,25,0.5660713999998279,['n'],1,right,['1'],6,0.1345589000000018,,,,,,,,37,0,Vrouw,Rechts,2,
,dotcolour,dotcolour,dotcolour,23,0,23,23,training,negativefb,55,easy,63,0.9163653000000522,['c'],1,left,['1'],6,0.1964711000000534,,,,,,,,37,0,Vrouw,Rechts,2,
,dotcolour,dotcolour,dotcolour,24,0,24,24,training,negativefb,67,hard,39,0.4665945000001557,['n'],1,right,['1'],6,0.16236509999998816,,,,,,,,37,0,Vrouw,Rechts,2,
