starttime,task,fbtask,firsttask,withinblocktrial,block,withintasktrial,trial,running,feedback,fbscore,difflevel,reddots,rt,resp,cor,cresp,conf_press,cj,RTconf,n_xes,post1,post2,post3,post4,post5,stoptime,sub,age,gender,handedness,session,
1715159305,dotcolour,dotcolour,dotcolour,0,0,0,0,training,negativefb,34,hard,45,1.5002896999999393,['n'],0,left,['2'],5,1.153663800000004,,,,,,,,5,19,Vrouw,Rechts,2,
,dotcolour,dotcolour,dotcolour,1,0,1,1,training,negativefb,38,hard,41,0.9995371999998497,['n'],0,left,['2'],5,0.45912799999996423,,,,,,,,5,19,Vrouw,Rechts,2,
,dotcolour,dotcolour,dotcolour,2,0,2,2,training,negativefb,99,easy,65,0.9336616999999023,['c'],1,left,['1'],6,1.6518663000001652,,,,,,,,5,19,Vrouw,Rechts,2,
,dotcolour,dotcolour,dotcolour,3,0,3,3,training,negativefb,84,hard,36,1.6997374999998556,['n'],1,right,['2'],5,0.4138815999999679,,,,,,,,5,19,Vrouw,Rechts,2,
,dotcolour,dotcolour,dotcolour,4,0,4,4,training,negativefb,79,average,55,1.2676340999998956,['c'],1,left,['3'],4,0.6114299999999275,,,,,,,,5,19,Vrouw,Rechts,2,
,dotcolour,dotcolour,dotcolour,5,0,5,5,training,negativefb,77,easy,62,0.683679500000153,['c'],1,left,['1'],6,0.744154299999991,,,,,,,,5,19,Vrouw,Rechts,2,
,dotcolour,dotcolour,dotcolour,6,0,6,6,training,negativefb,82,average,51,0.9174383999998099,['c'],1,left,['1'],6,0.45436049999989336,,,,,,,,5,19,Vrouw,Rechts,2,
,dotcolour,dotcolour,dotcolour,7,0,7,7,training,negativefb,53,average,26,0.8327003000001696,['n'],1,right,['1'],6,0.8829250000001139,,,,,,,,5,19,Vrouw,Rechts,2,
,dotcolour,dotcolour,dotcolour,8,0,8,8,training,negativefb,46,hard,42,2.1834877000001143,['c'],1,left,['3'],4,0.6724076000000423,,,,,,,,5,19,Vrouw,Rechts,2,
,dotcolour,dotcolour,dotcolour,9,0,9,9,training,negativefb,86,easy,17,0.6677913999999419,['n'],1,right,['1'],6,0.5071325999999772,,,,,,,,5,19,Vrouw,Rechts,2,
,dotcolour,dotcolour,dotcolour,10,0,10,10,training,negativefb,57,easy,19,0.7674744000000828,['n'],1,right,['1'],6,0.4806178999999702,,,,,,,,5,19,Vrouw,Rechts,2,
,dotcolour,dotcolour,dotcolour,11,0,11,11,training,negativefb,94,easy,64,0.9512634000000162,['c'],1,left,['1'],6,0.5921018999999887,,,,,,,,5,19,Vrouw,Rechts,2,
,dotcolour,dotcolour,dotcolour,12,0,12,12,training,negativefb,37,hard,37,0.917096100000208,['n'],1,right,['1'],6,0.4041030000000774,,,,,,,,5,19,Vrouw,Rechts,2,
,dotcolour,dotcolour,dotcolour,13,0,13,13,training,negativefb,85,hard,42,1.416986500000121,['c'],1,left,['3'],4,0.49939210000002277,,,,,,,,5,19,Vrouw,Rechts,2,
,dotcolour,dotcolour,dotcolour,14,0,14,14,training,negativefb,93,average,55,0.8334160000001702,['c'],1,left,['3'],4,0.4063413999999739,,,,,,,,5,19,Vrouw,Rechts,2,
,dotcolour,dotcolour,dotcolour,15,0,15,15,training,negativefb,72,average,25,0.8001324000001659,['n'],1,right,['1'],6,0.5983519000001252,,,,,,,,5,19,Vrouw,Rechts,2,
,dotcolour,dotcolour,dotcolour,16,0,16,16,training,negativefb,85,average,51,0.8339170000001559,['c'],1,left,['1'],6,0.5897138999998788,,,,,,,,5,19,Vrouw,Rechts,2,
,dotcolour,dotcolour,dotcolour,17,0,17,17,training,negativefb,83,average,29,0.9004006000000118,['n'],1,right,['1'],6,0.5306079000001773,,,,,,,,5,19,Vrouw,Rechts,2,
,dotcolour,dotcolour,dotcolour,18,0,18,18,training,negativefb,46,hard,38,1.217037499999833,['n'],1,right,['2'],5,0.6532487000001765,,,,,,,,5,19,Vrouw,Rechts,2,
,dotcolour,dotcolour,dotcolour,19,0,19,19,training,negativefb,35,average,29,0.7166360999999597,['n'],1,right,['1'],6,0.43881759999999304,,,,,,,,5,19,Vrouw,Rechts,2,
,dotcolour,dotcolour,dotcolour,20,0,20,20,training,negativefb,68,easy,19,0.799398900000142,['n'],1,right,['1'],6,0.40555510000012873,,,,,,,,5,19,Vrouw,Rechts,2,
,dotcolour,dotcolour,dotcolour,21,0,21,21,training,negativefb,83,easy,15,0.6169367999998485,['n'],1,right,['1'],6,0.4443246000000727,,,,,,,,5,19,Vrouw,Rechts,2,
,dotcolour,dotcolour,dotcolour,22,0,22,22,training,negativefb,69,easy,63,0.833043699999962,['c'],1,left,['1'],6,0.4418282999999974,,,,,,,,5,19,Vrouw,Rechts,2,
,dotcolour,dotcolour,dotcolour,23,0,23,23,training,negativefb,46,average,51,1.0004836999999043,['c'],1,left,['3'],4,0.408993799999962,,,,,,,,5,19,Vrouw,Rechts,2,
,dotcolour,dotcolour,dotcolour,24,0,24,24,training,negativefb,92,average,27,0.6839446999999836,['n'],1,right,['1'],6,0.524980400000004,,,,,,,,5,19,Vrouw,Rechts,2,
,dotcolour,dotcolour,dotcolour,25,0,25,25,training,negativefb,59,hard,36,1.049442400000089,['n'],1,right,['2'],5,0.3033116000001428,,,,,,,,5,19,Vrouw,Rechts,2,
,dotcolour,dotcolour,dotcolour,26,0,26,26,training,negativefb,79,hard,44,1.0000898999999208,['c'],1,left,['3'],4,0.4916041999999834,,,,,,,,5,19,Vrouw,Rechts,2,
,dotcolour,dotcolour,dotcolour,27,0,27,27,training,negativefb,91,average,52,0.9504351000000497,['c'],1,left,['3'],4,0.4741692999998577,,,,,,,,5,19,Vrouw,Rechts,2,
,dotcolour,dotcolour,dotcolour,28,0,28,28,training,negativefb,97,average,55,0.7508563000001232,['c'],1,left,['2'],5,0.5133119000001898,,,,,,,,5,19,Vrouw,Rechts,2,
