starttime,task,fbtask,firsttask,withinblocktrial,block,withintasktrial,trial,running,feedback,fbscore,difflevel,reddots,rt,resp,cor,cresp,conf_press,cj,RTconf,n_xes,post1,post2,post3,post4,post5,stoptime,sub,age,gender,handedness,session,
1716966160,dotcolour,dotcolour,xotask,0,0,0,0,training,positivefb,94,average,27,1.2509482999998909,['n'],1,right,['2'],5,0.5703960999999254,,,,,,,,38,24,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,1,0,1,1,training,positivefb,92,hard,45,1.5165442999998504,['c'],1,left,['3'],4,0.5672686999998859,,,,,,,,38,24,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,2,0,2,2,training,positivefb,96,easy,65,0.8659093000001121,['c'],1,left,['1'],6,0.3414963000000171,,,,,,,,38,24,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,3,0,3,3,training,positivefb,96,easy,64,0.6160605999998552,['c'],1,left,['1'],6,0.3514903000000231,,,,,,,,38,24,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,4,0,4,4,training,positivefb,86,hard,42,1.384554900000012,['c'],1,left,['2'],5,0.36221180000006825,,,,,,,,38,24,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,5,0,5,5,training,positivefb,0,easy,61,0.6338819999998577,['n'],0,left,['0'],1,2.051229899999953,,,,,,,,38,24,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,6,0,6,6,training,positivefb,90,average,25,1.483223500000122,['n'],1,right,['2'],5,0.6846570000000156,,,,,,,,38,24,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,7,0,7,7,training,positivefb,89,average,54,1.2827402000000347,['c'],1,left,['2'],5,0.287121599999864,,,,,,,,38,24,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,8,0,8,8,training,positivefb,84,easy,17,1.1839426000001367,['n'],1,right,['1'],6,0.7001155000000381,,,,,,,,38,24,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,9,0,9,9,training,positivefb,87,hard,43,1.5830500999998094,['c'],1,left,['2'],5,0.4646330000000489,,,,,,,,38,24,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,10,0,10,10,training,positivefb,94,hard,44,0.9004884000000857,['c'],1,left,['2'],5,0.45791959999996834,,,,,,,,38,24,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,11,0,11,11,training,positivefb,98,average,51,0.6503248000001349,['c'],1,left,['1'],6,0.630203000000165,,,,,,,,38,24,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,12,0,12,12,training,positivefb,84,hard,37,1.450889300000199,['c'],0,right,['2'],5,0.2836872999998832,,,,,,,,38,24,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,13,0,13,13,training,positivefb,90,easy,64,0.7672121000000516,['c'],1,left,['1'],6,0.22539849999998296,,,,,,,,38,24,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,14,0,14,14,training,positivefb,91,hard,45,1.03409529999999,['c'],1,left,['2'],5,0.5518518999999742,,,,,,,,38,24,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,15,0,15,15,training,positivefb,96,average,55,0.7827806999998757,['c'],1,left,['1'],6,0.2336648000000423,,,,,,,,38,24,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,16,0,16,16,training,positivefb,68,average,29,0.8336116999998922,['n'],1,right,['3'],4,0.863810100000137,,,,,,,,38,24,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,17,0,17,17,training,positivefb,96,hard,36,1.4675869000000148,['c'],0,right,['2'],5,0.2905768000000535,,,,,,,,38,24,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,18,0,18,18,training,positivefb,91,easy,18,0.7993911000000935,['n'],1,right,['1'],6,0.21492979999993622,,,,,,,,38,24,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,19,0,19,19,training,positivefb,89,average,51,0.7829230999998344,['c'],1,left,['1'],6,0.26350139999999556,,,,,,,,38,24,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,20,0,20,20,training,positivefb,86,average,52,0.6837651000000733,['c'],1,left,['1'],6,0.47453489999998055,,,,,,,,38,24,Vrouw,Rechts,2,
