starttime,task,fbtask,firsttask,withinblocktrial,block,withintasktrial,trial,running,feedback,fbscore,difflevel,n_xes,rt,resp,cor,cresp,conf_press,cj,RTconf,reddots,post1,post2,post3,post4,post5,stoptime,sub,age,gender,handedness,session,
1715675568,xotask,xotask,dotcolour,0,0,0,0,training,negativefb,34,hard,52,1.8834901000000173,['n'],0,left,['3'],4,1.7298461999998835,,,,,,,,17,20,Man,Rechts,2,
,xotask,xotask,dotcolour,1,0,1,1,training,negativefb,52,average,62,1.565984899999421,['c'],1,left,['2'],5,1.0302354000004925,,,,,,,,17,20,Man,Rechts,2,
,xotask,xotask,dotcolour,2,0,2,2,training,negativefb,23,hard,29,1.6332143999998152,['c'],0,right,['3'],4,0.2360540999998193,,,,,,,,17,20,Man,Rechts,2,
,xotask,xotask,dotcolour,3,0,3,3,training,negativefb,96,easy,72,0.9173464000004969,['c'],1,left,['1'],6,0.7015608000001521,,,,,,,,17,20,Man,Rechts,2,
,xotask,xotask,dotcolour,4,0,4,4,training,negativefb,88,hard,28,2.6509470999999394,['n'],1,right,['3'],4,0.9995086999997511,,,,,,,,17,20,Man,Rechts,2,
,xotask,xotask,dotcolour,5,0,5,5,training,negativefb,65,easy,72,0.8498992999993789,['c'],1,left,['1'],6,0.3735194999999294,,,,,,,,17,20,Man,Rechts,2,
,xotask,xotask,dotcolour,6,0,6,6,training,negativefb,81,easy,5,1.1170468999998775,['n'],1,right,['1'],6,0.29922390000047017,,,,,,,,17,20,Man,Rechts,2,
,xotask,xotask,dotcolour,7,0,7,7,training,negativefb,36,hard,26,1.0840125000004264,['n'],1,right,['3'],4,0.5795798999997714,,,,,,,,17,20,Man,Rechts,2,
,xotask,xotask,dotcolour,8,0,8,8,training,negativefb,42,easy,73,1.0496442000003299,['c'],1,left,['2'],5,0.40212719999999536,,,,,,,,17,20,Man,Rechts,2,
,xotask,xotask,dotcolour,9,0,9,9,training,negativefb,89,average,60,1.7656283000005715,['c'],1,left,['2'],5,0.9323504000003595,,,,,,,,17,20,Man,Rechts,2,
,xotask,xotask,dotcolour,10,0,10,10,training,negativefb,70,average,19,1.2836020999993707,['n'],1,right,['2'],5,0.3719580999995742,,,,,,,,17,20,Man,Rechts,2,
,xotask,xotask,dotcolour,11,0,11,11,training,negativefb,70,average,64,1.1674822000004497,['c'],1,left,['3'],4,0.365859300000011,,,,,,,,17,20,Man,Rechts,2,
,xotask,xotask,dotcolour,12,0,12,12,training,negativefb,97,easy,7,0.8496969000007084,['n'],1,right,['1'],6,0.9582512999995743,,,,,,,,17,20,Man,Rechts,2,
,xotask,xotask,dotcolour,13,0,13,13,training,negativefb,71,average,16,0.9172422000001461,['n'],1,right,['1'],6,0.5634331999999631,,,,,,,,17,20,Man,Rechts,2,
,xotask,xotask,dotcolour,14,0,14,14,training,negativefb,58,hard,50,1.7000041999999667,['n'],0,left,['3'],4,0.20132730000023003,,,,,,,,17,20,Man,Rechts,2,
,xotask,xotask,dotcolour,15,0,15,15,training,negativefb,68,easy,74,1.0503060999999434,['c'],1,left,['1'],6,0.24693890000071406,,,,,,,,17,20,Man,Rechts,2,
,xotask,xotask,dotcolour,16,0,16,16,training,negativefb,73,average,18,1.1178759999993417,['n'],1,right,['2'],5,0.2886716000002707,,,,,,,,17,20,Man,Rechts,2,
,xotask,xotask,dotcolour,17,0,17,17,training,negativefb,59,easy,6,0.9994530000003579,['n'],1,right,['2'],5,0.3098372999993444,,,,,,,,17,20,Man,Rechts,2,
,xotask,xotask,dotcolour,18,0,18,18,training,negativefb,57,easy,7,0.7004604000003383,['n'],1,right,['1'],6,0.2694870000004812,,,,,,,,17,20,Man,Rechts,2,
,xotask,xotask,dotcolour,19,0,19,19,training,negativefb,69,average,16,0.9326876000004631,['n'],1,right,['3'],4,0.33356430000003456,,,,,,,,17,20,Man,Rechts,2,
,xotask,xotask,dotcolour,20,0,20,20,training,negativefb,91,easy,71,0.8506452999999965,['c'],1,left,['1'],6,0.29435879999982717,,,,,,,,17,20,Man,Rechts,2,
,xotask,xotask,dotcolour,21,0,21,21,training,negativefb,44,hard,53,1.0684201000003668,['c'],1,left,['2'],5,0.2086632999998983,,,,,,,,17,20,Man,Rechts,2,
,xotask,xotask,dotcolour,22,0,22,22,training,negativefb,59,hard,29,1.2010941999997158,['n'],1,right,['2'],5,0.27245179999954416,,,,,,,,17,20,Man,Rechts,2,
,xotask,xotask,dotcolour,23,0,23,23,training,negativefb,60,easy,7,0.9828111000006174,['n'],1,right,['1'],6,0.2864738000007492,,,,,,,,17,20,Man,Rechts,2,
,xotask,xotask,dotcolour,24,0,24,24,training,negativefb,74,average,60,1.1834687999999005,['c'],1,left,['1'],6,0.1875094999995781,,,,,,,,17,20,Man,Rechts,2,
,xotask,xotask,dotcolour,25,0,25,25,training,negativefb,76,average,16,1.0334150999997291,['n'],1,right,['1'],6,0.2193812000004982,,,,,,,,17,20,Man,Rechts,2,
,xotask,xotask,dotcolour,26,0,26,26,training,negativefb,87,hard,51,1.1167110999995202,['c'],1,left,['2'],5,0.27039719999993395,,,,,,,,17,20,Man,Rechts,2,
,xotask,xotask,dotcolour,27,0,27,27,training,negativefb,91,easy,74,0.8163875000000189,['c'],1,left,['2'],5,0.28297740000016347,,,,,,,,17,20,Man,Rechts,2,
,xotask,xotask,dotcolour,28,0,28,28,training,negativefb,53,hard,53,0.9509902999998303,['c'],1,left,['2'],5,0.27362649999940913,,,,,,,,17,20,Man,Rechts,2,
,xotask,xotask,dotcolour,29,0,29,29,training,negativefb,86,average,60,0.8011675999996442,['c'],1,left,['2'],5,0.2301551999998992,,,,,,,,17,20,Man,Rechts,2,
,xotask,xotask,dotcolour,30,0,30,30,training,negativefb,76,hard,54,1.482802399999855,['c'],1,left,['3'],4,0.25043879999975616,,,,,,,,17,20,Man,Rechts,2,
,xotask,xotask,dotcolour,31,0,31,31,training,negativefb,50,average,17,1.5509090999994442,['n'],1,right,['2'],5,0.17911240000012185,,,,,,,,17,20,Man,Rechts,2,
,xotask,xotask,dotcolour,32,0,32,32,training,negativefb,73,hard,29,1.1993268000005628,['n'],1,right,['3'],4,0.18866499999967346,,,,,,,,17,20,Man,Rechts,2,
,xotask,xotask,dotcolour,33,0,33,33,training,negativefb,74,average,15,1.418490699999893,['n'],1,right,['3'],4,0.19582070000069507,,,,,,,,17,20,Man,Rechts,2,
,xotask,xotask,dotcolour,34,0,34,34,training,negativefb,59,average,19,0.9681814999994458,['c'],0,right,['3'],4,0.22164119999979448,,,,,,,,17,20,Man,Rechts,2,
,xotask,xotask,dotcolour,35,0,35,35,training,negativefb,76,average,60,0.9499235999992379,['c'],1,left,['3'],4,0.4719442000005074,,,,,,,,17,20,Man,Rechts,2,
,xotask,xotask,dotcolour,36,0,36,36,training,negativefb,31,hard,52,1.3674174999996467,['n'],0,left,['3'],4,0.2377716999999393,,,,,,,,17,20,Man,Rechts,2,
,xotask,xotask,dotcolour,37,0,37,37,training,negativefb,60,hard,28,3.4004871999995885,['n'],1,right,['3'],4,0.2923722999994425,,,,,,,,17,20,Man,Rechts,2,
,xotask,xotask,dotcolour,38,0,38,38,training,negativefb,87,hard,51,1.1009179000002405,['c'],1,left,['3'],4,0.2057505000002493,,,,,,,,17,20,Man,Rechts,2,
,xotask,xotask,dotcolour,39,0,39,39,training,negativefb,42,hard,29,0.9010264999997162,['n'],1,right,['3'],4,0.14590489999955025,,,,,,,,17,20,Man,Rechts,2,
,xotask,xotask,dotcolour,40,0,40,40,training,negativefb,64,easy,73,0.884379799999806,['c'],1,left,['1'],6,0.25684430000001157,,,,,,,,17,20,Man,Rechts,2,
,xotask,xotask,dotcolour,41,0,41,41,training,negativefb,81,hard,26,1.0000703999994585,['n'],1,right,['3'],4,0.1750541000001249,,,,,,,,17,20,Man,Rechts,2,
,xotask,xotask,dotcolour,42,0,42,42,training,negativefb,76,hard,52,1.4497235999997429,['n'],0,left,['3'],4,0.15780459999950835,,,,,,,,17,20,Man,Rechts,2,
,xotask,xotask,dotcolour,43,0,43,43,training,negativefb,53,average,63,1.2501148999999714,['c'],1,left,['2'],5,0.11045749999993859,,,,,,,,17,20,Man,Rechts,2,
,xotask,xotask,dotcolour,44,0,44,44,training,negativefb,14,hard,54,0.7675826000004236,['c'],1,left,['2'],5,0.16313520000039716,,,,,,,,17,20,Man,Rechts,2,
,xotask,xotask,dotcolour,45,0,45,45,training,negativefb,89,hard,25,1.9668443999999,['n'],1,right,['2'],5,0.7994380999998612,,,,,,,,17,20,Man,Rechts,2,
,xotask,xotask,dotcolour,46,0,46,46,training,negativefb,53,easy,72,0.9332012000004397,['c'],1,left,['2'],5,0.20928579999963404,,,,,,,,17,20,Man,Rechts,2,
,xotask,xotask,dotcolour,47,0,47,47,training,negativefb,86,average,64,0.7008416000007855,['c'],1,left,['1'],6,0.1735913000002256,,,,,,,,17,20,Man,Rechts,2,
,xotask,xotask,dotcolour,48,0,48,48,training,negativefb,70,average,19,0.999087000000145,['n'],1,right,['1'],6,0.12660979999964184,,,,,,,,17,20,Man,Rechts,2,
,xotask,xotask,dotcolour,49,0,49,49,training,negativefb,74,easy,8,2.86641999999938,['n'],1,right,['2'],5,0.5036909000000378,,,,,,,,17,20,Man,Rechts,2,
,xotask,xotask,dotcolour,50,0,50,50,training,negativefb,89,easy,72,0.8166864000004352,['c'],1,left,['2'],5,0.2673536000002059,,,,,,,,17,20,Man,Rechts,2,
,xotask,xotask,dotcolour,51,0,51,51,training,negativefb,45,hard,25,1.1169818999997005,['n'],1,right,['1'],6,0.24386200000026292,,,,,,,,17,20,Man,Rechts,2,
,xotask,xotask,dotcolour,52,0,52,52,training,negativefb,62,easy,6,0.8664604000005056,['n'],1,right,['2'],5,0.23968500000046333,,,,,,,,17,20,Man,Rechts,2,
,xotask,xotask,dotcolour,53,0,53,53,training,negativefb,79,easy,74,1.0002099000003,['c'],1,left,['2'],5,0.2544097999998485,,,,,,,,17,20,Man,Rechts,2,
,xotask,xotask,dotcolour,54,0,54,54,training,negativefb,48,average,62,1.35123029999977,['n'],0,left,['3'],4,0.2628279999998995,,,,,,,,17,20,Man,Rechts,2,
,xotask,xotask,dotcolour,55,0,55,55,training,negativefb,70,easy,9,1.1678020999997898,['n'],1,right,['1'],6,0.21343479999995907,,,,,,,,17,20,Man,Rechts,2,
,xotask,xotask,dotcolour,56,0,56,56,training,negativefb,86,easy,9,0.683060000000296,['n'],1,right,['2'],5,0.38684939999984636,,,,,,,,17,20,Man,Rechts,2,
,xotask,xotask,dotcolour,57,0,57,57,training,negativefb,72,average,19,1.416285400000561,['n'],1,right,['3'],4,0.20212439999977505,,,,,,,,17,20,Man,Rechts,2,
,xotask,xotask,dotcolour,58,0,58,58,training,negativefb,63,average,61,0.8668298000002324,['c'],1,left,['2'],5,0.263915999999881,,,,,,,,17,20,Man,Rechts,2,
,xotask,xotask,dotcolour,59,0,59,59,training,negativefb,90,easy,5,0.8008492999997543,['n'],1,right,['2'],5,0.2533204999999725,,,,,,,,17,20,Man,Rechts,2,
,xotask,xotask,dotcolour,0,1,60,60,training,negativefb,45,average,62,1.534153000000515,['c'],1,left,['3'],4,0.35634509999999864,,,,,,,,17,20,Man,Rechts,2,
,xotask,xotask,dotcolour,1,1,61,61,training,negativefb,37,average,61,2.000646499999675,['n'],0,left,['3'],4,0.150206999999682,,,,,,,,17,20,Man,Rechts,2,
,xotask,xotask,dotcolour,2,1,62,62,training,negativefb,59,hard,51,0.7173439999996845,['c'],1,left,['3'],4,1.0836014999995314,,,,,,,,17,20,Man,Rechts,2,
,xotask,xotask,dotcolour,3,1,63,63,training,negativefb,71,easy,72,0.7160044000002017,['c'],1,left,['2'],5,0.22823050000079093,,,,,,,,17,20,Man,Rechts,2,
