starttime,task,fbtask,firsttask,withinblocktrial,block,withintasktrial,trial,running,feedback,fbscore,difflevel,n_xes,rt,resp,cor,cresp,conf_press,cj,RTconf,reddots,stoptime,sub,age,gender,handedness,session,
,xotask,xotask,xotask,14,0,14,14,training,negativefb,91,easy,74,2.73364289999995,['c'],1,left,['9'],5,0.5770277999999962,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,15,0,15,15,training,negativefb,50,hard,27,1.1833493999999973,['n'],1,right,['9'],5,0.41906070000004547,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,16,0,16,16,training,negativefb,77,average,16,2.0343052999999145,['n'],1,right,['8'],4,1.8011104999998224,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,17,0,17,17,training,negativefb,98,average,19,0.8487104999999247,['n'],1,right,['9'],5,1.2304999000000407,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,18,0,18,18,training,negativefb,36,hard,28,2.3501576999999543,['c'],0,right,['3'],3,0.3439266000000316,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,19,0,19,19,training,negativefb,95,hard,51,1.7664553999998134,['c'],1,left,['9'],5,1.1797877999999855,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,20,0,20,20,training,negativefb,71,easy,5,1.9173141999999643,['n'],1,right,['9'],5,1.1284352000000126,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,21,0,21,21,training,negativefb,40,hard,25,2.801131400000031,['c'],0,right,['9'],5,0.5238526999999067,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,22,0,22,22,training,negativefb,89,average,60,1.801798299999973,['c'],1,left,['3'],3,1.110700199999883,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,23,0,23,23,training,negativefb,60,hard,50,3.166527999999971,['c'],1,left,['2'],2,0.6756972000000587,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,24,0,24,24,training,negativefb,67,hard,52,2.3344428999998854,['c'],1,left,['9'],5,0.8362339999998767,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,25,0,25,25,training,negativefb,82,easy,74,1.284007999999858,['c'],1,left,['9'],5,0.44777750000002925,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,26,0,26,26,training,negativefb,82,average,17,1.7662390000000414,['n'],1,right,['9'],5,1.9843607000000247,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,27,0,27,27,training,negativefb,65,hard,53,1.5157317000000603,['c'],1,left,['3'],3,1.107590000000073,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,28,0,28,28,training,negativefb,89,easy,8,0.7507588999999371,['n'],1,right,['0'],6,0.6814948999999615,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,29,0,29,29,training,negativefb,89,average,17,1.0994078999999601,['n'],1,right,['0'],6,0.5858272000000397,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,30,0,30,30,training,negativefb,16,hard,25,1.4511492999999973,['c'],0,right,['3'],3,0.8334827999999561,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,31,0,31,31,training,negativefb,52,hard,28,1.5337213000000247,['n'],1,right,['8'],4,0.4903698999999051,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,32,0,32,32,training,negativefb,96,hard,53,1.0165306000001237,['c'],1,left,['8'],4,0.9990141000000676,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,33,0,33,33,training,negativefb,39,hard,29,1.4840595999999096,['n'],1,right,['8'],4,0.8038688000001457,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,34,0,34,34,training,negativefb,54,hard,51,2.1674016999998003,['c'],1,left,['8'],4,0.5159864000002017,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,35,0,35,35,training,negativefb,88,easy,9,0.7839856999999029,['n'],1,right,['0'],6,0.7690542000000278,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,36,0,36,36,training,negativefb,85,average,61,1.0166479999998046,['c'],1,left,['2'],2,0.7612222999998721,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,37,0,37,37,training,negativefb,96,average,18,1.13393659999997,['n'],1,right,['9'],5,0.5743600000000697,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,38,0,38,38,training,negativefb,72,easy,9,1.2841707000000042,['n'],1,right,['9'],5,0.484413399999994,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,39,0,39,39,training,negativefb,79,easy,9,1.3673974000000726,['n'],1,right,['9'],5,0.47342219999995905,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,40,0,40,40,training,negativefb,90,easy,9,0.7006087999998272,['n'],1,right,['0'],6,0.4678694000001542,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,41,0,41,41,training,negativefb,82,easy,9,0.8828062999998565,['n'],1,right,['0'],6,0.38159759999985,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,42,0,42,42,training,negativefb,86,easy,71,1.7167327000001933,['c'],1,left,['8'],4,1.0095460999998522,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,43,0,43,43,training,negativefb,25,easy,71,1.1172942999999123,['c'],1,left,['9'],5,0.6373492999998689,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,44,0,44,44,training,negativefb,80,easy,72,0.9820221999998466,['c'],1,left,['9'],5,0.5726481000001513,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,45,0,45,45,training,negativefb,13,hard,27,1.21721760000014,['c'],0,right,['2'],2,0.4453816000000188,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,46,0,46,46,training,negativefb,89,average,16,1.3346693999999388,['n'],1,right,['9'],5,0.8618443999998817,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,47,0,47,47,training,negativefb,71,average,19,1.167436799999905,['n'],1,right,['0'],6,0.4693503999999393,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,48,0,48,48,training,negativefb,53,hard,53,1.4002572000001692,['n'],0,left,['9'],5,0.44245359999990796,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,49,0,49,49,training,negativefb,6,average,62,0.866157499999872,['n'],0,left,['9'],5,0.3667779000002156,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,50,0,50,50,training,negativefb,34,hard,52,1.2493971999999758,['n'],0,left,['3'],3,0.5666779000000588,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,51,0,51,51,training,negativefb,35,average,64,0.8353056000000834,['n'],0,left,['9'],5,0.3108546999999362,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,52,0,52,52,training,negativefb,74,hard,28,1.6012565999999424,['n'],1,right,['3'],3,1.1944440999998278,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,53,0,53,53,training,negativefb,47,hard,51,1.0179507000000285,['n'],0,left,['9'],5,1.3069593000000168,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,54,0,54,54,training,negativefb,68,average,63,0.8162855000000491,['n'],0,left,['0'],6,0.2769427999999152,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,55,0,55,55,training,negativefb,62,average,61,0.7676486000000295,['n'],0,left,['9'],5,0.35532530000000406,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,56,0,56,56,training,negativefb,71,easy,71,2.3510513000001083,['c'],1,left,['9'],5,1.7518701999999848,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,57,0,57,57,training,negativefb,58,easy,71,1.034248899999966,['c'],1,left,['9'],5,0.2793386000000737,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,58,0,58,58,training,negativefb,39,average,63,0.8005026999999245,['c'],1,left,['9'],5,0.725427899999886,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,59,0,59,59,training,negativefb,58,easy,7,1.0167341000001215,['n'],1,right,['9'],5,0.31960720000006404,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,0,1,60,60,training,negativefb,47,hard,51,1.6506317999999283,['c'],1,left,['2'],2,0.61940780000009,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,1,1,61,61,training,negativefb,88,hard,29,0.9336186000000453,['n'],1,right,['3'],3,0.8945229000000836,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,2,1,62,62,training,negativefb,97,average,17,1.6166599000000588,['n'],1,right,['8'],4,0.9785144999998465,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,3,1,63,63,training,negativefb,93,easy,7,2.567688999999973,['n'],1,right,['8'],4,1.5488251000001583,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,4,1,64,64,training,negativefb,39,easy,9,0.7329749000000447,['n'],1,right,['8'],4,0.5606889000000592,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,5,1,65,65,training,negativefb,88,average,63,1.566413300000022,['c'],1,left,['8'],4,0.5960145999999895,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,6,1,66,66,training,negativefb,75,easy,71,0.9170355000001109,['c'],1,left,['3'],3,0.640652799999998,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,7,1,67,67,training,negativefb,79,hard,51,1.7833677999999509,['c'],1,left,['8'],4,1.3998540000000048,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,8,1,68,68,training,negativefb,69,hard,50,0.9673099999999977,['c'],1,left,['8'],4,0.3691475000000537,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,9,1,69,69,training,negativefb,76,hard,53,1.4499868999998853,['c'],1,left,['8'],4,0.5356274000000667,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,10,1,70,70,training,negativefb,53,easy,6,1.0326066000000083,['n'],1,right,['9'],5,0.49790219999999863,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,11,1,71,71,training,negativefb,90,average,60,1.3671868999999788,['c'],1,left,['3'],3,0.4720252999998138,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,12,1,72,72,training,negativefb,43,hard,28,1.1004809000000932,['c'],0,right,['3'],3,0.4328696999998556,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,13,1,73,73,training,negativefb,91,hard,27,1.0006448000001456,['n'],1,right,['9'],5,0.48832420000007914,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,14,1,74,74,training,negativefb,53,hard,25,1.2664128999999775,['n'],1,right,['9'],5,0.7620119999999133,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,15,1,75,75,training,negativefb,39,average,16,0.8995328999999401,['n'],1,right,['9'],5,0.6002512999998544,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,16,1,76,76,training,negativefb,80,easy,71,1.7673697999998694,['c'],1,left,['9'],5,1.001511599999958,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,17,1,77,77,training,negativefb,65,average,17,1.1327883999999813,['n'],1,right,['9'],5,1.2110110000000986,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,18,1,78,78,training,negativefb,36,hard,25,2.483940099999927,['c'],0,right,['3'],3,0.47282909999989897,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,19,1,79,79,training,negativefb,33,hard,50,1.5173640999998952,['n'],0,left,['3'],3,0.5378490000000511,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,20,1,80,80,training,negativefb,20,average,62,1.0152787000001808,['n'],0,left,['8'],4,1.227887199999941,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,21,1,81,81,training,negativefb,64,easy,71,1.582880900000191,['n'],0,left,['8'],4,0.37154499999996915,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,22,1,82,82,training,negativefb,90,easy,8,2.2825619999998707,['n'],1,right,['9'],5,1.0174203999999918,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,23,1,83,83,training,negativefb,75,hard,26,1.3165981999998166,['n'],1,right,['9'],5,0.6681661000000076,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,24,1,84,84,training,negativefb,92,easy,8,0.7004375999999866,['n'],1,right,['9'],5,0.60574459999998,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,25,1,85,85,training,negativefb,29,hard,27,1.3498634999998558,['c'],0,right,['2'],2,0.42310029999998733,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,26,1,86,86,training,negativefb,74,easy,73,1.9320830999999998,['c'],1,left,['9'],5,0.6021582999999282,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,27,1,87,87,training,negativefb,42,hard,28,1.134402399999999,['n'],1,right,['9'],5,0.4600061999999525,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,28,1,88,88,training,negativefb,79,easy,5,1.033151000000089,['n'],1,right,['9'],5,0.49592310000002726,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,29,1,89,89,training,negativefb,88,easy,72,1.5321206999999504,['c'],1,left,['9'],5,0.5522988000000169,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,30,1,90,90,training,negativefb,71,easy,71,1.5834729999999126,['c'],1,left,['9'],5,0.6032159999999749,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,31,1,91,91,training,negativefb,88,average,61,2.017955000000029,['c'],1,left,['9'],5,0.6255668999999671,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,32,1,92,92,training,negativefb,75,easy,74,0.8339657000001353,['c'],1,left,['9'],5,0.2395200000000841,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,33,1,93,93,training,negativefb,53,hard,51,0.9676706000000195,['c'],1,left,['9'],5,0.3925693000001047,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,34,1,94,94,training,negativefb,44,hard,25,0.8319420000000264,['n'],1,right,['9'],5,0.48788039999999455,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,35,1,95,95,training,negativefb,95,average,17,0.9671336999999767,['n'],1,right,['9'],5,0.42185639999979685,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,36,1,96,96,training,negativefb,80,average,17,0.766535900000008,['n'],1,right,['9'],5,0.4460798000000068,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,37,1,97,97,training,negativefb,78,average,60,1.116958600000089,['c'],1,left,['9'],5,0.49567660000002434,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,38,1,98,98,training,negativefb,26,average,15,1.1834716000000753,['n'],1,right,['9'],5,1.2300162000001365,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,39,1,99,99,training,negativefb,57,average,19,0.7328637999999046,['n'],1,right,['9'],5,0.3360955999999078,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,40,1,100,100,training,negativefb,40,easy,70,0.6998768000000837,['c'],1,left,['9'],5,0.25439140000003135,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,41,1,101,101,training,negativefb,50,hard,53,0.8331637999999657,['c'],1,left,['9'],5,0.4036218999999619,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,42,1,102,102,training,negativefb,66,easy,8,1.000160600000072,['n'],1,right,['9'],5,0.31546419999995123,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,43,1,103,103,training,negativefb,27,hard,27,1.2011814999998478,['c'],0,right,['2'],2,0.38997649999987516,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,44,1,104,104,training,negativefb,95,average,19,0.733437800000047,['n'],1,right,['9'],5,0.22551240000007056,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,45,1,105,105,training,negativefb,69,average,17,0.7004898000000139,['n'],1,right,['9'],5,0.24555239999995138,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,46,1,106,106,training,negativefb,50,average,63,2.4158793999999943,['c'],1,left,['2'],2,0.2590075999999044,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,47,1,107,107,training,negativefb,56,hard,52,1.4010694999999487,['c'],1,left,['2'],2,0.3047620000002098,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,48,1,108,108,training,negativefb,80,easy,6,1.0506792999999561,['n'],1,right,['9'],5,0.29125569999996515,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,49,1,109,109,training,negativefb,57,average,64,1.0168363000000227,['c'],1,left,['9'],5,0.28674899999987247,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,50,1,110,110,training,negativefb,88,average,64,1.833528299999898,['c'],1,left,['2'],2,0.2667229999999563,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,51,1,111,111,training,negativefb,72,hard,53,1.8669787999999699,['c'],1,left,['9'],5,0.42134680000003755,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,52,1,112,112,training,negativefb,58,hard,51,1.0658803000001171,['c'],1,left,['2'],2,0.23416190000011738,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,53,1,113,113,training,negativefb,89,easy,9,1.3346761999998762,['n'],1,right,['9'],5,0.38759909999998854,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,54,1,114,114,training,negativefb,78,easy,72,1.483532299999979,['c'],1,left,['9'],5,0.4251325000000179,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,55,1,115,115,training,negativefb,92,easy,9,0.8345873000000665,['n'],1,right,['9'],5,0.3828413000001092,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,56,1,116,116,training,negativefb,61,average,18,1.0996511000000737,['n'],1,right,['0'],6,0.5476963000000978,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,57,1,117,117,training,negativefb,98,average,62,1.5681439999998474,['c'],1,left,['8'],4,2.919555699999819,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,58,1,118,118,training,negativefb,58,average,63,2.6670696000001044,['c'],1,left,['3'],3,0.8077863999999408,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,59,1,119,119,training,negativefb,76,easy,73,1.5678757000000587,['c'],1,left,['8'],4,1.0253774000000249,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,0,2,120,120,main,negativefb,-99,hard,27,1.2834058000000823,['n'],1,right,['9'],5,0.6206649999999172,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,1,2,121,121,main,negativefb,-99,average,61,0.8338059000000158,['c'],1,left,['9'],5,1.0037230000000363,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,2,2,122,122,main,negativefb,-99,easy,74,3.967504699999836,['c'],1,left,['8'],4,0.28544699999997647,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,3,2,123,123,main,negativefb,-99,hard,52,2.8842802000001484,['c'],1,left,['3'],3,0.39182229999983065,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,4,2,124,124,main,negativefb,-99,hard,54,1.9016315999999733,['c'],1,left,['3'],3,0.30891429999996944,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,5,2,125,125,main,negativefb,-99,easy,70,1.2008131999998568,['c'],1,left,['8'],4,0.35287769999990815,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,6,2,126,126,main,negativefb,-99,easy,5,1.5510258000001613,['n'],1,right,['0'],6,0.4944140999998581,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,7,2,127,127,main,negativefb,-99,average,62,2.0343547999998464,['c'],1,left,['3'],3,0.34527830000001813,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,8,2,128,128,main,negativefb,-99,average,19,1.7178329999999278,['n'],1,right,['3'],3,0.4243466999998873,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,9,2,129,129,main,negativefb,-99,hard,26,2.151084299999866,['n'],1,right,['8'],4,1.0100866999998743,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,10,2,130,130,main,negativefb,-99,average,18,1.1178824999999506,['n'],1,right,['8'],4,0.38215219999983674,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,11,2,131,131,main,negativefb,-99,hard,50,2.0511090999998487,['c'],1,left,['3'],3,0.4692800999998781,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,12,2,132,132,main,negativefb,-99,easy,5,0.8017105000001266,['n'],1,right,['8'],4,0.4840297000000646,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,13,2,133,133,main,negativefb,-99,hard,54,1.2009057000000212,['n'],0,left,['8'],4,1.273013500000161,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,14,2,134,134,main,negativefb,-99,easy,6,1.1679497999998603,['n'],1,right,['8'],4,0.688360800000055,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,15,2,135,135,main,negativefb,-99,hard,25,1.1173784999998588,['n'],1,right,['8'],4,0.585167599999977,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,16,2,136,136,main,negativefb,-99,hard,29,1.1840122999999494,['n'],1,right,['8'],4,0.41906250000010914,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,17,2,137,137,main,negativefb,-99,average,61,1.2177265000000261,['n'],0,left,['8'],4,0.8348465999999917,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,18,2,138,138,main,negativefb,-99,average,61,1.467900299999883,['c'],1,left,['8'],4,0.551458700000012,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,19,2,139,139,main,negativefb,-99,average,15,1.0842290000000503,['n'],1,right,['8'],4,0.7989153999999417,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,20,2,140,140,main,negativefb,-99,average,17,1.8009131999999681,['n'],1,right,['3'],3,1.1115030999999362,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,21,2,141,141,main,negativefb,-99,easy,9,1.7508618000001661,['n'],1,right,['8'],4,0.9022264000000177,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,22,2,142,142,main,negativefb,-99,hard,26,1.933769600000005,['n'],1,right,['8'],4,0.9896199999998316,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,23,2,143,143,main,negativefb,-99,average,63,1.434008900000208,['c'],1,left,['8'],4,0.5333152000000609,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,24,2,144,144,main,negativefb,-99,hard,27,2.217456699999957,['n'],1,right,['8'],4,0.5998921999998856,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,25,2,145,145,main,negativefb,-99,easy,7,0.8668430999998691,['n'],1,right,['8'],4,0.8783280999998624,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,26,2,146,146,main,negativefb,-99,hard,29,1.884321,['n'],1,right,['3'],3,0.3925605000001724,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,27,2,147,147,main,negativefb,-99,hard,26,1.0513822000000346,['n'],1,right,['8'],4,0.4161384999999882,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,28,2,148,148,main,negativefb,-99,easy,72,1.6008108000000902,['c'],1,left,['8'],4,0.5123814999999468,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,29,2,149,149,main,negativefb,-99,easy,71,1.1683611999999357,['c'],1,left,['8'],4,0.30207229999996343,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,30,2,150,150,main,negativefb,-99,easy,7,1.0678190999999515,['n'],1,right,['9'],5,0.8717016999999032,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,31,2,151,151,main,negativefb,-99,easy,7,0.951006199999938,['n'],1,right,['9'],5,0.8721137999998518,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,32,2,152,152,main,negativefb,-99,easy,73,1.000354100000095,['c'],1,left,['9'],5,0.4621182000000772,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,33,2,153,153,main,negativefb,-99,average,64,0.8513414999999895,['c'],1,left,['9'],5,0.45073309999997946,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,34,2,154,154,main,negativefb,-99,easy,71,0.717871900000091,['c'],1,left,['9'],5,0.41302089999999225,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,35,2,155,155,main,negativefb,-99,easy,8,1.1840993000000708,['n'],1,right,['9'],5,0.5105191000000104,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,36,2,156,156,main,negativefb,-99,hard,51,1.4013672999999471,['n'],0,left,['9'],5,0.5388000000000375,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,37,2,157,157,main,negativefb,-99,average,18,1.0008302999999614,['n'],1,right,['9'],5,0.6302026999999271,,,10,18,Vrouw,Rechts,1,
,xotask,xotask,xotask,38,2,158,158,main,negativefb,-99,average,62,1.2004781999999068,['c'],1,left,['0'],6,1.1105225999999675,,,10,18,Vrouw,Rechts,1,
