starttime,task,fbtask,firsttask,withinblocktrial,block,withintasktrial,trial,running,feedback,fbscore,difflevel,n_xes,rt,resp,cor,cresp,conf_press,cj,RTconf,reddots,post1,post2,post3,post4,post5,stoptime,sub,age,gender,handedness,session,
1715669970,xotask,xotask,xotask,0,0,0,0,training,positivefb,83,average,19,1.1336533999999574,['n'],1,right,['9'],5,0.4304849000000104,,,,,,,,10,18,Vrouw,Rechts,2,
,xotask,xotask,xotask,1,0,1,1,training,positivefb,90,hard,53,1.182403900000054,['c'],1,left,['8'],4,0.4462119999998322,,,,,,,,10,18,Vrouw,Rechts,2,
,xotask,xotask,xotask,2,0,2,2,training,positivefb,87,hard,51,1.3669141000000309,['c'],1,left,['3'],3,2.950719100000015,,,,,,,,10,18,Vrouw,Rechts,2,
,xotask,xotask,xotask,3,0,3,3,training,positivefb,82,hard,25,1.217526899999939,['n'],1,right,['8'],4,0.47937849999993887,,,,,,,,10,18,Vrouw,Rechts,2,
,xotask,xotask,xotask,4,0,4,4,training,positivefb,94,hard,28,0.7010841000001165,['n'],1,right,['8'],4,0.5682271000000583,,,,,,,,10,18,Vrouw,Rechts,2,
,xotask,xotask,xotask,5,0,5,5,training,positivefb,98,easy,73,0.816786600000114,['c'],1,left,['8'],4,0.5049842999999328,,,,,,,,10,18,Vrouw,Rechts,2,
,xotask,xotask,xotask,6,0,6,6,training,positivefb,81,hard,28,1.0499311000000944,['n'],1,right,['9'],5,0.4509376999999404,,,,,,,,10,18,Vrouw,Rechts,2,
,xotask,xotask,xotask,7,0,7,7,training,positivefb,84,easy,71,0.9170740999998088,['c'],1,left,['3'],3,0.4443721000000096,,,,,,,,10,18,Vrouw,Rechts,2,
,xotask,xotask,xotask,8,0,8,8,training,positivefb,82,hard,54,1.1669205000000602,['c'],1,left,['8'],4,1.340703000000076,,,,,,,,10,18,Vrouw,Rechts,2,
,xotask,xotask,xotask,9,0,9,9,training,positivefb,87,hard,25,1.2005212000001393,['n'],1,right,['8'],4,0.534648500000003,,,,,,,,10,18,Vrouw,Rechts,2,
,xotask,xotask,xotask,10,0,10,10,training,positivefb,88,average,15,0.8181171999999606,['n'],1,right,['9'],5,0.43292140000016843,,,,,,,,10,18,Vrouw,Rechts,2,
,xotask,xotask,xotask,11,0,11,11,training,positivefb,99,easy,6,0.8166059999998652,['n'],1,right,['9'],5,0.4387543000000278,,,,,,,,10,18,Vrouw,Rechts,2,
,xotask,xotask,xotask,12,0,12,12,training,positivefb,96,average,17,0.7163501999998516,['n'],1,right,['9'],5,0.39318889999981366,,,,,,,,10,18,Vrouw,Rechts,2,
,xotask,xotask,xotask,13,0,13,13,training,positivefb,86,average,64,0.7658789999998135,['c'],1,left,['9'],5,0.26705740000011247,,,,,,,,10,18,Vrouw,Rechts,2,
,xotask,xotask,xotask,14,0,14,14,training,positivefb,96,easy,70,0.6497776000001068,['c'],1,left,['8'],4,0.42160519999993085,,,,,,,,10,18,Vrouw,Rechts,2,
,xotask,xotask,xotask,15,0,15,15,training,positivefb,98,easy,6,0.5319777999998223,['n'],1,right,['0'],6,0.6566651000000547,,,,,,,,10,18,Vrouw,Rechts,2,
,xotask,xotask,xotask,16,0,16,16,training,positivefb,66,hard,53,1.1670831999999791,['c'],1,left,['3'],3,1.495910800000047,,,,,,,,10,18,Vrouw,Rechts,2,
,xotask,xotask,xotask,17,0,17,17,training,positivefb,91,average,62,1.1667747999999847,['c'],1,left,['8'],4,1.157822699999997,,,,,,,,10,18,Vrouw,Rechts,2,
,xotask,xotask,xotask,18,0,18,18,training,positivefb,98,hard,29,0.8001138999998147,['n'],1,right,['8'],4,0.4003801999999723,,,,,,,,10,18,Vrouw,Rechts,2,
,xotask,xotask,xotask,19,0,19,19,training,positivefb,94,average,64,0.8178313999999318,['n'],0,left,['8'],4,0.3197993999999653,,,,,,,,10,18,Vrouw,Rechts,2,
,xotask,xotask,xotask,20,0,20,20,training,positivefb,90,hard,50,0.7998231999999916,['c'],1,left,['8'],4,0.4189151000000493,,,,,,,,10,18,Vrouw,Rechts,2,
