starttime,task,fbtask,firsttask,withinblocktrial,block,withintasktrial,trial,running,feedback,fbscore,difflevel,reddots,rt,resp,cor,cresp,conf_press,cj,RTconf,n_xes,post1,post2,post3,post4,post5,stoptime,sub,age,gender,handedness,session,
1715675570,dotcolour,dotcolour,dotcolour,0,0,0,0,training,positivefb,94,easy,15,0.7179265000004307,['n'],1,right,['1'],6,0.3518711999995503,,,,,,,,23,0,Man,Rechts,2,
,dotcolour,dotcolour,dotcolour,1,0,1,1,training,positivefb,97,average,51,0.6829686000000947,['c'],1,left,['1'],6,0.16657969999960187,,,,,,,,23,0,Man,Rechts,2,
,dotcolour,dotcolour,dotcolour,2,0,2,2,training,positivefb,66,hard,38,2.650353500000165,['c'],0,right,['2'],5,0.5820623999998134,,,,,,,,23,0,Man,Rechts,2,
,dotcolour,dotcolour,dotcolour,3,0,3,3,training,positivefb,88,hard,45,0.9331754000004366,['c'],1,left,['1'],6,0.16096999999990658,,,,,,,,23,0,Man,Rechts,2,
,dotcolour,dotcolour,dotcolour,4,0,4,4,training,positivefb,97,average,52,0.6162862000001041,['c'],1,left,['1'],6,0.09870749999936379,,,,,,,,23,0,Man,Rechts,2,
,dotcolour,dotcolour,dotcolour,5,0,5,5,training,positivefb,81,hard,35,0.6009076000000277,['n'],1,right,['1'],6,0.13466800000060175,,,,,,,,23,0,Man,Rechts,2,
,dotcolour,dotcolour,dotcolour,6,0,6,6,training,positivefb,96,hard,39,0.7331215000003795,['c'],0,right,['1'],6,0.03547829999934038,,,,,,,,23,0,Man,Rechts,2,
,dotcolour,dotcolour,dotcolour,7,0,7,7,training,positivefb,94,average,51,0.5017438000004404,['c'],1,left,['1'],6,0.09463330000016867,,,,,,,,23,0,Man,Rechts,2,
,dotcolour,dotcolour,dotcolour,8,0,8,8,training,positivefb,95,hard,45,0.5334008999998332,['c'],1,left,['1'],6,0.08573299999989104,,,,,,,,23,0,Man,Rechts,2,
,dotcolour,dotcolour,dotcolour,9,0,9,9,training,positivefb,96,easy,17,0.6339015000003201,['n'],1,right,['1'],6,0.09777389999999286,,,,,,,,23,0,Man,Rechts,2,
,dotcolour,dotcolour,dotcolour,10,0,10,10,training,positivefb,33,average,26,0.5502096999998685,['c'],0,right,['9'],2,3.544086700000662,,,,,,,,23,0,Man,Rechts,2,
,dotcolour,dotcolour,dotcolour,11,0,11,11,training,positivefb,98,average,25,3.017095199999858,['n'],1,right,['3'],4,1.8568013000003702,,,,,,,,23,0,Man,Rechts,2,
,dotcolour,dotcolour,dotcolour,12,0,12,12,training,positivefb,86,easy,62,0.7336365000001024,['c'],1,left,['1'],6,0.11279459999968822,,,,,,,,23,0,Man,Rechts,2,
