starttime,task,fbtask,firsttask,withinblocktrial,block,withintasktrial,trial,running,feedback,fbscore,difflevel,n_xes,rt,resp,cor,cresp,conf_press,cj,RTconf,reddots,stoptime,sub,age,gender,handedness,session,
1715070706,xotask,xotask,dotcolour,0,0,0,0,training,positivefb,53,hard,52,9.018256099999917,['n'],0,left,['9'],2,6.509383500000013,,,17,20,Man,Rechts,1,
,xotask,xotask,dotcolour,1,0,1,1,training,positivefb,21,hard,25,12.100262899999962,['c'],0,right,['9'],2,7.300043199999891,,,17,20,Man,Rechts,1,
,xotask,xotask,dotcolour,2,0,2,2,training,positivefb,95,average,15,3.532762699999921,['n'],1,right,['8'],3,2.4967486000000463,,,17,20,Man,Rechts,1,
,xotask,xotask,dotcolour,3,0,3,3,training,positivefb,95,average,63,2.1664210999999796,['c'],1,left,['3'],4,3.702359500000057,,,17,20,Man,Rechts,1,
,xotask,xotask,dotcolour,4,0,4,4,training,positivefb,98,average,15,2.1996124000002055,['n'],1,right,['2'],5,6.008771399999887,,,17,20,Man,Rechts,1,
,xotask,xotask,dotcolour,5,0,5,5,training,positivefb,100,easy,8,1.9824857000000975,['n'],1,right,['2'],5,2.648226700000123,,,17,20,Man,Rechts,1,
,xotask,xotask,dotcolour,6,0,6,6,training,positivefb,97,hard,26,2.583198200000197,['n'],1,right,['2'],5,2.133590599999934,,,17,20,Man,Rechts,1,
,xotask,xotask,dotcolour,7,0,7,7,training,positivefb,100,easy,8,1.6832910999999058,['n'],1,right,['1'],6,1.852560799999992,,,17,20,Man,Rechts,1,
,xotask,xotask,dotcolour,8,0,8,8,training,positivefb,100,easy,73,2.549504500000012,['c'],1,left,['1'],6,2.7397764999998344,,,17,20,Man,Rechts,1,
,xotask,xotask,dotcolour,9,0,9,9,training,positivefb,78,hard,29,3.817054999999982,['n'],1,right,['3'],4,5.245053599999892,,,17,20,Man,Rechts,1,
,xotask,xotask,dotcolour,10,0,10,10,training,positivefb,84,easy,5,1.6836172999999235,['n'],1,right,['1'],6,1.223240399999895,,,17,20,Man,Rechts,1,
,xotask,xotask,dotcolour,11,0,11,11,training,positivefb,62,average,18,2.4335237000000234,['n'],1,right,['2'],5,0.9571693000000323,,,17,20,Man,Rechts,1,
,xotask,xotask,dotcolour,12,0,12,12,training,positivefb,97,average,62,2.4001625000000786,['c'],1,left,['3'],4,4.263338900000008,,,17,20,Man,Rechts,1,
,xotask,xotask,dotcolour,13,0,13,13,training,positivefb,43,average,61,3.133802699999933,['n'],0,left,['3'],4,3.0701567999999497,,,17,20,Man,Rechts,1,
,xotask,xotask,dotcolour,14,0,14,14,training,positivefb,95,hard,27,1.3007173999999395,['n'],1,right,['3'],4,2.0553322000000662,,,17,20,Man,Rechts,1,
,xotask,xotask,dotcolour,15,0,15,15,training,positivefb,46,hard,25,1.999925600000097,['c'],0,right,['8'],3,2.004145600000129,,,17,20,Man,Rechts,1,
,xotask,xotask,dotcolour,16,0,16,16,training,positivefb,99,average,18,2.3172355000001517,['n'],1,right,['2'],5,2.9195159000000785,,,17,20,Man,Rechts,1,
,xotask,xotask,dotcolour,17,0,17,17,training,positivefb,99,hard,52,2.033458799999835,['c'],1,left,['3'],4,3.289830400000028,,,17,20,Man,Rechts,1,
,xotask,xotask,dotcolour,18,0,18,18,training,positivefb,89,hard,28,1.5826861999998982,['c'],0,right,['2'],5,2.1898104000001695,,,17,20,Man,Rechts,1,
,xotask,xotask,dotcolour,19,0,19,19,training,positivefb,100,easy,71,1.4516626000001907,['c'],1,left,['1'],6,1.2354491999999482,,,17,20,Man,Rechts,1,
,xotask,xotask,dotcolour,20,0,20,20,training,positivefb,61,hard,53,4.266501299999845,['n'],0,left,['8'],3,1.1514841999999135,,,17,20,Man,Rechts,1,
,xotask,xotask,dotcolour,21,0,21,21,training,positivefb,90,hard,27,2.3507882000001246,['n'],1,right,['3'],4,1.971048299999893,,,17,20,Man,Rechts,1,
,xotask,xotask,dotcolour,22,0,22,22,training,positivefb,92,easy,9,2.183123700000124,['n'],1,right,['1'],6,0.47665600000004815,,,17,20,Man,Rechts,1,
,xotask,xotask,dotcolour,23,0,23,23,training,positivefb,96,average,19,1.9664404000000104,['n'],1,right,['3'],4,1.6032087999999476,,,17,20,Man,Rechts,1,
,xotask,xotask,dotcolour,24,0,24,24,training,positivefb,95,easy,9,0.9996553000000858,['n'],1,right,['1'],6,0.45844000000010965,,,17,20,Man,Rechts,1,
,xotask,xotask,dotcolour,25,0,25,25,training,positivefb,89,average,64,1.3000509999999394,['c'],1,left,['1'],6,0.5885152000000744,,,17,20,Man,Rechts,1,
,xotask,xotask,dotcolour,26,0,26,26,training,positivefb,93,easy,71,1.4844038999999611,['c'],1,left,['2'],5,0.5218957000001865,,,17,20,Man,Rechts,1,
,xotask,xotask,dotcolour,27,0,27,27,training,positivefb,61,easy,9,2.8662506000000576,['n'],1,right,['1'],6,0.4516441999999188,,,17,20,Man,Rechts,1,
,xotask,xotask,dotcolour,28,0,28,28,training,positivefb,67,easy,72,1.482931100000087,['c'],1,left,['1'],6,0.4777767999999014,,,17,20,Man,Rechts,1,
,xotask,xotask,dotcolour,29,0,29,29,training,positivefb,98,average,16,1.8006928000002063,['n'],1,right,['2'],5,3.235129299999926,,,17,20,Man,Rechts,1,
,xotask,xotask,dotcolour,30,0,30,30,training,positivefb,98,easy,7,2.416870499999959,['n'],1,right,['1'],6,0.7688794999999118,,,17,20,Man,Rechts,1,
,xotask,xotask,dotcolour,31,0,31,31,training,positivefb,52,hard,27,2.083792899999935,['c'],0,right,['2'],5,2.2301764999999705,,,17,20,Man,Rechts,1,
,xotask,xotask,dotcolour,32,0,32,32,training,positivefb,87,hard,53,1.450032100000044,['c'],1,left,['1'],6,1.1390066999999817,,,17,20,Man,Rechts,1,
,xotask,xotask,dotcolour,33,0,33,33,training,positivefb,87,easy,71,1.466231900000139,['c'],1,left,['1'],6,0.6991543999999976,,,17,20,Man,Rechts,1,
,xotask,xotask,dotcolour,34,0,34,34,training,positivefb,98,average,61,1.1165667999998732,['c'],1,left,['2'],5,0.9867002999999386,,,17,20,Man,Rechts,1,
,xotask,xotask,dotcolour,35,0,35,35,training,positivefb,98,average,18,1.2996338000000378,['n'],1,right,['2'],5,0.9840306000000965,,,17,20,Man,Rechts,1,
,xotask,xotask,dotcolour,36,0,36,36,training,positivefb,96,easy,7,1.816430599999876,['n'],1,right,['1'],6,0.751329799999894,,,17,20,Man,Rechts,1,
,xotask,xotask,dotcolour,37,0,37,37,training,positivefb,90,easy,73,1.2832352000000355,['c'],1,left,['1'],6,0.5497998999999254,,,17,20,Man,Rechts,1,
,xotask,xotask,dotcolour,38,0,38,38,training,positivefb,98,average,64,1.0829787000000124,['c'],1,left,['2'],5,0.6680807000000186,,,17,20,Man,Rechts,1,
,xotask,xotask,dotcolour,39,0,39,39,training,positivefb,99,easy,73,1.2169314000000213,['c'],1,left,['1'],6,0.7534339999999702,,,17,20,Man,Rechts,1,
,xotask,xotask,dotcolour,40,0,40,40,training,positivefb,93,hard,28,1.4003104000000803,['n'],1,right,['3'],4,1.3950434999999288,,,17,20,Man,Rechts,1,
,xotask,xotask,dotcolour,41,0,41,41,training,positivefb,99,average,16,1.1174191000000064,['n'],1,right,['2'],5,1.4075712999999723,,,17,20,Man,Rechts,1,
,xotask,xotask,dotcolour,42,0,42,42,training,positivefb,99,easy,70,1.6338392999998632,['c'],1,left,['3'],4,1.462447099999963,,,17,20,Man,Rechts,1,
,xotask,xotask,dotcolour,43,0,43,43,training,positivefb,99,easy,6,1.1015107000000626,['n'],1,right,['1'],6,0.776106000000027,,,17,20,Man,Rechts,1,
,xotask,xotask,dotcolour,44,0,44,44,training,positivefb,96,easy,9,0.9168073000000732,['n'],1,right,['1'],6,0.6528776000000107,,,17,20,Man,Rechts,1,
,xotask,xotask,dotcolour,45,0,45,45,training,positivefb,69,hard,50,1.6001061000001755,['n'],0,left,['2'],5,0.8265430999997534,,,17,20,Man,Rechts,1,
,xotask,xotask,dotcolour,46,0,46,46,training,positivefb,90,average,17,1.7326496000000589,['n'],1,right,['3'],4,0.8051900000000387,,,17,20,Man,Rechts,1,
,xotask,xotask,dotcolour,47,0,47,47,training,positivefb,94,hard,50,1.9838693000001513,['c'],1,left,['2'],5,0.7571780999996918,,,17,20,Man,Rechts,1,
,xotask,xotask,dotcolour,48,0,48,48,training,positivefb,93,average,64,1.1833308000000216,['c'],1,left,['2'],5,1.400496000000203,,,17,20,Man,Rechts,1,
,xotask,xotask,dotcolour,49,0,49,49,training,positivefb,98,average,16,1.0841503000001467,['n'],1,right,['2'],5,0.564205099999981,,,17,20,Man,Rechts,1,
,xotask,xotask,dotcolour,50,0,50,50,training,positivefb,96,hard,51,1.6827867000001788,['c'],1,left,['2'],5,0.602241800000229,,,17,20,Man,Rechts,1,
,xotask,xotask,dotcolour,51,0,51,51,training,positivefb,71,average,62,1.9667208999999275,['c'],1,left,['3'],4,0.7559056999998575,,,17,20,Man,Rechts,1,
,xotask,xotask,dotcolour,52,0,52,52,training,positivefb,100,easy,72,1.617026800000076,['c'],1,left,['2'],5,3.253494299999602,,,17,20,Man,Rechts,1,
,xotask,xotask,dotcolour,53,0,53,53,training,positivefb,96,easy,74,1.1172126999999819,['c'],1,left,['1'],6,0.47745990000021266,,,17,20,Man,Rechts,1,
,xotask,xotask,dotcolour,54,0,54,54,training,positivefb,98,hard,52,1.1161746000002495,['c'],1,left,['1'],6,0.7349915999998302,,,17,20,Man,Rechts,1,
,xotask,xotask,dotcolour,55,0,55,55,training,positivefb,91,average,62,1.3338276999998016,['c'],1,left,['1'],6,0.8195623999999953,,,17,20,Man,Rechts,1,
,xotask,xotask,dotcolour,56,0,56,56,training,positivefb,90,hard,28,1.1995809000000008,['n'],1,right,['2'],5,0.5558103999997002,,,17,20,Man,Rechts,1,
,xotask,xotask,dotcolour,57,0,57,57,training,positivefb,48,hard,50,1.4838497000000643,['n'],0,left,['2'],5,0.706572199999755,,,17,20,Man,Rechts,1,
,xotask,xotask,dotcolour,58,0,58,58,training,positivefb,99,average,63,1.367207100000087,['c'],1,left,['3'],4,1.8957887000001392,,,17,20,Man,Rechts,1,
,xotask,xotask,dotcolour,59,0,59,59,training,positivefb,99,hard,53,2.050643200000195,['c'],1,left,['3'],4,1.041881000000103,,,17,20,Man,Rechts,1,
,xotask,xotask,dotcolour,0,1,60,60,training,positivefb,95,easy,70,3.6505942999997387,['c'],1,left,['3'],4,1.2859741000002032,,,17,20,Man,Rechts,1,
,xotask,xotask,dotcolour,1,1,61,61,training,positivefb,95,average,61,1.0675751999997374,['c'],1,left,['2'],5,0.40681229999972857,,,17,20,Man,Rechts,1,
,xotask,xotask,dotcolour,2,1,62,62,training,positivefb,75,average,16,0.934846799999832,['n'],1,right,['1'],6,0.5144426000001658,,,17,20,Man,Rechts,1,
,xotask,xotask,dotcolour,3,1,63,63,training,positivefb,88,easy,71,0.9835861999999906,['c'],1,left,['1'],6,0.33496299999978874,,,17,20,Man,Rechts,1,
