starttime,task,fbtask,firsttask,withinblocktrial,block,withintasktrial,trial,running,feedback,fbscore,difflevel,reddots,rt,resp,cor,cresp,conf_press,cj,RTconf,n_xes,post1,post2,post3,post4,post5,stoptime,sub,age,gender,handedness,session,
1715688054,dotcolour,dotcolour,xotask,0,0,0,0,training,positivefb,76,hard,43,5.1673699999992095,['n'],0,left,['9'],5,0.7643207000000984,,,,,,,,30,18,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,1,0,1,1,training,positivefb,78,average,28,2.3675240999982634,['n'],1,right,['9'],5,0.5664264000006369,,,,,,,,30,18,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,2,0,2,2,training,positivefb,76,hard,42,2.183188999999402,['c'],1,left,['0'],6,1.0881119999976363,,,,,,,,30,18,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,3,0,3,3,training,positivefb,81,hard,43,0.5505553999973927,['n'],0,left,['9'],5,0.31865340000149445,,,,,,,,30,18,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,4,0,4,4,training,positivefb,96,average,52,1.117670100000396,['c'],1,left,['9'],5,0.4779068999996525,,,,,,,,30,18,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,5,0,5,5,training,positivefb,80,easy,18,0.4664898000009998,['n'],1,right,['0'],6,0.2317375999991782,,,,,,,,30,18,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,6,0,6,6,training,positivefb,64,easy,63,0.46765980000054697,['c'],1,left,['9'],5,0.139836500002275,,,,,,,,30,18,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,7,0,7,7,training,positivefb,84,hard,36,0.5501067000004696,['n'],1,right,['0'],6,0.24058279999735532,,,,,,,,30,18,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,8,0,8,8,training,positivefb,97,average,27,0.5673185999985435,['n'],1,right,['9'],5,0.24873989999832702,,,,,,,,30,18,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,9,0,9,9,training,positivefb,97,average,25,0.5171636999984912,['n'],1,right,['8'],4,0.29018139999971027,,,,,,,,30,18,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,10,0,10,10,training,positivefb,94,average,27,0.6822969000022567,['n'],1,right,['9'],5,0.24413619999904768,,,,,,,,30,18,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,11,0,11,11,training,positivefb,97,average,55,0.5671040999986872,['c'],1,left,['9'],5,0.16386989999955404,,,,,,,,30,18,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,12,0,12,12,training,positivefb,96,easy,15,0.6495857000008982,['n'],1,right,['9'],5,0.23588549999840325,,,,,,,,30,18,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,13,0,13,13,training,positivefb,94,hard,38,0.6169446999992942,['n'],1,right,['9'],5,0.249400799999421,,,,,,,,30,18,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,14,0,14,14,training,positivefb,98,average,54,0.5996444999982486,['c'],1,left,['8'],4,0.183687299999292,,,,,,,,30,18,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,15,0,15,15,training,positivefb,98,average,53,0.6324195000015607,['c'],1,left,['9'],5,0.31921439999860013,,,,,,,,30,18,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,16,0,16,16,training,positivefb,98,average,53,0.6663972999995167,['c'],1,left,['9'],5,0.25534650000190595,,,,,,,,30,18,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,17,0,17,17,training,positivefb,54,easy,63,0.5836909000026935,['c'],1,left,['0'],6,0.40640609999900335,,,,,,,,30,18,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,18,0,18,18,training,positivefb,94,easy,17,0.4328813000029186,['n'],1,right,['9'],5,0.2528119000016886,,,,,,,,30,18,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,19,0,19,19,training,positivefb,89,hard,43,0.5336366999981692,['c'],1,left,['9'],5,0.2213917000008223,,,,,,,,30,18,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,20,0,20,20,training,positivefb,97,easy,63,0.46683679999841843,['c'],1,left,['0'],6,0.3616817000001902,,,,,,,,30,18,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,21,0,21,21,training,positivefb,99,easy,15,0.41596690000005765,['n'],1,right,['9'],5,0.18758129999696393,,,,,,,,30,18,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,22,0,22,22,training,positivefb,93,average,52,0.8160072999999102,['c'],1,left,['9'],5,0.1635156000011193,,,,,,,,30,18,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,23,0,23,23,training,positivefb,95,hard,45,0.6002588999981526,['c'],1,left,['9'],5,0.14940819999901578,,,,,,,,30,18,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,24,0,24,24,training,positivefb,99,hard,38,0.6503123000002233,['n'],1,right,['9'],5,0.22159889999966254,,,,,,,,30,18,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,25,0,25,25,training,positivefb,72,hard,43,0.8679069999998319,['c'],1,left,['9'],5,0.20239700000092853,,,,,,,,30,18,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,26,0,26,26,training,positivefb,96,easy,61,0.46707660000174656,['c'],1,left,['9'],5,0.14348249999966356,,,,,,,,30,18,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,27,0,27,27,training,positivefb,90,hard,35,0.7338248000014573,['n'],1,right,['9'],5,0.196831099998235,,,,,,,,30,18,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,28,0,28,28,training,positivefb,89,easy,17,0.7512626000025193,['n'],1,right,['9'],5,0.1916001999998116,,,,,,,,30,18,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,29,0,29,29,training,positivefb,87,hard,35,1.1337724000004528,['c'],0,right,['9'],5,0.2274756000006164,,,,,,,,30,18,Vrouw,Rechts,2,
