starttime,task,fbtask,firsttask,withinblocktrial,block,withintasktrial,trial,running,feedback,fbscore,difflevel,n_xes,rt,resp,cor,cresp,conf_press,cj,RTconf,reddots,post1,post3,post4,post5,stoptime,sub,age,gender,handedness,session,
,xotask,xotask,dotcolour,3,0,3,603,training,positivefb,80,hard,51,0.7336645999998836,['c'],1,left,['2'],5,0.24949860000015178,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,4,0,4,604,training,positivefb,96,easy,7,0.616378899999745,['n'],1,right,['1'],6,0.04617599999983213,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,5,0,5,605,training,positivefb,99,average,63,0.6344026000001577,['c'],1,left,['2'],5,0.2672696999998152,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,6,0,6,606,training,positivefb,96,hard,50,0.6836415999996461,['c'],1,left,['1'],6,0.04595900000003894,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,7,0,7,607,training,positivefb,91,average,19,0.483842299999651,['n'],1,right,['1'],6,0.040567900000041845,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,8,0,8,608,training,positivefb,100,easy,6,0.4669518999999127,['n'],1,right,['1'],6,0.5890786999998454,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,9,0,9,609,training,positivefb,97,easy,6,0.48347570000032647,['n'],1,right,['1'],6,0.0017326000001958164,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,10,0,10,610,training,positivefb,85,average,62,1.6991739000000052,['c'],1,left,['3'],4,0.15776770000002216,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,11,0,11,611,training,positivefb,85,hard,27,1.2326051999998526,['n'],1,right,['1'],6,0.03151130000014746,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,12,0,12,612,training,positivefb,83,average,64,2.2505396999999903,['n'],0,left,['2'],5,0.18793989999994665,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,13,0,13,613,training,positivefb,90,hard,52,0.9996424000000843,['c'],1,left,['1'],6,0.044302499999957945,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,14,0,14,614,training,positivefb,98,average,16,0.5506212000000232,['n'],1,right,['1'],6,0.036580899999989924,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,15,0,15,615,training,positivefb,96,easy,7,0.5176049000001512,['n'],1,right,['1'],6,0.02341310000019803,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,16,0,16,616,training,positivefb,51,average,63,1.5159241999999722,['n'],0,left,['3'],4,0.7933336000000963,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,17,0,17,617,training,positivefb,98,easy,74,0.8167764999998326,['c'],1,left,['1'],6,0.0733871000002182,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,18,0,18,618,training,positivefb,96,easy,9,0.6004495000001953,['n'],1,right,['1'],6,0.023243499999807682,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,19,0,19,619,training,positivefb,91,average,60,0.783529599999838,['n'],0,left,['1'],6,0.015194800000244868,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,20,0,20,620,training,positivefb,92,average,17,0.49994509999987713,['n'],1,right,['1'],6,0.5466790999998921,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,21,0,21,621,training,positivefb,99,easy,71,0.6843102999996518,['c'],1,left,['2'],5,0.4500404999998864,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,22,0,22,622,training,positivefb,86,easy,74,0.683337500000107,['c'],1,left,['1'],6,0.09976579999965907,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,23,0,23,623,training,positivefb,90,hard,25,0.632355500000358,['n'],1,right,['1'],6,0.0392746000002262,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,24,0,24,624,training,positivefb,81,hard,29,0.7329026000002159,['n'],1,right,['2'],5,0.2162106999999196,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,25,0,25,625,training,positivefb,96,easy,9,0.6331792999999379,['n'],1,right,['1'],6,0.02254750000020067,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,26,0,26,626,training,positivefb,92,easy,8,0.49997090000033495,['n'],1,right,['1'],6,0.602133099999719,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,27,0,27,627,training,positivefb,97,average,64,0.8507122000000891,['c'],1,left,['1'],6,0.10403210000004037,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,28,0,28,628,training,positivefb,95,easy,5,0.616963499999656,['n'],1,right,['1'],6,0.019142999999985477,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,29,0,29,629,training,positivefb,95,average,17,0.7338014000001749,['n'],1,right,['1'],6,0.004744800000025862,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,30,0,30,630,training,positivefb,92,average,63,0.5832153000001199,['c'],1,left,['1'],6,0.045512000000144326,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,31,0,31,631,training,positivefb,97,average,16,0.6502350000000661,['n'],1,right,['1'],6,0.018440600000303675,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,32,0,32,632,training,positivefb,87,hard,50,0.7682185000003301,['c'],1,left,['3'],4,0.45094490000019505,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,33,0,33,633,training,positivefb,96,hard,26,0.899193600000217,['n'],1,right,['1'],6,0.14878800000042247,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,34,0,34,634,training,positivefb,90,hard,29,0.7840575999998691,['n'],1,right,['1'],6,0.11211670000011509,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,35,0,35,635,training,positivefb,59,easy,70,0.6165140999996765,['n'],0,left,['9'],2,1.0508382000002712,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,36,0,36,636,training,positivefb,88,hard,51,1.1168170999999347,['n'],0,left,['2'],5,0.18085130000008576,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,37,0,37,637,training,positivefb,91,easy,70,0.6992875999999342,['n'],0,left,['1'],6,0.018064599999888742,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,38,0,38,638,training,positivefb,88,easy,74,0.7827410999998392,['c'],1,left,['1'],6,0.04178830000000744,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,39,0,39,639,training,positivefb,28,hard,25,1.166921800000182,['n'],1,right,['2'],5,0.6022927999997592,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,40,0,40,640,training,positivefb,85,average,17,1.3167159999998148,['n'],1,right,['1'],6,0.0689684999997553,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,41,0,41,641,training,positivefb,98,easy,8,0.667496200000187,['n'],1,right,['1'],6,0.528047400000105,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,42,0,42,642,training,positivefb,89,easy,6,0.5997736999997869,['n'],1,right,['1'],6,0.17089369999985138,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,43,0,43,643,training,positivefb,92,hard,53,0.9999847000003683,['c'],1,left,['3'],4,0.420930799999951,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,44,0,44,644,training,positivefb,95,hard,53,0.7995052999999643,['c'],1,left,['2'],5,0.14005950000000666,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,45,0,45,645,training,positivefb,95,average,15,0.5838631000001442,['n'],1,right,['1'],6,0.02287899999964793,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,46,0,46,646,training,positivefb,91,easy,73,0.6175495000002229,['c'],1,left,['1'],6,0.053756300000259216,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,47,0,47,647,training,positivefb,92,hard,28,0.6330284999999094,['n'],1,right,['1'],6,0.03478560000030484,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,48,0,48,648,training,positivefb,93,average,16,0.5502741000000242,['n'],1,right,['1'],6,0.25994919999993726,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,49,0,49,649,training,positivefb,94,hard,25,0.7839225999996415,['n'],1,right,['2'],5,0.12186320000000705,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,50,0,50,650,training,positivefb,95,average,15,0.48390269999981683,['n'],1,right,['1'],6,0.08978160000015123,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,51,0,51,651,training,positivefb,79,average,60,0.7656579000004058,['c'],1,left,['2'],5,0.5926042000000962,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,52,0,52,652,training,positivefb,96,hard,53,0.8332476000000497,['c'],1,left,['2'],5,0.3119160000001102,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,53,0,53,653,training,positivefb,96,average,63,0.6513055999998869,['c'],1,left,['1'],6,0.09801560000005338,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,54,0,54,654,training,positivefb,87,hard,50,0.9000472000002446,['c'],1,left,['2'],5,0.146620399999847,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,55,0,55,655,training,positivefb,62,hard,29,1.5163775999999416,['n'],1,right,['2'],5,0.16064370000003692,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,56,0,56,656,training,positivefb,86,easy,72,1.2995200999998815,['c'],1,left,['1'],6,0.17457439999998314,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,57,0,57,657,training,positivefb,94,easy,70,0.6509121000003688,['c'],1,left,['1'],6,0.03791080000019065,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,58,0,58,658,training,positivefb,96,hard,28,1.3162994999997863,['n'],1,right,['3'],4,0.44033889999991516,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,59,0,59,659,training,positivefb,95,average,16,0.6498110000002271,['n'],1,right,['1'],6,0.02099190000035378,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,0,1,60,660,training,positivefb,87,hard,26,2.200678600000174,['n'],1,right,['1'],6,0.1586341000001994,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,1,1,61,661,training,positivefb,94,average,15,0.7678797999997187,['n'],1,right,['1'],6,0.010105700000167417,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,2,1,62,662,training,positivefb,94,average,63,0.6674990999999864,['c'],1,left,['1'],6,0.015321200000016688,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,3,1,63,663,training,positivefb,96,easy,6,0.5998231000003216,['n'],1,right,['1'],6,0.014149000000088563,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,4,1,64,664,training,positivefb,97,easy,9,0.6996070999998665,['n'],1,right,['1'],6,0.06579150000015943,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,5,1,65,665,training,positivefb,95,easy,9,0.5003952000001846,['n'],1,right,['1'],6,0.050766899999871384,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,6,1,66,666,training,positivefb,96,easy,72,0.44988450000028024,['c'],1,left,['2'],5,0.11881600000015169,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,7,1,67,667,training,positivefb,79,average,15,0.6824487000003501,['n'],1,right,['1'],6,0.6793032999999014,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,8,1,68,668,training,positivefb,91,hard,54,0.5506764000001567,['c'],1,left,['1'],6,0.06979409999985364,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,9,1,69,669,training,positivefb,85,easy,71,0.49967289999995046,['c'],1,left,['1'],6,0.1991852999999537,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,10,1,70,670,training,positivefb,96,easy,70,0.8665286999998898,['c'],1,left,['2'],5,0.19755339999983335,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,11,1,71,671,training,positivefb,94,easy,73,0.6340776000001824,['c'],1,left,['1'],6,0.027890800000022864,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,12,1,72,672,training,positivefb,90,hard,54,0.5190511999999217,['c'],1,left,['1'],6,0.10280510000029608,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,13,1,73,673,training,positivefb,89,hard,29,0.7167513000003964,['n'],1,right,['1'],6,0.08644190000040908,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,14,1,74,674,training,positivefb,95,easy,5,0.5832111999998233,['n'],1,right,['1'],6,0.019806599999810715,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,15,1,75,675,training,positivefb,99,hard,54,0.484235500000068,['c'],1,left,['1'],6,0.05509810000012294,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,16,1,76,676,training,positivefb,94,hard,53,0.516286300000047,['c'],1,left,['1'],6,0.017027200000029552,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,17,1,77,677,training,positivefb,94,easy,72,0.5335146999996141,['c'],1,left,['1'],6,0.5146961999998894,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,18,1,78,678,training,positivefb,93,average,18,0.7169662000001154,['n'],1,right,['2'],5,0.1778297000000748,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,19,1,79,679,training,positivefb,87,average,18,0.5832240999998248,['n'],1,right,['1'],6,0.08393010000008871,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,20,1,80,680,training,positivefb,96,easy,6,0.6170024999996713,['n'],1,right,['1'],6,0.01573000000007596,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,21,1,81,681,training,positivefb,96,easy,72,0.5833966999998665,['c'],1,left,['1'],6,0.03976290000036897,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,22,1,82,682,training,positivefb,92,hard,29,1.1002889000001232,['n'],1,right,['2'],5,0.1141299999999319,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,23,1,83,683,training,positivefb,91,hard,28,1.183274800000163,['n'],1,right,['1'],6,0.11831459999984872,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,24,1,84,684,training,positivefb,94,hard,51,0.7678092999999535,['c'],1,left,['1'],6,0.010956599999644823,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,25,1,85,685,training,positivefb,95,hard,54,0.6666136999997434,['c'],1,left,['1'],6,0.05690129999993587,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,26,1,86,686,training,positivefb,98,average,16,0.8663615000000391,['n'],1,right,['1'],6,0.60424329999978,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,27,1,87,687,training,positivefb,90,average,16,0.8836037999999462,['n'],1,right,['1'],6,0.017025900000135152,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,28,1,88,688,training,positivefb,96,hard,27,0.767634199999975,['n'],1,right,['2'],5,0.2570206000000326,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,29,1,89,689,training,positivefb,93,easy,74,0.7512587999999596,['c'],1,left,['1'],6,0.00072039999986373,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,30,1,90,690,training,positivefb,94,average,19,0.9320667000001777,['c'],0,right,['2'],5,0.06862599999976737,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,31,1,91,691,training,positivefb,94,easy,72,0.9666514999998981,['c'],1,left,['1'],6,0.034472099999675265,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,32,1,92,692,training,positivefb,86,easy,70,0.783390000000054,['c'],1,left,['1'],6,0.041463499999736086,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,33,1,93,693,training,positivefb,95,average,19,0.8164204000004247,['n'],1,right,['1'],6,0.04767889999993713,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,34,1,94,694,training,positivefb,92,easy,9,1.0335187999999107,['n'],1,right,['1'],6,0.09238779999986946,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,35,1,95,695,training,positivefb,93,easy,9,0.632828299999801,['n'],1,right,['1'],6,0.016145900000083202,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,36,1,96,696,training,positivefb,93,average,61,0.8826985999999124,['c'],1,left,['1'],6,0.04447669999990467,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,37,1,97,697,training,positivefb,90,average,63,0.6166550000002644,['c'],1,left,['1'],6,0.12131970000018555,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,38,1,98,698,training,positivefb,88,hard,25,0.6000308999996378,['n'],1,right,['2'],5,0.26078129999996236,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,39,1,99,699,training,positivefb,88,hard,53,1.2006986999999754,['n'],0,left,['2'],5,0.09120290000009845,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,40,1,100,700,training,positivefb,92,average,62,0.5657791999997244,['c'],1,left,['1'],6,0.03332929999987755,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,41,1,101,701,training,positivefb,81,average,19,0.9327547999996568,['n'],1,right,['1'],6,0.09050420000039594,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,42,1,102,702,training,positivefb,92,average,64,0.5837341000001288,['c'],1,left,['1'],6,0.03956259999995382,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,43,1,103,703,training,positivefb,96,average,18,0.5328927000000476,['n'],1,right,['1'],6,0.025509900000088237,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,44,1,104,704,training,positivefb,79,hard,28,0.6340234999997847,['c'],0,right,['2'],5,0.2793906000001698,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,45,1,105,705,training,positivefb,88,average,61,0.8165275999999722,['c'],1,left,['1'],6,0.06806000000005952,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,46,1,106,706,training,positivefb,97,hard,28,1.301222399999915,['n'],1,right,['1'],6,0.5971076999999241,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,47,1,107,707,training,positivefb,96,easy,7,0.5672677000002295,['n'],1,right,['1'],6,0.047214700000040466,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,48,1,108,708,training,positivefb,91,easy,5,0.5328266999999869,['n'],1,right,['1'],6,0.46428659999992306,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,49,1,109,709,training,positivefb,96,easy,9,0.6502795000001242,['n'],1,right,['1'],6,0.052388499999779015,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,50,1,110,710,training,positivefb,89,hard,50,0.7164087999999538,['c'],1,left,['1'],6,0.045017899999947986,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,51,1,111,711,training,positivefb,100,easy,73,0.6833527999997386,['c'],1,left,['1'],6,0.5207000999998854,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,52,1,112,712,training,positivefb,93,hard,26,0.5338336999998319,['n'],1,right,['1'],6,0.13488469999992958,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,53,1,113,713,training,positivefb,82,hard,52,1.2511689000002661,['n'],0,left,['3'],4,0.887564999999995,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,54,1,114,714,training,positivefb,80,average,63,1.4502183999998124,['n'],0,left,['3'],4,0.602433099999871,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,55,1,115,715,training,positivefb,92,hard,53,0.7339047999998911,['c'],1,left,['2'],5,0.07696729999997842,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,56,1,116,716,training,positivefb,95,average,63,0.5835442000002331,['c'],1,left,['1'],6,0.04322729999967123,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,57,1,117,717,training,positivefb,95,hard,26,0.5833388000000923,['n'],1,right,['1'],6,0.23411220000025423,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,58,1,118,718,training,positivefb,93,average,61,0.751310999999987,['c'],1,left,['1'],6,0.07418120000011186,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,59,1,119,719,training,positivefb,92,average,61,0.933256799999981,['c'],1,left,['2'],5,0.21902209999961997,,,,,,,3,19,Man,Rechts,2,
,dotcolour,xotask,dotcolour,0,2,120,720,main,positivefb,-99,easy,,0.7507255000000441,['c'],1,left,['1'],6,0.00117950000003475,62,,,,,,3,19,Man,Rechts,2,
,dotcolour,xotask,dotcolour,1,2,121,721,main,positivefb,-99,average,,0.5999693999997362,['n'],1,right,['1'],6,0.05002809999996316,27,,,,,,3,19,Man,Rechts,2,
,dotcolour,xotask,dotcolour,2,2,122,722,main,positivefb,-99,average,,0.6332004999999299,['c'],1,left,['1'],6,0.8399334999999155,51,,,,,,3,19,Man,Rechts,2,
,dotcolour,xotask,dotcolour,3,2,123,723,main,positivefb,-99,hard,,1.4016704000000573,['c'],1,left,['2'],5,0.014493499999844062,41,,,,,,3,19,Man,Rechts,2,
,dotcolour,xotask,dotcolour,4,2,124,724,main,positivefb,-99,easy,,0.6333816000001207,['n'],1,right,['1'],6,0.013573700000051758,17,,,,,,3,19,Man,Rechts,2,
,dotcolour,xotask,dotcolour,5,2,125,725,main,positivefb,-99,average,,1.084664900000007,['c'],1,left,['1'],6,0.04275319999987914,51,,,,,,3,19,Man,Rechts,2,
,dotcolour,xotask,dotcolour,6,2,126,726,main,positivefb,-99,easy,,0.49947700000029727,['c'],1,left,['1'],6,0.670614900000146,64,,,,,,3,19,Man,Rechts,2,
,dotcolour,xotask,dotcolour,7,2,127,727,main,positivefb,-99,average,,0.8013746999999967,['c'],1,left,['2'],5,0.06847219999963272,53,,,,,,3,19,Man,Rechts,2,
,dotcolour,xotask,dotcolour,8,2,128,728,main,positivefb,-99,easy,,0.6011230999997679,['c'],1,left,['2'],5,0.06610689999979513,62,,,,,,3,19,Man,Rechts,2,
,dotcolour,xotask,dotcolour,9,2,129,729,main,positivefb,-99,average,,0.6517701000002489,['c'],1,left,['1'],6,0.054350500000055035,54,,,,,,3,19,Man,Rechts,2,
,dotcolour,xotask,dotcolour,10,2,130,730,main,positivefb,-99,easy,,0.6344451999998455,['n'],1,right,['1'],6,0.4992709999996805,17,,,,,,3,19,Man,Rechts,2,
,dotcolour,xotask,dotcolour,11,2,131,731,main,positivefb,-99,easy,,0.5685444999999163,['n'],1,right,['1'],6,0.07339830000000802,16,,,,,,3,19,Man,Rechts,2,
,dotcolour,xotask,dotcolour,12,2,132,732,main,positivefb,-99,easy,,0.5524355000002288,['n'],1,right,['1'],6,0.017595199999959732,15,,,,,,3,19,Man,Rechts,2,
,dotcolour,xotask,dotcolour,13,2,133,733,main,positivefb,-99,average,,0.5678459999999177,['c'],1,left,['1'],6,0.05097969999997076,55,,,,,,3,19,Man,Rechts,2,
,dotcolour,xotask,dotcolour,14,2,134,734,main,positivefb,-99,hard,,0.6829513000002407,['n'],1,right,['2'],5,0.1421197999998185,35,,,,,,3,19,Man,Rechts,2,
,dotcolour,xotask,dotcolour,15,2,135,735,main,positivefb,-99,average,,0.6335687999999209,['n'],1,right,['1'],6,0.30507269999998243,25,,,,,,3,19,Man,Rechts,2,
,dotcolour,xotask,dotcolour,16,2,136,736,main,positivefb,-99,hard,,0.8181603999996696,['n'],0,left,['1'],6,0.2525857000000542,41,,,,,,3,19,Man,Rechts,2,
,dotcolour,xotask,dotcolour,17,2,137,737,main,positivefb,-99,easy,,0.6512509999997746,['c'],1,left,['1'],6,0.04864799999995739,61,,,,,,3,19,Man,Rechts,2,
,dotcolour,xotask,dotcolour,18,2,138,738,main,positivefb,-99,easy,,0.5832857000000331,['n'],1,right,['1'],6,0.05644189999975424,18,,,,,,3,19,Man,Rechts,2,
,dotcolour,xotask,dotcolour,19,2,139,739,main,positivefb,-99,easy,,0.6174362000001565,['c'],1,left,['1'],6,0.07040989999995872,64,,,,,,3,19,Man,Rechts,2,
,dotcolour,xotask,dotcolour,20,2,140,740,main,positivefb,-99,hard,,0.6340810000001511,['n'],1,right,['1'],6,0.25856800000019575,37,,,,,,3,19,Man,Rechts,2,
,dotcolour,xotask,dotcolour,21,2,141,741,main,positivefb,-99,average,,0.7176185000002988,['n'],1,right,['1'],6,0.10052540000015142,26,,,,,,3,19,Man,Rechts,2,
,dotcolour,xotask,dotcolour,22,2,142,742,main,positivefb,-99,easy,,0.5341317000002164,['c'],1,left,['1'],6,0.004406099999869184,63,,,,,,3,19,Man,Rechts,2,
,dotcolour,xotask,dotcolour,23,2,143,743,main,positivefb,-99,easy,,0.45073120000006384,['c'],1,left,['1'],6,0.010892499999954453,62,,,,,,3,19,Man,Rechts,2,
,dotcolour,xotask,dotcolour,24,2,144,744,main,positivefb,-99,easy,,0.4673201999999037,['c'],1,left,['1'],6,0.033207299999958195,64,,,,,,3,19,Man,Rechts,2,
,dotcolour,xotask,dotcolour,25,2,145,745,main,positivefb,-99,average,,0.6184111000002304,['n'],1,right,['1'],6,0.03161760000011782,25,,,,,,3,19,Man,Rechts,2,
,dotcolour,xotask,dotcolour,26,2,146,746,main,positivefb,-99,easy,,0.5163640000000669,['c'],1,left,['1'],6,0.010248699999920063,62,,,,,,3,19,Man,Rechts,2,
,dotcolour,xotask,dotcolour,27,2,147,747,main,positivefb,-99,hard,,1.1013581000001977,['n'],1,right,['2'],5,0.175229599999966,39,,,,,,3,19,Man,Rechts,2,
,dotcolour,xotask,dotcolour,28,2,148,748,main,positivefb,-99,average,,1.0016067999999905,['n'],1,right,['1'],6,0.27288299999963783,27,,,,,,3,19,Man,Rechts,2,
,dotcolour,xotask,dotcolour,29,2,149,749,main,positivefb,-99,hard,,0.9834063999996943,['c'],1,left,['2'],5,0.35928000000012617,44,,,,,,3,19,Man,Rechts,2,
,dotcolour,xotask,dotcolour,30,2,150,750,main,positivefb,-99,hard,,1.1012495000004492,['c'],0,right,['1'],6,0.10252259999970192,39,,,,,,3,19,Man,Rechts,2,
,dotcolour,xotask,dotcolour,31,2,151,751,main,positivefb,-99,hard,,1.8678918999999041,['c'],0,right,['2'],5,0.18418700000029276,39,,,,,,3,19,Man,Rechts,2,
,dotcolour,xotask,dotcolour,32,2,152,752,main,positivefb,-99,hard,,0.8837559000003239,['n'],1,right,['2'],5,0.3422700999999506,38,,,,,,3,19,Man,Rechts,2,
,dotcolour,xotask,dotcolour,33,2,153,753,main,positivefb,-99,average,,0.7180199999997967,['c'],1,left,['1'],6,0.5171021000001019,54,,,,,,3,19,Man,Rechts,2,
,dotcolour,xotask,dotcolour,34,2,154,754,main,positivefb,-99,hard,,0.8512280999998438,['n'],0,left,['2'],5,0.29476660000000265,44,,,,,,3,19,Man,Rechts,2,
,dotcolour,xotask,dotcolour,35,2,155,755,main,positivefb,-99,hard,,0.8343466999999691,['n'],0,left,['8'],3,0.8188073999999688,44,,,,,,3,19,Man,Rechts,2,
