starttime,task,fbtask,firsttask,withinblocktrial,block,withintasktrial,trial,running,feedback,fbscore,difflevel,n_xes,rt,resp,cor,cresp,conf_press,cj,RTconf,reddots,post1,post3,post4,post5,stoptime,sub,age,gender,handedness,session,
1715324408,xotask,xotask,dotcolour,0,0,0,0,training,positivefb,96,hard,28,1.0343635000000404,['n'],1,right,['2'],5,1.3477861999999732,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,1,0,1,1,training,positivefb,69,hard,25,0.8174327000000403,['n'],1,right,['1'],6,0.36514549999992596,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,2,0,2,2,training,positivefb,67,average,60,2.800644499999976,['n'],0,left,['3'],4,0.47061439999993127,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,3,0,3,3,training,positivefb,98,easy,70,0.9335661000000073,['c'],1,left,['1'],6,0.358507599999939,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,4,0,4,4,training,positivefb,86,hard,52,1.5340852000000496,['c'],1,left,['2'],5,0.12301830000001246,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,5,0,5,5,training,positivefb,96,average,15,0.749685599999907,['n'],1,right,['1'],6,0.1845519000000877,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,6,0,6,6,training,positivefb,94,hard,26,0.91721849999999,['n'],1,right,['1'],6,0.13284550000003037,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,7,0,7,7,training,positivefb,94,hard,28,0.6003242000000455,['n'],1,right,['1'],6,0.16729899999995723,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,8,0,8,8,training,positivefb,90,hard,51,1.0344463000000133,['c'],1,left,['2'],5,0.2796260000000075,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,9,0,9,9,training,positivefb,90,easy,73,0.6494777999999997,['c'],1,left,['1'],6,0.43447660000003907,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,10,0,10,10,training,positivefb,90,easy,74,0.516534399999955,['c'],1,left,['1'],6,0.17257649999999103,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,11,0,11,11,training,positivefb,77,hard,54,1.333541099999934,['c'],1,left,['2'],5,0.08049730000004729,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,12,0,12,12,training,positivefb,96,easy,72,1.0167822999999316,['c'],1,left,['3'],4,0.17359750000002805,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,13,0,13,13,training,positivefb,98,average,64,0.9840370999999095,['c'],1,left,['3'],4,0.2072725000000446,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,14,0,14,14,training,positivefb,96,easy,6,0.5846555000000535,['n'],1,right,['1'],6,0.08838789999992969,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,15,0,15,15,training,positivefb,97,easy,9,0.516407099999924,['n'],1,right,['1'],6,0.0322280000000319,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,16,0,16,16,training,positivefb,93,hard,50,1.2502522000000909,['c'],1,left,['3'],4,0.3247237000000496,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,17,0,17,17,training,positivefb,86,easy,8,0.8504636999999775,['n'],1,right,['1'],6,0.13408960000003844,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,18,0,18,18,training,positivefb,93,average,16,0.6329021999999895,['n'],1,right,['1'],6,0.055471199999942655,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,19,0,19,19,training,positivefb,96,easy,71,0.6005821999999625,['c'],1,left,['1'],6,0.07738829999993868,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,20,0,20,20,training,positivefb,92,average,16,0.7667271999999912,['n'],1,right,['2'],5,0.1241367000000082,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,21,0,21,21,training,positivefb,99,average,64,0.6494069999999965,['c'],1,left,['2'],5,1.0139537999999675,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,22,0,22,22,training,positivefb,97,easy,6,0.6170487000000549,['n'],1,right,['1'],6,0.09267399999998815,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,23,0,23,23,training,positivefb,79,average,18,1.2000883999999132,['n'],1,right,['1'],6,0.16137449999996534,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,24,0,24,24,training,positivefb,91,easy,6,0.6011561000000256,['n'],1,right,['1'],6,0.10777470000004996,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,25,0,25,25,training,positivefb,97,easy,74,0.7510711999999558,['c'],1,left,['3'],4,0.4175384000000122,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,26,0,26,26,training,positivefb,100,average,64,0.8845512000000326,['c'],1,left,['8'],3,1.5258109000000104,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,27,0,27,27,training,positivefb,89,average,19,1.033961999999974,['n'],1,right,['1'],6,0.09486660000004576,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,28,0,28,28,training,positivefb,96,average,61,1.1336933000000045,['c'],1,left,['3'],4,0.32661830000006375,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,29,0,29,29,training,positivefb,93,average,63,1.1661415999999463,['c'],1,left,['2'],5,0.475354799999991,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,30,0,30,30,training,positivefb,91,easy,8,0.7505281999999625,['n'],1,right,['1'],6,0.07429990000002817,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,31,0,31,31,training,positivefb,79,average,62,2.316656299999977,['c'],1,left,['3'],4,0.6028917999999521,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,32,0,32,32,training,positivefb,92,easy,71,0.9835816000000932,['c'],1,left,['1'],6,0.21153370000001814,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,33,0,33,33,training,positivefb,88,hard,52,1.467381199999977,['n'],0,left,['1'],6,0.07320790000005672,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,34,0,34,34,training,positivefb,81,average,60,0.766747099999975,['c'],1,left,['2'],5,0.2319251000000122,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,35,0,35,35,training,positivefb,94,hard,28,0.9501252000000022,['n'],1,right,['1'],6,0.10436060000006364,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,36,0,36,36,training,positivefb,92,easy,71,0.8503681000000824,['c'],1,left,['1'],6,0.14633119999996325,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,37,0,37,37,training,positivefb,84,hard,52,0.8994171999999026,['c'],1,left,['3'],4,0.24914830000000165,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,38,0,38,38,training,positivefb,97,hard,27,0.6174432999999908,['n'],1,right,['1'],6,0.07857260000002952,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,39,0,39,39,training,positivefb,97,easy,73,0.7162480999999161,['c'],1,left,['1'],6,0.10310179999999036,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,40,0,40,40,training,positivefb,76,hard,29,2.2339604999999665,['n'],1,right,['3'],4,0.08219710000003033,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,41,0,41,41,training,positivefb,95,hard,25,0.7331040999999914,['n'],1,right,['1'],6,0.04122899999993024,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,42,0,42,42,training,positivefb,98,hard,29,0.5994887000000517,['n'],1,right,['1'],6,0.10382979999997133,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,43,0,43,43,training,positivefb,77,hard,54,2.0662108999999873,['c'],1,left,['2'],5,0.14518280000004324,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,44,0,44,44,training,positivefb,81,hard,52,2.4507971000000452,['c'],1,left,['3'],4,0.04213479999998526,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,45,0,45,45,training,positivefb,94,average,15,0.7001409000000649,['n'],1,right,['1'],6,0.03655570000000807,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,46,0,46,46,training,positivefb,98,average,17,0.5338567000000012,['n'],1,right,['1'],6,0.04592220000006364,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,47,0,47,47,training,positivefb,97,easy,7,0.5509547000000339,['n'],1,right,['1'],6,0.046647599999914746,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,48,0,48,48,training,positivefb,83,hard,25,1.33297749999997,['n'],1,right,['3'],4,0.15999539999995704,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,49,0,49,49,training,positivefb,98,average,18,0.9666447000000744,['n'],1,right,['2'],5,0.21138410000003205,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,50,0,50,50,training,positivefb,81,hard,53,0.9663937999999916,['n'],0,left,['1'],6,0.22069039999996676,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,51,0,51,51,training,positivefb,98,average,15,0.5666009000000258,['n'],1,right,['1'],6,0.07739379999998164,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,52,0,52,52,training,positivefb,94,average,64,0.816287500000044,['c'],1,left,['1'],6,0.08222659999989901,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,53,0,53,53,training,positivefb,90,average,18,0.6839595000000145,['n'],1,right,['1'],6,0.09927259999994931,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,54,0,54,54,training,positivefb,68,average,60,1.8510707000000366,['n'],0,left,['2'],5,0.48539929999992637,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,55,0,55,55,training,positivefb,55,hard,50,1.7162074000000302,['n'],0,left,['3'],4,0.3974522999999408,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,56,0,56,56,training,positivefb,92,easy,6,0.8007155000000239,['n'],1,right,['1'],6,0.038255900000081056,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,57,0,57,57,training,positivefb,96,easy,7,0.5831922999999506,['n'],1,right,['1'],6,0.06165449999991779,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,58,0,58,58,training,positivefb,95,easy,6,0.5838404999999511,['n'],1,right,['1'],6,0.07588779999991857,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,59,0,59,59,training,positivefb,86,easy,70,0.9667754000000741,['c'],1,left,['1'],6,0.0828427000000147,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,0,1,60,60,training,positivefb,91,hard,52,2.849570099999937,['c'],1,left,['3'],4,0.22925009999994472,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,1,1,61,61,training,positivefb,98,average,15,0.5998660999999856,['n'],1,right,['1'],6,0.084209499999929,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,2,1,62,62,training,positivefb,75,hard,50,2.083706300000017,['n'],0,left,['2'],5,0.21352410000008604,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,3,1,63,63,training,positivefb,97,average,60,0.8003542000000152,['c'],1,left,['1'],6,0.09346610000000055,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,4,1,64,64,training,positivefb,92,easy,74,0.7503860000000486,['c'],1,left,['1'],6,0.04426860000000943,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,5,1,65,65,training,positivefb,91,average,61,1.4331887999999253,['n'],0,left,['3'],4,0.20184299999993982,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,6,1,66,66,training,positivefb,93,hard,25,0.6166977999999972,['n'],1,right,['1'],6,0.0727847999999085,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,7,1,67,67,training,positivefb,96,average,15,0.5166276999999582,['n'],1,right,['1'],6,0.0337378000000399,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,8,1,68,68,training,positivefb,83,easy,74,0.8832247999999936,['c'],1,left,['2'],5,0.5973448999999391,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,9,1,69,69,training,positivefb,94,hard,26,0.9507886999999755,['n'],1,right,['1'],6,0.07145439999999326,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,10,1,70,70,training,positivefb,94,easy,8,0.6505467000000635,['n'],1,right,['1'],6,0.12304440000002614,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,11,1,71,71,training,positivefb,75,easy,72,0.7503987999999708,['c'],1,left,['2'],5,0.9443564000000606,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,12,1,72,72,training,positivefb,86,average,62,1.2843189999999822,['c'],1,left,['2'],5,0.07984630000009929,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,13,1,73,73,training,positivefb,93,easy,5,0.683405300000004,['n'],1,right,['1'],6,0.03374769999993532,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,14,1,74,74,training,positivefb,93,average,16,0.5996741000000156,['n'],1,right,['1'],6,0.16042520000007698,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,15,1,75,75,training,positivefb,96,easy,74,1.0000140999999303,['c'],1,left,['1'],6,0.34650839999994787,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,16,1,76,76,training,positivefb,79,average,63,0.6161766999999827,['c'],1,left,['2'],5,0.32449959999996736,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,17,1,77,77,training,positivefb,92,easy,72,1.0997919000000138,['c'],1,left,['1'],6,0.043771200000037425,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,18,1,78,78,training,positivefb,82,easy,72,1.6997926000000234,['c'],1,left,['2'],5,0.07061179999993783,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,19,1,79,79,training,positivefb,94,easy,70,0.9012592999999924,['c'],1,left,['1'],6,0.0717867999999271,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,20,1,80,80,training,positivefb,98,average,63,0.6833192000000281,['c'],1,left,['1'],6,0.06586879999997564,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,21,1,81,81,training,positivefb,90,average,62,1.399435599999947,['n'],0,left,['2'],5,0.12707320000004074,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,22,1,82,82,training,positivefb,89,hard,29,0.7338836000000128,['n'],1,right,['1'],6,0.14913860000001478,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,23,1,83,83,training,positivefb,91,hard,29,0.8507005999999819,['n'],1,right,['1'],6,0.029238599999985126,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,24,1,84,84,training,positivefb,98,hard,27,0.6163783999999168,['n'],1,right,['1'],6,0.09959390000005897,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,25,1,85,85,training,positivefb,91,hard,29,1.5005772000000661,['n'],1,right,['2'],5,0.33998799999994844,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,26,1,86,86,training,positivefb,97,easy,70,0.6176860000000488,['c'],1,left,['1'],6,0.09385190000000421,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,27,1,87,87,training,positivefb,88,average,15,0.7176686000000245,['n'],1,right,['1'],6,0.07796310000003359,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,28,1,88,88,training,positivefb,95,easy,7,0.6837201000000732,['n'],1,right,['1'],6,0.03179059999990841,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,29,1,89,89,training,positivefb,84,hard,51,2.217853600000126,['c'],1,left,['3'],4,0.08594800000014402,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,30,1,90,90,training,positivefb,91,easy,5,2.051274800000101,['n'],1,right,['1'],6,0.09656410000002325,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,31,1,91,91,training,positivefb,90,easy,5,0.9834312999998929,['n'],1,right,['1'],6,0.061861300000146,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,32,1,92,92,training,positivefb,84,average,17,3.316033999999945,['n'],1,right,['1'],6,0.10338419999993675,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,33,1,93,93,training,positivefb,97,easy,9,0.7328606999999465,['n'],1,right,['1'],6,0.1020779999998922,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,34,1,94,94,training,positivefb,79,hard,53,2.600365799999963,['c'],1,left,['3'],4,1.1700518000000102,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,35,1,95,95,training,positivefb,77,hard,28,1.4330939000001308,['n'],1,right,['1'],6,0.050096899999971356,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,36,1,96,96,training,positivefb,93,hard,28,0.9012612999999874,['n'],1,right,['2'],5,0.12419139999997242,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,37,1,97,97,training,positivefb,92,average,62,1.4168918000000303,['c'],1,left,['2'],5,0.12684660000013537,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,38,1,98,98,training,positivefb,99,hard,54,0.8502346000000216,['c'],1,left,['2'],5,0.24044279999998253,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,39,1,99,99,training,positivefb,94,easy,72,1.1178705000002083,['c'],1,left,['2'],5,0.1930672000000868,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,40,1,100,100,training,positivefb,95,easy,8,0.6011915000001409,['n'],1,right,['1'],6,0.050839300000006915,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,41,1,101,101,training,positivefb,94,average,17,0.5835867999999209,['n'],1,right,['1'],6,0.12940119999984745,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,42,1,102,102,training,positivefb,96,average,61,1.050035600000001,['c'],1,left,['2'],5,0.13834270000006654,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,43,1,103,103,training,positivefb,94,average,15,0.5832632999999987,['n'],1,right,['1'],6,0.0851143999998385,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,44,1,104,104,training,positivefb,95,average,15,0.6671757999999954,['n'],1,right,['1'],6,0.06364340000004631,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,45,1,105,105,training,positivefb,96,easy,5,0.5495181999999659,['n'],1,right,['1'],6,0.023162999999840395,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,46,1,106,106,training,positivefb,96,easy,8,0.5162420000001475,['n'],1,right,['1'],6,0.010557900000094378,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,47,1,107,107,training,positivefb,95,hard,27,0.6323308999999426,['n'],1,right,['1'],6,0.01653919999989739,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,48,1,108,108,training,positivefb,96,easy,9,0.7828822999999829,['n'],1,right,['1'],6,0.09695110000006935,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,49,1,109,109,training,positivefb,96,average,19,0.49994360000005145,['n'],1,right,['1'],6,0.0653984999999011,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,50,1,110,110,training,positivefb,97,hard,54,2.450781499999948,['c'],1,left,['3'],4,0.7977809999999863,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,51,1,111,111,training,positivefb,72,hard,52,2.567401400000108,['c'],1,left,['3'],4,1.063631600000008,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,52,1,112,112,training,positivefb,96,average,18,0.9839409999999589,['n'],1,right,['1'],6,1.382413300000053,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,53,1,113,113,training,positivefb,89,hard,50,1.3845249999999396,['n'],0,left,['2'],5,0.10350990000006277,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,54,1,114,114,training,positivefb,96,average,62,0.7332218999999895,['c'],1,left,['2'],5,0.23850169999991522,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,55,1,115,115,training,positivefb,94,average,63,0.9663752999999815,['c'],1,left,['1'],6,0.15839310000001205,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,56,1,116,116,training,positivefb,97,hard,27,0.6505718999999317,['n'],1,right,['1'],6,0.09440979999999399,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,57,1,117,117,training,positivefb,91,hard,50,0.9842278999999508,['c'],1,left,['2'],5,0.059788199999957214,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,58,1,118,118,training,positivefb,86,hard,54,1.9004735999999411,['n'],0,left,['1'],6,0.09343060000014702,,,,,,,3,19,Man,Rechts,2,
,xotask,xotask,dotcolour,59,1,119,119,training,positivefb,89,easy,72,1.6157445999999709,['c'],1,left,['2'],5,0.10551789999999528,,,,,,,3,19,Man,Rechts,2,
,dotcolour,xotask,dotcolour,0,2,120,120,main,positivefb,-99,hard,,1.0828980000001138,['n'],1,right,['1'],6,0.7297082000000046,35,,,,,,3,19,Man,Rechts,2,
,dotcolour,xotask,dotcolour,1,2,121,121,main,positivefb,-99,hard,,0.8999343000000408,['c'],0,right,['1'],6,0.06529150000005757,39,,,,,,3,19,Man,Rechts,2,
,dotcolour,xotask,dotcolour,2,2,122,122,main,positivefb,-99,hard,,2.1836029000000963,['c'],1,left,['2'],5,0.21643680000011045,43,,,,,,3,19,Man,Rechts,2,
,dotcolour,xotask,dotcolour,3,2,123,123,main,positivefb,-99,hard,,1.46612140000002,['c'],0,right,['1'],6,0.26929310000014084,38,,,,,,3,19,Man,Rechts,2,
,dotcolour,xotask,dotcolour,4,2,124,124,main,positivefb,-99,hard,,0.7171183000000383,['n'],1,right,['1'],6,0.07872090000000753,38,,,,,,3,19,Man,Rechts,2,
,dotcolour,xotask,dotcolour,5,2,125,125,main,positivefb,-99,hard,,1.434277399999928,['n'],1,right,['2'],5,0.36381940000001123,37,,,,,,3,19,Man,Rechts,2,
,dotcolour,xotask,dotcolour,6,2,126,126,main,positivefb,-99,easy,,0.6496658000000934,['c'],1,left,['1'],6,0.05990950000000339,64,,,,,,3,19,Man,Rechts,2,
,dotcolour,xotask,dotcolour,7,2,127,127,main,positivefb,-99,average,,0.9000270999999884,['c'],1,left,['1'],6,0.038753700000143,53,,,,,,3,19,Man,Rechts,2,
,dotcolour,xotask,dotcolour,8,2,128,128,main,positivefb,-99,average,,0.699693600000046,['n'],1,right,['1'],6,0.08206319999999323,29,,,,,,3,19,Man,Rechts,2,
,dotcolour,xotask,dotcolour,9,2,129,129,main,positivefb,-99,hard,,1.7671358000000055,['c'],0,right,['2'],5,0.66468070000019,38,,,,,,3,19,Man,Rechts,2,
,dotcolour,xotask,dotcolour,10,2,130,130,main,positivefb,-99,easy,,0.9830169999997906,['c'],1,left,['1'],6,0.024077400000123816,64,,,,,,3,19,Man,Rechts,2,
,dotcolour,xotask,dotcolour,11,2,131,131,main,positivefb,-99,average,,0.6835427000000891,['n'],1,right,['1'],6,0.06067619999998897,28,,,,,,3,19,Man,Rechts,2,
,dotcolour,xotask,dotcolour,12,2,132,132,main,positivefb,-99,easy,,0.5842936000001373,['n'],1,right,['1'],6,0.03608389999999417,16,,,,,,3,19,Man,Rechts,2,
,dotcolour,xotask,dotcolour,13,2,133,133,main,positivefb,-99,easy,,0.6334282000000258,['c'],1,left,['1'],6,0.07405020000010154,65,,,,,,3,19,Man,Rechts,2,
,dotcolour,xotask,dotcolour,14,2,134,134,main,positivefb,-99,hard,,1.5825402000000395,['c'],1,left,['1'],6,0.04100659999994605,44,,,,,,3,19,Man,Rechts,2,
,dotcolour,xotask,dotcolour,15,2,135,135,main,positivefb,-99,easy,,0.6329341000000568,['n'],1,right,['1'],6,0.0790658999999323,15,,,,,,3,19,Man,Rechts,2,
,dotcolour,xotask,dotcolour,16,2,136,136,main,positivefb,-99,easy,,1.8177982000001975,['n'],1,right,['1'],6,0.1722515999999814,18,,,,,,3,19,Man,Rechts,2,
,dotcolour,xotask,dotcolour,17,2,137,137,main,positivefb,-99,average,,1.967415200000005,['c'],1,left,['3'],4,0.2554881999999452,52,,,,,,3,19,Man,Rechts,2,
,dotcolour,xotask,dotcolour,18,2,138,138,main,positivefb,-99,easy,,0.7998269000001983,['n'],1,right,['1'],6,0.07048889999987296,17,,,,,,3,19,Man,Rechts,2,
,dotcolour,xotask,dotcolour,19,2,139,139,main,positivefb,-99,average,,0.7344177999998465,['c'],1,left,['2'],5,0.1748190999999224,51,,,,,,3,19,Man,Rechts,2,
,dotcolour,xotask,dotcolour,20,2,140,140,main,positivefb,-99,hard,,1.5163718999999674,['n'],0,left,['1'],6,0.03621350000003076,43,,,,,,3,19,Man,Rechts,2,
,dotcolour,xotask,dotcolour,21,2,141,141,main,positivefb,-99,easy,,0.5340158999999858,['n'],1,right,['1'],6,0.014181700000108322,15,,,,,,3,19,Man,Rechts,2,
,dotcolour,xotask,dotcolour,22,2,142,142,main,positivefb,-99,average,,1.6826619000000846,['c'],1,left,['2'],5,0.39572950000001583,52,,,,,,3,19,Man,Rechts,2,
,dotcolour,xotask,dotcolour,23,2,143,143,main,positivefb,-99,hard,,2.016130700000076,['c'],1,left,['2'],5,0.09240680000016255,42,,,,,,3,19,Man,Rechts,2,
,dotcolour,xotask,dotcolour,24,2,144,144,main,positivefb,-99,hard,,1.401006499999994,['n'],1,right,['1'],6,0.13756880000005367,36,,,,,,3,19,Man,Rechts,2,
,dotcolour,xotask,dotcolour,25,2,145,145,main,positivefb,-99,hard,,1.7661465999999564,['c'],1,left,['2'],5,0.014434499999879336,41,,,,,,3,19,Man,Rechts,2,
,dotcolour,xotask,dotcolour,26,2,146,146,main,positivefb,-99,hard,,2.417183199999954,['n'],0,left,['3'],4,0.3186747000002015,41,,,,,,3,19,Man,Rechts,2,
,dotcolour,xotask,dotcolour,27,2,147,147,main,positivefb,-99,average,,1.0009155999998711,['n'],1,right,['1'],6,0.08232129999987592,26,,,,,,3,19,Man,Rechts,2,
,dotcolour,xotask,dotcolour,28,2,148,148,main,positivefb,-99,average,,0.9007541999999376,['n'],1,right,['1'],6,0.09170370000015282,25,,,,,,3,19,Man,Rechts,2,
,dotcolour,xotask,dotcolour,29,2,149,149,main,positivefb,-99,average,,0.651282700000138,['n'],1,right,['1'],6,0.046910900000057154,29,,,,,,3,19,Man,Rechts,2,
,dotcolour,xotask,dotcolour,30,2,150,150,main,positivefb,-99,easy,,2.533349000000044,['c'],1,left,['2'],5,0.617109100000107,64,,,,,,3,19,Man,Rechts,2,
,dotcolour,xotask,dotcolour,31,2,151,151,main,positivefb,-99,easy,,0.5336867000000893,['n'],1,right,['1'],6,0.06779140000003281,16,,,,,,3,19,Man,Rechts,2,
,dotcolour,xotask,dotcolour,32,2,152,152,main,positivefb,-99,hard,,1.46736820000001,['c'],1,left,['1'],6,0.30306819999987056,44,,,,,,3,19,Man,Rechts,2,
,dotcolour,xotask,dotcolour,33,2,153,153,main,positivefb,-99,average,,0.7841708000000835,['c'],1,left,['1'],6,0.052152800000158095,52,,,,,,3,19,Man,Rechts,2,
