starttime,task,fbtask,firsttask,withinblocktrial,block,withintasktrial,trial,running,feedback,fbscore,difflevel,n_xes,rt,resp,cor,cresp,conf_press,cj,RTconf,reddots,stoptime,sub,age,gender,handedness,session,
1715167952,xotask,xotask,dotcolour,0,0,0,0,training,negativefb,78,hard,29,1.4335673000000497,['n'],1,right,['8'],3,9.890804000000003,,,35,18,Man,Rechts,1,
,xotask,xotask,dotcolour,1,0,1,1,training,negativefb,99,easy,6,3.8001616999999897,['n'],1,right,['2'],5,3.9179037000000108,,,35,18,Man,Rechts,1,
,xotask,xotask,dotcolour,2,0,2,2,training,negativefb,87,easy,70,2.9658021999999846,['c'],1,left,['1'],6,1.8336560999999847,,,35,18,Man,Rechts,1,
,xotask,xotask,dotcolour,3,0,3,3,training,negativefb,81,easy,72,2.4658878999999843,['c'],1,left,['2'],5,1.7823126999999204,,,35,18,Man,Rechts,1,
,xotask,xotask,dotcolour,4,0,4,4,training,negativefb,21,hard,51,3.9168743000000177,['n'],0,left,['3'],4,7.555052299999943,,,35,18,Man,Rechts,1,
,xotask,xotask,dotcolour,5,0,5,5,training,negativefb,92,average,16,1.9676534000000174,['n'],1,right,['2'],5,7.637099399999897,,,35,18,Man,Rechts,1,
,xotask,xotask,dotcolour,6,0,6,6,training,negativefb,72,hard,52,1.8336765000001378,['c'],1,left,['2'],5,2.7614538000000266,,,35,18,Man,Rechts,1,
,xotask,xotask,dotcolour,7,0,7,7,training,negativefb,98,easy,71,1.5664616999999907,['c'],1,left,['2'],5,2.3250889999999345,,,35,18,Man,Rechts,1,
,xotask,xotask,dotcolour,8,0,8,8,training,negativefb,65,hard,54,1.7157932000000073,['c'],1,left,['2'],5,1.0186372999999094,,,35,18,Man,Rechts,1,
,xotask,xotask,dotcolour,9,0,9,9,training,negativefb,73,hard,53,2.934096899999986,['n'],0,left,['3'],4,2.5643890999999712,,,35,18,Man,Rechts,1,
,xotask,xotask,dotcolour,10,0,10,10,training,negativefb,76,average,63,1.5839763999999832,['c'],1,left,['2'],5,1.0303398000000925,,,35,18,Man,Rechts,1,
,xotask,xotask,dotcolour,11,0,11,11,training,negativefb,50,hard,28,1.7829229000001305,['n'],1,right,['3'],4,2.470754600000191,,,35,18,Man,Rechts,1,
,xotask,xotask,dotcolour,12,0,12,12,training,negativefb,55,easy,73,1.7998559000000114,['c'],1,left,['2'],5,0.8271856999999727,,,35,18,Man,Rechts,1,
,xotask,xotask,dotcolour,13,0,13,13,training,negativefb,85,average,19,3.417743499999915,['n'],1,right,['3'],4,1.122030999999879,,,35,18,Man,Rechts,1,
,xotask,xotask,dotcolour,14,0,14,14,training,negativefb,72,average,60,2.43362500000012,['c'],1,left,['3'],4,0.5726371000000654,,,35,18,Man,Rechts,1,
,xotask,xotask,dotcolour,15,0,15,15,training,negativefb,47,easy,8,1.7498034000000189,['n'],1,right,['3'],4,0.5843599999998332,,,35,18,Man,Rechts,1,
,xotask,xotask,dotcolour,16,0,16,16,training,negativefb,89,easy,6,2.1829402999999274,['n'],1,right,['2'],5,0.9693340999999691,,,35,18,Man,Rechts,1,
,xotask,xotask,dotcolour,17,0,17,17,training,negativefb,95,easy,9,1.1162234999999328,['n'],1,right,['2'],5,0.4302979999999934,,,35,18,Man,Rechts,1,
,xotask,xotask,dotcolour,18,0,18,18,training,negativefb,52,average,19,3.133338500000036,['n'],1,right,['3'],4,0.8484273999999914,,,35,18,Man,Rechts,1,
,xotask,xotask,dotcolour,19,0,19,19,training,negativefb,93,average,63,2.182418299999881,['c'],1,left,['3'],4,1.6328833000000031,,,35,18,Man,Rechts,1,
,xotask,xotask,dotcolour,20,0,20,20,training,negativefb,78,easy,9,2.2993108000000575,['n'],1,right,['2'],5,1.2513739999999416,,,35,18,Man,Rechts,1,
,xotask,xotask,dotcolour,21,0,21,21,training,negativefb,94,easy,5,1.0330235999999786,['n'],1,right,['1'],6,0.8317825000001449,,,35,18,Man,Rechts,1,
,xotask,xotask,dotcolour,22,0,22,22,training,negativefb,83,easy,70,2.067660200000091,['c'],1,left,['3'],4,0.46685820000016065,,,35,18,Man,Rechts,1,
,xotask,xotask,dotcolour,23,0,23,23,training,negativefb,85,hard,54,1.8003657000001567,['c'],1,left,['3'],4,0.17674979999992502,,,35,18,Man,Rechts,1,
,xotask,xotask,dotcolour,24,0,24,24,training,negativefb,96,easy,72,1.0834813999999824,['c'],1,left,['2'],5,0.4395574000000124,,,35,18,Man,Rechts,1,
,xotask,xotask,dotcolour,25,0,25,25,training,negativefb,58,average,15,1.6153810999999223,['n'],1,right,['2'],5,0.773463799999945,,,35,18,Man,Rechts,1,
,xotask,xotask,dotcolour,26,0,26,26,training,negativefb,22,hard,27,2.1673214999998436,['c'],0,right,['3'],4,0.504210300000068,,,35,18,Man,Rechts,1,
,xotask,xotask,dotcolour,27,0,27,27,training,negativefb,51,average,61,3.899588499999936,['c'],1,left,['2'],5,0.679706799999849,,,35,18,Man,Rechts,1,
,xotask,xotask,dotcolour,28,0,28,28,training,negativefb,75,easy,74,1.3183650999999372,['c'],1,left,['1'],6,0.2725695000001451,,,35,18,Man,Rechts,1,
,xotask,xotask,dotcolour,29,0,29,29,training,negativefb,66,average,63,1.9672187000001031,['n'],0,left,['3'],4,1.031745600000022,,,35,18,Man,Rechts,1,
,xotask,xotask,dotcolour,30,0,30,30,training,negativefb,47,average,18,3.217069899999842,['c'],0,right,['3'],4,1.006386200000179,,,35,18,Man,Rechts,1,
,xotask,xotask,dotcolour,31,0,31,31,training,negativefb,10,average,61,1.799276799999916,['n'],0,left,['3'],4,1.253972400000066,,,35,18,Man,Rechts,1,
,xotask,xotask,dotcolour,32,0,32,32,training,negativefb,41,hard,53,3.7502392000001237,['c'],1,left,['2'],5,2.0387920000000577,,,35,18,Man,Rechts,1,
,xotask,xotask,dotcolour,33,0,33,33,training,negativefb,57,easy,72,1.2176690000001145,['c'],1,left,['2'],5,0.6048772999999983,,,35,18,Man,Rechts,1,
,xotask,xotask,dotcolour,34,0,34,34,training,negativefb,87,hard,50,1.549828800000114,['c'],1,left,['1'],6,1.2949003000001085,,,35,18,Man,Rechts,1,
,xotask,xotask,dotcolour,35,0,35,35,training,negativefb,84,average,18,1.0159602999999606,['n'],1,right,['1'],6,0.346362900000031,,,35,18,Man,Rechts,1,
,xotask,xotask,dotcolour,36,0,36,36,training,negativefb,53,average,15,1.9502951000001758,['n'],1,right,['2'],5,0.3835136000000148,,,35,18,Man,Rechts,1,
,xotask,xotask,dotcolour,37,0,37,37,training,negativefb,22,easy,70,1.716640200000029,['n'],0,left,['2'],5,0.5797772999999324,,,35,18,Man,Rechts,1,
,xotask,xotask,dotcolour,38,0,38,38,training,negativefb,24,average,60,3.7506462000001193,['n'],0,left,['3'],4,0.7677679000000808,,,35,18,Man,Rechts,1,
,xotask,xotask,dotcolour,39,0,39,39,training,negativefb,66,average,15,5.833510800000113,['c'],0,right,['2'],5,0.8949600999999348,,,35,18,Man,Rechts,1,
,xotask,xotask,dotcolour,40,0,40,40,training,negativefb,87,hard,28,2.7324595000000045,['n'],1,right,['3'],4,2.647527500000024,,,35,18,Man,Rechts,1,
,xotask,xotask,dotcolour,41,0,41,41,training,negativefb,51,average,63,2.6668311000000813,['c'],1,left,['3'],4,0.5537756000001082,,,35,18,Man,Rechts,1,
,xotask,xotask,dotcolour,42,0,42,42,training,negativefb,59,easy,9,1.4332741999999143,['n'],1,right,['2'],5,0.7233687999998892,,,35,18,Man,Rechts,1,
,xotask,xotask,dotcolour,43,0,43,43,training,negativefb,57,easy,5,1.2156459999998788,['n'],1,right,['2'],5,0.31900709999990795,,,35,18,Man,Rechts,1,
,xotask,xotask,dotcolour,44,0,44,44,training,negativefb,99,hard,51,3.016802000000098,['c'],1,left,['8'],3,25.882396999999855,,,35,18,Man,Rechts,1,
,xotask,xotask,dotcolour,45,0,45,45,training,negativefb,94,hard,51,4.233985900000107,['c'],1,left,['8'],3,1.2887342999999873,,,35,18,Man,Rechts,1,
,xotask,xotask,dotcolour,46,0,46,46,training,negativefb,16,average,17,4.000090199999931,['c'],0,right,['3'],4,1.5098213000001124,,,35,18,Man,Rechts,1,
,xotask,xotask,dotcolour,47,0,47,47,training,negativefb,99,average,19,1.3996891000001597,['n'],1,right,['2'],5,1.9858692000000246,,,35,18,Man,Rechts,1,
,xotask,xotask,dotcolour,48,0,48,48,training,negativefb,23,hard,27,3.9989822000000004,['n'],1,right,['8'],3,2.1711700999999266,,,35,18,Man,Rechts,1,
,xotask,xotask,dotcolour,49,0,49,49,training,negativefb,16,easy,9,3.699278900000081,['c'],0,right,['3'],4,1.4957353999998304,,,35,18,Man,Rechts,1,
,xotask,xotask,dotcolour,50,0,50,50,training,negativefb,47,average,61,1.4993203000001358,['n'],0,left,['3'],4,1.296166600000106,,,35,18,Man,Rechts,1,
,xotask,xotask,dotcolour,51,0,51,51,training,negativefb,59,hard,27,1.4669693999999254,['n'],1,right,['2'],5,0.5455755000000408,,,35,18,Man,Rechts,1,
,xotask,xotask,dotcolour,52,0,52,52,training,negativefb,12,hard,25,1.0325385999999526,['n'],1,right,['2'],5,0.668274300000121,,,35,18,Man,Rechts,1,
,xotask,xotask,dotcolour,53,0,53,53,training,negativefb,99,hard,29,1.2003320000001168,['n'],1,right,['9'],2,4.648672099999885,,,35,18,Man,Rechts,1,
,xotask,xotask,dotcolour,54,0,54,54,training,negativefb,62,hard,26,1.2844748000002255,['n'],1,right,['3'],4,1.6599028999999064,,,35,18,Man,Rechts,1,
,xotask,xotask,dotcolour,55,0,55,55,training,negativefb,34,average,60,4.466167900000073,['c'],1,left,['2'],5,0.7112618000001021,,,35,18,Man,Rechts,1,
,xotask,xotask,dotcolour,56,0,56,56,training,negativefb,96,easy,9,1.7174254999999903,['n'],1,right,['1'],6,0.6544730999999047,,,35,18,Man,Rechts,1,
,xotask,xotask,dotcolour,57,0,57,57,training,negativefb,26,hard,27,3.3674473999999464,['c'],0,right,['8'],3,0.8615560999999161,,,35,18,Man,Rechts,1,
,xotask,xotask,dotcolour,58,0,58,58,training,negativefb,68,easy,74,1.4169010000000526,['c'],1,left,['1'],6,0.29942319999986466,,,35,18,Man,Rechts,1,
,xotask,xotask,dotcolour,59,0,59,59,training,negativefb,67,hard,53,6.000037399999883,['c'],1,left,['8'],3,4.880009100000052,,,35,18,Man,Rechts,1,
,xotask,xotask,dotcolour,0,1,60,60,training,negativefb,65,hard,25,1.4344117000000551,['n'],1,right,['3'],4,1.0703267999999753,,,35,18,Man,Rechts,1,
,xotask,xotask,dotcolour,1,1,61,61,training,negativefb,49,hard,50,1.4507367000001068,['c'],1,left,['2'],5,1.57888939999998,,,35,18,Man,Rechts,1,
,xotask,xotask,dotcolour,2,1,62,62,training,negativefb,25,hard,50,2.901200900000049,['n'],0,left,['8'],3,1.5277370999999675,,,35,18,Man,Rechts,1,
,xotask,xotask,dotcolour,3,1,63,63,training,negativefb,83,average,17,1.2999260999999933,['n'],1,right,['1'],6,0.25463280000008126,,,35,18,Man,Rechts,1,
,xotask,xotask,dotcolour,4,1,64,64,training,negativefb,79,average,61,1.2178252999999586,['n'],0,left,['1'],6,0.11588849999998274,,,35,18,Man,Rechts,1,
,xotask,xotask,dotcolour,5,1,65,65,training,negativefb,43,hard,25,1.283773500000052,['n'],1,right,['2'],5,0.3322821000001568,,,35,18,Man,Rechts,1,
,xotask,xotask,dotcolour,6,1,66,66,training,negativefb,64,hard,54,1.3834761000000526,['n'],0,left,['1'],6,0.16784980000011274,,,35,18,Man,Rechts,1,
,xotask,xotask,dotcolour,7,1,67,67,training,negativefb,89,easy,6,1.0164336999998795,['n'],1,right,['2'],5,1.1048981999999796,,,35,18,Man,Rechts,1,
,xotask,xotask,dotcolour,8,1,68,68,training,negativefb,81,average,61,1.7830807000000277,['c'],1,left,['3'],4,0.7012789000000339,,,35,18,Man,Rechts,1,
,xotask,xotask,dotcolour,9,1,69,69,training,negativefb,80,easy,9,0.8486972000000605,['n'],1,right,['2'],5,0.2551495000000159,,,35,18,Man,Rechts,1,
