starttime,task,fbtask,firsttask,withinblocktrial,block,withintasktrial,trial,running,feedback,fbscore,difflevel,reddots,rt,resp,cor,cresp,conf_press,cj,RTconf,n_xes,stoptime,sub,age,gender,handedness,session,
1715070662,dotcolour,dotcolour,xotask,0,0,0,0,training,positivefb,0,easy,65,9.066849199999524,['n'],0,left,['8'],4,13.645226999999977,,,28,18,Vrouw,Rechts,1,
,dotcolour,dotcolour,xotask,1,0,1,1,training,positivefb,97,average,52,8.350710699999581,['c'],1,left,['9'],5,3.513967799999591,,,28,18,Vrouw,Rechts,1,
,dotcolour,dotcolour,xotask,2,0,2,2,training,positivefb,86,hard,43,3.051007099999879,['c'],1,left,['2'],2,3.3613883999996688,,,28,18,Vrouw,Rechts,1,
,dotcolour,dotcolour,xotask,3,0,3,3,training,positivefb,5,easy,65,6.533501799999613,['n'],0,left,['2'],2,3.029344200000196,,,28,18,Vrouw,Rechts,1,
,dotcolour,dotcolour,xotask,4,0,4,4,training,positivefb,95,average,52,2.3161291000005804,['c'],1,left,['0'],6,1.6875892999996722,,,28,18,Vrouw,Rechts,1,
,dotcolour,dotcolour,xotask,5,0,5,5,training,positivefb,97,easy,63,3.300395999999637,['c'],1,left,['0'],6,2.0316021999997247,,,28,18,Vrouw,Rechts,1,
,dotcolour,dotcolour,xotask,6,0,6,6,training,positivefb,16,hard,43,2.967129300000124,['n'],0,left,['8'],4,3.4151362000002337,,,28,18,Vrouw,Rechts,1,
,dotcolour,dotcolour,xotask,7,0,7,7,training,positivefb,91,easy,16,7.851462700000411,['n'],1,right,['3'],3,2.3634576000004017,,,28,18,Vrouw,Rechts,1,
,dotcolour,dotcolour,xotask,8,0,8,8,training,positivefb,36,hard,38,3.866726000000199,['c'],0,right,['9'],5,5.545602800000779,,,28,18,Vrouw,Rechts,1,
,dotcolour,dotcolour,xotask,9,0,9,9,training,positivefb,25,average,55,6.533085299999584,['n'],0,left,['9'],5,3.022143799999867,,,28,18,Vrouw,Rechts,1,
,dotcolour,dotcolour,xotask,10,0,10,10,training,positivefb,39,average,51,2.150760900000023,['n'],0,left,['9'],5,1.5586192999999184,,,28,18,Vrouw,Rechts,1,
,dotcolour,dotcolour,xotask,11,0,11,11,training,positivefb,98,easy,65,1.9840694000004078,['c'],1,left,['0'],6,1.8244181999998546,,,28,18,Vrouw,Rechts,1,
,dotcolour,dotcolour,xotask,12,0,12,12,training,positivefb,72,average,26,1.8000529000000824,['c'],0,right,['9'],5,1.318952999999965,,,28,18,Vrouw,Rechts,1,
,dotcolour,dotcolour,xotask,13,0,13,13,training,positivefb,62,hard,36,1.5839608999995107,['c'],0,right,['0'],6,1.443435999999565,,,28,18,Vrouw,Rechts,1,
,dotcolour,dotcolour,xotask,14,0,14,14,training,positivefb,94,average,29,2.5179877999999007,['n'],1,right,['8'],4,2.2851950000003853,,,28,18,Vrouw,Rechts,1,
,dotcolour,dotcolour,xotask,15,0,15,15,training,positivefb,94,easy,61,1.8174889000001713,['c'],1,left,['0'],6,0.696038199999748,,,28,18,Vrouw,Rechts,1,
,dotcolour,dotcolour,xotask,16,0,16,16,training,positivefb,86,hard,42,2.0008544000002075,['c'],1,left,['9'],5,0.35670329999993555,,,28,18,Vrouw,Rechts,1,
,dotcolour,dotcolour,xotask,17,0,17,17,training,positivefb,85,hard,43,1.4333287999997992,['c'],1,left,['0'],6,1.1098197999999684,,,28,18,Vrouw,Rechts,1,
,dotcolour,dotcolour,xotask,18,0,18,18,training,positivefb,95,easy,62,1.700724999999693,['c'],1,left,['9'],5,0.8056597999993755,,,28,18,Vrouw,Rechts,1,
,dotcolour,dotcolour,xotask,19,0,19,19,training,positivefb,95,average,28,3.1169126000004326,['n'],1,right,['2'],2,1.9610149999998612,,,28,18,Vrouw,Rechts,1,
,dotcolour,dotcolour,xotask,20,0,20,20,training,positivefb,91,easy,15,1.8505967000000965,['n'],1,right,['0'],6,0.872212799999943,,,28,18,Vrouw,Rechts,1,
,dotcolour,dotcolour,xotask,21,0,21,21,training,positivefb,81,average,53,1.1999598000002152,['c'],1,left,['0'],6,0.5424978999999439,,,28,18,Vrouw,Rechts,1,
,dotcolour,dotcolour,xotask,22,0,22,22,training,positivefb,5,hard,35,3.3179191999997784,['c'],0,right,['3'],3,1.6681307999997443,,,28,18,Vrouw,Rechts,1,
,dotcolour,dotcolour,xotask,23,0,23,23,training,positivefb,100,easy,61,1.2506487000000561,['c'],1,left,['0'],6,1.342557900000429,,,28,18,Vrouw,Rechts,1,
,dotcolour,dotcolour,xotask,24,0,24,24,training,positivefb,63,average,29,1.1165091000002576,['c'],0,right,['0'],6,0.4529004999994868,,,28,18,Vrouw,Rechts,1,
,dotcolour,dotcolour,xotask,25,0,25,25,training,positivefb,80,easy,18,2.016731300000174,['n'],1,right,['0'],6,0.314265200000591,,,28,18,Vrouw,Rechts,1,
,dotcolour,dotcolour,xotask,26,0,26,26,training,positivefb,84,hard,37,1.5004987000002075,['c'],0,right,['0'],6,0.37778830000024755,,,28,18,Vrouw,Rechts,1,
,dotcolour,dotcolour,xotask,27,0,27,27,training,positivefb,39,hard,44,1.7672222000001057,['n'],0,left,['9'],5,3.8439478000000236,,,28,18,Vrouw,Rechts,1,
,dotcolour,dotcolour,xotask,28,0,28,28,training,positivefb,52,average,53,1.0168913000006796,['c'],1,left,['0'],6,0.4171622000003481,,,28,18,Vrouw,Rechts,1,
,dotcolour,dotcolour,xotask,29,0,29,29,training,positivefb,49,hard,37,1.8167652000001908,['n'],1,right,['8'],4,1.127409699999589,,,28,18,Vrouw,Rechts,1,
,dotcolour,dotcolour,xotask,30,0,30,30,training,positivefb,71,hard,43,1.266549899999518,['n'],0,left,['9'],5,1.4808104000003368,,,28,18,Vrouw,Rechts,1,
,dotcolour,dotcolour,xotask,31,0,31,31,training,positivefb,57,hard,45,2.984135000000606,['c'],1,left,['2'],2,1.758193000000574,,,28,18,Vrouw,Rechts,1,
