starttime,task,fbtask,firsttask,withinblocktrial,block,withintasktrial,trial,running,feedback,fbscore,difflevel,n_xes,rt,resp,cor,cresp,conf_press,cj,RTconf,reddots,post1,post2,post3,post4,post5,stoptime,sub,age,gender,handedness,session,
1715583563,xotask,xotask,dotcolour,0,0,0,0,training,negativefb,55,average,64,1.0006237000000056,['c'],1,left,['8'],4,1.0061217999999599,,,,,,,,9,18,Man,Rechts,2,
,xotask,xotask,dotcolour,1,0,1,1,training,negativefb,86,average,17,0.7319431000000804,['n'],1,right,['8'],4,0.3043170999999347,,,,,,,,9,18,Man,Rechts,2,
,xotask,xotask,dotcolour,2,0,2,2,training,negativefb,64,easy,5,0.5998653000001468,['n'],1,right,['9'],5,0.2922946999999567,,,,,,,,9,18,Man,Rechts,2,
,xotask,xotask,dotcolour,3,0,3,3,training,negativefb,44,hard,52,0.6159975000000486,['c'],1,left,['9'],5,0.22367989999997917,,,,,,,,9,18,Man,Rechts,2,
,xotask,xotask,dotcolour,4,0,4,4,training,negativefb,10,average,63,0.31745410000007723,['n'],0,left,['9'],5,0.24272049999990486,,,,,,,,9,18,Man,Rechts,2,
,xotask,xotask,dotcolour,5,0,5,5,training,negativefb,51,hard,27,1.0329971000001024,['c'],0,right,['8'],4,0.3287084999999479,,,,,,,,9,18,Man,Rechts,2,
,xotask,xotask,dotcolour,6,0,6,6,training,negativefb,85,hard,26,0.6168609999999717,['n'],1,right,['9'],5,0.29124750000005406,,,,,,,,9,18,Man,Rechts,2,
,xotask,xotask,dotcolour,7,0,7,7,training,negativefb,97,average,19,0.48267260000011447,['n'],1,right,['9'],5,0.39686970000002475,,,,,,,,9,18,Man,Rechts,2,
,xotask,xotask,dotcolour,8,0,8,8,training,negativefb,49,easy,5,1.017461400000002,['n'],1,right,['0'],6,0.172829800000045,,,,,,,,9,18,Man,Rechts,2,
,xotask,xotask,dotcolour,9,0,9,9,training,negativefb,11,hard,27,0.41547830000013164,['c'],0,right,['2'],2,0.7494881000000078,,,,,,,,9,18,Man,Rechts,2,
