starttime,task,fbtask,firsttask,withinblocktrial,block,withintasktrial,trial,running,feedback,fbscore,difflevel,n_xes,rt,resp,cor,cresp,conf_press,cj,RTconf,reddots,post1,post2,post3,post4,post5,stoptime,sub,age,gender,handedness,session,
1715681187,xotask,xotask,xotask,0,0,0,0,training,positivefb,86,easy,71,3.03484699999899,['c'],1,left,['3'],4,0.3339541999994253,,,,,,,,34,18,Man,Rechts,2,
,xotask,xotask,xotask,1,0,1,1,training,positivefb,95,easy,74,1.2674031000005925,['c'],1,left,['1'],6,0.31855090000135533,,,,,,,,34,18,Man,Rechts,2,
,xotask,xotask,xotask,2,0,2,2,training,positivefb,90,average,19,0.8992920000000595,['n'],1,right,['0'],1,0.3654064999991533,,,,,,,,34,18,Man,Rechts,2,
,xotask,xotask,xotask,3,0,3,3,training,positivefb,84,easy,74,0.9666901999989932,['c'],1,left,['1'],6,0.16787730000032752,,,,,,,,34,18,Man,Rechts,2,
,xotask,xotask,xotask,4,0,4,4,training,positivefb,74,hard,28,2.7347917999995843,['c'],0,right,['3'],4,0.3962805999999546,,,,,,,,34,18,Man,Rechts,2,
,xotask,xotask,xotask,5,0,5,5,training,positivefb,65,hard,29,2.567300000000614,['n'],1,right,['3'],4,0.422120500001256,,,,,,,,34,18,Man,Rechts,2,
,xotask,xotask,xotask,6,0,6,6,training,positivefb,76,hard,54,1.0503721000004589,['c'],1,left,['1'],6,0.13962270000047283,,,,,,,,34,18,Man,Rechts,2,
,xotask,xotask,xotask,7,0,7,7,training,positivefb,83,average,17,1.6668352000015147,['n'],1,right,['2'],5,0.16391980000116746,,,,,,,,34,18,Man,Rechts,2,
,xotask,xotask,xotask,8,0,8,8,training,positivefb,92,average,60,0.9013694000004762,['c'],1,left,['1'],6,0.11386719999973138,,,,,,,,34,18,Man,Rechts,2,
,xotask,xotask,xotask,9,0,9,9,training,positivefb,58,hard,29,2.1834822999990138,['c'],0,right,['3'],4,0.17433059999893885,,,,,,,,34,18,Man,Rechts,2,
,xotask,xotask,xotask,10,0,10,10,training,positivefb,92,easy,5,1.0156430999995791,['n'],1,right,['1'],6,0.1664942000006704,,,,,,,,34,18,Man,Rechts,2,
,xotask,xotask,xotask,11,0,11,11,training,positivefb,87,average,19,1.4497876000004908,['n'],1,right,['2'],5,0.23068339999917953,,,,,,,,34,18,Man,Rechts,2,
,xotask,xotask,xotask,12,0,12,12,training,positivefb,85,hard,53,2.86666040000091,['n'],0,left,['2'],5,0.0750819999993837,,,,,,,,34,18,Man,Rechts,2,
,xotask,xotask,xotask,13,0,13,13,training,positivefb,93,average,61,0.8832151999995403,['c'],1,left,['1'],6,0.052510800000163727,,,,,,,,34,18,Man,Rechts,2,
,xotask,xotask,xotask,14,0,14,14,training,positivefb,90,hard,28,1.3997144999993907,['n'],1,right,['3'],4,0.09143529999892053,,,,,,,,34,18,Man,Rechts,2,
,xotask,xotask,xotask,15,0,15,15,training,positivefb,85,average,61,0.9333196999996289,['c'],1,left,['2'],5,0.11486639999930048,,,,,,,,34,18,Man,Rechts,2,
,xotask,xotask,xotask,16,0,16,16,training,positivefb,89,hard,53,0.9659482999995816,['c'],1,left,['2'],5,0.039617700000235345,,,,,,,,34,18,Man,Rechts,2,
,xotask,xotask,xotask,17,0,17,17,training,positivefb,88,average,63,0.7999438999995618,['c'],1,left,['1'],6,0.05430329999944661,,,,,,,,34,18,Man,Rechts,2,
,xotask,xotask,xotask,18,0,18,18,training,positivefb,61,hard,28,3.0340658000004623,['c'],0,right,['3'],4,0.28243449999899894,,,,,,,,34,18,Man,Rechts,2,
,xotask,xotask,xotask,19,0,19,19,training,positivefb,88,hard,51,1.0837721999996575,['c'],1,left,['3'],4,0.08431580000069516,,,,,,,,34,18,Man,Rechts,2,
,xotask,xotask,xotask,20,0,20,20,training,positivefb,85,average,62,0.7837341000013112,['c'],1,left,['1'],6,0.13700500000049942,,,,,,,,34,18,Man,Rechts,2,
,xotask,xotask,xotask,21,0,21,21,training,positivefb,100,easy,70,0.6328331999993679,['c'],1,left,['2'],5,1.7702351000007184,,,,,,,,34,18,Man,Rechts,2,
,xotask,xotask,xotask,22,0,22,22,training,positivefb,90,easy,70,0.8844690000005357,['c'],1,left,['1'],6,0.04036380000070494,,,,,,,,34,18,Man,Rechts,2,
,xotask,xotask,xotask,23,0,23,23,training,positivefb,90,easy,6,1.6669555000007676,['n'],1,right,['2'],5,0.09146669999972801,,,,,,,,34,18,Man,Rechts,2,
,xotask,xotask,xotask,24,0,24,24,training,positivefb,93,average,18,1.083514699999796,['n'],1,right,['2'],5,1.9413276000013866,,,,,,,,34,18,Man,Rechts,2,
,xotask,xotask,xotask,25,0,25,25,training,positivefb,98,easy,72,0.5662040999995952,['c'],1,left,['1'],6,0.4811537000005046,,,,,,,,34,18,Man,Rechts,2,
,xotask,xotask,xotask,26,0,26,26,training,positivefb,74,hard,27,1.3994191000001592,['c'],0,right,['2'],5,0.15846310000051744,,,,,,,,34,18,Man,Rechts,2,
,xotask,xotask,xotask,27,0,27,27,training,positivefb,94,easy,8,0.7835777000000235,['n'],1,right,['1'],6,0.08825630000137608,,,,,,,,34,18,Man,Rechts,2,
,xotask,xotask,xotask,28,0,28,28,training,positivefb,89,hard,27,0.9661856999991869,['n'],1,right,['1'],6,0.06258180000077118,,,,,,,,34,18,Man,Rechts,2,
