starttime,task,fbtask,firsttask,withinblocktrial,block,withintasktrial,trial,running,feedback,fbscore,difflevel,n_xes,rt,resp,cor,cresp,conf_press,cj,RTconf,reddots,post1,post2,post3,post4,post5,stoptime,sub,age,gender,handedness,session,
1715583554,xotask,xotask,xotask,0,0,0,0,training,negativefb,98,average,62,2.9831624999999917,['c'],1,left,['2'],5,0.747907199999986,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,1,0,1,1,training,negativefb,85,average,60,1.0328452999999627,['c'],1,left,['2'],5,0.30850049999997964,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,2,0,2,2,training,negativefb,76,hard,25,0.5998594000000139,['n'],1,right,['2'],5,0.32065990000000966,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,3,0,3,3,training,negativefb,62,hard,26,0.7161882999999989,['n'],1,right,['1'],6,0.3514111000000071,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,4,0,4,4,training,negativefb,64,hard,26,0.6003505000000473,['n'],1,right,['2'],5,0.3134608999999955,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,5,0,5,5,training,negativefb,67,average,61,1.0662428999999634,['n'],0,left,['2'],5,0.3467719999999872,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,6,0,6,6,training,negativefb,74,average,63,0.6509095999999772,['c'],1,left,['2'],5,0.33909649999998237,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,7,0,7,7,training,negativefb,63,easy,73,0.6162267999999926,['c'],1,left,['2'],5,0.293433900000025,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,8,0,8,8,training,negativefb,50,easy,5,2.450630600000011,['c'],0,right,['8'],3,0.6642477999999983,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,9,0,9,9,training,negativefb,78,average,63,1.0840037000000393,['c'],1,left,['2'],5,0.48310569999995323,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,10,0,10,10,training,negativefb,94,average,18,0.8333395000000223,['n'],1,right,['2'],5,0.3666211999999973,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,11,0,11,11,training,negativefb,35,hard,54,1.0989215999999828,['c'],1,left,['3'],4,1.7962721999999758,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,12,0,12,12,training,negativefb,90,easy,74,0.8328473999999915,['c'],1,left,['2'],5,0.28333489999999983,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,13,0,13,13,training,negativefb,77,hard,28,0.6003753000000529,['n'],1,right,['2'],5,0.2390651000000048,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,14,0,14,14,training,negativefb,73,hard,53,1.116152100000022,['c'],1,left,['2'],5,0.2894023000000061,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,15,0,15,15,training,negativefb,77,easy,9,0.5665496999999959,['n'],1,right,['2'],5,0.2160701999999901,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,16,0,16,16,training,negativefb,90,average,17,0.5838795000000232,['n'],1,right,['2'],5,0.17570570000003727,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,17,0,17,17,training,negativefb,51,hard,50,0.6499822000000108,['c'],1,left,['2'],5,0.24707089999998288,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,18,0,18,18,training,negativefb,86,hard,53,0.7002699999999891,['c'],1,left,['2'],5,0.2741571000000249,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,19,0,19,19,training,negativefb,33,hard,51,0.7157555000000002,['n'],0,left,['2'],5,0.2510495000000219,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,20,0,20,20,training,negativefb,36,easy,8,0.6161594999999807,['n'],1,right,['2'],5,0.19162949999997636,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,21,0,21,21,training,negativefb,11,easy,7,0.6495095000000219,['c'],0,right,['0'],1,1.64745929999998,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,22,0,22,22,training,negativefb,74,hard,26,0.7847369000000413,['n'],1,right,['2'],5,0.3580748999999628,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,23,0,23,23,training,negativefb,69,hard,29,1.4501806999999758,['c'],0,right,['2'],5,0.32648059999996804,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,24,0,24,24,training,negativefb,37,hard,50,0.9497787000000244,['n'],0,left,['2'],5,0.28472749999997404,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,25,0,25,25,training,negativefb,86,easy,74,0.5831142000000114,['c'],1,left,['1'],6,0.5848119000000338,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,26,0,26,26,training,negativefb,86,average,18,0.5648471000000086,['n'],1,right,['2'],5,0.25968460000001414,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,27,0,27,27,training,negativefb,86,easy,6,0.4830630999999812,['n'],1,right,['1'],6,0.4384332000000768,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,28,0,28,28,training,negativefb,40,easy,73,0.6172430000000304,['c'],1,left,['2'],5,0.21199990000002344,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,29,0,29,29,training,negativefb,79,easy,72,0.6334782000000132,['c'],1,left,['2'],5,0.2426117999999633,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,30,0,30,30,training,negativefb,87,easy,5,0.4826525999999376,['n'],1,right,['1'],6,0.2458001999999624,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,31,0,31,31,training,negativefb,62,average,18,0.5492916999999125,['n'],1,right,['1'],6,0.19863899999995738,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,32,0,32,32,training,negativefb,58,hard,26,0.6663745000000745,['n'],1,right,['2'],5,0.261385300000029,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,33,0,33,33,training,negativefb,44,average,63,0.6158378000000084,['c'],1,left,['2'],5,0.2099971000000096,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,34,0,34,34,training,negativefb,56,easy,70,0.7006370000000288,['c'],1,left,['2'],5,0.24542810000002646,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,35,0,35,35,training,negativefb,50,hard,29,0.533745900000099,['n'],1,right,['2'],5,0.2720537999999806,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,36,0,36,36,training,negativefb,84,average,61,0.7329323999999815,['c'],1,left,['2'],5,0.303427299999953,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,37,0,37,37,training,negativefb,85,average,63,0.41685839999991003,['c'],1,left,['2'],5,0.2821810000000369,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,38,0,38,38,training,negativefb,68,average,18,0.682596999999987,['n'],1,right,['2'],5,0.1886456999999382,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,39,0,39,39,training,negativefb,55,hard,51,1.1660273000001098,['n'],0,left,['3'],4,0.2543557999999848,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,40,0,40,40,training,negativefb,51,easy,73,1.099959799999965,['c'],1,left,['2'],5,0.2243782000000465,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,41,0,41,41,training,negativefb,27,average,60,0.5330046999999922,['c'],1,left,['2'],5,0.29813319999993837,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,42,0,42,42,training,negativefb,35,average,16,0.5513037000000622,['n'],1,right,['2'],5,0.24029539999992267,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,43,0,43,43,training,negativefb,37,hard,51,1.4498307000000068,['n'],0,left,['3'],4,0.7500438999999233,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,44,0,44,44,training,negativefb,53,average,18,0.549173499999938,['n'],1,right,['2'],5,0.6343313999999509,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,45,0,45,45,training,negativefb,29,easy,6,0.46652990000006866,['n'],1,right,['1'],6,0.31841420000000653,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,46,0,46,46,training,negativefb,77,average,16,0.7008650000000216,['n'],1,right,['2'],5,0.26955020000002605,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,47,0,47,47,training,negativefb,49,average,17,0.5330402999999251,['n'],1,right,['2'],5,0.21379239999998845,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,48,0,48,48,training,negativefb,39,average,64,0.7664321999999402,['c'],1,left,['2'],5,0.28734960000008414,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,49,0,49,49,training,negativefb,59,easy,72,0.46558149999998477,['c'],1,left,['2'],5,0.24832630000003064,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,50,0,50,50,training,negativefb,70,easy,7,0.5174207000000024,['n'],1,right,['2'],5,0.2981965000000173,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,51,0,51,51,training,negativefb,76,hard,52,0.9507029000000102,['c'],1,left,['2'],5,0.25713120000000345,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,52,0,52,52,training,negativefb,13,easy,5,0.6837578999999323,['n'],1,right,['2'],5,0.2113298000000441,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,53,0,53,53,training,negativefb,62,easy,5,0.7672565999999961,['n'],1,right,['2'],5,0.25339660000008735,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,54,0,54,54,training,negativefb,81,average,17,0.6339094999999588,['n'],1,right,['2'],5,0.21721339999999145,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,55,0,55,55,training,negativefb,65,hard,29,0.48354119999999057,['n'],1,right,['2'],5,0.1574335999999903,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,56,0,56,56,training,negativefb,82,hard,25,1.3326006999999436,['n'],1,right,['2'],5,0.1631135999999742,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,57,0,57,57,training,negativefb,64,easy,73,0.5156420999999227,['c'],1,left,['2'],5,0.17686570000000756,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,58,0,58,58,training,negativefb,53,hard,52,0.6173162999999704,['c'],1,left,['2'],5,0.18481939999992392,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,59,0,59,59,training,negativefb,63,easy,71,0.534051599999998,['c'],1,left,['2'],5,0.19609319999995023,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,0,1,60,60,training,negativefb,75,average,61,0.666658200000029,['c'],1,left,['2'],5,0.1841473000000633,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,1,1,61,61,training,negativefb,45,hard,51,0.6999845000000278,['c'],1,left,['2'],5,0.14047369999991588,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,2,1,62,62,training,negativefb,78,average,62,0.5669446000000562,['c'],1,left,['2'],5,0.18497489999992922,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,3,1,63,63,training,negativefb,54,average,17,0.6001942000000327,['n'],1,right,['2'],5,0.12070970000002035,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,4,1,64,64,training,negativefb,3,easy,7,0.48297969999998713,['c'],0,right,['9'],2,1.3770302000000356,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,5,1,65,65,training,negativefb,38,hard,54,0.8835544999999456,['c'],1,left,['2'],5,0.15882650000003196,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,6,1,66,66,training,negativefb,38,hard,54,1.0491502999999511,['c'],1,left,['2'],5,0.1597585000000663,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,7,1,67,67,training,negativefb,86,hard,26,0.6164741999999706,['n'],1,right,['2'],5,0.16906089999997675,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,8,1,68,68,training,negativefb,74,hard,51,0.7665637000000061,['c'],1,left,['2'],5,0.15479659999994055,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,9,1,69,69,training,negativefb,80,easy,72,0.5668574000000035,['c'],1,left,['2'],5,0.15937059999998837,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,10,1,70,70,training,negativefb,62,easy,5,0.5332012999999733,['n'],1,right,['2'],5,0.07513110000002143,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,11,1,71,71,training,negativefb,71,average,64,0.5165622999999187,['c'],1,left,['2'],5,0.1646046999999271,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,12,1,72,72,training,negativefb,68,average,63,0.6335666999999603,['c'],1,left,['2'],5,0.14942179999991367,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,13,1,73,73,training,negativefb,52,hard,28,0.9172310999999809,['n'],1,right,['2'],5,0.1549332999999251,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,14,1,74,74,training,negativefb,92,average,63,0.6172447000000147,['c'],1,left,['2'],5,0.18833270000004632,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,15,1,75,75,training,negativefb,69,hard,51,0.4839671999999382,['c'],1,left,['2'],5,0.16168550000008963,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,16,1,76,76,training,negativefb,60,average,15,0.501564099999996,['n'],1,right,['2'],5,0.10307000000000244,,,,,,,,16,21,Vrouw,Rechts,2,
,xotask,xotask,xotask,17,1,77,77,training,negativefb,60,average,18,0.5506012999999257,['c'],0,right,['9'],2,0.9657350999999608,,,,,,,,16,21,Vrouw,Rechts,2,
