starttime,task,fbtask,firsttask,withinblocktrial,block,withintasktrial,trial,running,feedback,fbscore,difflevel,n_xes,rt,resp,cor,cresp,conf_press,cj,RTconf,reddots,stoptime,sub,age,gender,handedness,session,
1715070661,xotask,xotask,dotcolour,0,0,0,0,training,negativefb,92,easy,70,3.7009456000000682,['c'],1,left,['3'],3,2.661306100000047,,,27,18,Vrouw,Rechts,1,
,xotask,xotask,dotcolour,1,0,1,1,training,negativefb,4,average,63,1.8682395999999244,['n'],0,left,['3'],3,2.3745409999999083,,,27,18,Vrouw,Rechts,1,
,xotask,xotask,dotcolour,2,0,2,2,training,negativefb,59,hard,53,1.866084199999932,['c'],1,left,['8'],4,1.8452978000000257,,,27,18,Vrouw,Rechts,1,
,xotask,xotask,dotcolour,3,0,3,3,training,negativefb,66,average,16,1.3004433999999492,['n'],1,right,['8'],4,0.9751524999999219,,,27,18,Vrouw,Rechts,1,
,xotask,xotask,dotcolour,4,0,4,4,training,negativefb,98,easy,6,0.899769600000127,['n'],1,right,['9'],5,0.8040117999998984,,,27,18,Vrouw,Rechts,1,
,xotask,xotask,dotcolour,5,0,5,5,training,negativefb,71,hard,51,2.2832068000000163,['c'],1,left,['8'],4,0.5839574999999968,,,27,18,Vrouw,Rechts,1,
,xotask,xotask,dotcolour,6,0,6,6,training,negativefb,71,hard,53,2.166492699999935,['c'],1,left,['3'],3,0.5063652000001184,,,27,18,Vrouw,Rechts,1,
,xotask,xotask,dotcolour,7,0,7,7,training,negativefb,88,easy,5,1.2168503000000328,['n'],1,right,['9'],5,0.990594000000101,,,27,18,Vrouw,Rechts,1,
,xotask,xotask,dotcolour,8,0,8,8,training,negativefb,99,easy,70,1.067308099999991,['c'],1,left,['0'],6,1.4031666999999288,,,27,18,Vrouw,Rechts,1,
,xotask,xotask,dotcolour,9,0,9,9,training,negativefb,78,easy,74,1.7015827999998692,['c'],1,left,['9'],5,0.44667170000002443,,,27,18,Vrouw,Rechts,1,
,xotask,xotask,dotcolour,10,0,10,10,training,negativefb,98,average,64,2.617249799999854,['c'],1,left,['8'],4,1.3257782000000589,,,27,18,Vrouw,Rechts,1,
,xotask,xotask,dotcolour,11,0,11,11,training,negativefb,86,average,62,2.183741300000065,['c'],1,left,['3'],3,0.4480105000000094,,,27,18,Vrouw,Rechts,1,
,xotask,xotask,dotcolour,12,0,12,12,training,negativefb,28,hard,29,2.4331378999997924,['c'],0,right,['8'],4,0.5577634999999646,,,27,18,Vrouw,Rechts,1,
