starttime,task,fbtask,firsttask,withinblocktrial,block,withintasktrial,trial,running,feedback,fbscore,difflevel,n_xes,rt,resp,cor,cresp,conf_press,cj,RTconf,reddots,stoptime,sub,age,gender,handedness,session,
1715076136,xotask,xotask,xotask,0,0,0,0,training,positivefb,96,hard,51,0.9836150000000998,['c'],1,left,['2'],5,2.665106499999638,,,32,18,Man,Rechts,1,
,xotask,xotask,xotask,1,0,1,1,training,positivefb,99,easy,73,1.3837775000001784,['c'],1,left,['2'],5,0.8141500000001543,,,32,18,Man,Rechts,1,
,xotask,xotask,xotask,2,0,2,2,training,positivefb,89,hard,53,1.3342274999995425,['n'],0,left,['8'],3,0.3115875999992568,,,32,18,Man,Rechts,1,
,xotask,xotask,xotask,3,0,3,3,training,positivefb,21,easy,7,3.315609199999926,['c'],0,right,['8'],3,1.5281506999999692,,,32,18,Man,Rechts,1,
,xotask,xotask,xotask,4,0,4,4,training,positivefb,90,hard,53,2.248970499999814,['c'],1,left,['2'],5,1.3200952999995934,,,32,18,Man,Rechts,1,
,xotask,xotask,xotask,5,0,5,5,training,positivefb,71,easy,6,2.201074900000094,['n'],1,right,['2'],5,1.1712963999998465,,,32,18,Man,Rechts,1,
,xotask,xotask,xotask,6,0,6,6,training,positivefb,92,hard,52,1.3012223000005179,['c'],1,left,['2'],5,2.464746499999819,,,32,18,Man,Rechts,1,
,xotask,xotask,xotask,7,0,7,7,training,positivefb,84,hard,26,1.2332118999993327,['n'],1,right,['2'],5,1.38894960000016,,,32,18,Man,Rechts,1,
,xotask,xotask,xotask,8,0,8,8,training,positivefb,93,hard,28,1.4509117999996306,['n'],1,right,['3'],4,0.8267626999995628,,,32,18,Man,Rechts,1,
,xotask,xotask,xotask,9,0,9,9,training,positivefb,16,average,62,1.1322924000005514,['n'],0,left,['2'],5,0.7248973000005208,,,32,18,Man,Rechts,1,
,xotask,xotask,xotask,10,0,10,10,training,positivefb,92,average,19,0.8668686000000889,['n'],1,right,['3'],4,0.4282238999994661,,,32,18,Man,Rechts,1,
,xotask,xotask,xotask,11,0,11,11,training,positivefb,99,hard,26,0.849458699999559,['n'],1,right,['2'],5,0.642868300000373,,,32,18,Man,Rechts,1,
,xotask,xotask,xotask,12,0,12,12,training,positivefb,87,average,18,1.3504606999995303,['n'],1,right,['2'],5,0.4832030000006853,,,32,18,Man,Rechts,1,
,xotask,xotask,xotask,13,0,13,13,training,positivefb,97,easy,73,0.9841178000006039,['c'],1,left,['2'],5,0.912438999999722,,,32,18,Man,Rechts,1,
,xotask,xotask,xotask,14,0,14,14,training,positivefb,99,easy,7,0.7338399000000209,['n'],1,right,['1'],6,0.42360199999984616,,,32,18,Man,Rechts,1,
,xotask,xotask,xotask,15,0,15,15,training,positivefb,88,average,17,1.1164237000002686,['n'],1,right,['2'],5,1.0342916999998124,,,32,18,Man,Rechts,1,
,xotask,xotask,xotask,16,0,16,16,training,positivefb,96,hard,52,0.916953700000704,['c'],1,left,['2'],5,1.6286669999999503,,,32,18,Man,Rechts,1,
,xotask,xotask,xotask,17,0,17,17,training,positivefb,100,easy,71,0.9161334000000352,['c'],1,left,['2'],5,1.1657146999996257,,,32,18,Man,Rechts,1,
,xotask,xotask,xotask,18,0,18,18,training,positivefb,14,average,61,0.7836379999998826,['n'],0,left,['2'],5,1.6873969999996916,,,32,18,Man,Rechts,1,
,xotask,xotask,xotask,19,0,19,19,training,positivefb,47,average,60,2.632129999999961,['n'],0,left,['3'],4,2.211139300000468,,,32,18,Man,Rechts,1,
,xotask,xotask,xotask,20,0,20,20,training,positivefb,28,average,60,1.0999072999993587,['n'],0,left,['3'],4,0.7177505999998175,,,32,18,Man,Rechts,1,
,xotask,xotask,xotask,21,0,21,21,training,positivefb,89,easy,72,0.8998805000001084,['c'],1,left,['2'],5,0.8698518000001059,,,32,18,Man,Rechts,1,
,xotask,xotask,xotask,22,0,22,22,training,positivefb,69,average,62,1.2337753000001612,['c'],1,left,['2'],5,0.5932530000000042,,,32,18,Man,Rechts,1,
,xotask,xotask,xotask,23,0,23,23,training,positivefb,90,hard,28,0.9342608999995718,['n'],1,right,['9'],2,0.38128409999990254,,,32,18,Man,Rechts,1,
,xotask,xotask,xotask,24,0,24,24,training,positivefb,90,average,60,1.5995935999999347,['c'],1,left,['2'],5,1.100856400000339,,,32,18,Man,Rechts,1,
,xotask,xotask,xotask,25,0,25,25,training,positivefb,88,easy,6,0.8672196999996231,['n'],1,right,['2'],5,0.9751624999998967,,,32,18,Man,Rechts,1,
,xotask,xotask,xotask,26,0,26,26,training,positivefb,91,average,19,0.8836931000005279,['n'],1,right,['2'],5,0.4121201999996629,,,32,18,Man,Rechts,1,
,xotask,xotask,xotask,27,0,27,27,training,positivefb,90,hard,53,1.5678766999999425,['c'],1,left,['1'],6,0.5260435000000143,,,32,18,Man,Rechts,1,
,xotask,xotask,xotask,28,0,28,28,training,positivefb,98,easy,6,1.067066700000396,['n'],1,right,['1'],6,0.2552740000000995,,,32,18,Man,Rechts,1,
,xotask,xotask,xotask,29,0,29,29,training,positivefb,72,hard,29,1.3844500999994125,['n'],1,right,['2'],5,0.34152569999969273,,,32,18,Man,Rechts,1,
,xotask,xotask,xotask,30,0,30,30,training,positivefb,63,average,60,2.049936199999138,['c'],1,left,['3'],4,0.5585970000001907,,,32,18,Man,Rechts,1,
,xotask,xotask,xotask,31,0,31,31,training,positivefb,89,average,18,1.6506198999995831,['n'],1,right,['3'],4,0.34152540000013687,,,32,18,Man,Rechts,1,
,xotask,xotask,xotask,32,0,32,32,training,positivefb,91,hard,29,1.5681078999996316,['n'],1,right,['3'],4,0.3223267000003034,,,32,18,Man,Rechts,1,
,xotask,xotask,xotask,33,0,33,33,training,positivefb,85,average,19,0.999108800000613,['n'],1,right,['2'],5,0.5572029000004477,,,32,18,Man,Rechts,1,
