starttime,task,fbtask,firsttask,withinblocktrial,block,withintasktrial,trial,running,feedback,fbscore,difflevel,reddots,rt,resp,cor,cresp,conf_press,cj,RTconf,n_xes,post1,post2,post3,post4,post5,stoptime,sub,age,gender,handedness,session,
1715669945,dotcolour,dotcolour,xotask,0,0,0,0,training,negativefb,98,average,52,0.5851769999999306,['c'],1,left,['0'],6,4.479861300000039,,,,,,,,12,18,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,1,0,1,1,training,negativefb,33,easy,64,2.583087599999999,['n'],0,left,['8'],4,0.6366987999999765,,,,,,,,12,18,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,2,0,2,2,training,negativefb,69,hard,39,0.9994358000001284,['n'],1,right,['9'],5,0.22730550000005678,,,,,,,,12,18,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,3,0,3,3,training,negativefb,43,average,27,0.8658637999999428,['n'],1,right,['9'],5,0.10405830000013339,,,,,,,,12,18,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,4,0,4,4,training,negativefb,57,hard,42,1.1500088000000233,['c'],1,left,['9'],5,0.08579119999990326,,,,,,,,12,18,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,5,0,5,5,training,negativefb,46,easy,17,0.6499354000000039,['n'],1,right,['9'],5,0.08874530000002778,,,,,,,,12,18,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,6,0,6,6,training,negativefb,69,average,53,1.233313699999826,['c'],1,left,['0'],6,0.251689499999884,,,,,,,,12,18,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,7,0,7,7,training,negativefb,53,average,54,0.7169596000001093,['c'],1,left,['0'],6,0.14915259999997943,,,,,,,,12,18,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,8,0,8,8,training,negativefb,64,easy,18,0.5500060999997913,['n'],1,right,['0'],6,0.2169909000001553,,,,,,,,12,18,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,9,0,9,9,training,negativefb,51,average,28,0.6832170000000133,['n'],1,right,['0'],6,0.12561349999987215,,,,,,,,12,18,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,10,0,10,10,training,negativefb,79,hard,45,0.5668206000000282,['n'],0,left,['0'],6,0.09814200000005258,,,,,,,,12,18,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,11,0,11,11,training,negativefb,43,hard,44,0.3999294000000191,['n'],0,left,['0'],6,0.12647149999997964,,,,,,,,12,18,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,12,0,12,12,training,negativefb,45,average,29,0.05863449999992554,['c'],0,right,['0'],6,0.9222916999999597,,,,,,,,12,18,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,13,0,13,13,training,negativefb,85,hard,35,0.6656616999998732,['n'],1,right,['0'],6,0.09781559999987621,,,,,,,,12,18,Vrouw,Rechts,2,
