starttime,task,fbtask,firsttask,withinblocktrial,block,withintasktrial,trial,running,feedback,fbscore,difflevel,reddots,rt,resp,cor,cresp,conf_press,cj,RTconf,n_xes,stoptime,sub,age,gender,handedness,session,
1716280272,dotcolour,dotcolour,dotcolour,0,0,0,0,training,positivefb,99,easy,65,1.3175176000000874,['c'],1,left,['2'],5,1.6618045000000166,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,1,0,1,1,training,positivefb,95,average,55,0.6837322000000086,['c'],1,left,['3'],4,0.7919983000000457,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,2,0,2,2,training,positivefb,81,hard,36,0.7332989999999882,['c'],0,right,['2'],5,0.9232844000000568,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,3,0,3,3,training,positivefb,90,hard,38,1.049964799999998,['n'],1,right,['9'],2,0.8599536000000398,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,4,0,4,4,training,positivefb,100,easy,64,0.6841544999999769,['c'],1,left,['3'],4,0.9580710999999837,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,5,0,5,5,training,positivefb,89,hard,41,0.7834883000000445,['c'],1,left,['9'],2,0.5206855999999789,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,6,0,6,6,training,positivefb,14,easy,15,1.501426199999969,['c'],0,right,['3'],4,1.4640522999999348,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,7,0,7,7,training,positivefb,75,easy,63,0.9343940999999631,['c'],1,left,['3'],4,0.7678895999999895,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,8,0,8,8,training,positivefb,91,hard,44,1.0663604000000078,['c'],1,left,['3'],4,1.1901572000000442,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,9,0,9,9,training,positivefb,98,easy,16,1.633054599999923,['n'],1,right,['3'],4,1.3326512999999522,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,10,0,10,10,training,positivefb,96,easy,62,1.5001283000000285,['c'],1,left,['2'],5,0.6826988000000256,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,11,0,11,11,training,positivefb,72,average,54,2.8340725000000475,['c'],1,left,['0'],1,0.7234620000000405,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,12,0,12,12,training,positivefb,49,hard,43,1.3837128999999777,['c'],1,left,['9'],2,0.6647563000000218,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,13,0,13,13,training,positivefb,89,hard,42,0.8174948999999287,['c'],1,left,['9'],2,0.42208579999999074,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,14,0,14,14,training,positivefb,54,hard,37,0.783747500000004,['c'],0,right,['9'],2,1.0781677999999602,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,15,0,15,15,training,positivefb,95,average,52,0.7498847999999043,['c'],1,left,['9'],2,0.7560465000000249,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,16,0,16,16,training,positivefb,93,average,51,0.6338937000000442,['c'],1,left,['9'],2,0.364143399999989,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,17,0,17,17,training,positivefb,92,easy,61,0.7009791000000405,['c'],1,left,['9'],2,0.32216909999999643,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,18,0,18,18,training,positivefb,90,hard,45,1.4329666999999517,['n'],0,left,['1'],6,0.8682658000000174,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,19,0,19,19,training,positivefb,85,average,27,1.467158599999948,['n'],1,right,['1'],6,0.5021540000000186,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,20,0,20,20,training,positivefb,88,average,53,0.7178912000000537,['c'],1,left,['3'],4,0.7735030999999708,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,21,0,21,21,training,positivefb,99,average,52,0.6670142000000396,['c'],1,left,['9'],2,0.40359239999997953,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,22,0,22,22,training,positivefb,61,average,26,0.551093700000024,['c'],0,right,['9'],2,0.6056895000000395,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,23,0,23,23,training,positivefb,95,hard,43,0.6332530000000816,['c'],1,left,['9'],2,0.5476366999999982,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,24,0,24,24,training,positivefb,100,average,54,0.3462251999999353,['c'],1,left,['1'],6,0.599617999999964,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,25,0,25,25,training,positivefb,96,easy,61,0.4999622000000272,['c'],1,left,['1'],6,0.5788566999999603,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,26,0,26,26,training,positivefb,61,hard,42,0.7505439999999908,['c'],1,left,['3'],4,0.3902554000000009,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,27,0,27,27,training,positivefb,87,hard,38,0.8012489000000187,['c'],0,right,['2'],5,1.2869651999999405,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,28,0,28,28,training,positivefb,95,easy,18,1.8502695000000813,['c'],0,right,['1'],6,0.5689260999999988,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,29,0,29,29,training,positivefb,93,easy,17,1.1661663999999519,['n'],1,right,['1'],6,0.8117299000000457,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,30,0,30,30,training,positivefb,97,average,27,0.9673475000000735,['n'],1,right,['1'],6,0.589077399999951,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,31,0,31,31,training,positivefb,99,average,26,0.7009094999999661,['n'],1,right,['1'],6,1.0577908000000207,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,32,0,32,32,training,positivefb,90,easy,64,1.3163180000000239,['c'],1,left,['1'],6,0.41836579999994683,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,33,0,33,33,training,positivefb,95,hard,41,0.950006099999996,['n'],0,left,['1'],6,0.2596472000000176,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,34,0,34,34,training,positivefb,92,easy,17,1.1845782999999983,['n'],1,right,['1'],6,0.4980721000000585,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,35,0,35,35,training,positivefb,99,easy,62,0.9507270999999946,['c'],1,left,['1'],6,0.4003603999999541,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,36,0,36,36,training,positivefb,92,easy,16,0.667230399999994,['n'],1,right,['1'],6,0.4216473000000178,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,37,0,37,37,training,positivefb,95,hard,35,0.6177754000000277,['n'],1,right,['1'],6,0.24440529999992577,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,38,0,38,38,training,positivefb,97,average,29,0.4344833000000108,['n'],1,right,['1'],6,0.28173389999994924,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,39,0,39,39,training,positivefb,88,average,28,0.400662900000043,['n'],1,right,['1'],6,0.22226809999995112,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,40,0,40,40,training,positivefb,97,average,29,0.5338551000000962,['n'],1,right,['1'],6,0.1843403999999964,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,41,0,41,41,training,positivefb,99,hard,37,0.4669579999999769,['n'],1,right,['1'],6,0.1823617000000013,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,42,0,42,42,training,positivefb,24,average,54,0.5160979999999427,['n'],0,left,['8'],3,0.6745064000000411,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,43,0,43,43,training,positivefb,96,hard,35,0.8008293999999978,['n'],1,right,['8'],3,1.447837800000002,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,44,0,44,44,training,positivefb,89,hard,45,0.8841000999999551,['n'],0,left,['8'],3,0.2583601000000044,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,45,0,45,45,training,positivefb,87,hard,37,0.5998142999999345,['n'],1,right,['8'],3,0.24038099999995666,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,46,0,46,46,training,positivefb,78,average,55,0.8165720000000647,['c'],1,left,['1'],6,0.31840679999993426,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,47,0,47,47,training,positivefb,99,easy,17,0.5675988000000416,['n'],1,right,['1'],6,0.31495380000001205,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,48,0,48,48,training,positivefb,86,hard,37,0.6171719999999823,['n'],1,right,['1'],6,0.30980859999999666,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,49,0,49,49,training,positivefb,95,easy,64,0.7841015000000198,['c'],1,left,['1'],6,0.2983315000000175,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,50,0,50,50,training,positivefb,99,average,29,0.6175730000001067,['n'],1,right,['1'],6,0.28579899999999725,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,51,0,51,51,training,positivefb,92,hard,35,0.6177359000000706,['n'],1,right,['1'],6,0.322132799999963,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,52,0,52,52,training,positivefb,86,average,27,0.5671000999999478,['n'],1,right,['1'],6,0.7265760000000228,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,53,0,53,53,training,positivefb,89,hard,41,0.5834734999999682,['n'],0,left,['8'],3,0.6104513000000225,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,54,0,54,54,training,positivefb,99,easy,62,0.8165758000000096,['c'],1,left,['1'],6,0.42555049999998573,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,55,0,55,55,training,positivefb,93,easy,18,0.6660979999999199,['n'],1,right,['1'],6,0.3583776000000398,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,56,0,56,56,training,positivefb,73,easy,18,1.0326988000000483,['n'],1,right,['1'],6,0.2791159000000789,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,57,0,57,57,training,positivefb,99,easy,15,0.8326847999999245,['n'],1,right,['1'],6,0.30719809999993686,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,58,0,58,58,training,positivefb,85,average,29,0.6007714999999507,['n'],1,right,['1'],6,0.3832012999999961,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,59,0,59,59,training,positivefb,70,average,54,0.9003573999999617,['n'],0,left,['1'],6,0.30788270000005014,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,0,1,60,60,training,positivefb,98,hard,45,0.9505748999999923,['c'],1,left,['1'],6,0.537161600000104,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,1,1,61,61,training,positivefb,54,hard,44,0.7177789999999504,['n'],0,left,['1'],6,0.8871924999999692,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,2,1,62,62,training,positivefb,87,average,53,3.44972400000006,['c'],1,left,['8'],3,0.4099856999999929,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,3,1,63,63,training,positivefb,63,hard,35,1.2495675999999776,['c'],0,right,['8'],3,0.47192839999991065,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,4,1,64,64,training,positivefb,78,average,51,0.7677092999999786,['n'],0,left,['2'],5,0.37460920000000897,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,5,1,65,65,training,positivefb,97,average,51,0.7659345999999232,['c'],1,left,['2'],5,1.2013812000000144,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,6,1,66,66,training,positivefb,98,average,51,0.7011264999999867,['c'],1,left,['2'],5,0.46061359999998785,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,7,1,67,67,training,positivefb,97,easy,18,0.6836490999999114,['n'],1,right,['2'],5,0.7433111000000281,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,8,1,68,68,training,positivefb,84,average,29,0.6343557999999803,['n'],1,right,['2'],5,0.35273370000004434,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,9,1,69,69,training,positivefb,98,easy,15,0.716549299999997,['n'],1,right,['2'],5,0.6301187000000255,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,10,1,70,70,training,positivefb,97,average,26,0.7666805000000068,['n'],1,right,['1'],6,0.2947510000000193,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,11,1,71,71,training,positivefb,99,easy,18,0.7666993000000275,['n'],1,right,['1'],6,0.9567522999999483,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,12,1,72,72,training,positivefb,59,average,27,1.0172016999999869,['n'],1,right,['1'],6,0.3980470000000196,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,13,1,73,73,training,positivefb,97,easy,18,0.9009267000000136,['n'],1,right,['1'],6,1.0027240000000575,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,14,1,74,74,training,positivefb,99,easy,18,0.8177279999999882,['n'],1,right,['1'],6,0.6019861999999421,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,15,1,75,75,training,positivefb,94,easy,17,0.9342260000000806,['n'],1,right,['1'],6,0.47679149999999026,,,37,32,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,16,1,76,76,training,positivefb,96,average,26,0.6164945000000444,['n'],1,right,['1'],6,0.35315639999998893,,,37,32,Vrouw,Rechts,1,
