starttime,task,fbtask,firsttask,withinblocktrial,block,withintasktrial,trial,running,feedback,fbscore,difflevel,reddots,rt,resp,cor,cresp,conf_press,cj,RTconf,n_xes,stoptime,sub,age,gender,handedness,session,
1714978772,dotcolour,dotcolour,dotcolour,0,0,0,0,training,negativefb,2,hard,41,2.8008012000000235,['n'],0,left,['9'],5,5.636661099999856,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,1,0,1,1,training,negativefb,2,hard,39,2.7009345999999823,['c'],0,right,['8'],4,5.006561500000089,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,2,0,2,2,training,negativefb,88,average,27,2.9333317000000534,['n'],1,right,['2'],2,4.894950799999833,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,3,0,3,3,training,negativefb,18,easy,17,1.2170991000000413,['c'],0,right,['0'],6,1.3288129999998546,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,4,0,4,4,training,negativefb,36,hard,38,2.7173660999999356,['c'],0,right,['1'],1,1.0693974000000708,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,5,0,5,5,training,negativefb,89,average,51,1.4170059000000492,['c'],1,left,['0'],6,4.986814500000037,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,6,0,6,6,training,negativefb,43,hard,38,1.7338388000000577,['n'],1,right,['0'],6,0.532122599999866,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,7,0,7,7,training,negativefb,72,hard,44,1.217119700000012,['c'],1,left,['1'],1,0.421115699999973,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,8,0,8,8,training,negativefb,57,hard,37,1.4006010999999035,['n'],1,right,['0'],6,0.46950969999988956,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,9,0,9,9,training,negativefb,92,easy,64,1.0515852000000905,['c'],1,left,['1'],1,0.33653469999990193,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,10,0,10,10,training,negativefb,85,easy,65,1.066462700000102,['c'],1,left,['0'],6,0.48005140000009305,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,11,0,11,11,training,negativefb,82,hard,35,1.4995355999999447,['n'],1,right,['0'],6,0.8501854000001003,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,12,0,12,12,training,negativefb,39,hard,43,0.7501589000000877,['c'],1,left,['0'],6,0.4425149000001056,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,13,0,13,13,training,negativefb,76,average,29,0.8670715999999175,['n'],1,right,['0'],6,0.26234249999993153,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,14,0,14,14,training,negativefb,75,hard,38,0.8172342000000299,['c'],0,right,['0'],6,0.24339000000009037,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,15,0,15,15,training,negativefb,75,average,55,0.8833700000000135,['c'],1,left,['8'],4,1.8462714999998298,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,16,0,16,16,training,negativefb,87,easy,17,1.0168295999999373,['n'],1,right,['0'],6,0.2762009999999009,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,17,0,17,17,training,negativefb,77,easy,18,0.7831555999998727,['n'],1,right,['0'],6,0.21846640000012485,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,18,0,18,18,training,negativefb,37,average,26,0.6343342000000121,['n'],1,right,['0'],6,0.20020209999984218,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,19,0,19,19,training,negativefb,72,easy,16,0.5337130000000343,['n'],1,right,['0'],6,0.2190841999999975,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,20,0,20,20,training,negativefb,54,average,27,0.751989999999978,['n'],1,right,['0'],6,0.2193706000000475,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,21,0,21,21,training,negativefb,49,average,52,0.7007429000000229,['c'],1,left,['1'],1,0.3107910000001084,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,22,0,22,22,training,negativefb,89,easy,61,0.816244099999949,['c'],1,left,['0'],6,0.29863320000004023,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,23,0,23,23,training,negativefb,76,easy,18,0.6672175999999581,['n'],1,right,['0'],6,0.22050749999993968,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,24,0,24,24,training,negativefb,81,easy,64,0.6337834000000839,['c'],1,left,['0'],6,0.5703627999998844,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,25,0,25,25,training,negativefb,76,average,27,0.5998257999999623,['n'],1,right,['0'],6,0.14769729999989067,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,26,0,26,26,training,negativefb,59,hard,42,0.5826495999999679,['c'],1,left,['0'],6,0.3509954999999536,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,27,0,27,27,training,negativefb,73,average,29,0.6663270999999895,['n'],1,right,['0'],6,0.16614099999992504,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,28,0,28,28,training,negativefb,75,average,28,0.48287839999989046,['n'],1,right,['0'],6,0.22787680000010369,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,29,0,29,29,training,negativefb,4,average,54,0.3161648000000241,['n'],0,left,['1'],1,0.7991167000000132,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,30,0,30,30,training,negativefb,90,easy,62,0.7835601000001589,['c'],1,left,['1'],1,0.2398476999999275,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,31,0,31,31,training,negativefb,80,hard,35,1.4667449000000943,['n'],1,right,['0'],6,0.23581239999998616,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,32,0,32,32,training,negativefb,77,average,29,1.0334671999999046,['n'],1,right,['0'],6,0.27319740000007187,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,33,0,33,33,training,negativefb,63,easy,18,0.5668785999998818,['n'],1,right,['0'],6,0.1917775999997957,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,34,0,34,34,training,negativefb,45,hard,42,1.1675352000002022,['c'],1,left,['0'],6,0.32983869999998205,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,35,0,35,35,training,negativefb,79,hard,43,1.517197699999997,['c'],1,left,['1'],1,0.24845619999996416,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,36,0,36,36,training,negativefb,33,hard,35,1.3837012999999843,['c'],0,right,['0'],6,0.20717489999992722,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,37,0,37,37,training,negativefb,66,easy,19,0.9840939000000617,['n'],1,right,['0'],6,0.23994999999990796,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,38,0,38,38,training,negativefb,62,average,51,2.118194300000141,['n'],0,left,['0'],6,0.40137639999989005,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,39,0,39,39,training,negativefb,54,average,28,0.6335476000001563,['n'],1,right,['0'],6,0.15248880000012832,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,40,0,40,40,training,negativefb,47,easy,17,0.583545999999842,['n'],1,right,['0'],6,0.16348579999998947,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,41,0,41,41,training,negativefb,63,average,55,0.7000685000000431,['c'],1,left,['0'],6,0.31322499999987485,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,42,0,42,42,training,negativefb,56,easy,62,0.9503455999999915,['c'],1,left,['0'],6,0.191303199999993,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,43,0,43,43,training,negativefb,40,hard,44,0.8502628000001096,['c'],1,left,['0'],6,0.18184299999984432,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,44,0,44,44,training,negativefb,54,hard,42,0.7172458999998526,['c'],1,left,['1'],1,0.26587500000005093,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,45,0,45,45,training,negativefb,48,average,28,0.8172096000000693,['n'],1,right,['0'],6,0.20662019999986114,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,46,0,46,46,training,negativefb,11,hard,41,0.9499865000000227,['c'],1,left,['0'],6,0.3282586000000265,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,47,0,47,47,training,negativefb,30,easy,64,1.1518051999998988,['n'],0,left,['0'],6,0.44599410000000717,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,48,0,48,48,training,negativefb,55,hard,37,0.6011098000001311,['n'],1,right,['0'],6,0.25219270000002325,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,49,0,49,49,training,negativefb,80,easy,18,0.4997006999999485,['n'],1,right,['0'],6,0.28692850000015824,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,50,0,50,50,training,negativefb,57,hard,39,1.1184740999999576,['c'],0,right,['1'],1,0.2548269999999775,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,51,0,51,51,training,negativefb,62,easy,62,0.8505605999998807,['c'],1,left,['0'],6,0.5946956000000228,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,52,0,52,52,training,negativefb,64,average,52,0.7504561000000649,['c'],1,left,['0'],6,0.42951220000009016,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,53,0,53,53,training,negativefb,63,easy,16,0.6829049999998915,['n'],1,right,['0'],6,0.21780879999982972,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,54,0,54,54,training,negativefb,77,easy,63,0.6155995999999959,['c'],1,left,['0'],6,0.25521600000001854,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,55,0,55,55,training,negativefb,85,average,55,0.48371819999988475,['c'],1,left,['0'],6,0.17884129999993092,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,56,0,56,56,training,negativefb,50,hard,42,0.7335628999999244,['c'],1,left,['0'],6,0.34993740000004436,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,57,0,57,57,training,negativefb,57,average,51,0.5003816000000825,['c'],1,left,['0'],6,0.30902609999998276,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,58,0,58,58,training,negativefb,40,average,53,0.5324688000000606,['c'],1,left,['8'],4,0.3236723999998503,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,59,0,59,59,training,negativefb,72,easy,64,0.5836123000001407,['c'],1,left,['0'],6,0.32785549999994146,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,0,1,60,60,training,negativefb,59,easy,16,1.1838252000000011,['n'],1,right,['0'],6,0.21223809999992227,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,1,1,61,61,training,negativefb,62,average,54,0.5329054999999698,['c'],1,left,['0'],6,0.2062535999998545,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,2,1,62,62,training,negativefb,84,easy,17,0.8842720000000099,['n'],1,right,['0'],6,0.1944351000001916,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,3,1,63,63,training,negativefb,81,easy,61,0.9500369999998384,['c'],1,left,['0'],6,0.18253540000000612,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,4,1,64,64,training,negativefb,85,easy,65,0.4992293000000245,['c'],1,left,['0'],6,0.24319379999997182,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,5,1,65,65,training,negativefb,61,hard,38,0.7503484000001208,['n'],1,right,['0'],6,0.33065739999983634,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,6,1,66,66,training,negativefb,55,hard,38,1.849516999999878,['c'],0,right,['8'],4,0.2761714999999185,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,7,1,67,67,training,negativefb,73,easy,15,0.8666264000000865,['n'],1,right,['0'],6,0.20708230000013828,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,8,1,68,68,training,negativefb,46,hard,39,1.4170306000000892,['c'],0,right,['0'],6,0.42227890000003754,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,9,1,69,69,training,negativefb,71,hard,44,0.749363300000141,['c'],1,left,['8'],4,0.2872879000001376,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,10,1,70,70,training,negativefb,34,hard,43,1.3335442000000057,['c'],1,left,['0'],6,0.21438149999994494,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,11,1,71,71,training,negativefb,60,easy,16,0.9511064999999235,['n'],1,right,['0'],6,0.23225139999999556,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,12,1,72,72,training,negativefb,73,easy,61,0.8003921999998056,['c'],1,left,['0'],6,0.16646620000005896,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,13,1,73,73,training,negativefb,39,hard,42,0.7331358999999793,['c'],1,left,['0'],6,0.20311470000001464,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,14,1,74,74,training,negativefb,76,easy,63,1.100234399999863,['c'],1,left,['0'],6,0.21499839999978576,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,15,1,75,75,training,negativefb,86,average,29,0.6685686000000715,['n'],1,right,['0'],6,0.18741759999988972,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,16,1,76,76,training,negativefb,72,average,29,1.8490479999998115,['n'],1,right,['8'],4,0.6344469000000572,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,17,1,77,77,training,negativefb,77,hard,41,1.183478100000002,['c'],1,left,['8'],4,0.24990019999995638,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,18,1,78,78,training,negativefb,63,average,29,1.033573300000171,['n'],1,right,['8'],4,0.26188669999987724,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,19,1,79,79,training,negativefb,11,average,51,0.7653353000000607,['n'],0,left,['1'],1,1.997887799999944,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,20,1,80,80,training,negativefb,91,easy,62,1.0161689000001388,['c'],1,left,['0'],6,0.3011079000000336,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,21,1,81,81,training,negativefb,2,hard,43,1.517145600000049,['n'],0,left,['1'],1,2.940576700000065,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,22,1,82,82,training,negativefb,55,average,25,0.9347665000000234,['n'],1,right,['0'],6,0.448471900000186,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,23,1,83,83,training,negativefb,59,average,51,0.7015412000000651,['c'],1,left,['0'],6,0.24160870000014256,,,15,18,Man,Rechts,1,
,dotcolour,dotcolour,dotcolour,24,1,84,84,training,negativefb,62,average,51,1.4499205000001893,['c'],1,left,['0'],6,0.11865999999986343,,,15,18,Man,Rechts,1,
