starttime,task,fbtask,firsttask,withinblocktrial,block,withintasktrial,trial,running,feedback,fbscore,difflevel,reddots,rt,resp,cor,cresp,conf_press,cj,RTconf,n_xes,post1,post2,post3,post4,post5,stoptime,sub,age,gender,handedness,session,
1715675565,dotcolour,dotcolour,xotask,0,0,0,0,training,negativefb,47,hard,42,2.7008333000003404,['c'],1,left,['9'],5,0.9437153000008038,,,,,,,,28,18,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,1,0,1,1,training,negativefb,71,average,29,0.8000986000006378,['n'],1,right,['9'],5,0.28990609999982553,,,,,,,,28,18,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,2,0,2,2,training,negativefb,89,easy,64,0.6007206000003862,['c'],1,left,['9'],5,0.2701427000001786,,,,,,,,28,18,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,3,0,3,3,training,negativefb,34,average,26,0.8996821999999156,['n'],1,right,['9'],5,0.2639257999999245,,,,,,,,28,18,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,4,0,4,4,training,negativefb,73,hard,36,2.5840071000002354,['n'],1,right,['8'],4,0.8221368000004077,,,,,,,,28,18,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,5,0,5,5,training,negativefb,75,hard,42,0.4833100999994713,['n'],0,left,['9'],5,0.314138699999603,,,,,,,,28,18,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,6,0,6,6,training,negativefb,44,easy,16,3.5343698000006043,['n'],1,right,['9'],5,0.26462179999998625,,,,,,,,28,18,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,7,0,7,7,training,negativefb,75,easy,15,0.43333900000016,['n'],1,right,['8'],4,0.30046300000049087,,,,,,,,28,18,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,8,0,8,8,training,negativefb,66,easy,62,0.3169714000005115,['c'],1,left,['9'],5,0.29175909999958094,,,,,,,,28,18,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,9,0,9,9,training,negativefb,92,easy,64,0.5160170999997717,['c'],1,left,['9'],5,0.2367076000000452,,,,,,,,28,18,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,10,0,10,10,training,negativefb,89,easy,61,0.33408869999948365,['c'],1,left,['9'],5,0.30114380000031815,,,,,,,,28,18,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,11,0,11,11,training,negativefb,77,hard,37,0.5501432000000932,['n'],1,right,['9'],5,0.23527500000000146,,,,,,,,28,18,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,12,0,12,12,training,negativefb,42,average,54,0.3006417999995392,['c'],1,left,['9'],5,0.27787400000033813,,,,,,,,28,18,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,13,0,13,13,training,negativefb,57,average,54,0.383392300000196,['c'],1,left,['9'],5,0.3236389000003328,,,,,,,,28,18,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,14,0,14,14,training,negativefb,50,easy,18,0.2662681000001612,['c'],0,right,['9'],5,0.3241238999999041,,,,,,,,28,18,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,15,0,15,15,training,negativefb,95,hard,35,0.5006217999998626,['n'],1,right,['9'],5,0.27600080000047456,,,,,,,,28,18,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,16,0,16,16,training,negativefb,78,average,29,0.70118790000015,['c'],0,right,['9'],5,0.33373110000047745,,,,,,,,28,18,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,17,0,17,17,training,negativefb,60,hard,36,0.8167536000000837,['c'],0,right,['9'],5,0.23874919999980193,,,,,,,,28,18,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,18,0,18,18,training,negativefb,57,hard,42,0.767831600000136,['c'],1,left,['9'],5,0.27940980000039417,,,,,,,,28,18,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,19,0,19,19,training,negativefb,70,easy,19,0.949925500000063,['n'],1,right,['9'],5,0.2543908999996347,,,,,,,,28,18,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,20,0,20,20,training,negativefb,36,hard,42,1.2665258999995785,['n'],0,left,['9'],5,0.3385013999995863,,,,,,,,28,18,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,21,0,21,21,training,negativefb,36,hard,39,0.9665480999992724,['c'],0,right,['9'],5,0.29448469999988447,,,,,,,,28,18,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,22,0,22,22,training,negativefb,62,hard,43,0.7660812999993141,['c'],1,left,['9'],5,0.26766219999990426,,,,,,,,28,18,Vrouw,Rechts,2,
,dotcolour,dotcolour,xotask,23,0,23,23,training,negativefb,51,easy,17,0.866805600000589,['n'],1,right,['9'],5,0.23867499999960273,,,,,,,,28,18,Vrouw,Rechts,2,
