starttime,task,fbtask,firsttask,withinblocktrial,block,withintasktrial,trial,running,feedback,fbscore,difflevel,reddots,rt,resp,cor,cresp,conf_press,cj,RTconf,n_xes,stoptime,sub,age,gender,handedness,session,
1715070649,dotcolour,dotcolour,dotcolour,0,0,0,0,training,positivefb,47,average,55,2.7845001999999113,['n'],0,left,['2'],2,1.8043588999998974,,,58333,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,1,0,1,1,training,positivefb,92,hard,37,1.833895800000164,['n'],1,right,['2'],2,1.426332400000092,,,58333,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,2,0,2,2,training,positivefb,87,hard,43,2.065622200000007,['c'],1,left,['3'],3,1.0943938999998863,,,58333,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,3,0,3,3,training,positivefb,97,hard,37,2.249698399999943,['n'],1,right,['2'],2,0.8571538000001055,,,58333,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,4,0,4,4,training,positivefb,92,hard,43,1.0004742999999507,['n'],0,left,['9'],5,0.8312081999999918,,,58333,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,5,0,5,5,training,positivefb,95,hard,43,0.9012551000000713,['c'],1,left,['9'],5,0.41829950000010285,,,58333,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,6,0,6,6,training,positivefb,14,easy,19,0.26766350000002603,['c'],0,right,['2'],2,1.559199400000125,,,58333,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,7,0,7,7,training,positivefb,91,easy,15,0.7343302000001586,['n'],1,right,['2'],2,0.6912748999998257,,,58333,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,8,0,8,8,training,positivefb,93,average,52,0.8174183000000994,['c'],1,left,['9'],5,0.3435028000001239,,,58333,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,9,0,9,9,training,positivefb,11,easy,64,0.2839917000001151,['n'],0,left,['2'],2,1.382503899999847,,,58333,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,10,0,10,10,training,positivefb,96,average,27,0.6506112000001849,['n'],1,right,['2'],2,0.5255420999999387,,,58333,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,11,0,11,11,training,positivefb,99,easy,62,0.7834957000000031,['c'],1,left,['9'],5,0.5376466000000164,,,58333,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,12,0,12,12,training,positivefb,94,average,27,0.4999311999999918,['n'],1,right,['2'],2,0.5598781999999574,,,58333,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,13,0,13,13,training,positivefb,90,average,25,0.5175524000001133,['n'],1,right,['2'],2,0.3092930999998771,,,58333,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,14,0,14,14,training,positivefb,92,hard,38,0.5496200000000044,['n'],1,right,['9'],5,0.8274117000000842,,,58333,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,15,0,15,15,training,positivefb,91,hard,39,0.7157351999999264,['n'],1,right,['9'],5,0.30213129999992816,,,58333,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,16,0,16,16,training,positivefb,98,easy,16,0.5010966999998345,['n'],1,right,['9'],5,0.27811389999988023,,,58333,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,17,0,17,17,training,positivefb,88,easy,61,0.5341389000000163,['c'],1,left,['9'],5,0.2781766999999036,,,58333,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,18,0,18,18,training,positivefb,90,hard,35,0.5675097999999252,['n'],1,right,['2'],2,0.27673329999993257,,,58333,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,19,0,19,19,training,positivefb,94,hard,41,0.6336278999999649,['n'],0,left,['9'],5,0.272552499999847,,,58333,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,20,0,20,20,training,positivefb,85,easy,18,0.5338007999998808,['n'],1,right,['9'],5,0.26489839999999276,,,58333,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,21,0,21,21,training,positivefb,94,average,51,0.6661126999999851,['c'],1,left,['9'],5,0.49154569999996056,,,58333,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,22,0,22,22,training,positivefb,90,hard,36,0.45051869999997507,['n'],1,right,['9'],5,0.40664200000014716,,,58333,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,23,0,23,23,training,positivefb,100,average,53,0.6172705999999835,['c'],1,left,['9'],5,0.34171459999993203,,,58333,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,24,0,24,24,training,positivefb,84,easy,63,0.6670920999999908,['c'],1,left,['9'],5,0.3101676999999654,,,58333,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,dotcolour,25,0,25,25,training,positivefb,98,easy,16,0.5328168999999434,['n'],1,right,['2'],2,0.3162949000000026,,,58333,19,Vrouw,Rechts,1,
