starttime,task,fbtask,firsttask,withinblocktrial,block,withintasktrial,trial,running,feedback,fbscore,difflevel,reddots,rt,resp,cor,cresp,conf_press,cj,RTconf,n_xes,stoptime,sub,age,gender,handedness,session,
1714984288,dotcolour,dotcolour,xotask,0,0,0,0,training,negativefb,71,easy,18,0.9346171000006507,['n'],1,right,['3'],4,1.6390798000002178,,,22,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,xotask,1,0,1,1,training,negativefb,98,average,51,0.7504895000001852,['c'],1,left,['2'],5,3.1675703000000794,,,22,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,xotask,2,0,2,2,training,negativefb,48,hard,45,0.8496094000001904,['c'],1,left,['2'],5,1.342348000000129,,,22,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,xotask,3,0,3,3,training,negativefb,88,easy,15,0.8166357000000062,['n'],1,right,['2'],5,0.967232399999375,,,22,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,xotask,4,0,4,4,training,negativefb,51,hard,43,1.2671018999999433,['n'],0,left,['3'],4,0.9658359000004566,,,22,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,xotask,5,0,5,5,training,negativefb,41,hard,44,0.8831331000001228,['c'],1,left,['8'],3,1.9083676000000196,,,22,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,xotask,6,0,6,6,training,negativefb,79,easy,15,0.9507221999992908,['n'],1,right,['2'],5,0.561294000000089,,,22,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,xotask,7,0,7,7,training,negativefb,64,average,26,0.5831379999999626,['n'],1,right,['2'],5,0.42791550000038114,,,22,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,xotask,8,0,8,8,training,negativefb,11,hard,38,0.8490107999996326,['c'],0,right,['3'],4,0.9209031999998842,,,22,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,xotask,9,0,9,9,training,negativefb,77,easy,63,0.7165322000000742,['c'],1,left,['2'],5,0.3995031000004019,,,22,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,xotask,10,0,10,10,training,negativefb,89,hard,45,1.2662725999998656,['c'],1,left,['8'],3,1.3807008000003407,,,22,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,xotask,11,0,11,11,training,negativefb,91,average,52,0.6667331999997259,['c'],1,left,['3'],4,0.5312544999997044,,,22,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,xotask,12,0,12,12,training,negativefb,78,easy,16,0.9157076999999845,['n'],1,right,['2'],5,0.5525792000007641,,,22,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,xotask,13,0,13,13,training,negativefb,95,easy,62,0.7827878000007331,['c'],1,left,['2'],5,0.8276851999999053,,,22,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,xotask,14,0,14,14,training,negativefb,62,average,54,0.7495908000000782,['c'],1,left,['1'],6,0.3805641999997533,,,22,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,xotask,15,0,15,15,training,negativefb,77,average,53,0.6660929999998189,['c'],1,left,['3'],4,0.5953091999999742,,,22,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,xotask,16,0,16,16,training,negativefb,96,average,26,0.6832782000001316,['n'],1,right,['2'],5,1.5201594999998633,,,22,19,Vrouw,Rechts,1,
,dotcolour,dotcolour,xotask,17,0,17,17,training,negativefb,64,hard,45,0.9674600999996983,['n'],0,left,['3'],4,0.716319599999224,,,22,19,Vrouw,Rechts,1,
