starttime,task,fbtask,firsttask,withinblocktrial,block,withintasktrial,trial,running,feedback,fbscore,difflevel,n_xes,rt,resp,cor,cresp,conf_press,cj,RTconf,reddots,post1,post2,post3,post4,post5,stoptime,sub,age,gender,handedness,session,
1715159301,xotask,xotask,dotcolour,0,0,0,0,training,negativefb,80,average,60,1.7667550000001029,['c'],1,left,['2'],5,2.5327319000000443,,,,,,,,1,20,Vrouw,Links,2,
,xotask,xotask,dotcolour,1,0,1,1,training,negativefb,41,average,63,1.1669605000001866,['c'],1,left,['1'],6,0.6080045000001064,,,,,,,,1,20,Vrouw,Links,2,
,xotask,xotask,dotcolour,2,0,2,2,training,negativefb,86,easy,6,0.7667605999999978,['n'],1,right,['1'],6,0.40931330000012167,,,,,,,,1,20,Vrouw,Links,2,
,xotask,xotask,dotcolour,3,0,3,3,training,negativefb,68,hard,26,0.8170546000001195,['n'],1,right,['1'],6,0.12071489999993901,,,,,,,,1,20,Vrouw,Links,2,
,xotask,xotask,dotcolour,4,0,4,4,training,negativefb,78,average,15,0.7660754999999426,['n'],1,right,['1'],6,0.1742021999998542,,,,,,,,1,20,Vrouw,Links,2,
,xotask,xotask,dotcolour,5,0,5,5,training,negativefb,71,easy,70,0.5328187000000071,['c'],1,left,['1'],6,0.10558749999995598,,,,,,,,1,20,Vrouw,Links,2,
,xotask,xotask,dotcolour,6,0,6,6,training,negativefb,73,hard,29,0.7837655000000723,['n'],1,right,['1'],6,0.10973980000017036,,,,,,,,1,20,Vrouw,Links,2,
,xotask,xotask,dotcolour,7,0,7,7,training,negativefb,58,hard,25,0.6991831000000275,['n'],1,right,['2'],5,0.31820760000005066,,,,,,,,1,20,Vrouw,Links,2,
,xotask,xotask,dotcolour,8,0,8,8,training,negativefb,87,hard,54,2.15031799999997,['c'],1,left,['3'],4,0.5794283000000178,,,,,,,,1,20,Vrouw,Links,2,
,xotask,xotask,dotcolour,9,0,9,9,training,negativefb,75,hard,54,2.533940100000109,['c'],1,left,['3'],4,0.43924190000007,,,,,,,,1,20,Vrouw,Links,2,
,xotask,xotask,dotcolour,10,0,10,10,training,negativefb,61,average,61,0.9829681999999593,['c'],1,left,['1'],6,0.18308809999984987,,,,,,,,1,20,Vrouw,Links,2,
,xotask,xotask,dotcolour,11,0,11,11,training,negativefb,58,average,64,1.0496367000000646,['c'],1,left,['1'],6,0.14185569999995096,,,,,,,,1,20,Vrouw,Links,2,
,xotask,xotask,dotcolour,12,0,12,12,training,negativefb,63,easy,5,0.5675327999999809,['n'],1,right,['1'],6,0.3299362000000201,,,,,,,,1,20,Vrouw,Links,2,
,xotask,xotask,dotcolour,13,0,13,13,training,negativefb,88,easy,7,0.4845432999998138,['n'],1,right,['1'],6,0.13736210000001847,,,,,,,,1,20,Vrouw,Links,2,
,xotask,xotask,dotcolour,14,0,14,14,training,negativefb,62,average,61,0.5508246000001691,['c'],1,left,['1'],6,0.11069229999998242,,,,,,,,1,20,Vrouw,Links,2,
,xotask,xotask,dotcolour,15,0,15,15,training,negativefb,86,hard,28,0.7162588999999571,['n'],1,right,['1'],6,0.11794520000012199,,,,,,,,1,20,Vrouw,Links,2,
,xotask,xotask,dotcolour,16,0,16,16,training,negativefb,64,easy,5,0.8335096999999223,['n'],1,right,['1'],6,0.17624250000017128,,,,,,,,1,20,Vrouw,Links,2,
,xotask,xotask,dotcolour,17,0,17,17,training,negativefb,56,average,19,0.5332908000000316,['n'],1,right,['1'],6,0.13173310000001948,,,,,,,,1,20,Vrouw,Links,2,
,xotask,xotask,dotcolour,18,0,18,18,training,negativefb,61,easy,7,0.5841439999999238,['n'],1,right,['1'],6,0.14371039999991808,,,,,,,,1,20,Vrouw,Links,2,
,xotask,xotask,dotcolour,19,0,19,19,training,negativefb,66,hard,29,0.6183292999999139,['n'],1,right,['1'],6,0.10627389999990555,,,,,,,,1,20,Vrouw,Links,2,
,xotask,xotask,dotcolour,20,0,20,20,training,negativefb,70,easy,7,0.6012318999999025,['n'],1,right,['1'],6,0.2299183999998604,,,,,,,,1,20,Vrouw,Links,2,
,xotask,xotask,dotcolour,21,0,21,21,training,negativefb,85,easy,8,0.5336735000000772,['n'],1,right,['1'],6,0.1761128999999073,,,,,,,,1,20,Vrouw,Links,2,
,xotask,xotask,dotcolour,22,0,22,22,training,negativefb,39,hard,50,1.1661251000000448,['n'],0,left,['1'],6,0.23494099999993523,,,,,,,,1,20,Vrouw,Links,2,
,xotask,xotask,dotcolour,23,0,23,23,training,negativefb,36,hard,26,0.682930800000122,['n'],1,right,['2'],5,0.9668359999998302,,,,,,,,1,20,Vrouw,Links,2,
,xotask,xotask,dotcolour,24,0,24,24,training,negativefb,34,average,15,0.531836599999906,['n'],1,right,['1'],6,0.14654489999998077,,,,,,,,1,20,Vrouw,Links,2,
,xotask,xotask,dotcolour,25,0,25,25,training,negativefb,64,average,16,3.0497024999999667,['c'],0,right,['3'],4,0.787083100000018,,,,,,,,1,20,Vrouw,Links,2,
,xotask,xotask,dotcolour,26,0,26,26,training,negativefb,35,average,15,0.8999038000001747,['n'],1,right,['2'],5,0.32744769999999335,,,,,,,,1,20,Vrouw,Links,2,
,xotask,xotask,dotcolour,27,0,27,27,training,negativefb,62,average,16,1.6333947999999054,['n'],1,right,['1'],6,0.2571722999998656,,,,,,,,1,20,Vrouw,Links,2,
,xotask,xotask,dotcolour,28,0,28,28,training,negativefb,35,hard,52,1.5170267999999396,['n'],0,left,['3'],4,0.731528199999957,,,,,,,,1,20,Vrouw,Links,2,
,xotask,xotask,dotcolour,29,0,29,29,training,negativefb,71,easy,73,0.765885199999957,['c'],1,left,['1'],6,0.14452679999999418,,,,,,,,1,20,Vrouw,Links,2,
,xotask,xotask,dotcolour,30,0,30,30,training,negativefb,84,easy,73,0.6334053999999014,['c'],1,left,['1'],6,0.09682980000002317,,,,,,,,1,20,Vrouw,Links,2,
,xotask,xotask,dotcolour,31,0,31,31,training,negativefb,46,easy,70,0.516691099999889,['c'],1,left,['1'],6,0.0888655999999628,,,,,,,,1,20,Vrouw,Links,2,
,xotask,xotask,dotcolour,32,0,32,32,training,negativefb,73,average,18,1.8171621999999843,['n'],1,right,['3'],4,0.2538829000000078,,,,,,,,1,20,Vrouw,Links,2,
,xotask,xotask,dotcolour,33,0,33,33,training,negativefb,87,hard,52,0.9164321999999174,['c'],1,left,['1'],6,0.15860290000000532,,,,,,,,1,20,Vrouw,Links,2,
,xotask,xotask,dotcolour,34,0,34,34,training,negativefb,61,hard,54,0.5332808999999088,['c'],1,left,['1'],6,0.08424349999995684,,,,,,,,1,20,Vrouw,Links,2,
,xotask,xotask,dotcolour,35,0,35,35,training,negativefb,79,easy,72,0.533930699999928,['c'],1,left,['1'],6,0.16299460000004728,,,,,,,,1,20,Vrouw,Links,2,
,xotask,xotask,dotcolour,36,0,36,36,training,negativefb,62,easy,74,0.5664330000001883,['c'],1,left,['1'],6,0.12602319999996325,,,,,,,,1,20,Vrouw,Links,2,
,xotask,xotask,dotcolour,37,0,37,37,training,negativefb,70,easy,73,0.5166033000000425,['c'],1,left,['1'],6,0.10836779999999635,,,,,,,,1,20,Vrouw,Links,2,
,xotask,xotask,dotcolour,38,0,38,38,training,negativefb,19,average,15,0.6827418999998827,['n'],1,right,['1'],6,0.26975210000000516,,,,,,,,1,20,Vrouw,Links,2,
,xotask,xotask,dotcolour,39,0,39,39,training,negativefb,54,average,19,0.6995117000001301,['n'],1,right,['1'],6,0.3589374000000589,,,,,,,,1,20,Vrouw,Links,2,
,xotask,xotask,dotcolour,40,0,40,40,training,negativefb,41,hard,29,0.9162877999999637,['c'],0,right,['1'],6,0.20518240000001242,,,,,,,,1,20,Vrouw,Links,2,
,xotask,xotask,dotcolour,41,0,41,41,training,negativefb,84,easy,73,0.8333458999998129,['c'],1,left,['1'],6,0.11555350000003273,,,,,,,,1,20,Vrouw,Links,2,
,xotask,xotask,dotcolour,42,0,42,42,training,negativefb,69,hard,50,1.1490093999998408,['c'],1,left,['2'],5,0.3689512000000832,,,,,,,,1,20,Vrouw,Links,2,
,xotask,xotask,dotcolour,43,0,43,43,training,negativefb,76,average,60,1.2829719000001205,['c'],1,left,['2'],5,0.367189400000143,,,,,,,,1,20,Vrouw,Links,2,
,xotask,xotask,dotcolour,44,0,44,44,training,negativefb,79,easy,6,0.500445099999979,['n'],1,right,['1'],6,0.20458810000013727,,,,,,,,1,20,Vrouw,Links,2,
,xotask,xotask,dotcolour,45,0,45,45,training,negativefb,51,average,61,2.2835313999999016,['n'],0,left,['8'],3,0.9447797000000264,,,,,,,,1,20,Vrouw,Links,2,
,xotask,xotask,dotcolour,46,0,46,46,training,negativefb,49,average,61,3.550305900000012,['n'],0,left,['8'],3,0.22100380000006226,,,,,,,,1,20,Vrouw,Links,2,
,xotask,xotask,dotcolour,47,0,47,47,training,negativefb,57,average,17,0.9015322000000197,['n'],1,right,['1'],6,0.17693110000004708,,,,,,,,1,20,Vrouw,Links,2,
,xotask,xotask,dotcolour,48,0,48,48,training,negativefb,86,hard,52,1.467330899999979,['c'],1,left,['3'],4,0.7432387000001199,,,,,,,,1,20,Vrouw,Links,2,
,xotask,xotask,dotcolour,49,0,49,49,training,negativefb,56,hard,29,0.9002173999999741,['n'],1,right,['1'],6,0.2466653999999835,,,,,,,,1,20,Vrouw,Links,2,
,xotask,xotask,dotcolour,50,0,50,50,training,negativefb,75,average,62,0.7000264999999217,['c'],1,left,['1'],6,0.11319219999995767,,,,,,,,1,20,Vrouw,Links,2,
,xotask,xotask,dotcolour,51,0,51,51,training,negativefb,76,easy,73,0.6500180000000455,['c'],1,left,['1'],6,0.10686400000008689,,,,,,,,1,20,Vrouw,Links,2,
,xotask,xotask,dotcolour,52,0,52,52,training,negativefb,55,hard,51,0.7997869999999239,['c'],1,left,['1'],6,0.08799009999984264,,,,,,,,1,20,Vrouw,Links,2,
,xotask,xotask,dotcolour,53,0,53,53,training,negativefb,57,hard,28,2.4326760999999806,['c'],0,right,['3'],4,0.4831071000000975,,,,,,,,1,20,Vrouw,Links,2,
,xotask,xotask,dotcolour,54,0,54,54,training,negativefb,70,hard,25,0.6168057999998382,['n'],1,right,['1'],6,0.29519940000000133,,,,,,,,1,20,Vrouw,Links,2,
,xotask,xotask,dotcolour,55,0,55,55,training,negativefb,85,hard,52,2.517324099999996,['c'],1,left,['3'],4,0.7670109000000593,,,,,,,,1,20,Vrouw,Links,2,
,xotask,xotask,dotcolour,56,0,56,56,training,negativefb,52,easy,6,0.565753500000028,['n'],1,right,['1'],6,0.1777052999998432,,,,,,,,1,20,Vrouw,Links,2,
