starttime,task,withinblocktrial,block,running,selfconf,difflevel,dotsLeft,dotsRight,rt,resp,cor,cresp,conf_press,cj,RTconf,n_xes,n_reddots,post1,post2,post3,post4,post5,post6,stoptime,sub,age,gender,handedness,
1613565323,dotnumber,0,0,training,lowSC,easy,50,25,1151,['c'],1,left,none,-99,-99,,,,,,,,,,44,18,Vrouw,Rechts,
,dotnumber,1,0,training,lowSC,hard,50,46,751,['n'],0,left,none,-99,-99,,,,,,,,,,44,18,Vrouw,Rechts,
,dotnumber,2,0,training,lowSC,average,63,50,1085,['c'],1,left,none,-99,-99,,,,,,,,,,44,18,Vrouw,Rechts,
,dotnumber,3,0,training,lowSC,average,62,50,1370,['n'],0,left,none,-99,-99,,,,,,,,,,44,18,Vrouw,Rechts,
,dotnumber,4,0,training,lowSC,hard,52,50,618,['n'],0,left,none,-99,-99,,,,,,,,,,44,18,Vrouw,Rechts,
,dotnumber,5,0,training,lowSC,hard,54,50,535,['n'],0,left,none,-99,-99,,,,,,,,,,44,18,Vrouw,Rechts,
,dotnumber,6,0,training,lowSC,easy,27,50,385,['n'],1,right,none,-99,-99,,,,,,,,,,44,18,Vrouw,Rechts,
,dotnumber,7,0,training,lowSC,hard,50,48,936,['c'],1,left,none,-99,-99,,,,,,,,,,44,18,Vrouw,Rechts,
,dotnumber,8,0,training,lowSC,average,50,62,1020,['n'],1,right,none,-99,-99,,,,,,,,,,44,18,Vrouw,Rechts,
,dotnumber,9,0,training,lowSC,hard,50,53,935,['n'],1,right,none,-99,-99,,,,,,,,,,44,18,Vrouw,Rechts,
,dotnumber,10,0,training,lowSC,hard,50,48,1953,['n'],0,left,none,-99,-99,,,,,,,,,,44,18,Vrouw,Rechts,
,dotnumber,11,0,training,lowSC,hard,53,50,1186,['c'],1,left,none,-99,-99,,,,,,,,,,44,18,Vrouw,Rechts,
,dotnumber,12,0,training,lowSC,easy,50,25,1470,['c'],1,left,none,-99,-99,,,,,,,,,,44,18,Vrouw,Rechts,
,dotnumber,13,0,training,lowSC,easy,27,50,734,['n'],1,right,none,-99,-99,,,,,,,,,,44,18,Vrouw,Rechts,
,dotnumber,14,0,training,lowSC,easy,72,50,1302,['n'],0,left,none,-99,-99,,,,,,,,,,44,18,Vrouw,Rechts,
,dotnumber,15,0,training,lowSC,easy,50,75,720,['n'],1,right,none,-99,-99,,,,,,,,,,44,18,Vrouw,Rechts,
,dotnumber,16,0,training,lowSC,hard,50,55,718,['n'],1,right,none,-99,-99,,,,,,,,,,44,18,Vrouw,Rechts,
,dotnumber,17,0,training,lowSC,easy,50,25,902,['c'],1,left,none,-99,-99,,,,,,,,,,44,18,Vrouw,Rechts,
,dotnumber,18,0,training,lowSC,hard,49,50,618,['n'],1,right,none,-99,-99,,,,,,,,,,44,18,Vrouw,Rechts,
,dotnumber,19,0,training,lowSC,easy,50,73,385,['n'],1,right,none,-99,-99,,,,,,,,,,44,18,Vrouw,Rechts,
,dotnumber,20,0,training,lowSC,average,50,65,350,['n'],1,right,none,-99,-99,,,,,,,,,,44,18,Vrouw,Rechts,
,dotnumber,21,0,training,lowSC,hard,50,48,301,['n'],0,left,none,-99,-99,,,,,,,,,,44,18,Vrouw,Rechts,
,dotnumber,22,0,training,lowSC,easy,50,29,602,['n'],0,left,none,-99,-99,,,,,,,,,,44,18,Vrouw,Rechts,
,dotnumber,23,0,training,lowSC,easy,50,72,535,['n'],1,right,none,-99,-99,,,,,,,,,,44,18,Vrouw,Rechts,
,dotnumber,0,1,training,lowSC,average,63,50,618,['c'],1,left,none,-99,-99,,,,,,,,,,44,18,Vrouw,Rechts,
,dotnumber,1,1,training,lowSC,average,37,50,368,['n'],1,right,none,-99,-99,,,,,,,,,,44,18,Vrouw,Rechts,
,dotnumber,2,1,training,lowSC,easy,74,50,552,['c'],1,left,none,-99,-99,,,,,,,,,,44,18,Vrouw,Rechts,
,dotnumber,3,1,training,lowSC,hard,50,52,502,['n'],1,right,none,-99,-99,,,,,,,,,,44,18,Vrouw,Rechts,
,dotnumber,4,1,training,lowSC,hard,52,50,369,['n'],0,left,none,-99,-99,,,,,,,,,,44,18,Vrouw,Rechts,
,dotnumber,5,1,training,lowSC,average,50,65,401,['n'],1,right,none,-99,-99,,,,,,,,,,44,18,Vrouw,Rechts,
,dotnumber,6,1,training,lowSC,easy,50,25,519,['c'],1,left,none,-99,-99,,,,,,,,,,44,18,Vrouw,Rechts,
,dotnumber,7,1,training,lowSC,easy,28,50,384,['n'],1,right,none,-99,-99,,,,,,,,,,44,18,Vrouw,Rechts,
,dotnumber,8,1,training,lowSC,average,50,39,518,['c'],1,left,none,-99,-99,,,,,,,,,,44,18,Vrouw,Rechts,
,dotnumber,9,1,training,lowSC,hard,50,52,552,['n'],1,right,none,-99,-99,,,,,,,,,,44,18,Vrouw,Rechts,
,dotnumber,10,1,training,lowSC,average,50,39,552,['c'],1,left,none,-99,-99,,,,,,,,,,44,18,Vrouw,Rechts,
