starttime,task,withinblocktrial,block,running,selfconf,difflevel,dotsLeft,dotsRight,rt,resp,cor,cresp,conf_press,cj,RTconf,n_xes,n_reddots,post1,post2,post3,post4,post5,post6,stoptime,sub,age,gender,handedness,
1613382147,dotnumber,0,0,training,mediumSC,hard,45,50,4706,['n'],1,right,none,-99,-99,,,,,,,,,,41,18,Vrouw,Rechts,
,dotnumber,1,0,training,mediumSC,hard,50,51,2203,['n'],1,right,none,-99,-99,,,,,,,,,,41,18,Vrouw,Rechts,
,dotnumber,2,0,training,mediumSC,easy,29,50,952,['n'],1,right,none,-99,-99,,,,,,,,,,41,18,Vrouw,Rechts,
,dotnumber,3,0,training,mediumSC,easy,50,75,1068,['c'],0,right,none,-99,-99,,,,,,,,,,41,18,Vrouw,Rechts,
,dotnumber,4,0,training,mediumSC,hard,50,45,1186,['c'],1,left,none,-99,-99,,,,,,,,,,41,18,Vrouw,Rechts,
,dotnumber,5,0,training,mediumSC,hard,54,50,1786,['n'],0,left,none,-99,-99,,,,,,,,,,41,18,Vrouw,Rechts,
,dotnumber,6,0,training,mediumSC,average,50,61,718,['c'],0,right,none,-99,-99,,,,,,,,,,41,18,Vrouw,Rechts,
,dotnumber,7,0,training,mediumSC,average,50,38,1002,['c'],1,left,none,-99,-99,,,,,,,,,,41,18,Vrouw,Rechts,
,dotnumber,8,0,training,mediumSC,easy,75,50,1370,['n'],0,left,none,-99,-99,,,,,,,,,,41,18,Vrouw,Rechts,
,dotnumber,9,0,training,mediumSC,average,50,65,1735,['n'],1,right,none,-99,-99,,,,,,,,,,41,18,Vrouw,Rechts,
,dotnumber,10,0,training,mediumSC,hard,50,51,1068,['c'],0,right,none,-99,-99,,,,,,,,,,41,18,Vrouw,Rechts,
,dotnumber,11,0,training,mediumSC,average,62,50,852,['c'],1,left,none,-99,-99,,,,,,,,,,41,18,Vrouw,Rechts,
,dotnumber,12,0,training,mediumSC,average,37,50,2936,['n'],1,right,none,-99,-99,,,,,,,,,,41,18,Vrouw,Rechts,
,dotnumber,13,0,training,mediumSC,hard,50,45,1452,['c'],1,left,none,-99,-99,,,,,,,,,,41,18,Vrouw,Rechts,
,dotnumber,14,0,training,mediumSC,average,50,38,1085,['n'],0,left,none,-99,-99,,,,,,,,,,41,18,Vrouw,Rechts,
,dotnumber,15,0,training,mediumSC,average,50,39,1136,['c'],1,left,none,-99,-99,,,,,,,,,,41,18,Vrouw,Rechts,
,dotnumber,16,0,training,mediumSC,hard,49,50,1236,['n'],1,right,none,-99,-99,,,,,,,,,,41,18,Vrouw,Rechts,
,dotnumber,17,0,training,mediumSC,average,37,50,1085,['c'],0,right,none,-99,-99,,,,,,,,,,41,18,Vrouw,Rechts,
,dotnumber,18,0,training,mediumSC,hard,48,50,868,['n'],1,right,none,-99,-99,,,,,,,,,,41,18,Vrouw,Rechts,
,dotnumber,19,0,training,mediumSC,average,36,50,752,['n'],1,right,none,-99,-99,,,,,,,,,,41,18,Vrouw,Rechts,
,dotnumber,20,0,training,mediumSC,hard,50,51,1052,['c'],0,right,none,-99,-99,,,,,,,,,,41,18,Vrouw,Rechts,
,dotnumber,21,0,training,mediumSC,average,50,36,868,['c'],1,left,none,-99,-99,,,,,,,,,,41,18,Vrouw,Rechts,
,dotnumber,22,0,training,mediumSC,easy,50,28,818,['c'],1,left,none,-99,-99,,,,,,,,,,41,18,Vrouw,Rechts,
,dotnumber,23,0,training,mediumSC,hard,54,50,884,['n'],0,left,none,-99,-99,,,,,,,,,,41,18,Vrouw,Rechts,
,dotnumber,0,1,training,mediumSC,easy,26,50,986,['n'],1,right,none,-99,-99,,,,,,,,,,41,18,Vrouw,Rechts,
,dotnumber,1,1,training,mediumSC,hard,47,50,769,['c'],0,right,none,-99,-99,,,,,,,,,,41,18,Vrouw,Rechts,
,dotnumber,2,1,training,mediumSC,easy,27,50,687,['n'],1,right,none,-99,-99,,,,,,,,,,41,18,Vrouw,Rechts,
,dotnumber,3,1,training,mediumSC,hard,54,50,769,['c'],1,left,none,-99,-99,,,,,,,,,,41,18,Vrouw,Rechts,
,dotnumber,4,1,training,mediumSC,hard,50,47,1169,['n'],0,left,none,-99,-99,,,,,,,,,,41,18,Vrouw,Rechts,
,dotnumber,5,1,training,mediumSC,average,39,50,735,['c'],0,right,none,-99,-99,,,,,,,,,,41,18,Vrouw,Rechts,
