starttime,task,withinblocktrial,block,running,selfconf,difflevel,n_reddots,rt,resp,cor,cresp,conf_press,cj,RTconf,dotsLeft,dotsRight,n_xes,post1,post2,post3,post4,post5,post6,stoptime,sub,age,gender,handedness,
1607601882,dotcolour,0,0,training,mediumSC,hard,39,1419,['n'],1,right,none,-99,-99,,,,,,,,,,,16,18,Derde geslacht,Rechts,
,dotcolour,1,0,training,mediumSC,hard,39,903,['n'],1,right,none,-99,-99,,,,,,,,,,,16,18,Derde geslacht,Rechts,
,dotcolour,2,0,training,mediumSC,average,27,586,['n'],1,right,none,-99,-99,,,,,,,,,,,16,18,Derde geslacht,Rechts,
,dotcolour,3,0,training,mediumSC,easy,16,601,['n'],1,right,none,-99,-99,,,,,,,,,,,16,18,Derde geslacht,Rechts,
,dotcolour,4,0,training,mediumSC,hard,42,617,['c'],1,left,none,-99,-99,,,,,,,,,,,16,18,Derde geslacht,Rechts,
,dotcolour,5,0,training,mediumSC,easy,62,652,['c'],1,left,none,-99,-99,,,,,,,,,,,16,18,Derde geslacht,Rechts,
,dotcolour,6,0,training,mediumSC,hard,45,551,['c'],1,left,none,-99,-99,,,,,,,,,,,16,18,Derde geslacht,Rechts,
,dotcolour,7,0,training,mediumSC,average,51,535,['c'],1,left,none,-99,-99,,,,,,,,,,,16,18,Derde geslacht,Rechts,
,dotcolour,8,0,training,mediumSC,easy,17,418,['n'],1,right,none,-99,-99,,,,,,,,,,,16,18,Derde geslacht,Rechts,
,dotcolour,9,0,training,mediumSC,hard,39,552,['c'],0,right,none,-99,-99,,,,,,,,,,,16,18,Derde geslacht,Rechts,
,dotcolour,10,0,training,mediumSC,hard,44,618,['c'],1,left,none,-99,-99,,,,,,,,,,,16,18,Derde geslacht,Rechts,
,dotcolour,11,0,training,mediumSC,hard,36,585,['n'],1,right,none,-99,-99,,,,,,,,,,,16,18,Derde geslacht,Rechts,
,dotcolour,12,0,training,mediumSC,hard,38,1135,['n'],1,right,none,-99,-99,,,,,,,,,,,16,18,Derde geslacht,Rechts,
