starttime,task,withinblocktrial,block,running,selfconf,difflevel,n_xes,rt,resp,cor,cresp,conf_press,cj,RTconf,n_reddots,dotsLeft,dotsRight,post1,post2,post3,post4,post5,post6,stoptime,sub,age,gender,handedness,
1613378415,xotask,0,0,training,mediumSC,average,64,2853,['c'],1,left,none,-99,-99,,,,,,,,,,,36,18,Vrouw,Links,
,xotask,1,0,training,mediumSC,average,61,2020,['n'],0,left,none,-99,-99,,,,,,,,,,,36,18,Vrouw,Links,
,xotask,2,0,training,mediumSC,easy,72,901,['n'],0,left,none,-99,-99,,,,,,,,,,,36,18,Vrouw,Links,
,xotask,3,0,training,mediumSC,hard,26,985,['c'],0,right,none,-99,-99,,,,,,,,,,,36,18,Vrouw,Links,
,xotask,4,0,training,mediumSC,easy,5,885,['n'],1,right,none,-99,-99,,,,,,,,,,,36,18,Vrouw,Links,
,xotask,5,0,training,mediumSC,average,61,1052,['c'],1,left,none,-99,-99,,,,,,,,,,,36,18,Vrouw,Links,
,xotask,6,0,training,mediumSC,hard,51,818,['c'],1,left,none,-99,-99,,,,,,,,,,,36,18,Vrouw,Links,
,xotask,7,0,training,mediumSC,easy,7,536,['c'],0,right,none,-99,-99,,,,,,,,,,,36,18,Vrouw,Links,
,xotask,8,0,training,mediumSC,hard,53,836,['c'],1,left,none,-99,-99,,,,,,,,,,,36,18,Vrouw,Links,
,xotask,9,0,training,mediumSC,easy,70,818,['c'],1,left,none,-99,-99,,,,,,,,,,,36,18,Vrouw,Links,
,xotask,10,0,training,mediumSC,hard,51,736,['c'],1,left,none,-99,-99,,,,,,,,,,,36,18,Vrouw,Links,
,xotask,11,0,training,mediumSC,hard,27,869,['c'],0,right,none,-99,-99,,,,,,,,,,,36,18,Vrouw,Links,
,xotask,12,0,training,mediumSC,easy,73,802,['c'],1,left,none,-99,-99,,,,,,,,,,,36,18,Vrouw,Links,
,xotask,13,0,training,mediumSC,easy,5,618,['n'],1,right,none,-99,-99,,,,,,,,,,,36,18,Vrouw,Links,
,xotask,14,0,training,mediumSC,easy,5,551,['n'],1,right,none,-99,-99,,,,,,,,,,,36,18,Vrouw,Links,
,xotask,15,0,training,mediumSC,average,19,935,['n'],1,right,none,-99,-99,,,,,,,,,,,36,18,Vrouw,Links,
,xotask,16,0,training,mediumSC,easy,9,435,['n'],1,right,none,-99,-99,,,,,,,,,,,36,18,Vrouw,Links,
,xotask,17,0,training,mediumSC,hard,52,601,['c'],1,left,none,-99,-99,,,,,,,,,,,36,18,Vrouw,Links,
,xotask,18,0,training,mediumSC,easy,73,569,['c'],1,left,none,-99,-99,,,,,,,,,,,36,18,Vrouw,Links,
,xotask,19,0,training,mediumSC,easy,6,636,['c'],0,right,none,-99,-99,,,,,,,,,,,36,18,Vrouw,Links,
,xotask,20,0,training,mediumSC,easy,9,585,['n'],1,right,none,-99,-99,,,,,,,,,,,36,18,Vrouw,Links,
,xotask,21,0,training,mediumSC,average,19,418,['n'],1,right,none,-99,-99,,,,,,,,,,,36,18,Vrouw,Links,
,xotask,22,0,training,mediumSC,hard,52,452,['n'],0,left,none,-99,-99,,,,,,,,,,,36,18,Vrouw,Links,
,xotask,23,0,training,mediumSC,average,63,635,['c'],1,left,none,-99,-99,,,,,,,,,,,36,18,Vrouw,Links,
,xotask,0,1,training,mediumSC,hard,53,402,['c'],1,left,none,-99,-99,,,,,,,,,,,36,18,Vrouw,Links,
,xotask,1,1,training,mediumSC,average,62,451,['c'],1,left,none,-99,-99,,,,,,,,,,,36,18,Vrouw,Links,
,xotask,2,1,training,mediumSC,hard,29,401,['c'],0,right,none,-99,-99,,,,,,,,,,,36,18,Vrouw,Links,
,xotask,3,1,training,mediumSC,easy,6,485,['n'],1,right,none,-99,-99,,,,,,,,,,,36,18,Vrouw,Links,
,xotask,4,1,training,mediumSC,average,64,468,['n'],0,left,none,-99,-99,,,,,,,,,,,36,18,Vrouw,Links,
,xotask,5,1,training,mediumSC,hard,28,919,['c'],0,right,none,-99,-99,,,,,,,,,,,36,18,Vrouw,Links,
,xotask,6,1,training,mediumSC,average,63,485,['c'],1,left,none,-99,-99,,,,,,,,,,,36,18,Vrouw,Links,
,xotask,7,1,training,mediumSC,easy,74,419,['c'],1,left,none,-99,-99,,,,,,,,,,,36,18,Vrouw,Links,
,xotask,8,1,training,mediumSC,hard,50,418,['c'],1,left,none,-99,-99,,,,,,,,,,,36,18,Vrouw,Links,
,xotask,9,1,training,mediumSC,average,16,718,['n'],1,right,none,-99,-99,,,,,,,,,,,36,18,Vrouw,Links,
,xotask,10,1,training,mediumSC,easy,5,584,['n'],1,right,none,-99,-99,,,,,,,,,,,36,18,Vrouw,Links,
,xotask,11,1,training,mediumSC,easy,70,636,['c'],1,left,none,-99,-99,,,,,,,,,,,36,18,Vrouw,Links,
,xotask,12,1,training,mediumSC,average,18,901,['n'],1,right,none,-99,-99,,,,,,,,,,,36,18,Vrouw,Links,
,xotask,13,1,training,mediumSC,average,61,618,['c'],1,left,none,-99,-99,,,,,,,,,,,36,18,Vrouw,Links,
,xotask,14,1,training,mediumSC,average,60,602,['c'],1,left,none,-99,-99,,,,,,,,,,,36,18,Vrouw,Links,
,xotask,15,1,training,mediumSC,average,60,484,['c'],1,left,none,-99,-99,,,,,,,,,,,36,18,Vrouw,Links,
,xotask,16,1,training,mediumSC,easy,70,501,['c'],1,left,none,-99,-99,,,,,,,,,,,36,18,Vrouw,Links,
,xotask,17,1,training,mediumSC,average,17,384,['c'],0,right,none,-99,-99,,,,,,,,,,,36,18,Vrouw,Links,
,xotask,18,1,training,mediumSC,easy,72,568,['c'],1,left,none,-99,-99,,,,,,,,,,,36,18,Vrouw,Links,
,xotask,19,1,training,mediumSC,average,18,667,['n'],1,right,none,-99,-99,,,,,,,,,,,36,18,Vrouw,Links,
,xotask,20,1,training,mediumSC,hard,52,568,['c'],1,left,none,-99,-99,,,,,,,,,,,36,18,Vrouw,Links,
,xotask,21,1,training,mediumSC,average,61,551,['c'],1,left,none,-99,-99,,,,,,,,,,,36,18,Vrouw,Links,
,xotask,22,1,training,mediumSC,easy,73,534,['c'],1,left,none,-99,-99,,,,,,,,,,,36,18,Vrouw,Links,
,xotask,23,1,training,mediumSC,hard,25,434,['c'],0,right,none,-99,-99,,,,,,,,,,,36,18,Vrouw,Links,
,xotask,0,2,training,mediumSC,hard,52,519,['c'],1,left,none,-99,-99,,,,,,,,,,,36,18,Vrouw,Links,
,xotask,1,2,training,mediumSC,easy,5,802,['n'],1,right,none,-99,-99,,,,,,,,,,,36,18,Vrouw,Links,
,xotask,2,2,training,mediumSC,hard,51,669,['c'],1,left,none,-99,-99,,,,,,,,,,,36,18,Vrouw,Links,
,xotask,3,2,training,mediumSC,average,62,634,['c'],1,left,none,-99,-99,,,,,,,,,,,36,18,Vrouw,Links,
,xotask,4,2,training,mediumSC,hard,25,551,['c'],0,right,none,-99,-99,,,,,,,,,,,36,18,Vrouw,Links,
,xotask,5,2,training,mediumSC,easy,70,701,['c'],1,left,none,-99,-99,,,,,,,,,,,36,18,Vrouw,Links,
,xotask,6,2,training,mediumSC,hard,51,752,['c'],1,left,none,-99,-99,,,,,,,,,,,36,18,Vrouw,Links,
,xotask,7,2,training,mediumSC,hard,50,452,['c'],1,left,none,-99,-99,,,,,,,,,,,36,18,Vrouw,Links,
,xotask,8,2,training,mediumSC,average,19,584,['c'],0,right,none,-99,-99,,,,,,,,,,,36,18,Vrouw,Links,
,xotask,9,2,training,mediumSC,average,60,452,['c'],1,left,none,-99,-99,,,,,,,,,,,36,18,Vrouw,Links,
,xotask,10,2,training,mediumSC,hard,28,502,['c'],0,right,none,-99,-99,,,,,,,,,,,36,18,Vrouw,Links,
,xotask,11,2,training,mediumSC,average,17,635,['c'],0,right,none,-99,-99,,,,,,,,,,,36,18,Vrouw,Links,
,xotask,12,2,training,mediumSC,hard,27,1101,['n'],1,right,none,-99,-99,,,,,,,,,,,36,18,Vrouw,Links,
,xotask,13,2,training,mediumSC,hard,27,552,['n'],1,right,none,-99,-99,,,,,,,,,,,36,18,Vrouw,Links,
,xotask,14,2,training,mediumSC,easy,8,435,['n'],1,right,none,-99,-99,,,,,,,,,,,36,18,Vrouw,Links,
,xotask,15,2,training,mediumSC,average,16,601,['c'],0,right,none,-99,-99,,,,,,,,,,,36,18,Vrouw,Links,
,xotask,16,2,training,mediumSC,hard,25,635,['n'],1,right,none,-99,-99,,,,,,,,,,,36,18,Vrouw,Links,
,xotask,17,2,training,mediumSC,easy,6,452,['n'],1,right,none,-99,-99,,,,,,,,,,,36,18,Vrouw,Links,
,xotask,18,2,training,mediumSC,average,61,769,['c'],1,left,none,-99,-99,,,,,,,,,,,36,18,Vrouw,Links,
,xotask,19,2,training,mediumSC,average,62,602,['c'],1,left,none,-99,-99,,,,,,,,,,,36,18,Vrouw,Links,
,xotask,20,2,training,mediumSC,hard,52,769,['n'],0,left,none,-99,-99,,,,,,,,,,,36,18,Vrouw,Links,
,xotask,21,2,training,mediumSC,hard,27,1018,['n'],1,right,none,-99,-99,,,,,,,,,,,36,18,Vrouw,Links,
,xotask,22,2,training,mediumSC,easy,7,719,['n'],1,right,none,-99,-99,,,,,,,,,,,36,18,Vrouw,Links,
,xotask,23,2,training,mediumSC,hard,27,868,['n'],1,right,none,-99,-99,,,,,,,,,,,36,18,Vrouw,Links,
