starttime,task,withinblocktrial,block,running,selfconf,difflevel,n_reddots,rt,resp,cor,cresp,conf_press,cj,RTconf,dotsLeft,dotsRight,n_xes,post1,post2,post3,post4,post5,post6,stoptime,sub,age,gender,handedness,
1607938486,dotcolour,0,0,training,mediumSC,hard,43,6874,['n'],0,left,none,-99,-99,,,,,,,,,,,25,52,Vrouw,Links,
,dotcolour,1,0,training,mediumSC,easy,61,3571,['c'],1,left,none,-99,-99,,,,,,,,,,,25,52,Vrouw,Links,
,dotcolour,2,0,training,mediumSC,easy,18,2253,['n'],1,right,none,-99,-99,,,,,,,,,,,25,52,Vrouw,Links,
,dotcolour,3,0,training,mediumSC,hard,36,1619,['n'],1,right,none,-99,-99,,,,,,,,,,,25,52,Vrouw,Links,
,dotcolour,4,0,training,mediumSC,average,51,1368,['c'],1,left,none,-99,-99,,,,,,,,,,,25,52,Vrouw,Links,
,dotcolour,5,0,training,mediumSC,easy,65,1269,['c'],1,left,none,-99,-99,,,,,,,,,,,25,52,Vrouw,Links,
,dotcolour,6,0,training,mediumSC,easy,61,1318,['c'],1,left,none,-99,-99,,,,,,,,,,,25,52,Vrouw,Links,
,dotcolour,7,0,training,mediumSC,easy,65,2271,['n'],0,left,none,-99,-99,,,,,,,,,,,25,52,Vrouw,Links,
,dotcolour,8,0,training,mediumSC,easy,64,1369,['c'],1,left,none,-99,-99,,,,,,,,,,,25,52,Vrouw,Links,
,dotcolour,9,0,training,mediumSC,average,51,1419,['c'],1,left,none,-99,-99,,,,,,,,,,,25,52,Vrouw,Links,
,dotcolour,10,0,training,mediumSC,hard,44,2003,['c'],1,left,none,-99,-99,,,,,,,,,,,25,52,Vrouw,Links,
,dotcolour,11,0,training,mediumSC,easy,19,1336,['n'],1,right,none,-99,-99,,,,,,,,,,,25,52,Vrouw,Links,
,dotcolour,12,0,training,mediumSC,average,52,4122,['n'],0,left,none,-99,-99,,,,,,,,,,,25,52,Vrouw,Links,
,dotcolour,13,0,training,mediumSC,easy,16,1220,['n'],1,right,none,-99,-99,,,,,,,,,,,25,52,Vrouw,Links,
,dotcolour,14,0,training,mediumSC,hard,36,1153,['n'],1,right,none,-99,-99,,,,,,,,,,,25,52,Vrouw,Links,
,dotcolour,15,0,training,mediumSC,average,26,1302,['n'],1,right,none,-99,-99,,,,,,,,,,,25,52,Vrouw,Links,
,dotcolour,16,0,training,mediumSC,hard,36,1336,['c'],0,right,none,-99,-99,,,,,,,,,,,25,52,Vrouw,Links,
,dotcolour,17,0,training,mediumSC,hard,45,1102,['c'],1,left,none,-99,-99,,,,,,,,,,,25,52,Vrouw,Links,
,dotcolour,18,0,training,mediumSC,hard,41,2003,['c'],1,left,none,-99,-99,,,,,,,,,,,25,52,Vrouw,Links,
,dotcolour,19,0,training,mediumSC,easy,65,1036,['c'],1,left,none,-99,-99,,,,,,,,,,,25,52,Vrouw,Links,
,dotcolour,20,0,training,mediumSC,easy,17,952,['n'],1,right,none,-99,-99,,,,,,,,,,,25,52,Vrouw,Links,
,dotcolour,21,0,training,mediumSC,easy,19,1068,['n'],1,right,none,-99,-99,,,,,,,,,,,25,52,Vrouw,Links,
,dotcolour,22,0,training,mediumSC,easy,16,936,['n'],1,right,none,-99,-99,,,,,,,,,,,25,52,Vrouw,Links,
,dotcolour,23,0,training,mediumSC,hard,44,1787,['n'],0,left,none,-99,-99,,,,,,,,,,,25,52,Vrouw,Links,
,dotcolour,0,1,training,mediumSC,easy,19,1086,['n'],1,right,none,-99,-99,,,,,,,,,,,25,52,Vrouw,Links,
,dotcolour,1,1,training,mediumSC,average,53,902,['c'],1,left,none,-99,-99,,,,,,,,,,,25,52,Vrouw,Links,
,dotcolour,2,1,training,mediumSC,easy,18,936,['n'],1,right,none,-99,-99,,,,,,,,,,,25,52,Vrouw,Links,
