starttime,task,withinblocktrial,block,running,selfconf,difflevel,n_xes,rt,resp,cor,cresp,conf_press,cj,RTconf,n_reddots,dotsLeft,dotsRight,post1,post2,post3,post4,post5,post6,stoptime,sub,age,gender,handedness,
1613382074,xotask,0,0,training,lowSC,easy,74,2871,['c'],1,left,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,1,0,training,lowSC,hard,25,936,['n'],1,right,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,2,0,training,lowSC,easy,72,1220,['c'],1,left,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,3,0,training,lowSC,hard,29,1002,['c'],0,right,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,4,0,training,lowSC,hard,51,852,['c'],1,left,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,5,0,training,lowSC,hard,25,1119,['c'],0,right,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,6,0,training,lowSC,average,61,1669,['c'],1,left,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,7,0,training,lowSC,average,62,1420,['c'],1,left,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,8,0,training,lowSC,average,15,835,['n'],1,right,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,9,0,training,lowSC,hard,29,752,['n'],1,right,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,10,0,training,lowSC,average,64,836,['c'],1,left,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,11,0,training,lowSC,average,18,1287,['c'],0,right,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,12,0,training,lowSC,hard,52,2003,['n'],0,left,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,13,0,training,lowSC,easy,71,752,['c'],1,left,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,14,0,training,lowSC,easy,70,819,['c'],1,left,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,15,0,training,lowSC,hard,50,1952,['c'],1,left,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,16,0,training,lowSC,hard,28,735,['n'],1,right,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,17,0,training,lowSC,average,19,1401,['n'],1,right,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,18,0,training,lowSC,hard,54,802,['n'],0,left,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,19,0,training,lowSC,average,19,1152,['n'],1,right,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,20,0,training,lowSC,hard,50,867,['c'],1,left,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,21,0,training,lowSC,average,60,902,['c'],1,left,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,22,0,training,lowSC,easy,8,1235,['n'],1,right,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,23,0,training,lowSC,easy,72,1019,['n'],0,left,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,0,1,training,lowSC,average,61,1052,['c'],1,left,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,1,1,training,lowSC,hard,29,835,['c'],0,right,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,2,1,training,lowSC,easy,7,685,['n'],1,right,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,3,1,training,lowSC,average,61,1202,['c'],1,left,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,4,1,training,lowSC,hard,25,735,['n'],1,right,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,5,1,training,lowSC,hard,25,1101,['n'],1,right,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,6,1,training,lowSC,easy,7,702,['n'],1,right,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,7,1,training,lowSC,easy,72,701,['c'],1,left,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,8,1,training,lowSC,easy,6,785,['n'],1,right,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,9,1,training,lowSC,easy,6,635,['n'],1,right,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,10,1,training,lowSC,easy,6,785,['n'],1,right,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,11,1,training,lowSC,hard,50,869,['n'],0,left,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,12,1,training,lowSC,average,61,1352,['c'],1,left,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,13,1,training,lowSC,average,16,752,['n'],1,right,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,14,1,training,lowSC,hard,53,1769,['c'],1,left,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,15,1,training,lowSC,easy,9,1052,['n'],1,right,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,16,1,training,lowSC,hard,52,1285,['c'],1,left,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,17,1,training,lowSC,hard,26,1319,['n'],1,right,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,18,1,training,lowSC,easy,7,1369,['c'],0,right,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,19,1,training,lowSC,easy,73,1253,['c'],1,left,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,20,1,training,lowSC,easy,73,635,['c'],1,left,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,21,1,training,lowSC,average,61,685,['c'],1,left,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,22,1,training,lowSC,hard,25,802,['n'],1,right,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,23,1,training,lowSC,hard,53,818,['c'],1,left,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,0,2,training,lowSC,easy,7,619,['n'],1,right,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,1,2,training,lowSC,average,63,935,['n'],0,left,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,2,2,training,lowSC,average,17,1001,['c'],0,right,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,3,2,training,lowSC,average,62,1036,['c'],1,left,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,4,2,training,lowSC,average,63,751,['c'],1,left,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,5,2,training,lowSC,average,61,1486,['c'],1,left,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,6,2,training,lowSC,easy,72,669,['c'],1,left,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,7,2,training,lowSC,average,19,452,['n'],1,right,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,8,2,training,lowSC,hard,25,903,['n'],1,right,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,9,2,training,lowSC,hard,25,518,['n'],1,right,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,10,2,training,lowSC,hard,52,668,['c'],1,left,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,11,2,training,lowSC,average,63,685,['c'],1,left,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,12,2,training,lowSC,easy,8,802,['n'],1,right,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,13,2,training,lowSC,hard,29,701,['n'],1,right,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,14,2,training,lowSC,easy,8,568,['n'],1,right,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,15,2,training,lowSC,hard,50,751,['c'],1,left,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,16,2,training,lowSC,hard,52,567,['c'],1,left,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,17,2,training,lowSC,average,19,685,['c'],0,right,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,18,2,training,lowSC,hard,26,468,['n'],1,right,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,19,2,training,lowSC,easy,71,585,['c'],1,left,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,20,2,training,lowSC,easy,72,619,['c'],1,left,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,21,2,training,lowSC,hard,29,452,['c'],0,right,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,22,2,training,lowSC,easy,6,969,['n'],1,right,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,23,2,training,lowSC,hard,51,969,['n'],0,left,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,0,3,training,lowSC,easy,7,669,['n'],1,right,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,1,3,training,lowSC,easy,74,552,['n'],0,left,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,2,3,training,lowSC,easy,74,852,['c'],1,left,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,3,3,training,lowSC,average,64,852,['c'],1,left,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,4,3,training,lowSC,easy,70,768,['c'],1,left,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,5,3,training,lowSC,hard,50,668,['c'],1,left,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,6,3,training,lowSC,easy,5,518,['n'],1,right,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,7,3,training,lowSC,easy,73,619,['c'],1,left,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
,xotask,8,3,training,lowSC,easy,74,720,['c'],1,left,none,-99,-99,,,,,,,,,,,39,18,Vrouw,Rechts,
