"sub","task","selfconf","coh","rt","resp","cor","cj","RTconf","block"
1,"dotcolour","lowSC","easy",0.635,1,1,6,1.886,5
1,"dotcolour","lowSC","average",0.435,1,1,6,0.267,5
1,"dotcolour","lowSC","average",0.468,-1,1,1,0.552,5
1,"dotcolour","lowSC","hard",1.703,-1,0,4,0.936,5
1,"dotcolour","lowSC","hard",1.202,-1,1,5,0.717,5
1,"dotcolour","lowSC","average",0.635,1,1,6,0.289,5
1,"dotcolour","lowSC","average",0.735,-1,1,6,0.354,5
1,"dotcolour","lowSC","hard",0.751,-1,1,5,0.273,5
1,"dotcolour","lowSC","hard",0.869,-1,1,4,0.686,5
1,"dotcolour","lowSC","easy",0.535,1,1,6,0.248,5
1,"dotcolour","lowSC","average",0.886,1,1,5,0.277,5
1,"dotcolour","lowSC","average",0.569,-1,1,6,0.206,5
1,"dotcolour","lowSC","hard",0.868,-1,1,4,0.846,5
1,"dotcolour","lowSC","average",0.468,1,1,5,0.229,5
1,"dotcolour","lowSC","hard",0.685,-1,1,4,0.875,5
1,"dotcolour","lowSC","average",0.601,-1,1,5,0.555,5
1,"dotcolour","lowSC","average",0.518,-1,1,4,0.251,5
1,"dotcolour","lowSC","hard",0.668,1,1,4,0.209,5
1,"dotcolour","lowSC","hard",0.535,1,1,4,0.302,5
1,"dotcolour","lowSC","easy",0.435,-1,1,6,0.188,5
1,"dotcolour","lowSC","hard",0.635,-1,0,4,0.294,5
1,"dotcolour","lowSC","easy",0.552,1,1,6,0.128,5
1,"dotcolour","lowSC","easy",0.453,1,1,6,0.228,5
1,"dotcolour","lowSC","hard",0.602,-1,1,4,1.102,5
1,"dotcolour","lowSC","average",0.485,-1,1,5,0.264,5
1,"dotcolour","lowSC","hard",0.568,1,1,4,0.338,5
1,"dotcolour","lowSC","hard",0.501,-1,1,5,0.3,5
1,"dotcolour","lowSC","easy",0.567,1,1,6,0.227,5
1,"dotcolour","lowSC","hard",0.635,-1,0,4,0.428,5
1,"dotcolour","lowSC","easy",0.468,-1,1,6,0.195,5
1,"dotcolour","lowSC","easy",0.402,-1,1,6,0.215,5
1,"dotcolour","lowSC","hard",0.785,1,0,3,0.394,5
1,"dotcolour","lowSC","easy",0.652,-1,1,6,0.219,5
1,"dotcolour","lowSC","easy",0.434,-1,1,6,0.204,5
1,"dotcolour","lowSC","average",0.518,1,1,6,0.011,5
1,"dotcolour","lowSC","easy",0.736,1,1,6,0.248,5
1,"dotcolour","lowSC","average",0.551,-1,1,6,0.146,5
1,"dotcolour","lowSC","easy",0.402,-1,1,6,0.247,5
1,"dotcolour","lowSC","easy",0.468,1,1,6,0.246,5
1,"dotcolour","lowSC","average",0.418,1,1,5,0.247,5
1,"dotcolour","lowSC","hard",0.986,1,1,4,0.288,5
1,"dotcolour","lowSC","hard",0.702,1,1,4,0.387,5
1,"dotcolour","lowSC","easy",0.468,-1,1,6,0.252,5
1,"dotcolour","lowSC","average",0.485,1,1,6,0.073,5
1,"dotcolour","lowSC","average",0.503,-1,1,6,0.221,5
1,"dotcolour","lowSC","easy",0.501,1,1,6,0.22,5
1,"dotcolour","lowSC","average",0.486,-1,1,6,0.219,5
1,"dotcolour","lowSC","easy",0.402,-1,1,6,0.205,5
1,"dotcolour","lowSC","average",0.452,-1,1,6,0.19,5
1,"dotcolour","lowSC","hard",0.952,-1,0,4,0.555,5
1,"dotcolour","lowSC","hard",0.769,1,1,4,0.337,5
1,"dotcolour","lowSC","average",0.535,1,1,5,0.297,5
1,"dotcolour","lowSC","average",0.568,-1,1,6,0.241,5
1,"dotcolour","lowSC","easy",0.45,1,1,6,0.176,5
1,"dotcolour","lowSC","hard",0.918,-1,1,3,0.512,5
1,"dotcolour","lowSC","easy",0.534,-1,1,6,2.241,5
1,"dotcolour","lowSC","hard",0.869,-1,1,6,0.206,5
1,"dotcolour","lowSC","hard",1.168,-1,1,4,0.321,5
1,"dotcolour","lowSC","average",0.619,1,1,5,0.246,5
1,"dotcolour","lowSC","easy",0.469,1,1,6,0.229,5
1,"dotcolour","lowSC","easy",0.752,-1,1,6,0.313,5
1,"dotcolour","lowSC","average",0.935,1,1,5,1.138,5
1,"dotcolour","lowSC","hard",1.002,-1,0,4,0.566,5
1,"dotcolour","lowSC","hard",0.835,-1,0,3,0.472,5
1,"dotcolour","lowSC","easy",0.535,1,1,6,0.379,5
1,"dotcolour","lowSC","easy",0.418,1,1,5,0.23,5
1,"dotcolour","lowSC","hard",0.518,-1,1,4,0.227,5
1,"dotcolour","lowSC","average",0.802,1,1,4,0.757,5
1,"dotcolour","lowSC","average",0.419,1,1,6,0.849,5
1,"dotcolour","lowSC","easy",0.701,-1,1,6,0.493,5
1,"dotcolour","lowSC","easy",0.585,-1,1,6,0.206,5
1,"dotcolour","lowSC","average",0.402,-1,1,5,0.224,5
1,"dotcolour","lowSC","easy",0.501,1,1,6,0.314,6
1,"dotcolour","lowSC","easy",0.451,-1,1,6,0.389,6
1,"dotcolour","lowSC","average",0.451,1,1,6,0.191,6
1,"dotcolour","lowSC","average",0.451,-1,1,5,0.208,6
1,"dotcolour","lowSC","easy",0.434,1,1,6,0.194,6
1,"dotcolour","lowSC","easy",0.452,1,1,6,0.18,6
1,"dotcolour","lowSC","hard",0.668,-1,0,4,0.253,6
1,"dotcolour","lowSC","average",0.486,-1,1,5,0.25,6
1,"dotcolour","lowSC","hard",0.536,1,1,5,0.197,6
1,"dotcolour","lowSC","average",0.368,1,1,6,0.202,6
1,"dotcolour","lowSC","easy",0.419,-1,1,6,0.444,6
1,"dotcolour","lowSC","average",0.368,1,1,5,0.263,6
1,"dotcolour","lowSC","easy",0.485,-1,1,6,0.132,6
1,"dotcolour","lowSC","hard",0.818,-1,1,5,0.201,6
1,"dotcolour","lowSC","easy",0.367,1,1,6,0.173,6
1,"dotcolour","lowSC","easy",0.402,1,1,6,0.209,6
1,"dotcolour","lowSC","average",0.418,1,1,6,0.195,6
1,"dotcolour","lowSC","hard",0.635,-1,0,5,0.35,6
1,"dotcolour","lowSC","average",0.768,1,1,4,0.235,6
1,"dotcolour","lowSC","hard",0.802,-1,0,3,0.301,6
1,"dotcolour","lowSC","hard",0.736,-1,1,4,0.302,6
1,"dotcolour","lowSC","average",0.635,-1,0,1,0.275,6
1,"dotcolour","lowSC","hard",0.652,-1,1,5,0.873,6
1,"dotcolour","lowSC","hard",0.652,1,1,4,0.343,6
1,"dotcolour","lowSC","hard",0.735,-1,1,5,1.078,6
1,"dotcolour","lowSC","easy",0.468,-1,1,6,0.195,6
1,"dotcolour","lowSC","hard",0.719,1,0,6,0.538,6
1,"dotcolour","lowSC","average",0.602,-1,1,5,0.023,6
1,"dotcolour","lowSC","hard",0.985,-1,1,4,0.298,6
1,"dotcolour","lowSC","hard",0.567,1,1,5,0.194,6
1,"dotcolour","lowSC","hard",0.519,-1,0,2,0.257,6
1,"dotcolour","lowSC","average",0.55,1,1,5,0.204,6
1,"dotcolour","lowSC","average",0.652,-1,1,4,0.244,6
1,"dotcolour","lowSC","easy",0.485,1,1,6,0.259,6
1,"dotcolour","lowSC","easy",0.451,-1,1,6,0.21,6
1,"dotcolour","lowSC","easy",0.433,1,1,6,0.227,6
1,"dotcolour","lowSC","average",0.485,1,1,6,0.258,6
1,"dotcolour","lowSC","average",0.736,1,1,5,0.245,6
1,"dotcolour","lowSC","average",0.518,-1,1,6,0.226,6
1,"dotcolour","lowSC","hard",0.769,1,1,5,0.293,6
1,"dotcolour","lowSC","easy",0.418,1,1,6,0.116,6
1,"dotcolour","lowSC","average",0.519,-1,1,6,0.262,6
1,"dotcolour","lowSC","average",0.534,-1,0,2,0.305,6
1,"dotcolour","lowSC","easy",0.702,-1,1,6,0.196,6
1,"dotcolour","lowSC","easy",0.719,-1,1,6,0.235,6
1,"dotcolour","lowSC","average",1.035,1,0,4,0.419,6
1,"dotcolour","lowSC","easy",0.519,-1,1,6,0.216,6
1,"dotcolour","lowSC","easy",0.501,1,1,6,0.326,6
1,"dotcolour","lowSC","average",0.484,-1,1,5,0.241,6
1,"dotcolour","lowSC","easy",0.517,-1,1,5,0.493,6
1,"dotcolour","lowSC","hard",0.669,-1,1,4,0.218,6
1,"dotcolour","lowSC","easy",0.467,1,1,6,0.281,6
1,"dotcolour","lowSC","hard",0.951,1,0,4,0.61,6
1,"dotcolour","lowSC","easy",0.468,1,1,5,0.243,6
1,"dotcolour","lowSC","easy",0.451,1,1,6,0.194,6
1,"dotcolour","lowSC","hard",0.484,1,1,4,0.195,6
1,"dotcolour","lowSC","hard",0.919,1,0,4,0.241,6
1,"dotcolour","lowSC","average",0.568,-1,1,5,0.236,6
1,"dotcolour","lowSC","hard",0.902,-1,0,4,0.217,6
1,"dotcolour","lowSC","average",0.551,1,1,6,0.213,6
1,"dotcolour","lowSC","hard",0.635,-1,1,5,0.59,6
1,"dotcolour","lowSC","easy",0.417,-1,1,6,0.224,6
1,"dotcolour","lowSC","easy",0.468,-1,1,6,0.24,6
1,"dotcolour","lowSC","hard",0.852,-1,1,3,0.783,6
1,"dotcolour","lowSC","average",0.952,1,1,5,0.228,6
1,"dotcolour","lowSC","average",0.601,-1,1,4,0.462,6
1,"dotcolour","lowSC","easy",0.785,-1,1,6,0.199,6
1,"dotcolour","lowSC","average",0.819,-1,1,5,0.329,6
1,"dotcolour","lowSC","hard",0.819,1,1,5,0.342,6
1,"dotcolour","lowSC","hard",0.585,-1,0,3,0.252,6
1,"dotcolour","lowSC","hard",1.102,-1,1,4,0.688,6
1,"dotcolour","lowSC","average",0.435,-1,1,4,0.27,6
1,"dotcolour","lowSC","average",0.619,1,1,6,0.777,7
1,"dotcolour","lowSC","hard",0.602,-1,1,4,0.237,7
1,"dotcolour","lowSC","average",0.502,-1,1,5,0.363,7
1,"dotcolour","lowSC","average",0.501,1,1,6,0.019,7
1,"dotcolour","lowSC","easy",0.535,-1,1,6,0.168,7
1,"dotcolour","lowSC","average",0.519,-1,1,5,0.232,7
1,"dotcolour","lowSC","easy",0.469,-1,1,6,0.055,7
1,"dotcolour","lowSC","easy",0.418,1,1,6,0.207,7
1,"dotcolour","lowSC","easy",0.484,-1,1,6,0.207,7
1,"dotcolour","lowSC","easy",0.652,1,1,6,0.216,7
1,"dotcolour","lowSC","hard",0.601,-1,1,4,0.401,7
1,"dotcolour","lowSC","hard",0.768,1,0,4,0.221,7
1,"dotcolour","lowSC","easy",0.451,-1,1,6,0.206,7
1,"dotcolour","lowSC","easy",0.468,1,1,6,0.174,7
1,"dotcolour","lowSC","easy",0.501,-1,1,6,0.206,7
1,"dotcolour","lowSC","easy",0.502,-1,1,6,0.205,7
1,"dotcolour","lowSC","easy",0.468,1,1,6,0.205,7
1,"dotcolour","lowSC","hard",0.702,1,1,4,0.66,7
1,"dotcolour","lowSC","hard",0.618,-1,1,3,0.38,7
1,"dotcolour","lowSC","average",0.551,1,1,6,0.209,7
1,"dotcolour","lowSC","average",0.535,1,1,4,0.207,7
1,"dotcolour","lowSC","hard",1.236,1,0,3,0.399,7
1,"dotcolour","lowSC","average",0.618,-1,1,6,0.209,7
1,"dotcolour","lowSC","easy",0.667,-1,1,6,0.265,7
1,"dotcolour","lowSC","average",0.534,1,1,4,0.244,7
1,"dotcolour","lowSC","hard",0.702,1,1,4,0.234,7
1,"dotcolour","lowSC","hard",0.652,1,1,4,0.225,7
1,"dotcolour","lowSC","easy",0.502,-1,1,5,0.783,7
1,"dotcolour","lowSC","average",0.518,1,1,4,0.229,7
1,"dotcolour","lowSC","hard",0.701,-1,1,4,0.779,7
1,"dotcolour","lowSC","hard",0.767,1,1,3,0.248,7
1,"dotcolour","lowSC","average",0.652,-1,1,4,0.222,7
1,"dotcolour","lowSC","average",0.485,1,1,6,0.205,7
1,"dotcolour","lowSC","easy",0.734,-1,1,5,0.274,7
1,"dotcolour","lowSC","average",0.569,-1,1,5,0.252,7
1,"dotcolour","lowSC","hard",1.051,-1,1,4,0.242,7
1,"dotcolour","lowSC","average",0.586,-1,1,5,0.396,7
1,"dotcolour","lowSC","hard",0.869,1,1,4,0.196,7
1,"dotcolour","lowSC","easy",0.418,1,1,6,0.198,7
1,"dotcolour","lowSC","hard",0.835,-1,0,3,0.2,7
1,"dotcolour","lowSC","average",0.568,1,1,5,0.468,7
1,"dotcolour","lowSC","hard",0.702,-1,1,4,0.399,7
1,"dotcolour","lowSC","hard",0.752,-1,1,4,0.236,7
1,"dotcolour","lowSC","hard",0.535,1,1,4,0.216,7
1,"dotcolour","lowSC","easy",0.418,1,1,6,0.234,7
1,"dotcolour","lowSC","hard",0.501,1,1,5,0.407,7
1,"dotcolour","lowSC","average",0.485,-1,1,6,0.239,7
1,"dotcolour","lowSC","average",0.519,1,1,6,0.204,7
1,"dotcolour","lowSC","average",0.369,1,1,6,0.208,7
1,"dotcolour","lowSC","easy",0.468,-1,1,6,0.208,7
1,"dotcolour","lowSC","easy",0.451,1,1,6,0.193,7
1,"dotcolour","lowSC","easy",0.384,1,1,6,0.213,7
1,"dotcolour","lowSC","hard",0.752,1,1,3,0.218,7
1,"dotcolour","lowSC","easy",0.451,-1,1,5,0.282,7
1,"dotcolour","lowSC","average",0.867,1,1,4,0.215,7
1,"dotcolour","lowSC","easy",0.502,1,1,6,0.388,7
1,"dotcolour","lowSC","hard",0.768,-1,0,5,0.353,7
1,"dotcolour","lowSC","easy",0.701,-1,1,5,3.345,7
1,"dotcolour","lowSC","easy",0.484,-1,0,1,0.241,7
1,"dotcolour","lowSC","average",0.651,1,0,2,0.68,7
1,"dotcolour","lowSC","easy",0.619,1,1,6,0.255,7
1,"dotcolour","lowSC","average",0.701,-1,1,6,0.227,7
1,"dotcolour","lowSC","hard",0.901,-1,0,4,0.337,7
1,"dotcolour","lowSC","hard",1.036,1,1,5,0.405,7
1,"dotcolour","lowSC","hard",0.686,-1,1,4,0.308,7
1,"dotcolour","lowSC","average",0.635,-1,1,4,0.601,7
1,"dotcolour","lowSC","average",0.484,1,1,5,0.248,7
1,"dotcolour","lowSC","hard",1.236,-1,1,4,0.279,7
1,"dotcolour","lowSC","average",0.651,-1,1,4,0.221,7
1,"dotcolour","lowSC","easy",0.501,1,1,6,0.187,7
1,"dotcolour","lowSC","hard",1.068,-1,1,4,0.276,7
1,"dotcolour","lowSC","average",0.535,-1,1,6,0.271,7
1,"dotnumber","highSC","average",0.418,1,1,6,0.521,5
1,"dotnumber","highSC","hard",0.385,-1,1,4,0.704,5
1,"dotnumber","highSC","hard",0.401,1,0,4,0.255,5
1,"dotnumber","highSC","hard",0.384,1,1,5,0.242,5
1,"dotnumber","highSC","average",0.352,-1,1,5,0.278,5
1,"dotnumber","highSC","easy",0.534,1,1,4,0.29,5
1,"dotnumber","highSC","hard",0.701,1,1,4,0.773,5
1,"dotnumber","highSC","hard",0.401,1,1,5,0.226,5
1,"dotnumber","highSC","average",0.719,-1,1,4,0.216,5
1,"dotnumber","highSC","average",0.435,1,1,5,0.201,5
1,"dotnumber","highSC","hard",0.384,1,1,5,0.286,5
1,"dotnumber","highSC","average",0.518,-1,1,5,0.249,5
1,"dotnumber","highSC","hard",0.452,1,0,3,0.233,5
1,"dotnumber","highSC","average",0.384,1,1,5,0.22,5
1,"dotnumber","highSC","hard",0.402,1,0,6,0.223,5
1,"dotnumber","highSC","average",0.434,-1,1,6,0.288,5
1,"dotnumber","highSC","average",0.569,-1,1,5,0.218,5
1,"dotnumber","highSC","easy",0.468,-1,1,6,0.218,5
1,"dotnumber","highSC","easy",0.385,1,1,6,0.221,5
1,"dotnumber","highSC","average",0.4,1,1,6,0.208,5
1,"dotnumber","highSC","hard",0.451,1,1,3,0.242,5
1,"dotnumber","highSC","easy",0.352,-1,1,6,0.23,5
1,"dotnumber","highSC","hard",0.384,-1,1,4,1.178,5
1,"dotnumber","highSC","easy",0.468,-1,1,6,0.211,5
1,"dotnumber","highSC","average",0.401,1,1,6,0.279,5
1,"dotnumber","highSC","easy",0.402,1,1,6,0.184,5
1,"dotnumber","highSC","easy",0.352,1,1,6,0.19,5
1,"dotnumber","highSC","easy",0.451,1,1,5,0.576,5
1,"dotnumber","highSC","easy",0.468,-1,1,4,0.274,5
1,"dotnumber","highSC","hard",0.434,-1,0,4,0.21,5
1,"dotnumber","highSC","average",0.434,1,0,4,0.356,5
1,"dotnumber","highSC","hard",0.436,1,0,4,0.272,5
1,"dotnumber","highSC","easy",0.401,1,1,6,0.225,5
1,"dotnumber","highSC","easy",0.334,1,1,5,0.247,5
1,"dotnumber","highSC","easy",0.467,-1,1,5,0.198,5
1,"dotnumber","highSC","easy",0.419,1,1,6,0.345,5
1,"dotnumber","highSC","hard",0.485,-1,1,4,0.276,5
1,"dotnumber","highSC","easy",0.385,1,1,6,0.214,5
1,"dotnumber","highSC","hard",0.468,-1,1,4,0.471,5
1,"dotnumber","highSC","easy",0.652,-1,1,4,0.245,5
1,"dotnumber","highSC","average",0.419,1,1,5,0.215,5
1,"dotnumber","highSC","easy",0.601,-1,1,5,0.194,5
1,"dotnumber","highSC","average",0.518,-1,1,5,0.225,5
1,"dotnumber","highSC","easy",0.635,-1,1,5,0.202,5
1,"dotnumber","highSC","average",0.468,1,1,6,0.235,5
1,"dotnumber","highSC","hard",0.518,1,1,5,0.217,5
1,"dotnumber","highSC","hard",0.468,1,1,5,0.217,5
1,"dotnumber","highSC","hard",0.384,1,1,4,0.284,5
1,"dotnumber","highSC","average",0.384,1,0,3,0.238,5
1,"dotnumber","highSC","hard",0.401,1,1,4,2.031,5
1,"dotnumber","highSC","hard",0.601,-1,1,4,0.225,5
1,"dotnumber","highSC","easy",0.569,-1,1,5,0.269,5
1,"dotnumber","highSC","average",1.085,1,1,4,0.258,5
1,"dotnumber","highSC","average",0.469,1,0,4,0.193,5
1,"dotnumber","highSC","easy",0.418,1,1,5,0.196,5
1,"dotnumber","highSC","average",0.368,1,0,3,0.602,5
1,"dotnumber","highSC","hard",0.418,1,0,4,0.557,5
1,"dotnumber","highSC","easy",0.418,1,1,5,0.225,5
1,"dotnumber","highSC","average",0.618,-1,1,4,0.331,5
1,"dotnumber","highSC","hard",0.418,1,1,4,0.233,5
1,"dotnumber","highSC","easy",0.618,-1,1,4,0.21,5
1,"dotnumber","highSC","easy",0.401,1,1,5,0.598,5
1,"dotnumber","highSC","hard",0.501,1,1,4,0.902,5
1,"dotnumber","highSC","average",0.402,1,1,4,0.333,5
1,"dotnumber","highSC","hard",0.351,1,0,4,0.269,5
1,"dotnumber","highSC","average",0.586,-1,1,5,0.246,5
1,"dotnumber","highSC","hard",0.518,1,0,5,0.212,5
1,"dotnumber","highSC","average",0.435,1,1,5,0.214,5
1,"dotnumber","highSC","average",0.367,1,1,5,0.235,5
1,"dotnumber","highSC","easy",0.502,-1,1,6,0.217,5
1,"dotnumber","highSC","average",0.385,1,1,4,0.317,5
1,"dotnumber","highSC","easy",0.486,-1,1,5,0.248,5
1,"dotnumber","highSC","average",0.485,1,1,4,0.224,6
1,"dotnumber","highSC","hard",0.45,-1,1,3,0.21,6
1,"dotnumber","highSC","average",0.468,1,1,3,0.21,6
1,"dotnumber","highSC","easy",0.418,-1,1,5,0.213,6
1,"dotnumber","highSC","easy",0.435,-1,1,6,0.183,6
1,"dotnumber","highSC","average",0.468,1,1,6,0.201,6
1,"dotnumber","highSC","hard",0.534,1,1,5,0.199,6
1,"dotnumber","highSC","hard",0.419,1,0,4,0.25,6
1,"dotnumber","highSC","easy",0.401,1,0,1,4.188,6
1,"dotnumber","highSC","average",0.584,1,0,5,0.213,6
1,"dotnumber","highSC","easy",0.601,-1,1,4,0.097,6
1,"dotnumber","highSC","average",0.552,1,1,4,0.275,6
1,"dotnumber","highSC","easy",0.45,1,1,5,0.194,6
1,"dotnumber","highSC","hard",0.435,1,0,5,0.197,6
1,"dotnumber","highSC","hard",0.435,1,0,4,0.215,6
1,"dotnumber","highSC","easy",0.368,1,1,5,0.188,6
1,"dotnumber","highSC","easy",0.685,-1,1,5,0.132,6
1,"dotnumber","highSC","easy",0.468,1,1,5,0.2,6
1,"dotnumber","highSC","easy",0.368,1,1,6,0.237,6
1,"dotnumber","highSC","hard",0.484,-1,0,3,0.444,6
1,"dotnumber","highSC","hard",0.402,1,1,2,0.246,6
1,"dotnumber","highSC","average",0.452,1,1,5,0.278,6
1,"dotnumber","highSC","easy",0.401,-1,1,5,0.215,6
1,"dotnumber","highSC","average",0.452,1,0,6,0.248,6
1,"dotnumber","highSC","average",0.435,-1,1,6,0.248,6
1,"dotnumber","highSC","easy",0.535,1,1,6,0.196,6
1,"dotnumber","highSC","hard",0.534,1,0,5,0.227,6
1,"dotnumber","highSC","hard",0.384,1,0,5,0.375,6
1,"dotnumber","highSC","average",0.468,1,1,6,0.257,6
1,"dotnumber","highSC","average",0.451,-1,1,6,0.177,6
1,"dotnumber","highSC","average",0.401,1,1,6,0.229,6
1,"dotnumber","highSC","hard",0.436,1,1,6,0.215,6
1,"dotnumber","highSC","average",0.518,-1,1,5,0.229,6
1,"dotnumber","highSC","easy",0.352,1,1,6,0.362,6
1,"dotnumber","highSC","hard",0.401,1,0,4,0.216,6
1,"dotnumber","highSC","hard",0.551,-1,0,5,0.276,6
1,"dotnumber","highSC","average",0.401,-1,1,6,0.198,6
1,"dotnumber","highSC","hard",0.334,-1,0,4,0.397,6
1,"dotnumber","highSC","hard",0.568,-1,1,4,0.402,6
1,"dotnumber","highSC","easy",0.451,-1,1,5,0.251,6
1,"dotnumber","highSC","average",0.434,1,1,4,0.252,6
1,"dotnumber","highSC","average",0.368,-1,1,3,0.286,6
1,"dotnumber","highSC","average",0.418,-1,1,5,0.366,6
1,"dotnumber","highSC","average",0.435,-1,1,4,0.233,6
1,"dotnumber","highSC","hard",1.236,1,0,4,0.185,6
1,"dotnumber","highSC","average",0.484,1,1,5,0.282,6
1,"dotnumber","highSC","hard",0.552,1,1,5,0.308,6
1,"dotnumber","highSC","hard",0.618,-1,0,5,0.235,6
1,"dotnumber","highSC","average",0.518,-1,1,6,0.201,6
1,"dotnumber","highSC","hard",0.434,-1,0,5,0.251,6
1,"dotnumber","highSC","easy",0.402,-1,1,6,0.221,6
1,"dotnumber","highSC","average",0.417,1,1,6,0.239,6
1,"dotnumber","highSC","easy",0.502,1,1,6,0.237,6
1,"dotnumber","highSC","hard",0.551,1,1,5,0.201,6
1,"dotnumber","highSC","hard",0.369,1,1,4,0.398,6
1,"dotnumber","highSC","average",0.418,1,1,3,0.521,6
1,"dotnumber","highSC","easy",0.451,-1,1,5,0.254,6
1,"dotnumber","highSC","hard",0.535,1,0,4,0.602,6
1,"dotnumber","highSC","average",0.786,-1,0,4,0.238,6
1,"dotnumber","highSC","easy",0.435,1,1,5,0.223,6
1,"dotnumber","highSC","easy",0.417,-1,1,3,0.977,6
1,"dotnumber","highSC","easy",0.484,-1,1,5,0.418,6
1,"dotnumber","highSC","easy",0.552,-1,1,5,0.215,6
1,"dotnumber","highSC","hard",0.468,1,1,4,0.231,6
1,"dotnumber","highSC","easy",0.351,1,1,6,0.22,6
1,"dotnumber","highSC","hard",0.468,-1,1,5,0.444,6
1,"dotnumber","highSC","hard",0.485,1,0,5,0.258,6
1,"dotnumber","highSC","average",0.451,-1,1,5,0.226,6
1,"dotnumber","highSC","easy",0.384,1,1,5,0.246,6
1,"dotnumber","highSC","easy",1.736,1,1,4,0.306,6
1,"dotnumber","highSC","average",0.402,1,0,4,0.337,6
1,"dotnumber","highSC","easy",0.417,1,1,6,0.382,6
1,"dotnumber","highSC","easy",0.502,-1,1,5,0.236,7
1,"dotnumber","highSC","average",0.452,1,0,4,0.38,7
1,"dotnumber","highSC","average",0.719,-1,1,5,0.188,7
1,"dotnumber","highSC","hard",0.701,-1,1,4,0.324,7
1,"dotnumber","highSC","average",0.417,1,1,5,0.194,7
1,"dotnumber","highSC","hard",0.518,1,1,4,0.306,7
1,"dotnumber","highSC","hard",0.468,-1,0,6,0.206,7
1,"dotnumber","highSC","average",0.585,1,1,4,0.363,7
1,"dotnumber","highSC","average",0.485,-1,1,5,0.308,7
1,"dotnumber","highSC","hard",0.401,1,1,5,0.228,7
1,"dotnumber","highSC","average",0.484,1,0,3,0.244,7
1,"dotnumber","highSC","hard",0.768,-1,0,4,0.279,7
1,"dotnumber","highSC","easy",0.451,1,1,5,0.181,7
1,"dotnumber","highSC","easy",0.502,-1,1,5,0.198,7
1,"dotnumber","highSC","easy",0.419,-1,1,6,0.201,7
1,"dotnumber","highSC","average",0.434,-1,1,5,0.235,7
1,"dotnumber","highSC","average",0.518,1,1,5,0.233,7
1,"dotnumber","highSC","easy",0.435,1,1,6,0.234,7
1,"dotnumber","highSC","hard",0.435,1,1,4,0.602,7
1,"dotnumber","highSC","hard",0.752,1,0,4,0.223,7
1,"dotnumber","highSC","hard",0.434,1,1,3,0.257,7
1,"dotnumber","highSC","easy",0.401,-1,1,5,0.259,7
1,"dotnumber","highSC","average",0.468,-1,1,6,0.034,7
1,"dotnumber","highSC","average",0.418,1,1,5,0.267,7
1,"dotnumber","highSC","average",0.385,1,1,6,0.221,7
1,"dotnumber","highSC","average",0.468,1,1,4,0.573,7
1,"dotnumber","highSC","average",0.401,1,1,5,0.194,7
1,"dotnumber","highSC","easy",0.485,-1,1,5,0.274,7
1,"dotnumber","highSC","average",0.536,-1,1,6,0.19,7
1,"dotnumber","highSC","hard",0.636,-1,0,4,0.297,7
1,"dotnumber","highSC","easy",0.435,-1,1,6,0.232,7
1,"dotnumber","highSC","easy",0.468,1,1,6,0.199,7
1,"dotnumber","highSC","hard",0.384,-1,1,4,0.267,7
1,"dotnumber","highSC","hard",0.368,-1,1,3,0.222,7
1,"dotnumber","highSC","average",0.418,1,1,5,0.224,7
1,"dotnumber","highSC","hard",0.469,-1,0,5,0.224,7
1,"dotnumber","highSC","average",0.451,-1,0,5,0.209,7
1,"dotnumber","highSC","easy",0.418,1,1,6,0.372,7
1,"dotnumber","highSC","average",0.686,-1,1,4,0.261,7
1,"dotnumber","highSC","easy",0.435,1,1,5,0.229,7
1,"dotnumber","highSC","hard",0.769,-1,0,5,0.265,7
1,"dotnumber","highSC","average",0.418,-1,1,4,0.218,7
1,"dotnumber","highSC","average",0.485,1,1,5,0.217,7
1,"dotnumber","highSC","easy",0.403,1,1,6,0.236,7
1,"dotnumber","highSC","hard",0.568,1,1,5,0.2,7
1,"dotnumber","highSC","easy",0.451,-1,1,6,0.233,7
1,"dotnumber","highSC","easy",0.502,-1,1,6,0.199,7
1,"dotnumber","highSC","easy",0.386,1,1,6,0.219,7
1,"dotnumber","highSC","hard",0.484,-1,1,4,0.219,7
1,"dotnumber","highSC","easy",0.401,1,1,6,0.206,7
1,"dotnumber","highSC","average",0.417,-1,1,4,0.353,7
1,"dotnumber","highSC","average",0.902,1,1,4,0.266,7
1,"dotnumber","highSC","easy",0.402,1,1,4,0.283,7
1,"dotnumber","highSC","hard",0.851,-1,1,4,0.217,7
1,"dotnumber","highSC","hard",0.601,-1,1,5,0.227,7
1,"dotnumber","highSC","easy",0.402,-1,1,5,0.246,7
1,"dotnumber","highSC","hard",0.502,1,0,5,0.244,7
1,"dotnumber","highSC","easy",0.401,-1,1,4,0.263,7
1,"dotnumber","highSC","easy",0.418,1,1,6,0.248,7
1,"dotnumber","highSC","hard",0.452,-1,1,6,0.231,7
1,"dotnumber","highSC","easy",0.402,1,1,6,0.201,7
1,"dotnumber","highSC","hard",0.368,1,1,6,0.255,7
1,"dotnumber","highSC","hard",0.668,-1,1,4,0.229,7
1,"dotnumber","highSC","average",0.702,-1,1,4,0.22,7
1,"dotnumber","highSC","hard",0.653,-1,0,5,0.244,7
1,"dotnumber","highSC","easy",0.418,-1,1,5,0.438,7
1,"dotnumber","highSC","hard",0.502,-1,1,5,0.428,7
