"sub","task","selfconf","coh","rt","resp","cor","cj","RTconf","block"
9,"dotcolour","lowSC","hard",1.969,1,0,4,0.463,5
9,"dotcolour","lowSC","average",0.968,1,1,4,0.336,5
9,"dotcolour","lowSC","average",0.952,-1,1,2,0.31,5
9,"dotcolour","lowSC","hard",1.737,-1,1,4,0.206,5
9,"dotcolour","lowSC","average",1.97,-1,1,2,0.289,5
9,"dotcolour","lowSC","easy",0.786,1,1,6,0.48,5
9,"dotcolour","lowSC","hard",3.121,-1,0,4,0.36,5
9,"dotcolour","lowSC","hard",2.003,-1,0,2,0.867,5
9,"dotcolour","lowSC","easy",1.603,1,1,6,0.281,5
9,"dotcolour","lowSC","average",0.868,-1,1,6,0.245,5
9,"dotcolour","lowSC","average",1.636,-1,1,6,0.309,5
9,"dotcolour","lowSC","easy",1.102,1,1,6,0.044,5
9,"dotcolour","lowSC","easy",1.903,-1,1,6,0.295,5
9,"dotcolour","lowSC","average",1.302,1,1,5,0.546,5
9,"dotcolour","lowSC","easy",0.818,-1,1,6,0.31,5
9,"dotcolour","lowSC","easy",0.901,1,1,6,0.944,5
9,"dotcolour","lowSC","hard",1.352,1,1,3,1.022,5
9,"dotcolour","lowSC","easy",0.935,-1,1,6,2.201,5
9,"dotcolour","lowSC","hard",1.318,-1,1,4,0.276,5
9,"dotcolour","lowSC","average",0.786,-1,1,6,0.58,5
9,"dotcolour","lowSC","average",0.619,-1,1,6,0.654,5
9,"dotcolour","lowSC","hard",1.953,-1,0,4,0.287,5
9,"dotcolour","lowSC","hard",1.084,1,0,5,0.082,5
9,"dotcolour","lowSC","easy",1.72,-1,1,5,2.42,5
9,"dotcolour","lowSC","easy",0.818,-1,1,5,0.635,5
9,"dotcolour","lowSC","average",0.835,1,1,4,2.666,5
9,"dotcolour","lowSC","hard",1.403,1,1,4,0.319,5
9,"dotcolour","lowSC","hard",0.785,-1,0,4,0.317,5
9,"dotcolour","lowSC","hard",2.587,-1,0,4,0.257,5
9,"dotcolour","lowSC","hard",2.554,1,0,4,0.553,5
9,"dotcolour","lowSC","average",0.752,-1,1,5,1.2,5
9,"dotcolour","lowSC","hard",1.336,-1,1,3,0.341,5
9,"dotcolour","lowSC","average",0.986,-1,1,6,0.186,5
9,"dotcolour","lowSC","hard",1.686,1,1,4,0.265,5
9,"dotcolour","lowSC","average",0.853,1,1,5,0.214,5
9,"dotcolour","lowSC","average",0.802,-1,1,1,0.232,5
9,"dotcolour","lowSC","easy",2.137,1,1,4,0.29,5
9,"dotcolour","lowSC","easy",0.801,1,1,6,0.273,5
9,"dotcolour","lowSC","hard",3.755,1,0,5,0.328,5
9,"dotcolour","lowSC","average",1.185,-1,1,6,0.262,5
9,"dotcolour","lowSC","average",0.935,1,1,5,0.241,5
9,"dotcolour","lowSC","easy",0.836,-1,1,6,0.304,5
9,"dotcolour","lowSC","average",0.752,1,1,6,0.272,5
9,"dotcolour","lowSC","easy",0.802,-1,1,6,1.792,5
9,"dotcolour","lowSC","hard",0.952,1,1,5,0.331,5
9,"dotcolour","lowSC","hard",1.87,-1,1,5,0.06,5
9,"dotcolour","lowSC","easy",0.802,1,0,1,0.245,5
9,"dotcolour","lowSC","easy",1.636,-1,1,6,0.243,5
9,"dotcolour","lowSC","hard",1.236,1,1,5,0.227,5
9,"dotcolour","lowSC","easy",3.988,-1,1,6,5.298,5
9,"dotcolour","lowSC","hard",1.753,-1,1,4,0.269,5
9,"dotcolour","lowSC","average",0.752,1,1,5,0.142,5
9,"dotcolour","lowSC","easy",0.768,1,1,5,0.069,5
9,"dotcolour","lowSC","average",0.635,-1,1,5,0.323,5
9,"dotcolour","lowSC","hard",1.986,-1,0,5,0.4,5
9,"dotcolour","lowSC","average",0.653,-1,1,6,0.129,5
9,"dotcolour","lowSC","easy",1.77,1,1,5,0.223,5
9,"dotcolour","lowSC","easy",0.585,-1,1,6,0.201,5
9,"dotcolour","lowSC","hard",1.786,-1,0,5,0.179,5
9,"dotcolour","lowSC","easy",0.901,-1,1,5,0.275,5
9,"dotcolour","lowSC","hard",1.536,1,0,3,0.324,5
9,"dotcolour","lowSC","easy",0.834,1,1,6,0.817,5
9,"dotcolour","lowSC","average",0.885,1,1,5,0.262,5
9,"dotcolour","lowSC","average",1.569,1,1,5,0.135,5
9,"dotcolour","lowSC","average",1.001,1,1,5,0.289,6
9,"dotcolour","lowSC","easy",0.702,-1,1,6,0.243,6
9,"dotcolour","lowSC","hard",1.669,1,1,4,0.259,6
9,"dotcolour","lowSC","easy",0.819,1,0,1,0.691,6
9,"dotcolour","lowSC","average",0.835,1,1,5,0.256,6
9,"dotcolour","lowSC","average",1.319,-1,1,5,0.219,6
9,"dotcolour","lowSC","average",0.802,1,1,5,0.221,6
9,"dotcolour","lowSC","easy",0.486,1,1,6,0.3,6
9,"dotcolour","lowSC","easy",0.551,1,1,6,0.228,6
9,"dotcolour","lowSC","average",2.12,-1,1,2,0.72,6
9,"dotcolour","lowSC","easy",0.802,1,0,2,0.317,6
9,"dotcolour","lowSC","hard",1.785,1,1,4,0.338,6
9,"dotcolour","lowSC","hard",1.386,1,0,4,0.535,6
9,"dotcolour","lowSC","hard",1.002,-1,0,4,0.291,6
9,"dotcolour","lowSC","hard",1.468,1,1,4,0.279,6
9,"dotcolour","lowSC","easy",2.27,-1,1,5,0.042,6
9,"dotcolour","lowSC","average",0.868,-1,1,5,0.337,6
9,"dotcolour","lowSC","easy",1.052,-1,1,6,2.453,6
9,"dotcolour","lowSC","hard",1.837,1,1,5,0.353,6
9,"dotcolour","lowSC","average",0.752,1,1,5,0.287,6
9,"dotcolour","lowSC","average",1.386,-1,1,5,0.246,6
9,"dotcolour","lowSC","average",0.669,-1,1,5,0.252,6
9,"dotcolour","lowSC","average",1.169,1,1,5,0.349,6
9,"dotcolour","lowSC","easy",0.635,1,1,5,0.592,6
9,"dotcolour","lowSC","easy",0.601,1,1,5,0.283,6
9,"dotcolour","lowSC","hard",1.92,-1,0,5,0.316,6
9,"dotcolour","lowSC","easy",0.935,-1,1,6,2.517,6
9,"dotcolour","lowSC","hard",0.552,-1,1,5,0.258,6
9,"dotcolour","lowSC","easy",0.568,-1,1,6,0.284,6
9,"dotcolour","lowSC","hard",1.001,1,0,5,0.29,6
9,"dotcolour","lowSC","average",0.852,1,1,4,0.287,6
9,"dotcolour","lowSC","average",0.751,1,1,4,0.512,6
9,"dotcolour","lowSC","easy",0.935,1,1,5,4.321,6
9,"dotcolour","lowSC","easy",0.853,1,1,5,0.592,6
9,"dotcolour","lowSC","easy",1.003,-1,1,6,0.234,6
9,"dotcolour","lowSC","average",0.586,1,1,5,0.516,6
9,"dotcolour","lowSC","easy",0.652,-1,1,6,0.016,6
9,"dotcolour","lowSC","average",0.568,1,1,5,0.259,6
9,"dotcolour","lowSC","easy",0.718,1,1,6,0.519,6
9,"dotcolour","lowSC","easy",0.519,1,1,5,0.264,6
9,"dotcolour","lowSC","easy",0.585,1,1,5,0.288,6
9,"dotcolour","lowSC","hard",1.252,-1,1,5,3.901,6
9,"dotcolour","lowSC","easy",1.002,-1,1,6,0.703,6
9,"dotcolour","lowSC","hard",3.337,-1,0,4,0.293,6
9,"dotcolour","lowSC","average",0.869,-1,1,4,0.369,6
9,"dotcolour","lowSC","average",1.003,-1,1,5,0.581,6
9,"dotcolour","lowSC","hard",1.202,-1,0,5,0.519,6
9,"dotcolour","lowSC","average",1.219,-1,1,5,0.635,6
9,"dotcolour","lowSC","hard",1.002,1,1,4,0.211,6
9,"dotcolour","lowSC","easy",0.785,1,1,5,1.654,6
9,"dotcolour","lowSC","easy",0.653,1,1,5,0.387,6
9,"dotcolour","lowSC","hard",1.536,-1,1,4,0.272,6
9,"dotcolour","lowSC","average",0.653,1,1,4,0.262,6
9,"dotcolour","lowSC","hard",1.452,-1,1,5,0.283,6
9,"dotcolour","lowSC","hard",1.253,-1,0,5,0.28,6
9,"dotcolour","lowSC","hard",2.221,-1,1,4,0.285,6
9,"dotcolour","lowSC","hard",1.702,1,0,4,0.199,6
9,"dotcolour","lowSC","hard",1.235,1,0,3,0.183,6
9,"dotcolour","lowSC","average",0.685,1,1,5,0.463,6
9,"dotcolour","lowSC","hard",1.302,1,0,3,0.291,6
9,"dotcolour","lowSC","hard",1.286,1,1,4,0.301,6
9,"dotcolour","lowSC","easy",1.169,1,1,6,0.333,6
9,"dotcolour","lowSC","average",1.918,1,1,5,0.332,6
9,"dotcolour","lowSC","hard",2.171,1,0,3,0.752,6
9,"dotcolour","lowSC","easy",1.852,-1,1,5,0.369,6
9,"dotcolour","lowSC","average",1.019,-1,1,5,0.34,6
9,"dotcolour","lowSC","hard",1.903,-1,1,4,0.266,6
9,"dotcolour","lowSC","average",0.635,-1,1,4,0.256,6
9,"dotcolour","lowSC","hard",2.437,-1,0,4,0.352,7
9,"dotcolour","lowSC","hard",3.038,-1,1,4,0.401,7
9,"dotcolour","lowSC","average",0.834,-1,1,5,0.441,7
9,"dotcolour","lowSC","easy",0.852,1,1,5,0.336,7
9,"dotcolour","lowSC","easy",0.685,1,1,5,0.289,7
9,"dotcolour","lowSC","hard",1.336,1,1,2,0.315,7
9,"dotcolour","lowSC","average",0.802,1,1,5,0.248,7
9,"dotcolour","lowSC","average",0.751,1,1,5,0.267,7
9,"dotcolour","lowSC","easy",0.819,1,1,6,0.249,7
9,"dotcolour","lowSC","easy",0.835,-1,1,6,0.28,7
9,"dotcolour","lowSC","hard",2.87,-1,1,4,0.29,7
9,"dotcolour","lowSC","hard",0.986,-1,1,4,0.442,7
9,"dotcolour","lowSC","easy",0.769,-1,1,6,0.152,7
9,"dotcolour","lowSC","hard",1.502,1,0,5,0.287,7
9,"dotcolour","lowSC","average",1.82,-1,1,5,0.388,7
9,"dotcolour","lowSC","easy",0.768,-1,1,6,0.736,7
9,"dotcolour","lowSC","easy",0.786,1,1,6,0.734,7
9,"dotcolour","lowSC","easy",1.703,-1,1,6,0.437,7
9,"dotcolour","lowSC","hard",1.452,1,1,5,1.379,7
9,"dotcolour","lowSC","easy",0.502,1,1,6,0.562,7
9,"dotcolour","lowSC","average",0.551,1,1,5,0.24,7
9,"dotcolour","lowSC","hard",0.784,1,1,4,0.114,7
9,"dotcolour","lowSC","average",0.769,1,1,5,1.529,7
9,"dotcolour","lowSC","easy",1.119,1,1,5,0.264,7
9,"dotcolour","lowSC","average",1.937,1,1,4,0.313,7
9,"dotcolour","lowSC","average",1.135,-1,1,4,0.345,7
9,"dotcolour","lowSC","average",0.769,-1,1,5,0.296,7
9,"dotcolour","lowSC","average",1.103,-1,1,5,0.49,7
9,"dotcolour","lowSC","easy",1.019,-1,1,5,0.552,7
9,"dotcolour","lowSC","hard",1.836,-1,0,4,0.385,7
9,"dotcolour","lowSC","hard",0.986,1,1,4,0.277,7
9,"dotcolour","lowSC","hard",1.803,-1,0,4,0.219,7
9,"dotcolour","lowSC","easy",0.752,1,1,6,0.207,7
9,"dotcolour","lowSC","easy",2.053,-1,1,6,0.318,7
9,"dotcolour","lowSC","easy",0.852,-1,1,6,0.281,7
9,"dotcolour","lowSC","easy",1.052,-1,1,6,0.254,7
9,"dotcolour","lowSC","hard",1.569,-1,1,5,0.287,7
9,"dotcolour","lowSC","average",0.903,1,1,5,0.25,7
9,"dotcolour","lowSC","hard",1.001,-1,1,5,0.258,7
9,"dotcolour","lowSC","easy",0.852,1,1,5,0.048,7
9,"dotcolour","lowSC","easy",1.303,1,1,5,0.468,7
9,"dotcolour","lowSC","easy",0.702,-1,1,5,0.287,7
9,"dotcolour","lowSC","average",0.618,-1,1,5,0.246,7
9,"dotcolour","lowSC","average",0.685,-1,1,5,0.043,7
9,"dotcolour","lowSC","average",0.484,-1,1,6,0.13,7
9,"dotcolour","lowSC","hard",1.787,1,0,5,0.27,7
9,"dotcolour","lowSC","hard",2.02,-1,1,4,0.252,7
9,"dotcolour","lowSC","hard",1.252,-1,1,4,0.202,7
9,"dotcolour","lowSC","average",0.953,1,1,5,0.262,7
9,"dotcolour","lowSC","hard",1.185,-1,0,4,0.214,7
9,"dotcolour","lowSC","hard",1.252,1,0,4,0.278,7
9,"dotcolour","lowSC","hard",1.503,-1,0,4,1.065,7
9,"dotcolour","lowSC","average",0.635,-1,0,5,0.798,7
9,"dotcolour","lowSC","average",3.721,-1,0,4,0.256,7
9,"dotcolour","lowSC","easy",0.835,-1,1,5,0.271,7
9,"dotcolour","lowSC","easy",2.171,1,1,5,1.287,7
9,"dotcolour","lowSC","easy",0.667,1,1,6,0.29,7
9,"dotcolour","lowSC","easy",0.718,-1,1,5,0.516,7
9,"dotcolour","lowSC","hard",1.62,1,1,5,0.2,7
9,"dotcolour","lowSC","average",1.585,-1,1,6,0.298,7
9,"dotcolour","lowSC","average",0.536,-1,1,4,1.939,7
9,"dotcolour","lowSC","average",1.386,1,1,5,0.279,7
9,"dotcolour","lowSC","average",1.069,1,1,5,0.283,7
9,"dotcolour","lowSC","hard",0.919,1,1,5,0.278,7
9,"dotcolour","lowSC","average",1.903,-1,1,4,0.68,7
9,"dotcolour","lowSC","hard",2.354,1,0,4,0.263,7
9,"dotcolour","lowSC","easy",0.686,-1,1,6,0.203,7
9,"dotcolour","lowSC","average",1.052,-1,1,5,0.339,7
9,"dotcolour","lowSC","easy",0.686,1,1,6,0.23,7
9,"dotcolour","lowSC","average",0.601,1,1,6,0.303,7
9,"dotnumber","highSC","easy",0.651,1,1,6,0.438,5
9,"dotnumber","highSC","easy",1.486,1,1,5,0.259,5
9,"dotnumber","highSC","hard",1.869,1,0,4,0.248,5
9,"dotnumber","highSC","hard",1.736,1,1,3,0.259,5
9,"dotnumber","highSC","average",0.986,1,1,4,0.684,5
9,"dotnumber","highSC","hard",2.32,-1,0,5,0.205,5
9,"dotnumber","highSC","hard",1.018,1,1,5,0.295,5
9,"dotnumber","highSC","easy",1.051,-1,1,5,0.252,5
9,"dotnumber","highSC","hard",1.085,1,0,5,0.225,5
9,"dotnumber","highSC","hard",0.803,1,1,5,0.547,5
9,"dotnumber","highSC","hard",3.204,-1,0,4,0.262,5
9,"dotnumber","highSC","hard",0.935,-1,1,6,0.273,5
9,"dotnumber","highSC","average",0.685,1,1,6,0.262,5
9,"dotnumber","highSC","easy",0.819,-1,1,6,0.215,5
9,"dotnumber","highSC","easy",0.652,-1,1,6,0.255,5
9,"dotnumber","highSC","hard",1.252,-1,1,5,0.286,5
9,"dotnumber","highSC","average",0.887,1,0,5,0.297,5
9,"dotnumber","highSC","average",0.669,1,1,5,0.27,5
9,"dotnumber","highSC","hard",0.568,1,1,5,0.28,5
9,"dotnumber","highSC","easy",0.584,1,1,5,0.289,5
9,"dotnumber","highSC","average",0.818,1,1,5,0.32,5
9,"dotnumber","highSC","hard",1.252,-1,1,5,0.267,5
9,"dotnumber","highSC","average",3.121,-1,1,5,0.333,5
9,"dotnumber","highSC","easy",0.634,-1,1,6,0.257,5
9,"dotnumber","highSC","average",1.085,1,0,6,0.262,5
9,"dotnumber","highSC","easy",0.568,1,1,6,0.256,5
9,"dotnumber","highSC","easy",0.918,1,0,6,0.461,5
9,"dotnumber","highSC","average",1.102,1,1,5,0.201,5
9,"dotnumber","highSC","hard",0.752,1,1,5,0.222,5
9,"dotnumber","highSC","average",0.836,-1,1,5,0.399,5
9,"dotnumber","highSC","average",0.501,1,1,5,0.293,5
9,"dotnumber","highSC","hard",1.168,-1,1,6,0.31,5
9,"dotnumber","highSC","hard",0.551,1,1,5,0.255,5
9,"dotnumber","highSC","average",0.952,1,1,5,0.314,5
9,"dotnumber","highSC","hard",0.784,-1,1,5,0.329,5
9,"dotnumber","highSC","hard",0.652,1,1,5,0.333,5
9,"dotnumber","highSC","easy",0.635,-1,1,6,0.306,5
9,"dotnumber","highSC","hard",0.669,1,0,5,0.31,5
9,"dotnumber","highSC","average",0.536,-1,1,4,0.495,5
9,"dotnumber","highSC","easy",0.718,1,1,5,0.202,5
9,"dotnumber","highSC","average",0.585,-1,1,5,0.246,5
9,"dotnumber","highSC","average",0.619,1,0,4,0.479,5
9,"dotnumber","highSC","easy",1.853,-1,1,5,0.012,5
9,"dotnumber","highSC","average",1.036,1,0,4,0.525,5
9,"dotnumber","highSC","average",0.818,1,0,4,0.515,5
9,"dotnumber","highSC","average",1.202,-1,0,2,2.473,5
9,"dotnumber","highSC","easy",0.651,1,1,6,0.245,5
9,"dotnumber","highSC","easy",1.069,-1,1,5,0.235,5
9,"dotnumber","highSC","hard",1.753,-1,1,4,0.262,5
9,"dotnumber","highSC","average",0.668,1,1,4,0.268,5
9,"dotnumber","highSC","hard",0.635,1,0,4,0.291,5
9,"dotnumber","highSC","easy",0.686,-1,1,4,0.279,5
9,"dotnumber","highSC","average",0.868,-1,1,4,0.245,5
9,"dotnumber","highSC","easy",0.635,1,1,4,0.397,5
9,"dotnumber","highSC","easy",0.519,1,1,6,0.26,5
9,"dotnumber","highSC","easy",0.834,-1,1,5,0.5,5
9,"dotnumber","highSC","average",0.667,1,1,6,0.4,5
9,"dotnumber","highSC","hard",0.601,-1,1,5,0.259,5
9,"dotnumber","highSC","average",0.552,1,1,6,0.318,5
9,"dotnumber","highSC","hard",0.819,1,1,5,0.747,5
9,"dotnumber","highSC","easy",0.652,1,1,5,0.414,5
9,"dotnumber","highSC","easy",0.786,1,0,4,0.266,5
9,"dotnumber","highSC","easy",0.602,1,1,6,0.306,5
9,"dotnumber","highSC","average",1.052,-1,1,4,0.214,5
9,"dotnumber","highSC","average",0.652,1,1,4,0.271,5
9,"dotnumber","highSC","hard",0.668,1,1,3,0.452,5
9,"dotnumber","highSC","hard",0.569,1,0,4,0.31,5
9,"dotnumber","highSC","average",1.435,-1,1,4,0.379,5
9,"dotnumber","highSC","easy",0.702,1,1,4,0.267,5
9,"dotnumber","highSC","hard",0.684,1,1,4,0.32,5
9,"dotnumber","highSC","easy",1.486,-1,1,4,0.29,5
9,"dotnumber","highSC","easy",0.668,1,1,4,0.296,5
9,"dotnumber","highSC","hard",1.019,1,0,4,0.19,6
9,"dotnumber","highSC","easy",0.518,1,1,4,0.205,6
9,"dotnumber","highSC","easy",0.485,1,1,5,0.269,6
9,"dotnumber","highSC","easy",0.751,-1,1,6,0.223,6
9,"dotnumber","highSC","average",0.568,1,1,5,0.235,6
9,"dotnumber","highSC","average",0.903,-1,1,5,0.232,6
9,"dotnumber","highSC","average",0.452,1,1,3,0.248,6
9,"dotnumber","highSC","average",1.536,1,1,5,0.827,6
9,"dotnumber","highSC","easy",1.102,1,1,4,0.328,6
9,"dotnumber","highSC","average",3.688,-1,1,4,0.448,6
9,"dotnumber","highSC","average",0.668,1,1,5,0.431,6
9,"dotnumber","highSC","easy",1.169,-1,1,5,0.601,6
9,"dotnumber","highSC","easy",0.701,1,1,4,0.32,6
9,"dotnumber","highSC","hard",0.535,1,0,5,0.489,6
9,"dotnumber","highSC","easy",0.801,1,1,5,0.288,6
9,"dotnumber","highSC","average",0.567,1,1,5,0.138,6
9,"dotnumber","highSC","hard",0.985,-1,0,2,0.344,6
9,"dotnumber","highSC","easy",3.138,-1,1,5,0.293,6
9,"dotnumber","highSC","hard",1.953,-1,1,5,0.454,6
9,"dotnumber","highSC","hard",1.451,-1,1,5,0.228,6
9,"dotnumber","highSC","hard",0.667,1,1,5,0.251,6
9,"dotnumber","highSC","hard",1.219,-1,1,5,0.251,6
9,"dotnumber","highSC","easy",0.801,-1,1,5,0.236,6
9,"dotnumber","highSC","hard",0.751,-1,1,4,0.031,6
9,"dotnumber","highSC","easy",0.618,-1,1,6,0.225,6
9,"dotnumber","highSC","easy",1.269,-1,1,3,0.304,6
9,"dotnumber","highSC","hard",1.536,-1,1,4,0.224,6
9,"dotnumber","highSC","easy",0.835,1,1,6,0.257,6
9,"dotnumber","highSC","average",2.804,-1,1,5,0.224,6
9,"dotnumber","highSC","hard",1.085,1,1,4,0.311,6
9,"dotnumber","highSC","easy",0.702,-1,1,4,0.09,6
9,"dotnumber","highSC","hard",0.702,1,1,5,0.405,6
9,"dotnumber","highSC","easy",0.735,-1,1,5,0.307,6
9,"dotnumber","highSC","average",1.585,-1,1,4,0.241,6
9,"dotnumber","highSC","average",1.036,-1,1,4,0.49,6
9,"dotnumber","highSC","hard",0.702,1,1,5,0.725,6
9,"dotnumber","highSC","average",0.701,1,1,5,0.182,6
9,"dotnumber","highSC","hard",0.502,1,1,4,0.294,6
9,"dotnumber","highSC","hard",1.186,-1,1,4,0.438,6
9,"dotnumber","highSC","hard",1.803,-1,1,4,0.374,6
9,"dotnumber","highSC","easy",0.919,1,1,4,0.109,6
9,"dotnumber","highSC","average",0.619,1,1,5,0.044,6
9,"dotnumber","highSC","average",0.752,1,0,4,0.104,6
9,"dotnumber","highSC","hard",0.618,1,1,4,0.247,6
9,"dotnumber","highSC","average",1.753,-1,1,5,0.721,6
9,"dotnumber","highSC","hard",1.201,1,1,3,0.43,6
9,"dotnumber","highSC","average",2.404,1,1,3,0.502,6
9,"dotnumber","highSC","hard",1.419,1,1,4,0.516,6
9,"dotnumber","highSC","hard",1.018,-1,1,5,0.289,6
9,"dotnumber","highSC","average",0.852,-1,1,5,0.318,6
9,"dotnumber","highSC","hard",1.202,-1,1,4,0.556,6
9,"dotnumber","highSC","average",1.253,1,0,5,0.238,6
9,"dotnumber","highSC","easy",0.868,-1,1,5,0.253,6
9,"dotnumber","highSC","hard",0.902,1,1,5,0.441,6
9,"dotnumber","highSC","average",0.835,1,1,5,0.321,6
9,"dotnumber","highSC","easy",0.952,1,1,4,1.081,6
9,"dotnumber","highSC","average",2.519,1,1,4,0.322,6
9,"dotnumber","highSC","easy",0.617,1,1,4,0.264,6
9,"dotnumber","highSC","easy",1.152,-1,1,4,0.33,6
9,"dotnumber","highSC","average",0.919,-1,0,4,0.308,6
9,"dotnumber","highSC","average",2.02,-1,1,4,0.353,6
9,"dotnumber","highSC","easy",0.735,-1,1,5,0.288,6
9,"dotnumber","highSC","easy",0.768,1,1,5,0.449,6
9,"dotnumber","highSC","easy",0.569,1,1,5,0.275,6
9,"dotnumber","highSC","hard",0.835,-1,1,5,0.178,6
9,"dotnumber","highSC","hard",1.352,-1,0,5,1.504,6
9,"dotnumber","highSC","easy",0.736,-1,1,5,0.304,6
9,"dotnumber","highSC","average",0.567,1,1,4,0.513,6
9,"dotnumber","highSC","easy",0.519,1,1,5,0.323,6
9,"dotnumber","highSC","average",0.536,-1,1,5,0.204,6
9,"dotnumber","highSC","average",0.518,-1,1,4,0.011,6
9,"dotnumber","highSC","easy",1.953,-1,1,5,0.264,7
9,"dotnumber","highSC","average",0.986,1,1,4,0.13,7
9,"dotnumber","highSC","average",0.768,-1,1,5,0.281,7
9,"dotnumber","highSC","hard",0.551,-1,1,4,0.035,7
9,"dotnumber","highSC","easy",0.535,1,1,5,0.104,7
9,"dotnumber","highSC","hard",2.204,-1,1,5,2.821,7
9,"dotnumber","highSC","easy",1.219,1,1,4,0.412,7
9,"dotnumber","highSC","easy",0.969,1,1,5,1.488,7
9,"dotnumber","highSC","hard",1.252,1,0,4,0.619,7
9,"dotnumber","highSC","easy",0.702,-1,1,4,0.513,7
9,"dotnumber","highSC","easy",0.651,1,1,4,0.446,7
9,"dotnumber","highSC","hard",0.603,1,0,4,0.287,7
9,"dotnumber","highSC","average",0.685,-1,0,4,0.372,7
9,"dotnumber","highSC","hard",0.735,1,0,4,0.275,7
9,"dotnumber","highSC","average",0.719,-1,1,4,0.022,7
9,"dotnumber","highSC","hard",1.186,1,1,4,0.433,7
9,"dotnumber","highSC","easy",0.852,1,1,4,0.28,7
9,"dotnumber","highSC","average",0.969,-1,1,4,0.273,7
9,"dotnumber","highSC","hard",1.737,1,0,4,0.347,7
9,"dotnumber","highSC","easy",0.55,-1,1,4,0.243,7
9,"dotnumber","highSC","hard",1.052,-1,1,4,1.146,7
9,"dotnumber","highSC","hard",0.701,1,1,5,1.259,7
9,"dotnumber","highSC","easy",2.537,1,0,4,0.908,7
9,"dotnumber","highSC","easy",0.635,1,1,5,0.233,7
9,"dotnumber","highSC","average",0.868,1,1,5,0.279,7
9,"dotnumber","highSC","easy",0.501,1,1,5,0.116,7
9,"dotnumber","highSC","hard",0.602,1,1,4,0.307,7
9,"dotnumber","highSC","easy",0.718,-1,1,4,0.357,7
9,"dotnumber","highSC","average",1.285,1,1,5,0.526,7
9,"dotnumber","highSC","hard",0.902,-1,0,4,0.287,7
9,"dotnumber","highSC","average",0.551,1,1,5,0.089,7
9,"dotnumber","highSC","average",0.435,1,1,4,0.176,7
9,"dotnumber","highSC","hard",0.752,-1,1,4,0.374,7
9,"dotnumber","highSC","hard",0.751,1,1,4,0.74,7
9,"dotnumber","highSC","easy",0.651,-1,1,4,0.311,7
9,"dotnumber","highSC","average",0.735,-1,1,4,0.649,7
9,"dotnumber","highSC","hard",0.918,-1,1,5,0.356,7
9,"dotnumber","highSC","average",0.669,-1,1,4,0.31,7
9,"dotnumber","highSC","easy",0.602,-1,1,4,0.765,7
9,"dotnumber","highSC","average",0.602,1,1,4,0.257,7
9,"dotnumber","highSC","easy",0.618,1,1,4,0.297,7
9,"dotnumber","highSC","hard",2.569,-1,0,4,0.289,7
9,"dotnumber","highSC","average",0.802,1,1,4,0.256,7
9,"dotnumber","highSC","easy",0.818,1,1,4,0.336,7
9,"dotnumber","highSC","average",0.685,-1,1,4,0.37,7
9,"dotnumber","highSC","hard",0.885,1,1,4,0.283,7
9,"dotnumber","highSC","hard",0.469,1,1,4,0.089,7
9,"dotnumber","highSC","average",0.569,1,1,5,0.233,7
9,"dotnumber","highSC","easy",0.435,1,1,6,0.026,7
9,"dotnumber","highSC","average",2.321,1,1,4,0.678,7
9,"dotnumber","highSC","easy",0.719,1,1,6,0.425,7
9,"dotnumber","highSC","easy",0.719,-1,1,5,0.247,7
9,"dotnumber","highSC","hard",1.603,1,1,5,0.343,7
9,"dotnumber","highSC","average",0.935,-1,0,4,0.271,7
9,"dotnumber","highSC","average",0.485,1,0,4,0.828,7
9,"dotnumber","highSC","hard",0.652,-1,0,5,0.236,7
9,"dotnumber","highSC","average",1.018,-1,1,4,0.261,7
9,"dotnumber","highSC","average",0.552,-1,1,4,0.256,7
9,"dotnumber","highSC","easy",0.718,-1,1,5,0.26,7
9,"dotnumber","highSC","easy",0.919,-1,1,4,0.48,7
9,"dotnumber","highSC","average",0.751,-1,1,5,0.154,7
9,"dotnumber","highSC","average",0.701,1,1,5,0.243,7
9,"dotnumber","highSC","hard",1.12,-1,1,4,0.264,7
9,"dotnumber","highSC","hard",0.818,1,0,4,0.712,7
9,"dotnumber","highSC","hard",0.552,1,1,5,0.337,7
9,"dotnumber","highSC","hard",1.235,1,0,4,0.332,7
9,"dotnumber","highSC","average",1.135,1,0,4,0.508,7
9,"dotnumber","highSC","average",1.802,-1,1,4,0.537,7
9,"dotnumber","highSC","easy",1.052,1,1,4,0.388,7
9,"dotnumber","highSC","hard",0.802,-1,0,5,0.368,7
9,"dotnumber","highSC","easy",0.851,-1,1,4,0.282,7
9,"dotnumber","highSC","easy",0.601,-1,1,6,0.273,7
11,"dotnumber","highSC","average",3.588,1,1,5,6.132,5
11,"dotnumber","highSC","easy",2.237,-1,1,6,3.546,5
11,"dotnumber","highSC","easy",1.601,-1,1,5,3.107,5
11,"dotnumber","highSC","easy",0.652,-1,1,6,0.517,5
11,"dotnumber","highSC","hard",2.287,-1,0,4,3.47,5
11,"dotnumber","highSC","average",1.669,1,0,4,0.487,5
11,"dotnumber","highSC","average",0.935,1,1,5,0.937,5
11,"dotnumber","highSC","hard",1.902,-1,1,4,0.385,5
11,"dotnumber","highSC","average",1.919,-1,1,4,1.086,5
11,"dotnumber","highSC","easy",1.253,1,1,6,1.403,5
11,"dotnumber","highSC","easy",1.853,-1,1,3,1.57,5
