starttime,task,withinblocktrial,block,running,selfconf,difflevel,n_xes,rt,resp,cor,cresp,conf_press,cj,RTconf,n_reddots,dotsLeft,dotsRight,post1,post2,post3,post4,post5,post6,stoptime,sub,age,gender,handedness,
1613565367,xotask,0,0,training,lowSC,hard,28,3437,['n'],1,right,none,-99,-99,,,,,,,,,,,48,19,Vrouw,Rechts,
,xotask,1,0,training,lowSC,average,61,1136,['n'],0,left,none,-99,-99,,,,,,,,,,,48,19,Vrouw,Rechts,
,xotask,2,0,training,lowSC,easy,73,752,['c'],1,left,none,-99,-99,,,,,,,,,,,48,19,Vrouw,Rechts,
,xotask,3,0,training,lowSC,easy,74,619,['c'],1,left,none,-99,-99,,,,,,,,,,,48,19,Vrouw,Rechts,
,xotask,4,0,training,lowSC,easy,6,501,['n'],1,right,none,-99,-99,,,,,,,,,,,48,19,Vrouw,Rechts,
,xotask,5,0,training,lowSC,average,17,518,['n'],1,right,none,-99,-99,,,,,,,,,,,48,19,Vrouw,Rechts,
,xotask,6,0,training,lowSC,average,61,418,['c'],1,left,none,-99,-99,,,,,,,,,,,48,19,Vrouw,Rechts,
,xotask,7,0,training,lowSC,average,15,618,['n'],1,right,none,-99,-99,,,,,,,,,,,48,19,Vrouw,Rechts,
,xotask,8,0,training,lowSC,hard,27,652,['n'],1,right,none,-99,-99,,,,,,,,,,,48,19,Vrouw,Rechts,
,xotask,9,0,training,lowSC,average,62,686,['c'],1,left,none,-99,-99,,,,,,,,,,,48,19,Vrouw,Rechts,
,xotask,10,0,training,lowSC,average,61,468,['c'],1,left,none,-99,-99,,,,,,,,,,,48,19,Vrouw,Rechts,
,xotask,11,0,training,lowSC,average,18,2854,['n'],1,right,none,-99,-99,,,,,,,,,,,48,19,Vrouw,Rechts,
,xotask,12,0,training,lowSC,hard,25,1153,['n'],1,right,none,-99,-99,,,,,,,,,,,48,19,Vrouw,Rechts,
,xotask,13,0,training,lowSC,hard,54,852,['c'],1,left,none,-99,-99,,,,,,,,,,,48,19,Vrouw,Rechts,
,xotask,14,0,training,lowSC,hard,54,618,['c'],1,left,none,-99,-99,,,,,,,,,,,48,19,Vrouw,Rechts,
,xotask,15,0,training,lowSC,easy,7,467,['n'],1,right,none,-99,-99,,,,,,,,,,,48,19,Vrouw,Rechts,
,xotask,16,0,training,lowSC,easy,74,702,['c'],1,left,none,-99,-99,,,,,,,,,,,48,19,Vrouw,Rechts,
,xotask,17,0,training,lowSC,average,64,802,['n'],0,left,none,-99,-99,,,,,,,,,,,48,19,Vrouw,Rechts,
,xotask,18,0,training,lowSC,hard,52,935,['n'],0,left,none,-99,-99,,,,,,,,,,,48,19,Vrouw,Rechts,
,xotask,19,0,training,lowSC,average,17,718,['n'],1,right,none,-99,-99,,,,,,,,,,,48,19,Vrouw,Rechts,
,xotask,20,0,training,lowSC,easy,70,502,['c'],1,left,none,-99,-99,,,,,,,,,,,48,19,Vrouw,Rechts,
,xotask,21,0,training,lowSC,average,15,819,['n'],1,right,none,-99,-99,,,,,,,,,,,48,19,Vrouw,Rechts,
,xotask,22,0,training,lowSC,hard,27,952,['n'],1,right,none,-99,-99,,,,,,,,,,,48,19,Vrouw,Rechts,
,xotask,23,0,training,lowSC,easy,6,886,['n'],1,right,none,-99,-99,,,,,,,,,,,48,19,Vrouw,Rechts,
,xotask,0,1,training,lowSC,easy,73,586,['c'],1,left,none,-99,-99,,,,,,,,,,,48,19,Vrouw,Rechts,
,xotask,1,1,training,lowSC,easy,5,552,['n'],1,right,none,-99,-99,,,,,,,,,,,48,19,Vrouw,Rechts,
,xotask,2,1,training,lowSC,easy,74,635,['c'],1,left,none,-99,-99,,,,,,,,,,,48,19,Vrouw,Rechts,
,xotask,3,1,training,lowSC,average,17,601,['c'],0,right,none,-99,-99,,,,,,,,,,,48,19,Vrouw,Rechts,
,xotask,4,1,training,lowSC,average,18,717,['n'],1,right,none,-99,-99,,,,,,,,,,,48,19,Vrouw,Rechts,
,xotask,5,1,training,lowSC,easy,8,535,['n'],1,right,none,-99,-99,,,,,,,,,,,48,19,Vrouw,Rechts,
,xotask,6,1,training,lowSC,average,64,801,['c'],1,left,none,-99,-99,,,,,,,,,,,48,19,Vrouw,Rechts,
,xotask,7,1,training,lowSC,easy,70,919,['c'],1,left,none,-99,-99,,,,,,,,,,,48,19,Vrouw,Rechts,
,xotask,8,1,training,lowSC,average,63,552,['c'],1,left,none,-99,-99,,,,,,,,,,,48,19,Vrouw,Rechts,
,xotask,9,1,training,lowSC,easy,70,484,['c'],1,left,none,-99,-99,,,,,,,,,,,48,19,Vrouw,Rechts,
,xotask,10,1,training,lowSC,easy,71,485,['c'],1,left,none,-99,-99,,,,,,,,,,,48,19,Vrouw,Rechts,
,xotask,11,1,training,lowSC,average,60,518,['c'],1,left,none,-99,-99,,,,,,,,,,,48,19,Vrouw,Rechts,
,xotask,12,1,training,lowSC,easy,8,668,['n'],1,right,none,-99,-99,,,,,,,,,,,48,19,Vrouw,Rechts,
,xotask,13,1,training,lowSC,average,62,502,['c'],1,left,none,-99,-99,,,,,,,,,,,48,19,Vrouw,Rechts,
,xotask,14,1,training,lowSC,average,63,385,['n'],0,left,none,-99,-99,,,,,,,,,,,48,19,Vrouw,Rechts,
,xotask,15,1,training,lowSC,hard,25,451,['n'],1,right,none,-99,-99,,,,,,,,,,,48,19,Vrouw,Rechts,
,xotask,16,1,training,lowSC,hard,50,469,['c'],1,left,none,-99,-99,,,,,,,,,,,48,19,Vrouw,Rechts,
,xotask,17,1,training,lowSC,easy,9,452,['n'],1,right,none,-99,-99,,,,,,,,,,,48,19,Vrouw,Rechts,
,xotask,18,1,training,lowSC,average,63,385,['n'],0,left,none,-99,-99,,,,,,,,,,,48,19,Vrouw,Rechts,
,xotask,19,1,training,lowSC,hard,51,818,['n'],0,left,none,-99,-99,,,,,,,,,,,48,19,Vrouw,Rechts,
,xotask,20,1,training,lowSC,easy,6,451,['n'],1,right,none,-99,-99,,,,,,,,,,,48,19,Vrouw,Rechts,
,xotask,21,1,training,lowSC,hard,29,484,['n'],1,right,none,-99,-99,,,,,,,,,,,48,19,Vrouw,Rechts,
,xotask,22,1,training,lowSC,easy,73,619,['c'],1,left,none,-99,-99,,,,,,,,,,,48,19,Vrouw,Rechts,
,xotask,23,1,training,lowSC,hard,27,484,['n'],1,right,none,-99,-99,,,,,,,,,,,48,19,Vrouw,Rechts,
,xotask,0,2,training,lowSC,average,18,519,['n'],1,right,none,-99,-99,,,,,,,,,,,48,19,Vrouw,Rechts,
,xotask,1,2,training,lowSC,hard,27,869,['c'],0,right,none,-99,-99,,,,,,,,,,,48,19,Vrouw,Rechts,
,xotask,2,2,training,lowSC,average,62,569,['c'],1,left,none,-99,-99,,,,,,,,,,,48,19,Vrouw,Rechts,
,xotask,3,2,training,lowSC,easy,6,519,['n'],1,right,none,-99,-99,,,,,,,,,,,48,19,Vrouw,Rechts,
,xotask,4,2,training,lowSC,hard,26,534,['c'],0,right,none,-99,-99,,,,,,,,,,,48,19,Vrouw,Rechts,
,xotask,5,2,training,lowSC,average,62,552,['c'],1,left,none,-99,-99,,,,,,,,,,,48,19,Vrouw,Rechts,
,xotask,6,2,training,lowSC,average,16,586,['n'],1,right,none,-99,-99,,,,,,,,,,,48,19,Vrouw,Rechts,
,xotask,7,2,training,lowSC,easy,9,484,['n'],1,right,none,-99,-99,,,,,,,,,,,48,19,Vrouw,Rechts,
,xotask,8,2,training,lowSC,hard,51,369,['n'],0,left,none,-99,-99,,,,,,,,,,,48,19,Vrouw,Rechts,
,xotask,9,2,training,lowSC,easy,70,568,['c'],1,left,none,-99,-99,,,,,,,,,,,48,19,Vrouw,Rechts,
,xotask,10,2,training,lowSC,easy,71,535,['n'],0,left,none,-99,-99,,,,,,,,,,,48,19,Vrouw,Rechts,
,xotask,11,2,training,lowSC,hard,51,435,['c'],1,left,none,-99,-99,,,,,,,,,,,48,19,Vrouw,Rechts,
,xotask,12,2,training,lowSC,hard,28,636,['n'],1,right,none,-99,-99,,,,,,,,,,,48,19,Vrouw,Rechts,
,xotask,13,2,training,lowSC,average,18,484,['n'],1,right,none,-99,-99,,,,,,,,,,,48,19,Vrouw,Rechts,
