starttime,task,withinblocktrial,block,running,selfconf,difflevel,n_reddots,rt,resp,cor,cresp,conf_press,cj,RTconf,dotsLeft,dotsRight,n_xes,post1,post2,post3,post4,post5,post6,stoptime,sub,age,gender,handedness,
1613565347,dotcolour,0,0,training,highSC,average,28,1653,['n'],1,right,none,-99,-99,,,,,,,,,,,49,18,Vrouw,Rechts,
,dotcolour,1,0,training,highSC,hard,37,1102,['c'],0,right,none,-99,-99,,,,,,,,,,,49,18,Vrouw,Rechts,
,dotcolour,2,0,training,highSC,average,27,535,['n'],1,right,none,-99,-99,,,,,,,,,,,49,18,Vrouw,Rechts,
,dotcolour,3,0,training,highSC,easy,19,635,['n'],1,right,none,-99,-99,,,,,,,,,,,49,18,Vrouw,Rechts,
,dotcolour,4,0,training,highSC,average,26,401,['n'],1,right,none,-99,-99,,,,,,,,,,,49,18,Vrouw,Rechts,
,dotcolour,5,0,training,highSC,hard,37,485,['c'],0,right,none,-99,-99,,,,,,,,,,,49,18,Vrouw,Rechts,
,dotcolour,6,0,training,highSC,easy,63,500,['c'],1,left,none,-99,-99,,,,,,,,,,,49,18,Vrouw,Rechts,
,dotcolour,7,0,training,highSC,easy,17,468,['n'],1,right,none,-99,-99,,,,,,,,,,,49,18,Vrouw,Rechts,
,dotcolour,8,0,training,highSC,hard,36,418,['n'],1,right,none,-99,-99,,,,,,,,,,,49,18,Vrouw,Rechts,
,dotcolour,9,0,training,highSC,easy,61,467,['c'],1,left,none,-99,-99,,,,,,,,,,,49,18,Vrouw,Rechts,
,dotcolour,10,0,training,highSC,average,29,436,['n'],1,right,none,-99,-99,,,,,,,,,,,49,18,Vrouw,Rechts,
,dotcolour,11,0,training,highSC,easy,65,617,['c'],1,left,none,-99,-99,,,,,,,,,,,49,18,Vrouw,Rechts,
,dotcolour,12,0,training,highSC,easy,63,618,['c'],1,left,none,-99,-99,,,,,,,,,,,49,18,Vrouw,Rechts,
,dotcolour,13,0,training,highSC,hard,45,634,['n'],0,left,none,-99,-99,,,,,,,,,,,49,18,Vrouw,Rechts,
,dotcolour,14,0,training,highSC,average,28,602,['n'],1,right,none,-99,-99,,,,,,,,,,,49,18,Vrouw,Rechts,
,dotcolour,15,0,training,highSC,easy,15,536,['n'],1,right,none,-99,-99,,,,,,,,,,,49,18,Vrouw,Rechts,
,dotcolour,16,0,training,highSC,average,55,535,['c'],1,left,none,-99,-99,,,,,,,,,,,49,18,Vrouw,Rechts,
,dotcolour,17,0,training,highSC,hard,36,535,['n'],1,right,none,-99,-99,,,,,,,,,,,49,18,Vrouw,Rechts,
,dotcolour,18,0,training,highSC,easy,17,568,['n'],1,right,none,-99,-99,,,,,,,,,,,49,18,Vrouw,Rechts,
,dotcolour,19,0,training,highSC,average,53,518,['c'],1,left,none,-99,-99,,,,,,,,,,,49,18,Vrouw,Rechts,
,dotcolour,20,0,training,highSC,average,52,535,['c'],1,left,none,-99,-99,,,,,,,,,,,49,18,Vrouw,Rechts,
,dotcolour,21,0,training,highSC,average,55,536,['c'],1,left,none,-99,-99,,,,,,,,,,,49,18,Vrouw,Rechts,
,dotcolour,22,0,training,highSC,hard,39,451,['n'],1,right,none,-99,-99,,,,,,,,,,,49,18,Vrouw,Rechts,
,dotcolour,23,0,training,highSC,easy,19,551,['n'],1,right,none,-99,-99,,,,,,,,,,,49,18,Vrouw,Rechts,
,dotcolour,0,1,training,highSC,easy,62,435,['c'],1,left,none,-99,-99,,,,,,,,,,,49,18,Vrouw,Rechts,
,dotcolour,1,1,training,highSC,average,29,485,['n'],1,right,none,-99,-99,,,,,,,,,,,49,18,Vrouw,Rechts,
,dotcolour,2,1,training,highSC,average,25,436,['n'],1,right,none,-99,-99,,,,,,,,,,,49,18,Vrouw,Rechts,
,dotcolour,3,1,training,highSC,easy,64,434,['c'],1,left,none,-99,-99,,,,,,,,,,,49,18,Vrouw,Rechts,
,dotcolour,4,1,training,highSC,hard,41,602,['c'],1,left,none,-99,-99,,,,,,,,,,,49,18,Vrouw,Rechts,
,dotcolour,5,1,training,highSC,hard,35,602,['n'],1,right,none,-99,-99,,,,,,,,,,,49,18,Vrouw,Rechts,
,dotcolour,6,1,training,highSC,average,55,601,['c'],1,left,none,-99,-99,,,,,,,,,,,49,18,Vrouw,Rechts,
,dotcolour,7,1,training,highSC,hard,36,535,['n'],1,right,none,-99,-99,,,,,,,,,,,49,18,Vrouw,Rechts,
,dotcolour,8,1,training,highSC,average,54,602,['c'],1,left,none,-99,-99,,,,,,,,,,,49,18,Vrouw,Rechts,
,dotcolour,9,1,training,highSC,easy,18,452,['n'],1,right,none,-99,-99,,,,,,,,,,,49,18,Vrouw,Rechts,
,dotcolour,10,1,training,highSC,average,29,469,['n'],1,right,none,-99,-99,,,,,,,,,,,49,18,Vrouw,Rechts,
,dotcolour,11,1,training,highSC,easy,19,450,['n'],1,right,none,-99,-99,,,,,,,,,,,49,18,Vrouw,Rechts,
,dotcolour,12,1,training,highSC,hard,45,635,['c'],1,left,none,-99,-99,,,,,,,,,,,49,18,Vrouw,Rechts,
,dotcolour,13,1,training,highSC,hard,37,686,['n'],1,right,none,-99,-99,,,,,,,,,,,49,18,Vrouw,Rechts,
,dotcolour,14,1,training,highSC,hard,43,603,['c'],1,left,none,-99,-99,,,,,,,,,,,49,18,Vrouw,Rechts,
,dotcolour,15,1,training,highSC,hard,37,569,['c'],0,right,none,-99,-99,,,,,,,,,,,49,18,Vrouw,Rechts,
,dotcolour,16,1,training,highSC,average,53,635,['c'],1,left,none,-99,-99,,,,,,,,,,,49,18,Vrouw,Rechts,
,dotcolour,17,1,training,highSC,average,26,535,['n'],1,right,none,-99,-99,,,,,,,,,,,49,18,Vrouw,Rechts,
,dotcolour,18,1,training,highSC,hard,36,802,['n'],1,right,none,-99,-99,,,,,,,,,,,49,18,Vrouw,Rechts,
,dotcolour,19,1,training,highSC,average,53,652,['c'],1,left,none,-99,-99,,,,,,,,,,,49,18,Vrouw,Rechts,
,dotcolour,20,1,training,highSC,easy,65,651,['c'],1,left,none,-99,-99,,,,,,,,,,,49,18,Vrouw,Rechts,
,dotcolour,21,1,training,highSC,easy,16,452,['n'],1,right,none,-99,-99,,,,,,,,,,,49,18,Vrouw,Rechts,
