starttime,task,withinblocktrial,block,running,selfconf,difflevel,n_xes,rt,resp,cor,cresp,conf_press,cj,RTconf,n_reddots,dotsLeft,dotsRight,post1,post2,post3,post4,post5,post6,stoptime,sub,age,gender,handedness,
,xotask,20,1,training,mediumSC,hard,54,951,['c'],1,left,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,21,1,training,mediumSC,easy,6,651,['c'],0,right,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,22,1,training,mediumSC,hard,26,569,['n'],1,right,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,23,1,training,mediumSC,average,17,769,['n'],1,right,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,0,2,training,mediumSC,hard,53,735,['c'],1,left,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,1,2,training,mediumSC,average,18,786,['n'],1,right,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,2,2,training,mediumSC,easy,9,534,['n'],1,right,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,3,2,training,mediumSC,average,63,668,['c'],1,left,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,4,2,training,mediumSC,easy,71,618,['n'],0,left,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,5,2,training,mediumSC,easy,6,585,['c'],0,right,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,6,2,training,mediumSC,average,19,801,['n'],1,right,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,7,2,training,mediumSC,average,60,802,['n'],0,left,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,8,2,training,mediumSC,hard,27,952,['n'],1,right,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,9,2,training,mediumSC,average,17,535,['n'],1,right,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,10,2,training,mediumSC,easy,70,635,['c'],1,left,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,11,2,training,mediumSC,easy,73,585,['c'],1,left,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,12,2,training,mediumSC,hard,52,920,['n'],0,left,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,13,2,training,mediumSC,easy,72,569,['c'],1,left,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,14,2,training,mediumSC,easy,71,601,['c'],1,left,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,15,2,training,mediumSC,average,62,1019,['c'],1,left,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,16,2,training,mediumSC,average,16,618,['n'],1,right,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,17,2,training,mediumSC,easy,71,735,['c'],1,left,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,18,2,training,mediumSC,hard,27,734,['n'],1,right,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,19,2,training,mediumSC,hard,27,535,['n'],1,right,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,20,2,training,mediumSC,average,16,537,['n'],1,right,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,21,2,training,mediumSC,easy,6,552,['n'],1,right,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,22,2,training,mediumSC,hard,26,1068,['c'],0,right,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,23,2,training,mediumSC,hard,50,1019,['n'],0,left,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,0,3,training,mediumSC,hard,54,935,['c'],1,left,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,1,3,training,mediumSC,hard,26,602,['n'],1,right,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,2,3,training,mediumSC,average,64,701,['c'],1,left,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,3,3,training,mediumSC,average,62,801,['c'],1,left,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,4,3,training,mediumSC,hard,26,734,['n'],1,right,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,5,3,training,mediumSC,easy,5,651,['n'],1,right,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,6,3,training,mediumSC,hard,50,801,['c'],1,left,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,7,3,training,mediumSC,easy,7,652,['n'],1,right,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,8,3,training,mediumSC,easy,70,551,['c'],1,left,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,9,3,training,mediumSC,easy,72,667,['c'],1,left,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,10,3,training,mediumSC,easy,73,618,['c'],1,left,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,11,3,training,mediumSC,easy,72,552,['c'],1,left,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,12,3,training,mediumSC,hard,52,969,['c'],1,left,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,13,3,training,mediumSC,easy,72,551,['c'],1,left,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,14,3,training,mediumSC,hard,27,586,['n'],1,right,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,15,3,training,mediumSC,average,63,535,['c'],1,left,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,16,3,training,mediumSC,easy,9,535,['n'],1,right,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,17,3,training,mediumSC,hard,25,819,['n'],1,right,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,18,3,training,mediumSC,average,15,568,['n'],1,right,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,19,3,training,mediumSC,easy,73,635,['c'],1,left,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,20,3,training,mediumSC,average,63,618,['c'],1,left,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,21,3,training,mediumSC,hard,29,752,['c'],0,right,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,22,3,training,mediumSC,average,61,652,['c'],1,left,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,23,3,training,mediumSC,easy,70,502,['c'],1,left,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,0,4,training,mediumSC,easy,73,601,['c'],1,left,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,1,4,training,mediumSC,average,18,468,['n'],1,right,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,2,4,training,mediumSC,average,17,585,['n'],1,right,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,3,4,training,mediumSC,easy,8,585,['c'],0,right,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,4,4,training,mediumSC,hard,29,986,['n'],1,right,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,5,4,training,mediumSC,easy,7,518,['n'],1,right,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,6,4,training,mediumSC,easy,8,902,['n'],1,right,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,7,4,training,mediumSC,average,61,835,['c'],1,left,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,8,4,training,mediumSC,average,18,751,['n'],1,right,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,9,4,training,mediumSC,easy,74,686,['c'],1,left,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,10,4,training,mediumSC,hard,27,618,['c'],0,right,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,11,4,training,mediumSC,hard,54,934,['c'],1,left,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,12,4,training,mediumSC,hard,27,1020,['n'],1,right,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,13,4,training,mediumSC,average,63,602,['c'],1,left,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,14,4,training,mediumSC,hard,51,685,['c'],1,left,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,15,4,training,mediumSC,hard,28,568,['n'],1,right,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,16,4,training,mediumSC,easy,72,517,['c'],1,left,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,17,4,training,mediumSC,average,62,651,['c'],1,left,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,18,4,training,mediumSC,hard,52,618,['c'],1,left,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,19,4,training,mediumSC,hard,29,735,['n'],1,right,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,20,4,training,mediumSC,easy,8,635,['n'],1,right,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,21,4,training,mediumSC,easy,9,1051,['n'],1,right,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,22,4,training,mediumSC,average,16,585,['n'],1,right,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,23,4,training,mediumSC,hard,29,518,['n'],1,right,none,-99,-99,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,0,5,main,mediumSC,easy,74,752,['c'],1,left,['9'],5,3735,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,1,5,main,mediumSC,easy,7,869,['n'],1,right,['0'],6,870,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,2,5,main,mediumSC,hard,50,968,['c'],1,left,['8'],4,2582,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,3,5,main,mediumSC,easy,74,1286,['c'],1,left,['0'],6,2115,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,4,5,main,mediumSC,average,64,1136,['n'],0,left,['2'],2,1529,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,5,5,main,mediumSC,hard,28,685,['n'],1,right,['8'],4,1306,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,6,5,main,mediumSC,average,64,668,['c'],1,left,['9'],5,1733,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,7,5,main,mediumSC,easy,8,684,['n'],1,right,['0'],6,509,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,8,5,main,mediumSC,average,19,635,['n'],1,right,['9'],5,570,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,9,5,main,mediumSC,average,16,1068,['n'],1,right,['9'],5,1010,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,10,5,main,mediumSC,easy,7,485,['n'],1,right,['9'],5,769,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,11,5,main,mediumSC,easy,8,468,['n'],1,right,['0'],6,441,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,12,5,main,mediumSC,average,63,667,['c'],1,left,['8'],4,1800,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,13,5,main,mediumSC,easy,74,618,['c'],1,left,['9'],5,608,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,14,5,main,mediumSC,hard,54,635,['c'],1,left,['8'],4,921,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,15,5,main,mediumSC,average,61,585,['c'],1,left,['8'],4,583,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,16,5,main,mediumSC,hard,27,703,['c'],0,right,['3'],3,1661,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,17,5,main,mediumSC,average,60,552,['c'],1,left,['9'],5,3182,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,18,5,main,mediumSC,average,60,635,['c'],1,left,['9'],5,509,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,19,5,main,mediumSC,hard,50,602,['c'],1,left,['3'],3,1915,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,20,5,main,mediumSC,easy,71,568,['c'],1,left,['8'],4,1649,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,21,5,main,mediumSC,hard,26,702,['n'],1,right,['9'],5,1388,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,22,5,main,mediumSC,average,60,619,['c'],1,left,['8'],4,1205,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,23,5,main,mediumSC,easy,72,818,['c'],1,left,['8'],4,718,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,24,5,main,mediumSC,average,62,668,['c'],1,left,['8'],4,976,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,25,5,main,mediumSC,easy,6,584,['n'],1,right,['0'],6,716,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,26,5,main,mediumSC,hard,28,601,['n'],1,right,['9'],5,609,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,27,5,main,mediumSC,average,17,534,['n'],1,right,['9'],5,654,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,28,5,main,mediumSC,hard,27,534,['n'],1,right,['9'],5,505,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,29,5,main,mediumSC,easy,5,485,['n'],1,right,['9'],5,2364,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,30,5,main,mediumSC,average,64,552,['c'],1,left,['8'],4,656,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,31,5,main,mediumSC,average,19,686,['c'],0,right,['1'],1,820,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,32,5,main,mediumSC,easy,73,651,['c'],1,left,['9'],5,531,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,33,5,main,mediumSC,average,16,619,['n'],1,right,['8'],4,1968,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,34,5,main,mediumSC,hard,51,569,['c'],1,left,['8'],4,1043,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,35,5,main,mediumSC,hard,25,602,['n'],1,right,['8'],4,603,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,36,5,main,mediumSC,hard,27,602,['n'],1,right,['9'],5,2149,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,37,5,main,mediumSC,easy,71,585,['c'],1,left,['9'],5,1073,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,38,5,main,mediumSC,easy,9,485,['n'],1,right,['0'],6,396,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,39,5,main,mediumSC,average,17,1169,['c'],0,right,['2'],2,2824,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,40,5,main,mediumSC,easy,8,585,['n'],1,right,['9'],5,1287,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,41,5,main,mediumSC,hard,51,586,['c'],1,left,['8'],4,438,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,42,5,main,mediumSC,hard,50,1102,['n'],0,left,['2'],2,547,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,43,5,main,mediumSC,hard,28,568,['c'],0,right,['3'],3,3168,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,44,5,main,mediumSC,hard,53,618,['n'],0,left,['2'],2,1152,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,45,5,main,mediumSC,hard,51,635,['n'],0,left,['8'],4,563,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,46,5,main,mediumSC,average,60,635,['c'],1,left,['8'],4,413,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,47,5,main,mediumSC,hard,25,551,['n'],1,right,['8'],4,384,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,48,5,main,mediumSC,average,15,502,['n'],1,right,['8'],4,711,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,49,5,main,mediumSC,easy,5,484,['n'],1,right,['0'],6,274,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,50,5,main,mediumSC,easy,70,552,['c'],1,left,['8'],4,1228,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,51,5,main,mediumSC,average,15,535,['c'],0,right,['2'],2,928,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,52,5,main,mediumSC,easy,73,635,['c'],1,left,['9'],5,1195,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,53,5,main,mediumSC,easy,71,619,['c'],1,left,['9'],5,429,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,54,5,main,mediumSC,average,19,585,['n'],1,right,['8'],4,1055,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,55,5,main,mediumSC,hard,51,718,['c'],1,left,['8'],4,1169,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,56,5,main,mediumSC,hard,28,535,['n'],1,right,['8'],4,791,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,57,5,main,mediumSC,hard,52,401,['c'],1,left,['8'],4,546,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,58,5,main,mediumSC,hard,27,684,['c'],0,right,['1'],1,3226,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,59,5,main,mediumSC,average,16,502,['n'],1,right,['9'],5,749,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,60,5,main,mediumSC,easy,8,519,['n'],1,right,['0'],6,389,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,61,5,main,mediumSC,hard,26,518,['n'],1,right,['9'],5,699,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,62,5,main,mediumSC,easy,70,535,['c'],1,left,['9'],5,612,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,63,5,main,mediumSC,hard,54,468,['c'],1,left,['3'],3,1172,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,64,5,main,mediumSC,easy,9,518,['n'],1,right,['9'],5,586,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,65,5,main,mediumSC,hard,52,552,['c'],1,left,['8'],4,743,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,66,5,main,mediumSC,average,17,534,['n'],1,right,['8'],4,2030,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,67,5,main,mediumSC,average,17,552,['n'],1,right,['9'],5,448,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,68,5,main,mediumSC,average,61,535,['n'],0,left,['2'],2,2291,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,69,5,main,mediumSC,easy,72,568,['c'],1,left,['9'],5,1178,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,70,5,main,mediumSC,average,61,585,['c'],1,left,['8'],4,477,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,71,5,main,mediumSC,easy,9,484,['n'],1,right,['9'],5,385,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,0,6,main,mediumSC,easy,5,735,['n'],1,right,['9'],5,1080,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,1,6,main,mediumSC,hard,29,669,['c'],0,right,['3'],3,1611,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,2,6,main,mediumSC,easy,71,518,['c'],1,left,['0'],6,400,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,3,6,main,mediumSC,average,61,602,['c'],1,left,['8'],4,978,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,4,6,main,mediumSC,average,60,569,['n'],0,left,['2'],2,1519,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,5,6,main,mediumSC,easy,71,686,['c'],1,left,['8'],4,1952,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,6,6,main,mediumSC,average,15,535,['n'],1,right,['9'],5,565,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,7,6,main,mediumSC,hard,50,818,['c'],1,left,['8'],4,2184,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,8,6,main,mediumSC,average,63,601,['n'],0,left,['1'],1,801,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,9,6,main,mediumSC,easy,73,618,['n'],0,left,['1'],1,1282,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,10,6,main,mediumSC,average,16,518,['c'],0,right,['1'],1,3972,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,11,6,main,mediumSC,easy,8,569,['n'],1,right,['0'],6,549,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,12,6,main,mediumSC,hard,52,701,['c'],1,left,['8'],4,797,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,13,6,main,mediumSC,easy,70,819,['c'],1,left,['9'],5,534,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,14,6,main,mediumSC,easy,70,702,['c'],1,left,['9'],5,623,,,,,,,,,,,27,20,Vrouw,Rechts,
,xotask,15,6,main,mediumSC,easy,9,552,['n'],1,right,['8'],4,2970,,,,,,,,,,,27,20,Vrouw,Rechts,
