starttime,task,withinblocktrial,block,running,selfconf,difflevel,n_xes,rt,resp,cor,cresp,conf_press,cj,RTconf,n_reddots,dotsLeft,dotsRight,post1,post2,post3,post4,post5,post6,stoptime,sub,age,gender,handedness,
1612773000,xotask,0,0,training,mediumSC,average,64,3420,['n'],0,left,none,-99,-99,,,,,,,,,,,9,18,Man,Rechts,
,xotask,1,0,training,mediumSC,easy,71,6241,['c'],1,left,none,-99,-99,,,,,,,,,,,9,18,Man,Rechts,
,xotask,2,0,training,mediumSC,hard,53,7709,['c'],1,left,none,-99,-99,,,,,,,,,,,9,18,Man,Rechts,
,xotask,3,0,training,mediumSC,easy,8,769,['n'],1,right,none,-99,-99,,,,,,,,,,,9,18,Man,Rechts,
,xotask,4,0,training,mediumSC,average,15,835,['n'],1,right,none,-99,-99,,,,,,,,,,,9,18,Man,Rechts,
,xotask,5,0,training,mediumSC,easy,72,2771,['c'],1,left,none,-99,-99,,,,,,,,,,,9,18,Man,Rechts,
,xotask,6,0,training,mediumSC,easy,7,701,['n'],1,right,none,-99,-99,,,,,,,,,,,9,18,Man,Rechts,
,xotask,7,0,training,mediumSC,hard,27,617,['n'],1,right,none,-99,-99,,,,,,,,,,,9,18,Man,Rechts,
,xotask,8,0,training,mediumSC,easy,6,1620,['n'],1,right,none,-99,-99,,,,,,,,,,,9,18,Man,Rechts,
,xotask,9,0,training,mediumSC,average,16,1853,['c'],0,right,none,-99,-99,,,,,,,,,,,9,18,Man,Rechts,
,xotask,10,0,training,mediumSC,hard,25,869,['n'],1,right,none,-99,-99,,,,,,,,,,,9,18,Man,Rechts,
,xotask,11,0,training,mediumSC,hard,52,2553,['n'],0,left,none,-99,-99,,,,,,,,,,,9,18,Man,Rechts,
,xotask,12,0,training,mediumSC,hard,52,1886,['c'],1,left,none,-99,-99,,,,,,,,,,,9,18,Man,Rechts,
,xotask,13,0,training,mediumSC,average,17,701,['n'],1,right,none,-99,-99,,,,,,,,,,,9,18,Man,Rechts,
,xotask,14,0,training,mediumSC,hard,52,1001,['c'],1,left,none,-99,-99,,,,,,,,,,,9,18,Man,Rechts,
,xotask,15,0,training,mediumSC,hard,52,868,['c'],1,left,none,-99,-99,,,,,,,,,,,9,18,Man,Rechts,
,xotask,16,0,training,mediumSC,easy,5,885,['n'],1,right,none,-99,-99,,,,,,,,,,,9,18,Man,Rechts,
