starttime,task,withinblocktrial,block,running,selfconf,difflevel,n_xes,rt,resp,cor,cresp,conf_press,cj,RTconf,n_reddots,dotsLeft,dotsRight,post1,post2,post3,post4,post5,post6,stoptime,sub,age,gender,handedness,
1607616270,xotask,0,0,training,lowSC,easy,5,4305,['c'],0,right,none,-99,-99,,,,,,,,,,,21,18,Vrouw,Rechts,
,xotask,1,0,training,lowSC,average,62,785,['c'],1,left,none,-99,-99,,,,,,,,,,,21,18,Vrouw,Rechts,
,xotask,2,0,training,lowSC,easy,71,1185,['c'],1,left,none,-99,-99,,,,,,,,,,,21,18,Vrouw,Rechts,
,xotask,3,0,training,lowSC,easy,6,668,['n'],1,right,none,-99,-99,,,,,,,,,,,21,18,Vrouw,Rechts,
,xotask,4,0,training,lowSC,hard,29,851,['n'],1,right,none,-99,-99,,,,,,,,,,,21,18,Vrouw,Rechts,
,xotask,5,0,training,lowSC,average,16,618,['n'],1,right,none,-99,-99,,,,,,,,,,,21,18,Vrouw,Rechts,
,xotask,6,0,training,lowSC,hard,26,585,['n'],1,right,none,-99,-99,,,,,,,,,,,21,18,Vrouw,Rechts,
,xotask,7,0,training,lowSC,easy,5,518,['n'],1,right,none,-99,-99,,,,,,,,,,,21,18,Vrouw,Rechts,
,xotask,8,0,training,lowSC,hard,26,685,['n'],1,right,none,-99,-99,,,,,,,,,,,21,18,Vrouw,Rechts,
,xotask,9,0,training,lowSC,hard,28,585,['n'],1,right,none,-99,-99,,,,,,,,,,,21,18,Vrouw,Rechts,
,xotask,10,0,training,lowSC,easy,9,618,['n'],1,right,none,-99,-99,,,,,,,,,,,21,18,Vrouw,Rechts,
,xotask,11,0,training,lowSC,easy,73,636,['n'],0,left,none,-99,-99,,,,,,,,,,,21,18,Vrouw,Rechts,
,xotask,12,0,training,lowSC,hard,29,5873,['c'],0,right,none,-99,-99,,,,,,,,,,,21,18,Vrouw,Rechts,
,xotask,13,0,training,lowSC,easy,9,3188,['n'],1,right,none,-99,-99,,,,,,,,,,,21,18,Vrouw,Rechts,
,xotask,14,0,training,lowSC,average,61,1086,['c'],1,left,none,-99,-99,,,,,,,,,,,21,18,Vrouw,Rechts,
,xotask,15,0,training,lowSC,average,16,535,['n'],1,right,none,-99,-99,,,,,,,,,,,21,18,Vrouw,Rechts,
,xotask,16,0,training,lowSC,hard,52,719,['n'],0,left,none,-99,-99,,,,,,,,,,,21,18,Vrouw,Rechts,
,xotask,17,0,training,lowSC,hard,25,551,['n'],1,right,none,-99,-99,,,,,,,,,,,21,18,Vrouw,Rechts,
,xotask,18,0,training,lowSC,average,64,619,['n'],0,left,none,-99,-99,,,,,,,,,,,21,18,Vrouw,Rechts,
,xotask,19,0,training,lowSC,average,17,668,['n'],1,right,none,-99,-99,,,,,,,,,,,21,18,Vrouw,Rechts,
,xotask,20,0,training,lowSC,hard,27,568,['n'],1,right,none,-99,-99,,,,,,,,,,,21,18,Vrouw,Rechts,
,xotask,21,0,training,lowSC,easy,5,551,['n'],1,right,none,-99,-99,,,,,,,,,,,21,18,Vrouw,Rechts,
