"","drift","bound","ter","sub","condition","alpha","beta","manip","resid","difflevel","fixed_parameter","Npar","time"
"222",0.120640219837232,0.0632017934988236,0.6671495305707,"44","plus",12.2930009107877,-0.398133510348458,"beta",0.00989588390338721,"easy","alpha",4,"all"
"263",0.0611048664274126,0.0856940599389042,0.503072987843322,"2","minus",10.046190170077,-0.480711994089587,"beta",0.00141444106524096,"hard","alpha",4,"all"
"264",0.0733330959803043,0.090685289505667,0.481216559690673,"3","minus",16.571991481998,-0.722171701883588,"beta",0.00201495685387444,"hard","alpha",4,"all"
"265",0.0520881585618497,0.0704730193891544,0.593418286673196,"5","minus",21.1674581114085,-1.02009860108374,"beta",0.00126409272736767,"hard","alpha",4,"all"
"266",0.0230276989749081,0.0908413096284236,0.424831710477907,"6","minus",20.9534110625457,-1.62732502877294,"beta",0.00548540221585348,"hard","alpha",4,"all"
"267",0.0541238644442744,0.0793797535979336,0.529539052641959,"7","minus",10.2588172170973,-0.146841463917654,"beta",0.00340873176973727,"hard","alpha",4,"all"
"268",0.0133110474659131,0.0579801921448463,0.444063470830185,"8","minus",11.3093877119195,0.571037658425722,"beta",0.00180744935707018,"hard","alpha",4,"all"
"269",0.0746542541945696,0.075752896891829,0.486698060613746,"9","minus",16.3489529160615,-1.68521957815007,"beta",0.0050681763709424,"hard","alpha",4,"all"
"270",0.0731172761039486,0.0830222528548191,0.68336117879333,"10","minus",6.91623445978431,-0.586525157332356,"beta",0.00162821166892,"hard","alpha",4,"all"
"271",0.0158370769747185,0.079146061563362,0.490780767082999,"11","minus",14.8955247762817,-0.413106884743032,"beta",0.00292665386176193,"hard","alpha",4,"all"
"272",0.00852738244800529,0.0681995663428518,0.139223132871051,"12","minus",29.5172199709707,-1.8690899267229,"beta",0.00936897016460905,"hard","alpha",4,"all"
"273",0.0197792885584996,0.0693025633934278,0.315748212998661,"15","minus",23.0335081821245,-0.723399099372518,"beta",0.00353437286013053,"hard","alpha",4,"all"
"274",0.0455840051368227,0.07553672279536,0.583386320604562,"16","minus",27.8372111503047,-1.51366130289965,"beta",0.0103756767675477,"hard","alpha",4,"all"
"275",0.0955407965603859,0.0741004910270617,0.589926894318082,"17","minus",19.9639278788321,-0.727823505307477,"beta",0.00144131562816945,"hard","alpha",4,"all"
"276",0.0864617846730662,0.0704756700088615,0.494562652012127,"19","minus",8.65039197876642,0.156223294163041,"beta",0.00142542736990737,"hard","alpha",4,"all"
"277",0.0506131091270151,0.084479131430533,0.843807891404161,"20","minus",20.4893446145509,-1.81883757430567,"beta",0.00410118989319389,"hard","alpha",4,"all"
"278",0.0336200324092659,0.0710521120820978,0.476663588828996,"21","minus",20.3071322813738,-0.959244454900756,"beta",0.00118074856323835,"hard","alpha",4,"all"
"279",0.0454498760633792,0.0679713675911713,0.551755277267368,"22","minus",26.4219020431383,-0.832005439349873,"beta",0.00149323398120073,"hard","alpha",4,"all"
"280",0.0307924045499656,0.0821301128510879,0.33319281143386,"24","minus",3.93945602517254,0.571538887036303,"beta",0.00364028574383908,"hard","alpha",4,"all"
"281",0.0278091984518572,0.0675867891144021,0.434220810383577,"25","minus",14.3424290741866,-0.0659492487347792,"beta",0.00386902594568313,"hard","alpha",4,"all"
"282",0.0789603202282639,0.0627102440251061,0.352119351572217,"26","minus",31.9971591890677,-0.1775958111491,"beta",0.0013022168147546,"hard","alpha",4,"all"
"283",0.047685716109689,0.0607426286245859,0.485946781694206,"27","minus",7.92291468569094,-0.198050932980447,"beta",0.00228703002524506,"hard","alpha",4,"all"
"284",0.0580010265362284,0.0652399471629706,0.532176757361985,"28","minus",12.6373338426468,-0.708529133078229,"beta",0.00352123061654311,"hard","alpha",4,"all"
"285",0.0659378295912461,0.0774407202946396,0.448258296605332,"30","minus",26.0933505768805,-1.32274713727901,"beta",0.00497975360270472,"hard","alpha",4,"all"
"286",0.0460270227136846,0.0679181264093014,0.44958954999926,"32","minus",8.5445343238643,-0.00830227768871798,"beta",0.00147076077025318,"hard","alpha",4,"all"
"287",0.0798087464013802,0.0659749924175393,0.444569493350597,"33","minus",15.0229606356063,-0.75397433736025,"beta",0.00145520651633954,"hard","alpha",4,"all"
"288",0.0781913817282504,0.0592724433215377,0.455927240152411,"34","minus",7.90865402289362,0.748378398216841,"beta",0.00154628039031028,"hard","alpha",4,"all"
"289",0.0899263503749315,0.067775487565288,0.484657746493128,"35","minus",18.7291116981811,-0.759227179349422,"beta",0.00607800742462475,"hard","alpha",4,"all"
"290",0.0385503572370986,0.0595332822376345,0.619532062463483,"36","minus",18.8358539105174,-0.220053314375765,"beta",0.00286514930631999,"hard","alpha",4,"all"
"291",0.0631570054130251,0.0790434624722046,0.611398173009544,"37","minus",11.558187686903,-0.192833549967701,"beta",0.00376244332039799,"hard","alpha",4,"all"
"292",0.0814702235890291,0.0645480546309599,0.471118982073083,"39","minus",6.53489566052887,0.728193588568364,"beta",0.00316317346680301,"hard","alpha",4,"all"
"293",0.0617129866652592,0.0614266394355133,0.337737942314041,"40","minus",18.2346248809586,-0.719774665193658,"beta",0.0164045742789416,"hard","alpha",4,"all"
"294",0.0564540946168282,0.0770193202117712,0.529016579152933,"41","minus",11.6912109321284,-0.348061137724724,"beta",0.00172888197711884,"hard","alpha",4,"all"
"295",0.0745027655421693,0.0980602911762848,0.551733797572444,"42","minus",11.0065850008072,-0.427376802375698,"beta",0.00447126438724557,"hard","alpha",4,"all"
"296",0.0590120118657331,0.0632017934988236,0.6671495305707,"44","minus",12.2930009107877,-0.59908265871787,"beta",0.00989588390338721,"hard","alpha",4,"all"
"337",0.0611048664274126,0.0856940599389042,0.503072987843322,"2","control",10.046190170077,-0.411912884752642,"beta",0.00141444106524096,"hard","alpha",4,"all"
"338",0.0733330959803043,0.090685289505667,0.481216559690673,"3","control",16.571991481998,-0.613457849918557,"beta",0.00201495685387444,"hard","alpha",4,"all"
"339",0.0520881585618497,0.0704730193891544,0.593418286673196,"5","control",21.1674581114085,-0.58649606597577,"beta",0.00126409272736767,"hard","alpha",4,"all"
"340",0.0230276989749081,0.0908413096284236,0.424831710477907,"6","control",20.9534110625457,-1.41685278661828,"beta",0.00548540221585348,"hard","alpha",4,"all"
"341",0.0541238644442744,0.0793797535979336,0.529539052641959,"7","control",10.2588172170973,0.125186060865944,"beta",0.00340873176973727,"hard","alpha",4,"all"
"342",0.0133110474659131,0.0579801921448463,0.444063470830185,"8","control",11.3093877119195,0.889235827146678,"beta",0.00180744935707018,"hard","alpha",4,"all"
"343",0.0746542541945696,0.075752896891829,0.486698060613746,"9","control",16.3489529160615,-1.04274798868937,"beta",0.0050681763709424,"hard","alpha",4,"all"
"344",0.0731172761039486,0.0830222528548191,0.68336117879333,"10","control",6.91623445978431,0.179425051344808,"beta",0.00162821166892,"hard","alpha",4,"all"
"345",0.0158370769747185,0.079146061563362,0.490780767082999,"11","control",14.8955247762817,-0.0671226058782042,"beta",0.00292665386176193,"hard","alpha",4,"all"
"346",0.00852738244800529,0.0681995663428518,0.139223132871051,"12","control",29.5172199709707,-1.73311713190326,"beta",0.00936897016460905,"hard","alpha",4,"all"
"347",0.0197792885584996,0.0693025633934278,0.315748212998661,"15","control",23.0335081821245,-0.502579887191398,"beta",0.00353437286013053,"hard","alpha",4,"all"
"348",0.0455840051368227,0.07553672279536,0.583386320604562,"16","control",27.8372111503047,-0.786283208415959,"beta",0.0103756767675477,"hard","alpha",4,"all"
"349",0.0955407965603859,0.0741004910270617,0.589926894318082,"17","control",19.9639278788321,-0.772891172537591,"beta",0.00144131562816945,"hard","alpha",4,"all"
"350",0.0864617846730662,0.0704756700088615,0.494562652012127,"19","control",8.65039197876642,-0.0334896117190186,"beta",0.00142542736990737,"hard","alpha",4,"all"
"351",0.0506131091270151,0.084479131430533,0.843807891404161,"20","control",20.4893446145509,-1.64839581651009,"beta",0.00410118989319389,"hard","alpha",4,"all"
"352",0.0336200324092659,0.0710521120820978,0.476663588828996,"21","control",20.3071322813738,-0.825665637906179,"beta",0.00118074856323835,"hard","alpha",4,"all"
"353",0.0454498760633792,0.0679713675911713,0.551755277267368,"22","control",26.4219020431383,-0.0539786313516455,"beta",0.00149323398120073,"hard","alpha",4,"all"
"354",0.0307924045499656,0.0821301128510879,0.33319281143386,"24","control",3.93945602517254,0.563243217990364,"beta",0.00364028574383908,"hard","alpha",4,"all"
"355",0.0278091984518572,0.0675867891144021,0.434220810383577,"25","control",14.3424290741866,-0.321996111375433,"beta",0.00386902594568313,"hard","alpha",4,"all"
"356",0.0789603202282639,0.0627102440251061,0.352119351572217,"26","control",31.9971591890677,-0.210138779891437,"beta",0.0013022168147546,"hard","alpha",4,"all"
"357",0.047685716109689,0.0607426286245859,0.485946781694206,"27","control",7.92291468569094,0.195741699964097,"beta",0.00228703002524506,"hard","alpha",4,"all"
"358",0.0580010265362284,0.0652399471629706,0.532176757361985,"28","control",12.6373338426468,-0.702694940858493,"beta",0.00352123061654311,"hard","alpha",4,"all"
"359",0.0659378295912461,0.0774407202946396,0.448258296605332,"30","control",26.0933505768805,-1.31701815533881,"beta",0.00497975360270472,"hard","alpha",4,"all"
"360",0.0460270227136846,0.0679181264093014,0.44958954999926,"32","control",8.5445343238643,-0.232063674966075,"beta",0.00147076077025318,"hard","alpha",4,"all"
"361",0.0798087464013802,0.0659749924175393,0.444569493350597,"33","control",15.0229606356063,-0.377462361886493,"beta",0.00145520651633954,"hard","alpha",4,"all"
"362",0.0781913817282504,0.0592724433215377,0.455927240152411,"34","control",7.90865402289362,0.943284950537373,"beta",0.00154628039031028,"hard","alpha",4,"all"
"363",0.0899263503749315,0.067775487565288,0.484657746493128,"35","control",18.7291116981811,-0.232355831030514,"beta",0.00607800742462475,"hard","alpha",4,"all"
"364",0.0385503572370986,0.0595332822376345,0.619532062463483,"36","control",18.8358539105174,-0.427241431649842,"beta",0.00286514930631999,"hard","alpha",4,"all"
"365",0.0631570054130251,0.0790434624722046,0.611398173009544,"37","control",11.558187686903,-0.307335724884278,"beta",0.00376244332039799,"hard","alpha",4,"all"
"366",0.0814702235890291,0.0645480546309599,0.471118982073083,"39","control",6.53489566052887,0.520192955281674,"beta",0.00316317346680301,"hard","alpha",4,"all"
"367",0.0617129866652592,0.0614266394355133,0.337737942314041,"40","control",18.2346248809586,-0.855903960261318,"beta",0.0164045742789416,"hard","alpha",4,"all"
"368",0.0564540946168282,0.0770193202117712,0.529016579152933,"41","control",11.6912109321284,-0.121171396856079,"beta",0.00172888197711884,"hard","alpha",4,"all"
"369",0.0745027655421693,0.0980602911762848,0.551733797572444,"42","control",11.0065850008072,-0.394661323540785,"beta",0.00447126438724557,"hard","alpha",4,"all"
"370",0.0590120118657331,0.0632017934988236,0.6671495305707,"44","control",12.2930009107877,-0.195064090112284,"beta",0.00989588390338721,"hard","alpha",4,"all"
"411",0.0611048664274126,0.0856940599389042,0.503072987843322,"2","plus",10.046190170077,0.0918472524338683,"beta",0.00141444106524096,"hard","alpha",4,"all"
"412",0.0733330959803043,0.090685289505667,0.481216559690673,"3","plus",16.571991481998,-0.322989215458821,"beta",0.00201495685387444,"hard","alpha",4,"all"
"413",0.0520881585618497,0.0704730193891544,0.593418286673196,"5","plus",21.1674581114085,-0.579014645888533,"beta",0.00126409272736767,"hard","alpha",4,"all"
"414",0.0230276989749081,0.0908413096284236,0.424831710477907,"6","plus",20.9534110625457,-1.8851073753471,"beta",0.00548540221585348,"hard","alpha",4,"all"
"415",0.0541238644442744,0.0793797535979336,0.529539052641959,"7","plus",10.2588172170973,0.24305291557071,"beta",0.00340873176973727,"hard","alpha",4,"all"
"416",0.0133110474659131,0.0579801921448463,0.444063470830185,"8","plus",11.3093877119195,0.890403364383537,"beta",0.00180744935707018,"hard","alpha",4,"all"
"417",0.0746542541945696,0.075752896891829,0.486698060613746,"9","plus",16.3489529160615,-0.794695223480323,"beta",0.0050681763709424,"hard","alpha",4,"all"
"418",0.0731172761039486,0.0830222528548191,0.68336117879333,"10","plus",6.91623445978431,-1.02288453859684,"beta",0.00162821166892,"hard","alpha",4,"all"
