starttime,task,withinblocktrial,block,running,selfconf,difflevel,dotsLeft,dotsRight,rt,resp,cor,cresp,conf_press,cj,RTconf,n_xes,n_reddots,post1,post2,post3,post4,post5,post6,stoptime,sub,age,gender,handedness,
1607616247,dotnumber,0,0,training,mediumSC,hard,50,52,818,['n'],1,right,none,-99,-99,,,,,,,,,,23,18,Vrouw,Rechts,
,dotnumber,1,0,training,mediumSC,easy,50,25,552,['c'],1,left,none,-99,-99,,,,,,,,,,23,18,Vrouw,Rechts,
,dotnumber,2,0,training,mediumSC,average,37,50,519,['n'],1,right,none,-99,-99,,,,,,,,,,23,18,Vrouw,Rechts,
,dotnumber,3,0,training,mediumSC,average,50,35,518,['c'],1,left,none,-99,-99,,,,,,,,,,23,18,Vrouw,Rechts,
,dotnumber,4,0,training,mediumSC,easy,26,50,601,['n'],1,right,none,-99,-99,,,,,,,,,,23,18,Vrouw,Rechts,
,dotnumber,5,0,training,mediumSC,average,62,50,535,['n'],0,left,none,-99,-99,,,,,,,,,,23,18,Vrouw,Rechts,
,dotnumber,6,0,training,mediumSC,easy,50,29,468,['c'],1,left,none,-99,-99,,,,,,,,,,23,18,Vrouw,Rechts,
,dotnumber,7,0,training,mediumSC,easy,50,25,502,['c'],1,left,none,-99,-99,,,,,,,,,,23,18,Vrouw,Rechts,
,dotnumber,8,0,training,mediumSC,hard,46,50,551,['n'],1,right,none,-99,-99,,,,,,,,,,23,18,Vrouw,Rechts,
,dotnumber,9,0,training,mediumSC,hard,52,50,468,['n'],0,left,none,-99,-99,,,,,,,,,,23,18,Vrouw,Rechts,
,dotnumber,10,0,training,mediumSC,average,61,50,518,['c'],1,left,none,-99,-99,,,,,,,,,,23,18,Vrouw,Rechts,
,dotnumber,11,0,training,mediumSC,easy,75,50,518,['c'],1,left,none,-99,-99,,,,,,,,,,23,18,Vrouw,Rechts,
,dotnumber,12,0,training,mediumSC,easy,26,50,752,['n'],1,right,none,-99,-99,,,,,,,,,,23,18,Vrouw,Rechts,
,dotnumber,13,0,training,mediumSC,average,38,50,484,['n'],1,right,none,-99,-99,,,,,,,,,,23,18,Vrouw,Rechts,
,dotnumber,14,0,training,mediumSC,average,65,50,468,['c'],1,left,none,-99,-99,,,,,,,,,,23,18,Vrouw,Rechts,
,dotnumber,15,0,training,mediumSC,hard,50,49,418,['c'],1,left,none,-99,-99,,,,,,,,,,23,18,Vrouw,Rechts,
,dotnumber,16,0,training,mediumSC,average,37,50,435,['n'],1,right,none,-99,-99,,,,,,,,,,23,18,Vrouw,Rechts,
,dotnumber,17,0,training,mediumSC,average,65,50,502,['c'],1,left,none,-99,-99,,,,,,,,,,23,18,Vrouw,Rechts,
,dotnumber,18,0,training,mediumSC,easy,71,50,485,['c'],1,left,none,-99,-99,,,,,,,,,,23,18,Vrouw,Rechts,
,dotnumber,19,0,training,mediumSC,hard,50,48,467,['n'],0,left,none,-99,-99,,,,,,,,,,23,18,Vrouw,Rechts,
,dotnumber,20,0,training,mediumSC,easy,50,74,468,['n'],1,right,none,-99,-99,,,,,,,,,,23,18,Vrouw,Rechts,
,dotnumber,21,0,training,mediumSC,hard,50,54,518,['n'],1,right,none,-99,-99,,,,,,,,,,23,18,Vrouw,Rechts,
,dotnumber,22,0,training,mediumSC,hard,50,54,618,['n'],1,right,none,-99,-99,,,,,,,,,,23,18,Vrouw,Rechts,
,dotnumber,23,0,training,mediumSC,hard,46,50,452,['n'],1,right,none,-99,-99,,,,,,,,,,23,18,Vrouw,Rechts,
,dotnumber,0,1,training,mediumSC,easy,50,29,517,['c'],1,left,none,-99,-99,,,,,,,,,,23,18,Vrouw,Rechts,
