starttime,task,withinblocktrial,block,running,selfconf,difflevel,n_xes,rt,resp,cor,cresp,conf_press,cj,RTconf,n_reddots,dotsLeft,dotsRight,post1,post2,post3,post4,post5,post6,stoptime,sub,age,gender,handedness,
1607601985,xotask,0,0,training,highSC,easy,70,3238,['c'],1,left,none,-99,-99,,,,,,,,,,,15,18,Man,Rechts,
,xotask,1,0,training,highSC,easy,70,1536,['c'],1,left,none,-99,-99,,,,,,,,,,,15,18,Man,Rechts,
,xotask,2,0,training,highSC,hard,52,718,['n'],0,left,none,-99,-99,,,,,,,,,,,15,18,Man,Rechts,
,xotask,3,0,training,highSC,hard,26,1352,['n'],1,right,none,-99,-99,,,,,,,,,,,15,18,Man,Rechts,
,xotask,4,0,training,highSC,hard,52,551,['c'],1,left,none,-99,-99,,,,,,,,,,,15,18,Man,Rechts,
,xotask,5,0,training,highSC,hard,50,568,['c'],1,left,none,-99,-99,,,,,,,,,,,15,18,Man,Rechts,
,xotask,6,0,training,highSC,easy,74,485,['c'],1,left,none,-99,-99,,,,,,,,,,,15,18,Man,Rechts,
,xotask,7,0,training,highSC,easy,73,551,['c'],1,left,none,-99,-99,,,,,,,,,,,15,18,Man,Rechts,
,xotask,8,0,training,highSC,hard,29,519,['n'],1,right,none,-99,-99,,,,,,,,,,,15,18,Man,Rechts,
,xotask,9,0,training,highSC,hard,26,518,['n'],1,right,none,-99,-99,,,,,,,,,,,15,18,Man,Rechts,
,xotask,10,0,training,highSC,average,63,635,['c'],1,left,none,-99,-99,,,,,,,,,,,15,18,Man,Rechts,
,xotask,11,0,training,highSC,hard,51,585,['c'],1,left,none,-99,-99,,,,,,,,,,,15,18,Man,Rechts,
,xotask,12,0,training,highSC,hard,50,3004,['c'],1,left,none,-99,-99,,,,,,,,,,,15,18,Man,Rechts,
,xotask,13,0,training,highSC,easy,70,636,['c'],1,left,none,-99,-99,,,,,,,,,,,15,18,Man,Rechts,
,xotask,14,0,training,highSC,easy,6,584,['n'],1,right,none,-99,-99,,,,,,,,,,,15,18,Man,Rechts,
,xotask,15,0,training,highSC,average,60,619,['c'],1,left,none,-99,-99,,,,,,,,,,,15,18,Man,Rechts,
,xotask,16,0,training,highSC,easy,6,452,['n'],1,right,none,-99,-99,,,,,,,,,,,15,18,Man,Rechts,
,xotask,17,0,training,highSC,average,62,602,['c'],1,left,none,-99,-99,,,,,,,,,,,15,18,Man,Rechts,
,xotask,18,0,training,highSC,hard,52,535,['n'],0,left,none,-99,-99,,,,,,,,,,,15,18,Man,Rechts,
,xotask,19,0,training,highSC,average,15,519,['n'],1,right,none,-99,-99,,,,,,,,,,,15,18,Man,Rechts,
,xotask,20,0,training,highSC,hard,51,602,['c'],1,left,none,-99,-99,,,,,,,,,,,15,18,Man,Rechts,
