starttime,task,withinblocktrial,block,running,selfconf,difflevel,dotsLeft,dotsRight,rt,resp,cor,cresp,conf_press,cj,RTconf,n_xes,n_reddots,post1,post2,post3,post4,post5,post6,stoptime,sub,age,gender,handedness,
1607508085,dotnumber,0,0,training,mediumSC,average,50,39,1403,['n'],0,left,none,-99,-99,,,,,,,,,,5,18,Vrouw,Rechts,
,dotnumber,1,0,training,mediumSC,easy,50,26,634,['c'],1,left,none,-99,-99,,,,,,,,,,5,18,Vrouw,Rechts,
,dotnumber,2,0,training,mediumSC,easy,74,50,685,['n'],0,left,none,-99,-99,,,,,,,,,,5,18,Vrouw,Rechts,
,dotnumber,3,0,training,mediumSC,hard,50,45,618,['n'],0,left,none,-99,-99,,,,,,,,,,5,18,Vrouw,Rechts,
,dotnumber,4,0,training,mediumSC,easy,28,50,501,['n'],1,right,none,-99,-99,,,,,,,,,,5,18,Vrouw,Rechts,
,dotnumber,5,0,training,mediumSC,easy,50,26,502,['c'],1,left,none,-99,-99,,,,,,,,,,5,18,Vrouw,Rechts,
,dotnumber,6,0,training,mediumSC,average,61,50,636,['n'],0,left,none,-99,-99,,,,,,,,,,5,18,Vrouw,Rechts,
,dotnumber,7,0,training,mediumSC,easy,26,50,567,['n'],1,right,none,-99,-99,,,,,,,,,,5,18,Vrouw,Rechts,
,dotnumber,8,0,training,mediumSC,easy,75,50,569,['n'],0,left,none,-99,-99,,,,,,,,,,5,18,Vrouw,Rechts,
,dotnumber,9,0,training,mediumSC,easy,25,50,585,['n'],1,right,none,-99,-99,,,,,,,,,,5,18,Vrouw,Rechts,
,dotnumber,10,0,training,mediumSC,hard,50,53,685,['c'],0,right,none,-99,-99,,,,,,,,,,5,18,Vrouw,Rechts,
,dotnumber,11,0,training,mediumSC,hard,52,50,602,['n'],0,left,none,-99,-99,,,,,,,,,,5,18,Vrouw,Rechts,
,dotnumber,12,0,training,mediumSC,average,62,50,902,['c'],1,left,none,-99,-99,,,,,,,,,,5,18,Vrouw,Rechts,
,dotnumber,13,0,training,mediumSC,easy,50,72,585,['n'],1,right,none,-99,-99,,,,,,,,,,5,18,Vrouw,Rechts,
,dotnumber,14,0,training,mediumSC,average,50,39,551,['c'],1,left,none,-99,-99,,,,,,,,,,5,18,Vrouw,Rechts,
,dotnumber,15,0,training,mediumSC,easy,50,26,567,['c'],1,left,none,-99,-99,,,,,,,,,,5,18,Vrouw,Rechts,
,dotnumber,16,0,training,mediumSC,hard,50,49,485,['c'],1,left,none,-99,-99,,,,,,,,,,5,18,Vrouw,Rechts,
,dotnumber,17,0,training,mediumSC,hard,54,50,451,['c'],1,left,none,-99,-99,,,,,,,,,,5,18,Vrouw,Rechts,
,dotnumber,18,0,training,mediumSC,average,62,50,652,['c'],1,left,none,-99,-99,,,,,,,,,,5,18,Vrouw,Rechts,
,dotnumber,19,0,training,mediumSC,hard,48,50,568,['c'],0,right,none,-99,-99,,,,,,,,,,5,18,Vrouw,Rechts,
,dotnumber,20,0,training,mediumSC,hard,47,50,619,['n'],1,right,none,-99,-99,,,,,,,,,,5,18,Vrouw,Rechts,
,dotnumber,21,0,training,mediumSC,hard,51,50,635,['c'],1,left,none,-99,-99,,,,,,,,,,5,18,Vrouw,Rechts,
,dotnumber,22,0,training,mediumSC,average,50,35,635,['c'],1,left,none,-99,-99,,,,,,,,,,5,18,Vrouw,Rechts,
,dotnumber,23,0,training,mediumSC,average,61,50,802,['n'],0,left,none,-99,-99,,,,,,,,,,5,18,Vrouw,Rechts,
,dotnumber,0,1,training,mediumSC,hard,51,50,535,['c'],1,left,none,-99,-99,,,,,,,,,,5,18,Vrouw,Rechts,
,dotnumber,1,1,training,mediumSC,hard,48,50,451,['n'],1,right,none,-99,-99,,,,,,,,,,5,18,Vrouw,Rechts,
,dotnumber,2,1,training,mediumSC,easy,27,50,451,['n'],1,right,none,-99,-99,,,,,,,,,,5,18,Vrouw,Rechts,
,dotnumber,3,1,training,mediumSC,average,50,62,485,['n'],1,right,none,-99,-99,,,,,,,,,,5,18,Vrouw,Rechts,
,dotnumber,4,1,training,mediumSC,hard,49,50,535,['c'],0,right,none,-99,-99,,,,,,,,,,5,18,Vrouw,Rechts,
,dotnumber,5,1,training,mediumSC,average,63,50,603,['n'],0,left,none,-99,-99,,,,,,,,,,5,18,Vrouw,Rechts,
,dotnumber,6,1,training,mediumSC,hard,50,55,552,['n'],1,right,none,-99,-99,,,,,,,,,,5,18,Vrouw,Rechts,
,dotnumber,7,1,training,mediumSC,average,50,39,518,['c'],1,left,none,-99,-99,,,,,,,,,,5,18,Vrouw,Rechts,
,dotnumber,8,1,training,mediumSC,hard,50,54,535,['c'],0,right,none,-99,-99,,,,,,,,,,5,18,Vrouw,Rechts,
,dotnumber,9,1,training,mediumSC,average,62,50,501,['c'],1,left,none,-99,-99,,,,,,,,,,5,18,Vrouw,Rechts,
,dotnumber,10,1,training,mediumSC,hard,45,50,401,['c'],0,right,none,-99,-99,,,,,,,,,,5,18,Vrouw,Rechts,
,dotnumber,11,1,training,mediumSC,easy,50,25,418,['c'],1,left,none,-99,-99,,,,,,,,,,5,18,Vrouw,Rechts,
,dotnumber,12,1,training,mediumSC,average,61,50,702,['c'],1,left,none,-99,-99,,,,,,,,,,5,18,Vrouw,Rechts,
,dotnumber,13,1,training,mediumSC,hard,54,50,402,['c'],1,left,none,-99,-99,,,,,,,,,,5,18,Vrouw,Rechts,
,dotnumber,14,1,training,mediumSC,average,50,35,384,['c'],1,left,none,-99,-99,,,,,,,,,,5,18,Vrouw,Rechts,
,dotnumber,15,1,training,mediumSC,hard,50,49,418,['c'],1,left,none,-99,-99,,,,,,,,,,5,18,Vrouw,Rechts,
,dotnumber,16,1,training,mediumSC,hard,50,54,418,['c'],0,right,none,-99,-99,,,,,,,,,,5,18,Vrouw,Rechts,
,dotnumber,17,1,training,mediumSC,easy,29,50,485,['n'],1,right,none,-99,-99,,,,,,,,,,5,18,Vrouw,Rechts,
,dotnumber,18,1,training,mediumSC,average,50,64,451,['n'],1,right,none,-99,-99,,,,,,,,,,5,18,Vrouw,Rechts,
,dotnumber,19,1,training,mediumSC,hard,50,48,418,['n'],0,left,none,-99,-99,,,,,,,,,,5,18,Vrouw,Rechts,
,dotnumber,20,1,training,mediumSC,hard,55,50,501,['n'],0,left,none,-99,-99,,,,,,,,,,5,18,Vrouw,Rechts,
,dotnumber,21,1,training,mediumSC,easy,27,50,436,['n'],1,right,none,-99,-99,,,,,,,,,,5,18,Vrouw,Rechts,
,dotnumber,22,1,training,mediumSC,hard,50,46,436,['c'],1,left,none,-99,-99,,,,,,,,,,5,18,Vrouw,Rechts,
,dotnumber,23,1,training,mediumSC,easy,29,50,401,['n'],1,right,none,-99,-99,,,,,,,,,,5,18,Vrouw,Rechts,
,dotnumber,0,2,training,mediumSC,hard,52,50,418,['c'],1,left,none,-99,-99,,,,,,,,,,5,18,Vrouw,Rechts,
,dotnumber,1,2,training,mediumSC,easy,50,29,484,['c'],1,left,none,-99,-99,,,,,,,,,,5,18,Vrouw,Rechts,
