starttime,task,withinblocktrial,block,running,selfconf,difflevel,n_xes,rt,resp,cor,cresp,conf_press,cj,RTconf,n_reddots,dotsLeft,dotsRight,post1,post2,post3,post4,post5,post6,stoptime,sub,age,gender,handedness,
1607502815,xotask,0,0,training,lowSC,easy,71,802,['c'],1,left,none,-99,-99,,,,,,,,,,,3,18,Vrouw,Rechts,
,xotask,1,0,training,lowSC,average,64,768,['c'],1,left,none,-99,-99,,,,,,,,,,,3,18,Vrouw,Rechts,
,xotask,2,0,training,lowSC,hard,29,602,['n'],1,right,none,-99,-99,,,,,,,,,,,3,18,Vrouw,Rechts,
,xotask,3,0,training,lowSC,average,63,568,['c'],1,left,none,-99,-99,,,,,,,,,,,3,18,Vrouw,Rechts,
,xotask,4,0,training,lowSC,easy,74,568,['c'],1,left,none,-99,-99,,,,,,,,,,,3,18,Vrouw,Rechts,
,xotask,5,0,training,lowSC,hard,50,736,['c'],1,left,none,-99,-99,,,,,,,,,,,3,18,Vrouw,Rechts,
,xotask,6,0,training,lowSC,hard,51,902,['n'],0,left,none,-99,-99,,,,,,,,,,,3,18,Vrouw,Rechts,
,xotask,7,0,training,lowSC,average,61,651,['c'],1,left,none,-99,-99,,,,,,,,,,,3,18,Vrouw,Rechts,
,xotask,8,0,training,lowSC,hard,25,1052,['c'],0,right,none,-99,-99,,,,,,,,,,,3,18,Vrouw,Rechts,
,xotask,9,0,training,lowSC,hard,28,768,['n'],1,right,none,-99,-99,,,,,,,,,,,3,18,Vrouw,Rechts,
,xotask,10,0,training,lowSC,average,64,1119,['c'],1,left,none,-99,-99,,,,,,,,,,,3,18,Vrouw,Rechts,
,xotask,11,0,training,lowSC,easy,73,786,['c'],1,left,none,-99,-99,,,,,,,,,,,3,18,Vrouw,Rechts,
,xotask,12,0,training,lowSC,hard,50,1753,['n'],0,left,none,-99,-99,,,,,,,,,,,3,18,Vrouw,Rechts,
,xotask,13,0,training,lowSC,hard,25,1953,['c'],0,right,none,-99,-99,,,,,,,,,,,3,18,Vrouw,Rechts,
,xotask,14,0,training,lowSC,average,16,920,['n'],1,right,none,-99,-99,,,,,,,,,,,3,18,Vrouw,Rechts,
,xotask,15,0,training,lowSC,average,64,1068,['n'],0,left,none,-99,-99,,,,,,,,,,,3,18,Vrouw,Rechts,
