starttime,task,withinblocktrial,block,running,selfconf,difflevel,n_xes,rt,resp,cor,cresp,conf_press,cj,RTconf,n_reddots,dotsLeft,dotsRight,post1,post2,post3,post4,post5,post6,stoptime,sub,age,gender,handedness,
1612784598,xotask,0,0,training,lowSC,hard,26,1570,['n'],1,right,none,-99,-99,,,,,,,,,,,30,18,Vrouw,Rechts,
,xotask,1,0,training,lowSC,hard,53,734,['c'],1,left,none,-99,-99,,,,,,,,,,,30,18,Vrouw,Rechts,
,xotask,2,0,training,lowSC,average,64,584,['c'],1,left,none,-99,-99,,,,,,,,,,,30,18,Vrouw,Rechts,
,xotask,3,0,training,lowSC,average,62,751,['c'],1,left,none,-99,-99,,,,,,,,,,,30,18,Vrouw,Rechts,
,xotask,4,0,training,lowSC,average,64,1068,['n'],0,left,none,-99,-99,,,,,,,,,,,30,18,Vrouw,Rechts,
,xotask,5,0,training,lowSC,hard,53,619,['n'],0,left,none,-99,-99,,,,,,,,,,,30,18,Vrouw,Rechts,
,xotask,6,0,training,lowSC,hard,52,1136,['n'],0,left,none,-99,-99,,,,,,,,,,,30,18,Vrouw,Rechts,
,xotask,7,0,training,lowSC,easy,7,617,['n'],1,right,none,-99,-99,,,,,,,,,,,30,18,Vrouw,Rechts,
,xotask,8,0,training,lowSC,easy,5,602,['c'],0,right,none,-99,-99,,,,,,,,,,,30,18,Vrouw,Rechts,
,xotask,9,0,training,lowSC,easy,5,618,['n'],1,right,none,-99,-99,,,,,,,,,,,30,18,Vrouw,Rechts,
,xotask,10,0,training,lowSC,easy,7,817,['n'],1,right,none,-99,-99,,,,,,,,,,,30,18,Vrouw,Rechts,
,xotask,11,0,training,lowSC,average,18,819,['c'],0,right,none,-99,-99,,,,,,,,,,,30,18,Vrouw,Rechts,
,xotask,12,0,training,lowSC,average,64,1353,['c'],1,left,none,-99,-99,,,,,,,,,,,30,18,Vrouw,Rechts,
,xotask,13,0,training,lowSC,average,60,886,['n'],0,left,none,-99,-99,,,,,,,,,,,30,18,Vrouw,Rechts,
,xotask,14,0,training,lowSC,easy,71,936,['c'],1,left,none,-99,-99,,,,,,,,,,,30,18,Vrouw,Rechts,
,xotask,15,0,training,lowSC,easy,72,1053,['c'],1,left,none,-99,-99,,,,,,,,,,,30,18,Vrouw,Rechts,
,xotask,16,0,training,lowSC,easy,72,969,['c'],1,left,none,-99,-99,,,,,,,,,,,30,18,Vrouw,Rechts,
,xotask,17,0,training,lowSC,easy,70,802,['c'],1,left,none,-99,-99,,,,,,,,,,,30,18,Vrouw,Rechts,
,xotask,18,0,training,lowSC,average,18,1252,['n'],1,right,none,-99,-99,,,,,,,,,,,30,18,Vrouw,Rechts,
,xotask,19,0,training,lowSC,hard,28,1203,['n'],1,right,none,-99,-99,,,,,,,,,,,30,18,Vrouw,Rechts,
,xotask,20,0,training,lowSC,hard,52,985,['c'],1,left,none,-99,-99,,,,,,,,,,,30,18,Vrouw,Rechts,
,xotask,21,0,training,lowSC,average,16,1136,['n'],1,right,none,-99,-99,,,,,,,,,,,30,18,Vrouw,Rechts,
,xotask,22,0,training,lowSC,average,19,953,['n'],1,right,none,-99,-99,,,,,,,,,,,30,18,Vrouw,Rechts,
,xotask,23,0,training,lowSC,easy,71,918,['c'],1,left,none,-99,-99,,,,,,,,,,,30,18,Vrouw,Rechts,
